# Kairaitis - Zalioji - QURO - ITRDB LITH034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22297
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22297.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith034-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith034-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith034.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith034.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-13
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-13
#--------------------
# Title
#   Study_Name: Kairaitis - Zalioji - QURO - ITRDB LITH034
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Zalioji
#   Location: Lithuania
#   Northernmost_Latitude: 54.6
#   Southernmost_Latitude: 54.6
#   Easternmost_Longitude: 23.02
#   Westernmost_Longitude: 23.02
#   Elevation_m: 60
#--------------------
# Data_Collection
#   Collection_Name: LITH034
#   First_Year: 1840
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ZALIOJ05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ31_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ31; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ33_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ33; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ34_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ34; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ35_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ35; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ40_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ40; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ43_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ43; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ50_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ50; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ67_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ67; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZALIOJ69_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZALIOJ69; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ZALIOJ05_raw	ZALIOJ15_raw	ZALIOJ16_raw	ZALIOJ20_raw	ZALIOJ22_raw	ZALIOJ23_raw	ZALIOJ31_raw	ZALIOJ33_raw	ZALIOJ34_raw	ZALIOJ35_raw	ZALIOJ40_raw	ZALIOJ43_raw	ZALIOJ50_raw	ZALIOJ67_raw	ZALIOJ69_raw
1840	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	0.36	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	0.3	0.67	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	0.18	0.55	NA	NA	NA	NA	NA	0.7
1849	NA	NA	NA	NA	NA	NA	NA	0.4	1	NA	NA	NA	NA	NA	0.95
1850	NA	NA	NA	NA	NA	NA	NA	0.29	0.91	NA	NA	NA	NA	NA	0.73
1851	NA	NA	NA	NA	NA	NA	NA	0.55	1.03	NA	NA	NA	NA	NA	0.58
1852	NA	NA	NA	NA	NA	NA	NA	0.68	0.73	NA	NA	NA	NA	NA	0.49
1853	0.35	NA	NA	NA	NA	NA	NA	0.45	0.68	NA	NA	NA	NA	NA	0.31
1854	0.26	NA	NA	NA	NA	NA	NA	0.31	0.51	NA	NA	NA	NA	NA	0.23
1855	0.22	NA	NA	NA	NA	NA	NA	0.2	0.51	NA	NA	NA	NA	NA	0.24
1856	0.14	NA	NA	NA	NA	NA	NA	0.28	0.34	NA	NA	NA	NA	NA	0.24
1857	0.19	NA	NA	NA	NA	NA	NA	0.22	0.47	NA	NA	NA	NA	NA	0.16
1858	0.17	NA	NA	NA	NA	NA	NA	0.2	0.43	NA	NA	NA	NA	NA	0.13
1859	0.09	NA	NA	NA	NA	NA	NA	0.54	0.7	NA	NA	NA	NA	NA	0.18
1860	0.14	NA	NA	NA	NA	NA	NA	0.47	0.56	NA	NA	NA	NA	NA	0.19
1861	0.11	NA	NA	NA	NA	NA	NA	0.27	0.58	NA	NA	NA	NA	NA	0.25
1862	0.21	NA	NA	NA	NA	NA	NA	0.27	0.45	NA	NA	NA	NA	NA	0.14
1863	0.34	NA	NA	NA	NA	NA	NA	0.21	0.45	NA	NA	NA	NA	NA	0.21
1864	0.29	NA	NA	NA	NA	NA	NA	0.11	0.36	NA	NA	NA	NA	NA	0.19
1865	0.18	NA	NA	NA	NA	NA	NA	0.21	0.24	NA	NA	NA	NA	NA	0.19
1866	0.17	NA	NA	NA	NA	NA	NA	0.25	0.36	NA	NA	NA	NA	NA	0.26
1867	0.2	NA	NA	NA	NA	NA	NA	0.2	0.55	NA	NA	NA	NA	NA	0.37
1868	0.14	NA	1.09	NA	NA	NA	NA	0.44	0.62	NA	NA	NA	NA	NA	0.41
1869	0.32	NA	1.1	NA	NA	NA	NA	1.39	0.41	NA	NA	NA	NA	NA	0.64
1870	0.27	NA	0.72	NA	NA	NA	NA	1.19	0.3	NA	NA	1.73	NA	NA	0.53
1871	0.22	NA	0.55	NA	NA	NA	NA	1.13	0.36	NA	NA	1.08	NA	NA	0.76
1872	0.21	NA	0.61	NA	NA	NA	NA	0.68	0.56	NA	NA	0.54	NA	NA	0.54
1873	0.48	NA	1.15	NA	NA	NA	0.87	0.89	0.79	NA	NA	0.62	NA	NA	1.09
1874	0.29	NA	1.06	NA	NA	NA	0.72	0.56	0.61	NA	NA	0.45	NA	NA	0.4
1875	0.36	NA	0.96	NA	NA	1.01	0.6	0.52	0.55	NA	NA	0.46	NA	NA	0.43
1876	0.75	NA	1.28	NA	NA	0.68	0.77	0.22	1.07	NA	NA	0.54	0.93	NA	0.79
1877	0.77	NA	1.4	NA	NA	0.78	0.84	0.55	1.01	NA	NA	1.19	1.27	NA	0.6
1878	0.63	NA	1.27	NA	NA	0.57	0.69	0.48	0.84	NA	NA	1.04	0.95	NA	0.76
1879	0.56	NA	1.05	NA	0.58	0.85	0.62	0.93	0.62	NA	0.76	1.13	0.71	NA	0.58
1880	1.1	NA	1.17	NA	0.6	1.39	0.59	1.29	0.98	NA	0.81	1.73	0.53	NA	0.91
1881	0.8	NA	1.27	NA	0.48	1.58	0.43	1.55	0.98	NA	0.49	1.32	0.78	NA	0.62
1882	0.43	NA	1.01	NA	0.49	1.63	0.59	1.14	1.08	NA	0.55	1.36	0.62	NA	0.53
1883	0.78	0.94	1.72	NA	0.84	2.14	1.2	2	2.82	NA	1.28	1.67	1.21	NA	1.77
1884	1.85	3.02	2.97	NA	2.41	5.74	3.09	2.28	3.35	NA	2.54	3.16	2.44	2.9	3
1885	1.12	2.22	2.01	NA	1.8	2.11	1.86	1.36	2.16	0.35	1.91	1.85	1.48	2.2	1.46
1886	0.91	4.4	3.01	NA	3.33	3.01	3.32	2.16	2.85	0.9	2.19	1.99	2.02	4.07	1.6
1887	1.52	3.07	2.62	NA	3.01	3.25	2.43	2.69	2.54	1.69	2.65	2.4	2.11	4.36	1.99
1888	2.63	2.7	3.01	1.31	2.68	4.68	2.62	2.04	2.33	1.8	3.23	3.05	3.07	5.1	2.98
1889	1.52	2.08	2	1.86	2.17	3.95	1.79	1.86	1.51	1.32	2.21	2.24	2.14	3.61	1.83
1890	1.19	2.35	1.93	2.05	1.38	3.68	1.94	1.81	1.05	1.12	2.22	1.58	2.01	3.93	1.39
1891	1.77	2.52	2.12	2.67	1.92	2.31	2.48	1.75	1.94	1.82	2.89	2.42	2.59	3.37	2.55
1892	2.59	3.01	2.96	2.98	2.38	2.38	2.94	1.99	2.11	2.11	3.74	3.17	3.24	3.78	3.33
1893	1.06	2.27	2.12	1.9	2.22	1.97	1.95	1.58	1.38	0.89	2.18	2.49	1.53	3.3	1.56
1894	2	2.48	2.75	1.68	2.54	1.84	2.92	1.78	2.15	1.86	3.22	2.44	2.77	3.95	2.22
1895	1.59	2.02	2.53	1.86	2.18	1.87	2.2	1.61	2.08	1.94	3.6	1.64	2.81	2.79	1.73
1896	1.77	1.73	2.36	1.92	2.21	1.87	2.86	1.53	2.33	3.37	3.59	1.87	2.91	3.02	1.86
1897	1.61	1.26	1.64	1.8	1.97	1.4	1.81	1.27	2.14	2.92	3.44	1.3	2.36	2.12	1.71
1898	1.76	1.93	2.47	2.89	2.26	1.57	2.22	1.66	2.48	3.21	2.84	1.29	1.87	2.56	1.57
1899	1.2	1.69	1.75	2.06	1.79	1.67	1.78	1.35	2.33	1.93	1.59	1.53	1.09	2.64	1.31
1900	0.8	1.55	2.23	1.53	1.46	1.01	1.66	1.09	2.12	2.64	1.88	1.71	1.4	1.6	1.48
1901	0.89	1.76	1.87	2.78	1.62	1.19	1.48	1.36	2.9	2.6	1.76	3.2	1.76	1.44	1.65
1902	1.49	1.59	1.95	2.13	1.33	1.22	1.65	1.1	2.66	4.42	1.88	2.82	1.62	1.39	2.25
1903	2.06	1.59	2.11	1.56	1.24	1.22	1.69	1.01	3.12	5.39	2.1	1.96	2.01	0.84	2.3
1904	1.88	1.74	1.66	1.38	1.52	1.41	1.78	1.38	1.99	4.08	1.52	0.86	1.99	0.58	1.26
1905	1.81	2.49	1.93	1.49	1.66	1.19	1.87	1.27	2.04	3.98	1.66	0.79	2.09	0.61	1.62
1906	2.42	2.3	1.9	1.43	1.7	1.28	1.96	1.3	2.28	3.95	0.93	0.78	1.48	0.54	1.26
1907	2.11	2.41	1.65	1.87	1.61	1.73	2.08	1.34	2.31	2.95	1.37	0.91	2.28	1.05	2.22
1908	2.13	2.76	2.09	1.99	1.56	2	2.18	1.51	2.43	3.54	1.86	1.84	2.72	1.15	2.34
1909	2.35	2.2	1.53	2.08	1.53	2.12	2.32	1.19	2.63	3.13	1.41	2.2	2.29	1.08	2.19
