# Wilson - Frauenhoferstrasse 4 Straubing Historical Timber - PCAB - ITRDB GERM112
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/12800
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-12800.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: drought
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ112-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ112-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ112.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ112.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-23
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-23
#--------------------
# Title
#   Study_Name: Wilson - Frauenhoferstrasse 4 Straubing Historical Timber - PCAB - ITRDB GERM112
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: International Journal of Climatology
#   Published_Title: A 500-Year Dendroclimatic Reconstruction of Spring/Summer  Precipitation from the Lower Bavarian Forest Region, Germany
#   Published_Date_or_Year: 2005
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 10.1002/joc.1150
#   Full_Citation: Wilson, R.J.S., B.H. Luckman, and J. Esper. 2005. 
A 500-Year Dendroclimatic Reconstruction of Spring/Summer 
Precipitation from the Lower Bavarian Forest Region, Germany. 
International Journal of Climatology, 25: 611-630.

#   Abstract: This paper presents a 500 year March-August precipitation reconstruction for the Bavarian Forest region of southeast
# Germany based on a composite, well-replicated data set of 676 living and historical tree-ring width series from Norway
# spruce. Two versions of the chronology are developed. The cubic smoothing spline (SPL) chronology, standardized
# with a fixed 80 year spline function, retains decadal and higher frequency variation. The regional curve standardization
# (RCS) chronology uses regional curve standardization to retain additional lower frequency variation from the same
# data. Calibration (1879-1978) of these chronologies with March-August precipitation indicates they explain 40% (SPL)
# and 34% (RCS) of the variability in the instrumental precipitation record. The SPL reconstruction models the high frequency
# variation better, whereas the RCS reconstruction tracks the low-frequency trends more robustly. It suggests
# that spring-summer precipitation was above the long-term average for the periods 1730-1810 and 1870-2000, about
# average between 1560 and 1610 and that significantly drier periods occurred during 1510-60, 1610-35, 1660-1730 and
# 1830-70. The low-frequency trends of the RCS reconstruction during the 19th century were verified by comparison with a
# regional precipitation series derived from 14 long precipitation records from central Europe. Better verification results were
# obtained using the original (non-homogenized) records over this interval. These results suggest that some low-frequency
# variability may have been removed during correction of these early records. Periods of synchronous decadal variability
# were observed between the SPL series and independent dendroclimatic reconstructions from central Europe. The RCS
# reconstruction is the first dendroclimatic precipitation reconstruction in Europe to capture low-frequency information.
# These long-term trends, however, are difficult to verify owing to the paucity of other proxy precipitation records in
# central Europe that portray low-frequency information. Further verification and testing of the RCS reconstruction will
# require the development of additional reconstructions from tree-rings (or other proxy data series) that similarly target
# low-frequency variability.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Frauenhoferstrasse 4 Straubing
#   Location: Bavaria
#   Northernmost_Latitude: 48.8833
#   Southernmost_Latitude: 48.8833
#   Easternmost_Longitude: 12.5667
#   Westernmost_Longitude: 12.5667
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: GERM112
#   First_Year: 1712
#   Last_Year: 1780
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FHD01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FHD12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FHD12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FHD01_raw	FHD02_raw	FHD03_raw	FHD04_raw	FHD05_raw	FHD08_raw	FHD09_raw	FHD10_raw	FHD11_raw	FHD12_raw
1712	NA	NA	NA	NA	2.915	NA	NA	NA	NA	NA
1713	NA	NA	NA	NA	3.064	NA	NA	NA	NA	NA
1714	NA	NA	NA	NA	2.645	NA	4.5	NA	NA	NA
1715	NA	NA	NA	NA	2.31	NA	4.006	NA	NA	NA
1716	NA	NA	NA	NA	1.236	NA	3.356	NA	2.247	NA
1717	NA	NA	NA	NA	1.361	NA	2.949	NA	2.379	NA
1718	NA	NA	NA	NA	1.546	NA	1.815	NA	2.02	NA
1719	NA	NA	NA	1.806	1.318	NA	1.608	NA	1.475	NA
1720	NA	NA	NA	2.897	1.409	NA	1.813	NA	2.348	NA
1721	NA	NA	NA	3.872	1.984	NA	2.398	NA	2.261	NA
1722	NA	NA	3.362	2.566	1.857	NA	1.181	NA	1.704	NA
1723	NA	NA	2.943	3.072	2.058	NA	1.73	5.08	1.432	NA
1724	2.396	NA	2.16	2.393	2.244	NA	1.75	3.328	1.416	NA
1725	3.697	6.015	3.234	2.626	1.848	NA	1.804	5.303	1.822	NA
1726	2.208	4.357	2.552	1.94	1.742	NA	1.897	3.979	1.504	2.493
1727	3.976	5.574	3.527	2.555	2.263	NA	2.025	4.416	1.881	3.977
1728	1.744	3.514	1.688	1.374	1.045	NA	0.986	1.582	0.836	2.994
1729	2.321	3.985	2.215	1.639	1.728	3.592	1.673	2.097	1.3	3.591
1730	3.379	3.845	2.105	1.835	2.38	3.6	2.4	2.752	1.759	3.392
1731	2.669	2.348	1.719	1.675	2.885	2.966	1.483	2.342	1.422	2.12
1732	5.304	3.014	2.18	1.838	3.269	3.238	2.491	2.223	1.792	3.18
1733	1.955	3.154	1.674	1.598	2.295	2.608	1.541	1.785	1.923	2.984
1734	3.353	3.41	2.208	2.152	3.054	3.059	2.352	2.992	3.151	3.544
1735	3.072	3.921	1.649	2.811	3.05	3.089	2.617	4.145	3.464	3.646
1736	1.415	2.58	2.128	1.934	3.359	2.095	1.711	3.424	2.519	2.029
1737	2	2.634	1.829	1.435	2.574	2.021	2.21	2.772	2.388	2.717
1738	2.725	3.015	2.306	2.085	3.284	2.114	3.044	3.038	3.073	3.49
1739	2.777	2.719	1.762	2.277	2.412	1.561	3.262	1.788	2.541	2.913
1740	2.192	2.657	1.707	1.259	2.403	1.916	2.926	1.066	2.204	2.763
1741	1.72	2.917	1.715	2.507	2.817	2.666	3.449	1.731	2.87	2.54
1742	0.788	2.376	1.495	2.421	2.148	1.738	2.797	1.462	2.509	2.09
1743	0.447	2.521	1.882	2.272	1.655	2.261	2.833	1.131	2.753	2.231
1744	0.673	2.387	2.008	2.331	1.623	1.704	3.021	1.673	2.327	2.786
1745	0.813	2.188	1.924	1.455	1.32	2.006	2.127	1.658	1.918	1.762
1746	0.516	1.059	0.839	1.262	0.904	1.213	1.416	0.889	1.121	1.195
1747	1.072	1.573	0.929	1.49	0.992	1.475	1.345	1.202	1.416	1.513
1748	0.388	0.815	0.561	0.764	0.526	0.566	0.751	0.837	0.765	0.926
1749	1.202	1.761	1.092	1.584	1.2	1.59	1.9	1.513	1.691	1.481
1750	1.191	2.124	1.06	1.229	1.179	1.544	2.004	1.321	1.626	1.555
1751	0.832	1.728	1.059	1.409	1.316	1.904	2.441	1.397	1.612	1.498
1752	0.88	2.142	1.231	1.778	1.935	1.733	2.71	1.458	2.217	1.428
1753	0.423	0.672	0.717	0.835	1.296	1.07	0.71	0.551	1.001	0.785
1754	0.688	1.327	1.079	1.357	1.506	1.466	1.522	1.044	1.657	1.648
1755	0.631	1.192	1.15	1.243	1.326	1.165	1.462	0.983	1.599	1.045
1756	0.71	1.083	1.053	1.222	0.985	1.125	0.965	1.038	1.687	0.908
1757	0.666	1.268	0.823	0.99	0.604	0.727	2.656	0.813	1.209	1.275
1758	0.984	1.833	1.071	1.156	0.983	1.084	2.214	1.046	1.675	1.381
1759	0.773	1.534	1.302	1.105	1.664	0.864	2.151	0.96	2.003	1.236
1760	0.931	1.619	1.241	1.067	1.145	0.897	1.928	0.81	1.317	1.311
1761	0.887	1.167	1.22	1.478	1.592	0.867	NA	1.032	1.726	1.07
1762	0.719	0.939	0.891	1.073	1.273	0.832	NA	0.903	1.188	0.857
1763	0.908	0.932	1.055	1.27	1.371	1.172	NA	1.093	1.498	1.275
1764	0.727	0.59	1.02	1.265	0.757	NA	NA	1.087	1.08	0.847
1765	0.774	0.947	1.045	1.474	1.009	NA	NA	1.036	1.336	1.28
1766	0.413	0.645	0.765	0.662	1.091	NA	NA	0.643	0.873	1.003
1767	0.685	0.886	0.821	1.458	1.254	NA	NA	1.024	0.962	1.08
1768	0.518	0.418	0.725	1.285	1.22	NA	NA	0.933	1.152	0.998
1769	1.045	1.033	1.036	1.406	1.709	NA	NA	1.054	1.764	1.367
1770	1.042	1.224	1.289	2.916	1.434	NA	NA	0.982	2.497	1.408
1771	1.173	1.875	1.265	3.184	1.395	NA	NA	1.303	2.44	1.709
1772	1.305	0.777	NA	2.685	1.458	NA	NA	1.301	1.973	1.813
1773	0.484	NA	NA	1.016	0.516	NA	NA	0.51	0.625	0.565
1774	0.707	NA	NA	0.644	0.896	NA	NA	0.68	0.763	0.86
1775	0.573	NA	NA	NA	0.729	NA	NA	0.57	0.92	1.038
1776	NA	NA	NA	NA	0.524	NA	NA	0.32	0.449	0.523
1777	NA	NA	NA	NA	0.68	NA	NA	0.353	0.804	0.712
1778	NA	NA	NA	NA	1.218	NA	NA	0.512	1.106	0.604
1779	NA	NA	NA	NA	0.849	NA	NA	0.459	1.697	0.579
1780	NA	NA	NA	NA	NA	NA	NA	0.692	3.042	0.992
