# Neuwirth - Nordrhein-Westfalen/Arnsberg dro01 - FASY - ITRDB GERM206
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16740
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16740.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ206-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ206-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ206.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ206.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Neuwirth - Nordrhein-Westfalen/Arnsberg dro01 - FASY - ITRDB GERM206
#--------------------
# Investigators
#   Investigators: Neuwirth, B.(https://orcid.org/0000-0001-7473-462X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Arnsberg dro01
#   Location: Germany
#   Northernmost_Latitude: 51.1
#   Southernmost_Latitude: 51.1
#   Easternmost_Longitude: 8.0167
#   Westernmost_Longitude: 8.0167
#   Elevation_m: 455
#--------------------
# Data_Collection
#   Collection_Name: GERM206
#   First_Year: 1838
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dro0101m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0101m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0102m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0102m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0103m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0103m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0104m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0104m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0105m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0105m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0106m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0106m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0107m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0107m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0108m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0108m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0109m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0109m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0110m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0110m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0111m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0111m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0113m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0113m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0114m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0114m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0115m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0115m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dro0116m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dro0116m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dro0101m_raw	dro0102m_raw	dro0103m_raw	dro0104m_raw	dro0105m_raw	dro0106m_raw	dro0107m_raw	dro0108m_raw	dro0109m_raw	dro0110m_raw	dro0111m_raw	dro0113m_raw	dro0114m_raw	dro0115m_raw	dro0116m_raw
1838	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA
1839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA
1840	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.43	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99	NA
1849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA
1850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA
1851	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.84	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.39	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56	NA
1856	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.6	NA
1857	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA
1858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.63	NA
1859	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA
1860	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA	3.37	NA
1861	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	NA	NA	NA	4.55	NA
1862	NA	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	NA	3.97	NA
1863	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	NA	2.48	NA
1864	NA	NA	NA	NA	1.4	NA	NA	NA	NA	NA	NA	NA	1.66	3.21	NA
1865	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	0.89	1.21	NA
1866	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	1.12	2.48	NA
1867	NA	NA	NA	NA	1.33	NA	NA	NA	NA	NA	NA	NA	1.63	3.36	NA
1868	NA	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	1.5	1.86	NA
1869	NA	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	1.31	2.06	NA
1870	NA	1.29	NA	NA	1.57	NA	NA	NA	NA	NA	NA	NA	1.25	2.37	0.76
1871	NA	0.81	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	1.48	2.91	0.56
1872	NA	1.09	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	1.11	2.75	0.28
1873	NA	1.08	NA	NA	2.62	NA	NA	NA	NA	NA	NA	NA	0.85	2.07	0.32
1874	NA	0.6	NA	NA	2.65	NA	NA	NA	NA	NA	NA	NA	0.43	1.76	0.58
1875	NA	0.94	NA	NA	3.62	NA	NA	NA	NA	NA	NA	NA	1.79	3.7	1.99
1876	NA	1.7	NA	NA	2.2	NA	NA	NA	NA	NA	NA	NA	1.52	3.46	1.94
1877	NA	1.67	NA	NA	2.04	NA	NA	NA	NA	NA	NA	NA	1.64	3.23	2.29
1878	NA	1.63	NA	3.22	2.31	NA	NA	NA	NA	2.05	NA	NA	2.8	4.21	2.92
1879	NA	1.44	NA	2.82	2.26	NA	NA	NA	NA	1.94	NA	NA	2.36	3.98	2.64
1880	1.65	1.12	NA	2.06	1.66	NA	NA	NA	NA	1.18	NA	NA	1.32	3.6	1.69
1881	2.27	0.38	NA	1.13	0.88	NA	NA	NA	NA	0.61	NA	NA	0.78	1.93	0.92
1882	2.81	0.71	0.66	1.94	2.28	2.82	NA	NA	NA	1.19	NA	NA	2.04	4.02	1.41
1883	3.35	0.41	2.17	1.14	1.28	2.38	NA	NA	NA	0.7	NA	NA	0.94	2.77	0.89
1884	2.34	1.17	2.76	1.53	1.6	3.23	NA	NA	NA	1.43	NA	NA	1.55	3.48	1.4
1885	2.49	0.76	2.44	1.36	1.56	3.01	NA	NA	NA	2.37	NA	NA	1.52	3.13	1.32
1886	2.76	0.69	2.13	1.48	2.33	2.54	NA	NA	NA	2.32	NA	NA	1.73	3.31	1.71
1887	1.62	0.62	0.92	0.58	1.14	1.12	NA	NA	NA	1.46	NA	NA	1	2.1	0.9
1888	2.57	0.77	1.3	0.72	1.43	1.82	NA	1.36	NA	1.61	NA	NA	1.36	1.57	1.38
1889	2.87	0.65	1.36	0.75	1.36	1.34	NA	1.96	NA	2.3	1.19	NA	1.28	2.18	1.71
1890	3.41	0.53	1.46	1.46	1.64	1.38	2.41	2.26	NA	2.74	1.28	NA	1.38	3.06	1.72
1891	2.89	0.63	1.3	1.21	1.75	1.26	1.3	1.71	NA	2.04	1.41	1.49	1.62	2.35	1.36
1892	4.63	0.57	1.17	1	1.38	0.96	1.29	1.12	NA	1.9	1.55	1.11	0.88	1.79	1.18
1893	2.88	0.22	0.42	0.57	0.69	0.55	0.64	0.54	NA	1.12	0.63	0.58	0.56	0.71	0.67
1894	4.28	0.79	1.22	1.82	1.74	2.52	1.05	1.44	NA	2.13	1.41	1.5	1.32	1.98	1.46
1895	4.55	0.78	1.12	1.59	1.86	2.2	1.22	1.18	NA	2.09	1.14	1.07	1.28	1.99	1.31
1896	3.39	0.77	1.06	1.28	1.69	2.24	1.62	1.32	NA	2.07	1.3	1.22	1.1	2.15	1.52
1897	5.28	0.62	1.32	1.61	1.96	2.01	5.14	1.73	3.13	2.18	1.93	1.45	1.08	2.36	1.65
1898	6.43	0.91	1.28	2.28	2.7	2.4	9.12	2.46	2.18	2.65	2.03	2.36	1.84	3.6	1.95
1899	4.13	1.41	1.46	2.04	2.3	2.12	4.19	1.92	2.23	1.96	1.66	1.64	1.52	2.69	1.72
1900	3.63	1.14	1.44	3.01	2.34	2.32	3.05	1.94	1.63	1.87	1.69	1.74	1.44	2.78	1.66
1901	2.4	1.21	1.11	1.39	1.44	1.59	1.55	1.2	1.12	1.65	1.49	1.14	1.07	2.33	1.46
1902	2.68	1.48	1.3	2.03	1.56	1.91	1.52	1.22	1.02	1.54	1.06	1.26	1.06	2.66	1.6
1903	3.55	1.84	1.74	2.4	2.28	2.28	2.56	2	1.41	2.26	2.72	1.6	1.42	4.07	2.28
1904	3.56	2.03	1.48	1.7	2.04	2.14	2.32	1.72	1.41	2.16	1.74	1.46	1.48	3.14	1.69
1905	3.43	1.49	1.6	1.54	1.36	1.9	2.04	1.72	1.13	2.1	1.65	1.36	1.23	2.24	1.95
1906	3.48	1.36	1.64	2.12	1.76	2.42	1.96	1.75	1.7	2.17	1.7	1.42	1.9	2.58	2.19
1907	3.08	1.47	1.54	2.22	1.86	2	2.09	1.86	2	2.14	1.56	1.54	1.85	2.77	1.69
1908	3	1.78	1.69	1.46	1.84	2.13	1.74	1.86	1.58	2.72	1.83	1.36	1.36	2.42	1.91
1909	2.45	1.78	1.86	1.5	1.82	1.64	2.02	1.68	0.68	2.17	0.68	1.02	1.49	2.45	1.96
1910	2.64	1.36	2.36	1.43	1.9	1.63	2.84	2.48	1.58	2.77	1.45	1.73	1.78	2.58	1.93
1911	2.19	1.62	1.83	1	1.36	1.46	1.82	2.09	1.46	2.94	1.64	1.36	1.3	2.25	1.62
1912	2.03	1.05	1.4	1.08	1.14	1.54	1.34	1.7	1.56	2.14	0.96	1.54	1	0.46	1.13
1913	2.6	1.28	1.52	1.35	1.01	1.69	2	1.95	1.53	2.86	1.28	1.18	1.37	1.82	1.98
1914	1.57	0.54	1.17	1.1	0.29	1.73	1.2	0.89	0.3	2.61	1.92	0.98	0.96	1.51	1.88
1915	2.11	0.65	0.75	0.52	0.58	1.18	0.88	1.12	0.54	1.87	0.8	0.78	0.43	1.04	1.08
1916	3.14	1.39	1.96	1.5	1.06	1.94	2.12	2.46	1.94	2.41	2.08	1.38	1.11	2.6	2.01
1917	2.74	1.27	1.86	1.12	1.22	2.36	1.88	1.94	1.4	2.51	1.77	1.32	1.24	2.1	1.46
1918	2.54	0.95	1.72	0.82	1.01	1.95	1.64	2	1.2	2.57	1.1	1.04	0.96	1.66	2.14
1919	2.3	0.72	1.48	0.82	1.26	1.9	1.46	1.88	0.93	1.94	1.25	1.19	0.9	1.84	1.44
1920	2.23	0.86	1.46	0.58	0.78	1.44	1.06	1.28	0.74	1.68	1.01	1	0.6	1.38	1.06
1921	2.12	0.88	1.7	0.76	0.8	1.42	1.42	1.44	0.8	1.47	1.05	1.18	0.88	2.2	1.39
1922	2.53	0.97	1.4	0.93	0.91	1.3	1.1	1.42	1.1	1.41	1.34	1.28	0.86	1.25	1.19
1923	2.5	1.45	2.54	1.02	1.25	1.78	1.88	1.88	1.3	1.6	1.87	1.74	1.18	1.88	1.66
1924	3.31	1.62	2.78	1.34	1.88	2.2	3.26	2.53	1.56	2.12	2.56	1.81	1.02	2.25	1.72
1925	3.39	1.3	2.49	1.48	2.02	2.3	3.66	3.7	1.66	2.56	2.16	1.71	0.96	1.65	1.39
1926	2.46	1.65	2.2	1.7	1.92	2.92	3.45	3.88	2.15	2.67	2.31	1.98	1.5	1.81	1.57
