# Hartl - Oberammergau, Laichwald C - FASY - ITRDB DEU377
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37576
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37576.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu377-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu377.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu377.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Oberammergau, Laichwald C - FASY - ITRDB DEU377
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant:
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Oberammergau, Laichwald C
#   Location: Germany
#   Northernmost_Latitude: 47.49
#   Southernmost_Latitude: 47.49
#   Easternmost_Longitude: 11.028
#   Westernmost_Longitude: 11.028
#   Elevation_m: 1020
#--------------------
# Data_Collection
#   Collection_Name: DEU377
#   First_Year: 1787
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## OGLC504C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC504C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC504O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC504O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC505C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC505C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC505O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC505O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC506C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC506C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC506O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC506O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC507C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC507C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC507O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC507O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC508C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC508C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC508O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC508O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC509C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC509C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC509O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC509O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC510C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC510C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC510O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC510O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC512C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC512C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC512O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC512O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC513C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC513C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC513O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC513O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC514C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC514C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## OGLC514O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: OGLC514O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	OGLC504C_raw	OGLC504O_raw	OGLC505C_raw	OGLC505O_raw	OGLC506C_raw	OGLC506O_raw	OGLC507C_raw	OGLC507O_raw	OGLC508C_raw	OGLC508O_raw	OGLC509C_raw	OGLC509O_raw	OGLC510C_raw	OGLC510O_raw	OGLC512C_raw	OGLC512O_raw	OGLC513C_raw	OGLC513O_raw	OGLC514C_raw	OGLC514O_raw
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.99
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.56
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.45
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.08
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09
1798	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1799	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94
1800	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.85
1801	NA	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8
1802	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.19
1803	NA	NA	NA	NA	NA	1.12	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78
1804	NA	NA	NA	NA	NA	1.03	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81
1805	NA	NA	NA	NA	NA	0.57	0.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7
1806	NA	NA	NA	NA	1.04	0.59	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.72	0.66
1807	NA	NA	NA	NA	1.87	0.99	1.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.61
1808	NA	NA	NA	NA	1.8	0.97	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	0.56
1809	NA	NA	NA	NA	1.52	0.62	2.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.92	0.83
1810	NA	1.2	NA	NA	1.02	0.56	1.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	0.96
1811	NA	1.47	NA	NA	1.29	0.61	2.05	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	0.82
1812	NA	1.11	NA	NA	1.12	0.75	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	1.09
1813	NA	1.18	NA	NA	1.13	0.64	1.41	NA	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	1.07
1814	NA	1.13	NA	NA	0.97	0.64	1.16	NA	0.13	NA	NA	NA	NA	0.68	NA	NA	NA	NA	0.93	0.8
1815	NA	0.98	NA	NA	0.76	0.5	0.86	0.83	0.85	NA	NA	NA	NA	0.54	NA	NA	NA	NA	0.93	0.88
1816	NA	0.74	NA	NA	0.72	0.41	0.93	0.71	0.68	NA	NA	NA	NA	0.49	NA	NA	NA	NA	1.03	0.83
1817	NA	0.64	NA	NA	0.92	0.45	0.87	0.67	0.71	NA	NA	NA	NA	0.57	NA	NA	NA	NA	1.06	0.82
1818	NA	0.51	NA	NA	0.8	0.37	0.61	0.46	0.48	NA	NA	NA	NA	0.48	NA	NA	NA	NA	0.66	0.65
1819	NA	0.57	NA	NA	0.68	0.41	0.44	0.43	0.57	NA	NA	NA	NA	0.86	NA	NA	NA	NA	0.67	0.58
1820	NA	0.62	NA	NA	0.71	0.53	0.94	0.96	0.83	NA	NA	NA	NA	1.52	NA	NA	NA	NA	0.93	0.91
1821	NA	0.42	NA	NA	0.57	0.52	0.72	0.78	0.68	NA	NA	NA	NA	1.05	NA	NA	NA	NA	0.76	0.78
1822	NA	0.44	NA	NA	0.58	0.57	0.88	0.82	0.6	NA	NA	NA	NA	0.86	NA	NA	NA	NA	0.77	0.87
1823	NA	0.61	NA	NA	0.61	0.53	1.01	0.97	0.84	NA	NA	NA	NA	1.36	NA	NA	NA	NA	0.86	0.93
1824	NA	0.51	NA	NA	0.53	0.72	1.06	0.99	0.79	NA	NA	NA	NA	1.31	NA	NA	NA	NA	0.76	0.83
1825	NA	0.36	NA	NA	0.44	0.55	0.6	0.61	0.44	NA	NA	NA	NA	0.76	NA	NA	NA	NA	0.29	0.33
1826	0.82	0.59	NA	NA	0.44	0.54	1	0.92	0.68	NA	NA	NA	NA	1.02	NA	NA	NA	NA	0.75	0.77
1827	0.86	0.67	NA	NA	0.56	0.65	1.05	0.9	0.81	NA	NA	NA	NA	1.59	NA	NA	NA	NA	0.59	0.77
1828	1	0.77	NA	NA	0.52	0.75	1.05	0.96	0.81	NA	NA	NA	NA	1.3	NA	NA	NA	NA	0.62	0.76
1829	0.92	0.75	NA	NA	0.45	0.7	0.96	1	0.68	NA	NA	0.76	NA	1	NA	NA	NA	NA	0.58	0.59
1830	0.65	0.51	NA	NA	0.26	0.52	0.61	0.64	0.53	NA	NA	0.72	NA	1.24	NA	NA	NA	NA	0.28	0.38
1831	0.86	0.76	NA	NA	0.36	0.62	0.73	0.84	0.5	NA	NA	0.69	NA	1.1	NA	NA	NA	NA	0.26	0.3
1832	0.88	0.72	NA	NA	0.31	0.5	0.38	0.51	0.31	NA	NA	0.34	NA	0.5	NA	NA	NA	NA	0.28	0.26
1833	0.84	0.74	NA	NA	0.3	0.47	0.54	0.62	0.37	NA	NA	0.47	NA	0.57	NA	NA	NA	NA	0.31	0.29
1834	0.78	0.68	NA	NA	0.25	0.44	0.51	0.6	0.38	NA	NA	0.44	NA	0.82	NA	NA	NA	NA	0.23	0.19
1835	0.92	0.75	NA	NA	0.32	0.5	0.57	0.66	0.34	NA	NA	0.41	NA	0.84	NA	NA	NA	NA	0.37	0.15
1836	0.66	0.58	NA	NA	0.22	0.37	0.45	0.52	0.31	NA	NA	0.4	NA	0.58	NA	NA	NA	NA	0.15	0.17
1837	1.1	0.86	NA	NA	0.31	0.53	0.58	0.75	0.4	NA	NA	0.5	NA	0.65	NA	NA	NA	NA	0.35	0.25
1838	0.85	0.66	NA	NA	0.33	0.44	0.22	0.33	0.28	NA	NA	0.53	NA	0.63	NA	NA	NA	NA	0.3	0.29
1839	0.86	0.58	NA	NA	0.22	0.26	0.38	0.47	0.21	0.45	0.65	0.28	NA	0.51	NA	NA	NA	NA	0.3	0.27
1840	0.89	0.59	NA	NA	0.22	0.31	0.43	0.44	0.25	0.44	0.83	0.35	NA	0.54	NA	NA	NA	NA	0.28	0.28
1841	0.91	0.67	NA	NA	0.15	0.19	0.29	0.35	0.25	0.38	0.8	0.37	NA	0.4	NA	NA	NA	NA	0.21	0.23
1842	0.98	0.8	NA	NA	0.24	0.33	0.4	0.47	0.37	0.48	0.65	0.34	NA	0.48	NA	NA	NA	0.89	0.29	0.4
1843	0.9	0.63	NA	NA	0.28	0.35	0.37	0.44	0.31	0.4	0.57	0.35	NA	0.44	NA	NA	NA	0.82	0.25	0.35
1844	0.72	0.64	NA	NA	0.25	0.33	0.26	0.39	0.26	0.39	0.42	0.25	NA	0.4	NA	NA	NA	0.79	0.22	0.22
1845	0.86	0.7	NA	NA	0.33	0.37	0.39	0.5	0.41	0.51	0.42	0.3	NA	0.47	NA	NA	NA	0.6	0.23	0.2
1846	0.92	0.72	NA	NA	0.51	0.48	0.37	0.43	0.49	0.46	0.37	0.28	NA	0.51	NA	1.02	NA	0.99	0.3	0.23
1847	0.93	0.71	NA	NA	0.58	0.58	0.4	0.46	0.48	0.44	0.33	0.24	NA	0.58	NA	0.94	NA	1.04	0.31	0.21
1848	0.84	0.68	NA	NA	0.46	0.52	0.34	0.4	0.48	0.52	0.25	0.28	NA	0.45	NA	0.93	NA	0.91	0.25	0.23
1849	0.75	0.6	NA	NA	0.44	0.58	0.38	0.44	0.47	0.58	0.27	0.22	NA	0.45	NA	0.84	NA	0.91	0.31	0.28
1850	0.82	0.75	NA	NA	0.48	0.72	0.44	0.41	0.47	0.72	0.32	0.25	NA	0.47	NA	1.04	NA	1.35	0.3	0.31
1851	0.73	0.62	NA	NA	0.6	0.64	0.37	0.3	0.43	0.44	0.3	0.24	NA	0.39	NA	0.73	NA	1.1	0.26	0.43
1852	0.74	0.87	NA	NA	0.74	0.81	0.36	0.33	0.46	0.58	0.25	0.2	NA	0.32	NA	0.68	NA	1.14	0.27	0.4
1853	0.68	0.84	NA	NA	0.56	0.62	0.49	0.39	0.4	0.54	0.18	0.18	NA	0.37	NA	0.7	NA	0.92	0.27	0.3
1854	0.67	0.72	NA	NA	0.48	0.54	0.44	0.35	0.37	0.48	0.2	0.19	NA	0.37	NA	0.71	NA	0.78	0.27	0.41
1855	0.5	0.61	NA	NA	0.44	0.51	0.37	0.27	0.36	0.51	0.22	0.17	NA	0.29	NA	0.76	NA	0.75	0.21	0.4
1856	0.44	0.58	NA	NA	0.4	0.46	0.26	0.21	0.23	0.33	0.19	0.16	NA	0.26	NA	0.72	NA	0.7	0.13	0.22
1857	0.44	0.58	NA	NA	0.42	0.53	0.36	0.22	0.27	0.39	0.14	0.12	NA	0.23	NA	0.68	NA	0.69	0.12	0.18
1858	0.4	0.47	NA	NA	0.96	0.47	0.25	0.2	0.23	0.39	0.16	0.11	NA	0.2	NA	0.5	NA	0.51	0.12	0.16
1859	0.56	0.64	NA	NA	0.61	0.77	0.3	0.22	0.3	0.58	0.18	0.19	NA	0.3	NA	0.71	NA	0.8	0.2	0.21
1860	0.72	0.7	NA	NA	0.53	0.6	0.32	0.26	0.42	0.51	0.25	0.19	NA	0.43	NA	0.95	NA	1.03	0.3	0.31
1861	0.67	0.76	NA	NA	0.46	0.52	0.29	0.21	0.4	0.56	0.16	0.15	NA	0.45	NA	1.1	NA	1.3	0.33	0.27
1862	0.58	0.61	NA	NA	0.54	0.45	0.2	0.19	0.35	0.44	0.12	0.1	NA	0.52	NA	0.95	1.09	1.14	0.22	0.61
1863	0.72	0.84	NA	NA	0.57	0.64	0.28	0.26	0.36	0.5	0.26	0.21	NA	0.67	NA	0.97	1.18	1.21	0.35	0.72
1864	0.73	0.76	NA	NA	0.43	0.68	0.35	0.31	0.29	0.57	0.21	0.15	NA	0.57	NA	0.78	1.16	1.07	0.41	0.73
1865	0.35	0.43	NA	NA	0.48	0.51	0.21	0.2	0.26	0.3	0.15	0.11	NA	0.37	NA	0.43	0.58	0.62	0.26	0.44
1866	0.52	0.5	NA	NA	0.54	0.54	0.28	0.27	0.25	0.44	0.15	0.12	NA	0.47	NA	0.72	0.86	0.65	0.23	0.32
1867	0.76	0.48	NA	NA	0.37	0.55	0.33	0.3	0.28	0.45	0.3	0.23	NA	0.36	NA	0.56	0.82	0.56	0.16	0.24
1868	0.59	0.38	NA	NA	0.3	0.48	0.24	0.23	0.29	0.25	0.3	0.24	NA	0.28	NA	0.58	0.58	0.45	0.22	0.19
1869	0.87	0.59	NA	NA	1.08	0.72	0.26	0.25	0.31	0.48	0.5	0.36	NA	0.53	NA	0.89	0.82	0.91	0.37	0.19
