# Coppola - Val di Fumo - LADE - ITRDB ITAL041
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/19876
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-19876.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ital041-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ital041-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ital041.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ital041.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2016-01-13
#--------------------
# File_Last_Modified_Date
#   Date: 2016-01-13
#--------------------
# Title
#   Study_Name: Coppola - Val di Fumo - LADE - ITRDB ITAL041
#--------------------
# Investigators
#   Investigators: Coppola, A.; Baroni, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: A. Coppola, G. Leonelli, M. C. Salvatore, M. Pelfin2, and C. Baroni
#   Journal_Name: Climate of the Past
#   Published_Title: Tree-ring based summer mean temperature variations in the Adamello-Presanella Group (Italian Central Alps), AD 1610-2008
#   Published_Date_or_Year: 2013
#   Volume: 9
#   Pages: 211-221
#   Issue: 1
#   Report_Number: 
#   DOI: 10.5194/cp-9-211-2013
#   Full_Citation: None
#   Abstract: Climate records from remote mountain sites and for century-long periods are usually lacking for most continents and also for the European Alps. However, detailed reconstructions of climate parameters for pre-instrumental periods in mountain areas, suffering of glacial retreat caused by recent global warming, are needed in the view of a better comprehension of the environmental dynamics. We present here the first annually-resolved reconstruction of summer (JJA) mean temperature for the Adamello-Presanella Group (Central European Alps), one of the most glaciated mountain groups of the Italian Central Alps. The reconstruction has been based on four larch tree-ring width chronologies derived from living trees sampled in four valleys surrounding the Group. The reconstruction spans from 1610 to 2008 and the statistical verification of the reconstruction demonstrates the positive skill of the tree-ring dataset in tracking summer temperature variability also in the recent period.
#--------------------
#   Authors: Coppola A., Leonelli G., Salvatore M.C., Pelfini M, Baroni C.
#   Journal_Name: Quaternary Research
#   Published_Title: Weakening climatic signal since mid-20th century in European larch tree-ring chronologies at different altitudes from the Adamello-Presanella Massif (Italian Alps)
#   Published_Date_or_Year: 2012
#   Volume: 77
#   Pages: 344-354
#   Issue: 3
#   Report_Number: 
#   DOI: 10.1016/j.yqres.2012.01.004
#   Full_Citation: None
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Val di Fumo
#   Location: Italy
#   Northernmost_Latitude: 46.0894
#   Southernmost_Latitude: 46.0894
#   Easternmost_Longitude: 10.5683
#   Westernmost_Longitude: 10.5683
#   Elevation_m: 1990
#--------------------
# Data_Collection
#   Collection_Name: ITAL041
#   First_Year: 1710
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FU01SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU01SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU01SU_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU01SU; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU10SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU10SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU10DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU10DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU11DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU11DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU11SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU11SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU12DU_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU12DU; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU12SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU12SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU13SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU13SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU13DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU13DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU14DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU14DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU14SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU14SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU02SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU02SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU20DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU20DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU21SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU21SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU21DB_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU21DB; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU04SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU04SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU04DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU04DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU07SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU07SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU07DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU07DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU09DX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU09DX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FU09SX_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FU09SX; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FU01SX_raw	FU01SU_raw	FU10SX_raw	FU10DX_raw	FU11DX_raw	FU11SX_raw	FU12DU_raw	FU12SX_raw	FU13SX_raw	FU13DX_raw	FU14DX_raw	FU14SX_raw	FU02SX_raw	FU20DX_raw	FU21SX_raw	FU21DB_raw	FU04SX_raw	FU04DX_raw	FU07SX_raw	FU07DX_raw	FU09DX_raw	FU09SX_raw
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	NA	NA	NA	0.88	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.27	NA	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.26	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA	NA	NA	1.28	NA	NA	1.03	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.28	NA	NA	NA	NA	NA	1.33	NA	NA	0.76	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.11	NA	NA	NA	NA	NA	0.69	NA	NA	0.56	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA	NA	0.92	NA	NA	0.6	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	NA	NA	0.95	NA	NA	0.91	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	0.81	NA	NA	0.74	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	0.73	NA	NA	0.69	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	1.12	NA	NA	0.84	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	0.41	NA	NA	0.61	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	0.46	NA	NA	0.69	NA	NA
1737	NA	NA	NA	NA	NA	NA	1.47	NA	NA	NA	0.67	NA	NA	NA	NA	NA	0.53	NA	NA	0.54	NA	NA
1738	NA	NA	NA	NA	NA	NA	1.22	NA	NA	NA	1.07	NA	NA	NA	NA	NA	0.67	NA	NA	0.76	NA	NA
1739	NA	NA	NA	NA	NA	NA	1.4	NA	NA	NA	1.75	NA	NA	NA	NA	NA	1.21	NA	NA	1.29	NA	NA
1740	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	0.92	NA	NA	NA	NA	NA	0.95	NA	NA	0.68	NA	NA
1741	NA	NA	NA	NA	NA	NA	0.57	NA	NA	NA	1.49	NA	NA	NA	NA	NA	0.19	NA	NA	0.71	NA	NA
1742	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	2.06	NA	NA	NA	NA	NA	0.77	NA	NA	0.69	NA	NA
1743	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	1.09	NA	NA	NA	NA	NA	0.57	NA	NA	0.56	NA	NA
1744	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	1.33	NA	NA	NA	NA	NA	0.69	NA	NA	0.88	NA	NA
1745	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	1.39	NA	NA	NA	NA	NA	0.6	NA	NA	0.78	NA	NA
1746	NA	NA	NA	NA	NA	NA	1.32	NA	NA	NA	1.59	NA	NA	NA	NA	NA	0.67	NA	NA	0.7	NA	NA
1747	NA	NA	NA	NA	NA	NA	0.98	NA	NA	NA	0.98	NA	NA	NA	NA	NA	0.49	NA	NA	0.75	NA	NA
1748	NA	NA	NA	0.99	NA	NA	1.78	NA	NA	NA	1.13	NA	NA	NA	NA	NA	0.86	NA	NA	0.8	NA	NA
1749	NA	NA	NA	0.35	NA	NA	1.23	NA	NA	NA	0.97	NA	NA	NA	NA	NA	0.65	NA	0.26	0.52	NA	NA
1750	NA	NA	NA	0.5	NA	NA	0.92	NA	NA	NA	0.5	NA	NA	NA	NA	NA	0.58	NA	0.44	0.27	NA	NA
1751	NA	NA	NA	1.37	NA	NA	1.6	NA	NA	NA	0.78	NA	NA	NA	NA	NA	1.18	NA	0.45	0.51	NA	NA
1752	NA	NA	NA	0.94	NA	NA	0.76	NA	NA	NA	0.89	NA	NA	NA	NA	NA	0.83	NA	0.61	0.54	NA	NA
1753	NA	NA	NA	0.56	NA	NA	0.79	NA	NA	NA	0.43	NA	NA	NA	NA	NA	0.61	NA	0.66	0.5	NA	NA
1754	NA	NA	NA	0.54	NA	NA	1.08	NA	NA	NA	0.49	NA	NA	NA	NA	NA	0.91	NA	0.77	0.73	NA	NA
1755	NA	NA	NA	0.62	NA	NA	0.94	NA	NA	NA	0.56	NA	NA	NA	NA	1.42	1.1	NA	0.74	0.8	NA	NA
1756	NA	NA	NA	0.53	NA	NA	1.01	NA	NA	NA	0.6	NA	NA	NA	NA	1.1	0.6	NA	0.94	1.05	NA	NA
1757	NA	NA	NA	0.72	NA	NA	1.02	NA	NA	NA	1.1	NA	NA	NA	NA	1.61	0.79	NA	0.38	1.3	NA	NA
1758	NA	NA	NA	0.39	NA	NA	0.79	0.93	NA	NA	0.94	NA	NA	NA	NA	1.38	0.54	NA	0.57	0.75	NA	NA
1759	NA	NA	NA	0.53	NA	NA	1.39	1.3	NA	NA	0.91	NA	NA	NA	NA	1.26	0.55	NA	0.8	0.91	NA	NA
1760	NA	NA	NA	0.9	NA	NA	0.91	1.74	NA	NA	0.82	NA	NA	NA	NA	1.07	0.79	NA	0.88	0.96	NA	NA
1761	NA	NA	NA	0.65	NA	NA	1.24	1.58	NA	NA	0.82	NA	NA	NA	NA	1.58	0.63	NA	1.54	0.92	NA	NA
1762	NA	NA	NA	0.9	NA	NA	1.24	1.7	NA	NA	1.03	NA	NA	NA	NA	1.1	0.79	NA	1.02	1.14	NA	NA
1763	NA	NA	NA	1.21	NA	NA	1.46	2.02	NA	NA	1.24	NA	NA	NA	NA	1.59	0.78	NA	1.22	0.77	NA	NA
1764	NA	NA	NA	1.32	NA	NA	1.81	2.15	NA	NA	0.91	NA	NA	NA	NA	0.91	0.77	NA	0.26	0.82	NA	NA
1765	NA	NA	NA	0.79	NA	NA	0.7	1.17	NA	NA	0.24	NA	NA	NA	0.71	0.38	0.36	NA	0.41	0.29	NA	NA
1766	NA	NA	NA	0.93	NA	NA	0.53	0.86	NA	NA	0.49	NA	NA	NA	0.46	0.61	0.4	NA	0.61	0.52	NA	NA
1767	NA	NA	NA	1.79	NA	NA	0.53	1.36	NA	NA	0.44	NA	NA	NA	0.45	0.58	0.6	NA	0.65	0.46	NA	NA
1768	NA	NA	NA	1.82	NA	NA	0.58	0.94	NA	NA	0.35	NA	NA	NA	0.6	0.48	0.57	NA	0.68	0.45	NA	NA
1769	NA	NA	NA	1.42	NA	NA	0.88	1.45	NA	NA	1.04	NA	NA	NA	0.86	0.74	0.72	NA	0.84	0.67	NA	NA
1770	NA	NA	1.63	1.08	NA	NA	0.71	0.92	NA	NA	1.19	NA	NA	NA	0.36	0.58	0.53	NA	0.95	0.72	NA	NA
1771	NA	NA	1.33	1.51	NA	NA	0.55	1.1	NA	NA	1.2	NA	NA	NA	0.61	1.22	0.53	NA	0.81	0.73	NA	NA
1772	NA	NA	1.12	1.28	NA	NA	0.62	1.13	NA	NA	1.45	NA	NA	NA	1.58	1.73	0.85	NA	0.99	0.56	NA	NA
1773	NA	NA	1.03	0.8	NA	NA	0.64	1.05	NA	NA	0.99	NA	NA	NA	0.46	0.88	0.67	NA	0.28	0.24	NA	NA
1774	NA	NA	1.44	0.97	NA	NA	0.74	1.02	NA	NA	1.16	NA	NA	NA	0.39	0.66	0.48	NA	0.53	0.37	NA	NA
1775	NA	NA	2.03	1.4	NA	NA	0.63	0.86	NA	NA	1.15	NA	NA	NA	0.22	0.74	0.9	NA	0.74	0.56	NA	NA
1776	NA	NA	1.23	1.1	NA	NA	0.36	0.62	NA	NA	0.91	NA	NA	NA	0.23	0.55	0.69	NA	0.49	0.49	NA	NA
1777	NA	NA	1.1	0.86	NA	NA	0.27	0.38	NA	NA	0.49	NA	NA	NA	0.14	0.48	0.47	NA	0.3	0.19	NA	NA
1778	NA	NA	0.87	0.9	NA	NA	0.38	0.79	NA	NA	1.18	NA	NA	NA	0.36	1.13	0.8	NA	0.61	0.47	NA	NA
1779	NA	NA	0.86	1.03	NA	NA	0.3	0.75	NA	NA	0.71	NA	NA	NA	0.47	1.39	1.1	NA	0.44	0.54	NA	NA
1780	NA	NA	1.47	1.17	NA	NA	0.58	1.24	NA	NA	1.73	NA	NA	NA	1.02	2.37	1.18	NA	0.68	0.57	NA	NA
1781	NA	NA	1.41	0.93	NA	NA	0.08	0.27	NA	NA	0.96	NA	NA	NA	0.44	1.5	1.01	NA	0.31	0.31	NA	NA
1782	NA	NA	1.64	0.89	NA	NA	0.59	1.12	NA	NA	1.41	NA	NA	NA	0.78	1.65	1.23	NA	0.59	0.52	NA	NA
1783	NA	NA	1.1	0.79	NA	NA	0.28	0.62	NA	NA	1.42	NA	NA	NA	0.47	1.35	0.83	NA	0.6	0.46	NA	NA
1784	NA	1.96	1.42	1.27	NA	NA	0.59	1.2	NA	NA	2.5	1.56	NA	NA	1.01	2.06	1.3	NA	1.2	0.78	NA	NA
1785	NA	1.55	0.94	0.94	NA	NA	0.48	0.93	NA	NA	1.75	2.52	NA	NA	0.5	1.28	0.82	NA	0.84	0.54	NA	NA
1786	NA	1.53	1.07	1.11	NA	NA	0.88	1.12	NA	NA	1.28	2.44	NA	NA	0.93	1.36	0.87	NA	0.8	0.9	NA	NA
1787	NA	1.13	0.92	1	NA	NA	0.47	0.7	NA	NA	1.05	2.62	NA	NA	0.65	0.8	0.7	NA	0.39	0.56	NA	NA
1788	NA	2.55	1.23	1.18	NA	NA	0.75	1.32	NA	NA	1.71	1.75	NA	NA	0.76	0.81	0.89	NA	0.7	0.83	NA	NA
1789	NA	2.63	0.78	0.99	NA	NA	0.7	1.03	NA	NA	1.39	2.92	NA	NA	0.76	1.1	0.61	NA	0.73	0.38	NA	NA
1790	NA	3.13	1.06	0.75	NA	NA	0.84	1.07	NA	NA	1.29	2.76	NA	NA	0.91	1.31	0.6	NA	0.47	0.51	NA	NA
1791	NA	2.2	1.05	1.18	NA	NA	0.49	0.94	NA	NA	0.93	2.28	NA	NA	0.28	0.7	0.5	NA	0.5	0.38	NA	NA
1792	NA	1.48	0.84	1.05	NA	NA	0.55	1.18	NA	NA	0.79	1.81	NA	NA	0.85	1.02	0.56	NA	0.57	0.42	NA	NA
1793	NA	1.64	0.95	0.92	NA	NA	0.63	1.15	NA	NA	0.67	1.53	NA	NA	0.54	0.68	0.65	NA	0.98	0.38	NA	NA
1794	NA	0.97	0.55	1.33	NA	NA	0.43	0.76	NA	NA	0.24	1.05	NA	NA	0.42	0.48	0.42	NA	0.97	0.38	NA	NA
1795	NA	1.12	0.69	1.51	NA	NA	0.52	0.99	NA	NA	0.74	0.55	NA	NA	0.8	1.11	0.45	NA	1.03	0.63	NA	NA
1796	NA	2.08	0.63	1.58	NA	NA	0.53	1.23	NA	NA	0.68	1.07	NA	NA	0.78	0.95	0.41	NA	1.03	0.51	NA	NA
1797	NA	0.91	0.53	1.64	NA	NA	0.4	1.24	NA	NA	0.75	1	NA	NA	0.82	0.75	0.42	NA	0.94	0.66	NA	NA
1798	NA	0.59	0.5	1.35	NA	NA	0.25	0.61	NA	NA	0.41	1.29	NA	NA	0.45	0.48	0.37	NA	0.43	0.4	NA	NA
1799	NA	0.51	0.92	1.23	NA	NA	0.22	0.66	NA	NA	0.43	0.5	NA	NA	0.48	0.42	0.26	NA	0.25	0.24	NA	NA
1800	NA	0.94	0.65	1.32	NA	NA	0.23	0.61	NA	NA	0.51	0.9	NA	NA	0.98	0.55	0.29	NA	0.74	0.58	NA	NA
1801	NA	0.76	0.26	0.63	NA	NA	0.08	0.06	NA	NA	0.19	0.64	NA	NA	0.58	0.47	0.17	NA	0.12	0.13	NA	NA
1802	NA	1.3	0.48	0.97	NA	NA	0.59	1.1	NA	NA	0.51	0.82	NA	NA	0.77	1.31	0.49	NA	0.64	0.4	NA	NA
1803	NA	1.45	0.56	0.98	NA	NA	0.27	0.33	NA	NA	0.45	0.82	NA	NA	0.37	0.72	0.4	NA	0.67	0.34	NA	NA
1804	NA	1.11	0.71	0.98	NA	NA	0.18	0.24	NA	NA	0.22	0.24	NA	NA	0.15	0.13	0.56	NA	0.76	0.34	NA	NA
1805	NA	1.23	1.03	0.75	NA	NA	0.22	0.48	NA	NA	0.33	0.38	NA	NA	0.1	0.4	0.48	NA	0.56	0.39	NA	NA
1806	NA	1.7	1.61	1.11	NA	NA	0.35	0.6	NA	NA	0.5	0.6	NA	NA	0.23	0.48	0.59	NA	1	0.72	NA	NA
1807	NA	1.47	1.51	1.41	NA	NA	0.47	0.64	NA	NA	0.68	0.97	NA	NA	0.32	0.61	0.72	NA	1.21	0.61	NA	NA
1808	NA	1.9	1.92	1.27	NA	NA	0.33	0.82	NA	NA	0.55	1.25	NA	NA	0.72	0.98	0.67	NA	0.91	0.4	NA	NA
1809	1.68	1.55	0.89	0.93	NA	NA	0.27	0.48	NA	NA	0.56	1.49	NA	NA	0.67	1.14	0.17	NA	0.91	0.47	NA	NA
