# Schweingruber - Mar Lodge - LADE - ITRDB BRIT023
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4523
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4523.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit023x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit023x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit023x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit023x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Mar Lodge - LADE - ITRDB BRIT023
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Mar Lodge
#   Location: United Kingdom
#   Northernmost_Latitude: 56.98
#   Southernmost_Latitude: 56.98
#   Easternmost_Longitude: -3.5
#   Westernmost_Longitude: -3.5
#   Elevation_m: 400
#--------------------
# Data_Collection
#   Collection_Name: BRIT023
#   First_Year: 1846
#   Last_Year: 1976
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 384011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 384011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 384012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 384012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 384021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 384021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 384022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 384022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 384051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 384051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 384052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 384052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	384011_raw	384012_raw	384021_raw	384022_raw	384051_raw	384052_raw
1846	NA	NA	0.9	NA	NA	NA
1847	0.99	NA	0.93	NA	NA	NA
1848	0.99	NA	0.85	NA	NA	NA
1849	0.98	NA	0.9	NA	NA	NA
1850	1.02	NA	0.99	NA	NA	NA
1851	0.94	NA	0.92	NA	NA	NA
1852	0.96	NA	0.87	NA	NA	NA
1853	0.88	NA	0.84	NA	NA	NA
1854	1	NA	0.94	NA	NA	NA
1855	0.96	NA	0.95	NA	NA	NA
1856	0.89	NA	0.95	NA	NA	NA
1857	0.98	NA	0.96	NA	NA	NA
1858	0.91	NA	0.78	NA	NA	NA
1859	0.99	NA	0.84	NA	NA	NA
1860	0.86	NA	0.78	0.75	NA	NA
1861	0.99	NA	0.9	0.89	NA	NA
1862	0.95	NA	0.83	0.83	NA	NA
1863	0.93	NA	0.89	0.81	NA	NA
1864	0.88	NA	0.98	0.87	NA	NA
1865	0.92	NA	0.99	0.94	NA	NA
1866	0.98	NA	0.93	0.81	NA	NA
1867	0.78	NA	0.85	0.83	NA	NA
1868	0.82	NA	1.05	0.94	NA	NA
1869	0.91	NA	1.04	0.94	NA	NA
1870	0.69	NA	0.99	0.93	NA	NA
1871	0.9	NA	0.97	0.93	1	NA
1872	0.92	NA	0.9	0.9	0.99	NA
1873	0.87	NA	0.85	0.86	1	NA
1874	0.91	NA	0.95	0.9	1.05	NA
1875	0.9	NA	0.93	0.92	1.02	NA
1876	0.91	NA	0.98	0.86	1.01	NA
1877	0.82	NA	0.85	0.82	0.95	NA
1878	1.01	NA	1.02	1.01	1.08	1.1
1879	0.79	0.82	0.89	0.89	1.01	1.02
1880	0.99	0.91	0.99	0.98	1.07	1.06
1881	0.89	0.88	0.95	0.91	1.05	1
1882	0.87	0.86	0.92	0.92	1.06	1.03
1883	0.82	0.88	0.94	0.9	1.07	1
1884	0.97	0.94	1.05	1.02	1.09	1.06
1885	0.91	0.8	0.99	0.94	1.01	1
1886	0.93	0.85	1	0.94	0.98	1.04
1887	1.08	0.93	1.11	1.04	1.05	1.08
1888	0.86	0.8	0.9	0.87	0.97	1.04
1889	1.07	0.93	1.08	1.02	1.07	1.11
1890	0.95	0.84	1.02	0.95	0.99	1.05
1891	0.94	0.87	1.02	0.99	1.03	1.07
1892	0.78	0.77	0.91	0.87	0.93	1.02
1893	1.08	0.95	1.12	1.1	1.05	1.13
1894	0.88	0.79	0.98	0.87	0.99	1.04
1895	1.02	0.89	1.07	1.06	1.1	1.09
1896	0.91	0.86	1.02	0.99	1.03	1.02
1897	0.9	0.8	0.97	0.93	0.99	0.94
1898	0.99	0.92	1.05	1.01	1.03	1.02
1899	0.95	0.88	1.02	1.02	0.97	0.99
1900	0.9	0.85	1	0.97	0.98	1
1901	0.98	0.88	1.04	1.03	1.05	1.05
1902	0.9	0.73	0.94	0.94	0.98	1.01
1903	0.9	0.81	0.96	0.98	0.97	0.98
1904	0.91	0.82	0.99	0.98	0.97	1
1905	0.92	0.8	0.97	0.98	1	1.05
1906	0.9	0.82	0.95	0.99	0.99	1.04
1907	0.83	0.83	0.92	0.93	0.99	1.02
1908	0.98	0.86	0.97	1	0.97	1.04
1909	0.93	0.81	0.93	0.95	0.9	0.95
1910	0.95	0.84	0.97	1.03	0.97	0.98
1911	1.06	1.06	1.04	1.09	1.02	1.05
1912	0.9	0.8	0.92	0.94	0.93	0.97
1913	1.04	0.98	0.92	1.06	1.04	1.06
1914	0.92	0.94	0.97	1.06	1.07	1.11
1915	0.89	0.81	0.85	0.97	0.92	0.94
1916	0.88	0.84	0.89	0.98	0.94	0.94
1917	0.91	0.82	0.86	0.97	0.98	1
1918	0.79	0.76	0.91	0.85	0.94	0.98
1919	1.01	0.98	0.99	1.01	1	0.98
1920	0.96	0.91	0.95	1.02	1.03	0.95
1921	0.99	0.94	0.96	1.04	1.04	1.01
1922	0.89	0.77	0.87	0.96	0.98	0.98
1923	0.81	0.77	0.91	0.91	0.94	0.96
1924	0.83	0.77	0.9	0.91	0.94	1
1925	0.89	0.82	0.93	0.98	0.98	1.02
1926	0.99	0.91	0.96	1.01	1.08	1.08
1927	0.85	0.81	0.88	0.88	0.93	1.04
1928	0.82	0.77	0.9	0.91	0.95	0.96
1929	0.97	0.82	0.97	1.01	1.04	1.1
1930	0.9	0.83	0.96	0.97	1.02	1.01
1931	0.88	0.81	0.93	0.96	1	1.03
1932	0.97	0.83	0.93	0.99	0.97	1.03
