# Levanic - Javornik Postojna - ABAL - ITRDB SLOV002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3877
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3877.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/slov002-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; slov002-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/slov002.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/slov002.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Levanic - Javornik Postojna - ABAL - ITRDB SLOV002
#--------------------
# Investigators
#   Investigators: Levanic, T.; Cufar, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Javornik Postojna
#   Location: Slovenia
#   Northernmost_Latitude: 45.77
#   Southernmost_Latitude: 45.77
#   Easternmost_Longitude: 14.28
#   Westernmost_Longitude: 14.28
#   Elevation_m: 950
#--------------------
# Data_Collection
#   Collection_Name: SLOV002
#   First_Year: 1859
#   Last_Year: 1994
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## JAV00101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00501_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00501; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00601_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00601; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00701_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00701; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00801_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00801; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01201_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01201; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01501_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01501; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV00901_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV00901; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## JAV01600_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: JAV01600; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	JAV00101_raw	JAV00201_raw	JAV00301_raw	JAV00401_raw	JAV00501_raw	JAV00601_raw	JAV00701_raw	JAV00801_raw	JAV01201_raw	JAV01301_raw	JAV01501_raw	JAV01101_raw	JAV00901_raw	JAV01001_raw	JAV01401_raw	JAV01600_raw
1859	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	NA	NA	NA	NA	NA	2.37	NA	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	NA	NA	NA	NA	NA	2.16	NA	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	NA	NA	NA	NA	NA	2.01	NA	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1867	NA	NA	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1868	NA	1.47	NA	NA	NA	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA
1869	NA	0.92	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA
1870	NA	1.56	NA	NA	NA	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA
1871	NA	1.43	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	NA	NA
1872	NA	1.25	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA
1873	NA	1.31	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA
1874	NA	2.22	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA
1875	NA	2.23	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA
1876	NA	3.24	NA	NA	NA	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA
1877	NA	2.51	3.87	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA
1878	NA	2.75	4.22	NA	NA	NA	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA
1879	NA	1.99	2.47	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA
1880	NA	2.33	2.9	NA	NA	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA
1881	NA	2.2	3.61	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA	NA	NA
1882	NA	2.54	3.02	NA	NA	NA	NA	NA	1.61	NA	NA	NA	NA	NA	NA	1.79
1883	NA	3.42	4.14	NA	NA	NA	NA	NA	1.77	0.81	NA	NA	NA	NA	NA	1.68
1884	NA	2.97	2.16	NA	NA	NA	NA	NA	1.36	0.54	NA	NA	NA	NA	NA	2.67
1885	NA	3.14	2.34	NA	NA	NA	NA	NA	1.76	0.45	NA	NA	NA	NA	NA	4.46
1886	NA	0.75	3.3	NA	NA	NA	NA	NA	2.01	0.37	NA	NA	NA	NA	NA	5.64
1887	NA	0.45	4.23	NA	NA	NA	NA	NA	1.43	0.4	NA	NA	NA	NA	NA	4.61
1888	NA	0.64	3.73	NA	NA	NA	NA	NA	1.66	0.54	NA	NA	NA	NA	NA	4.98
1889	NA	1.9	2.86	NA	NA	NA	NA	NA	1.17	0.41	1.42	NA	NA	NA	NA	4.58
1890	NA	2.85	4.85	NA	NA	NA	NA	NA	0.87	0.45	1.36	NA	NA	NA	NA	4.91
1891	NA	1.89	3.96	NA	NA	NA	NA	NA	1.1	0.39	1.89	NA	NA	NA	NA	4.05
1892	NA	2.32	3.51	NA	NA	2.73	NA	NA	1.73	0.47	1.84	NA	NA	8.23	NA	3.08
1893	NA	1.96	2.12	NA	NA	2.82	NA	NA	1.7	0.3	2.42	NA	NA	3.25	4.15	3.58
1894	NA	2.33	4.58	NA	NA	3.87	NA	NA	1.42	0.37	2.21	4.13	NA	3.43	4.29	5.21
1895	NA	2.4	3.91	NA	NA	3.37	NA	NA	1.37	0.54	1.99	3.36	NA	3.16	3.77	4.89
1896	NA	1.93	3.03	NA	NA	4.12	NA	NA	0.89	0.34	2.07	3.63	NA	3.66	4.07	4.74
1897	NA	2.15	3.26	NA	NA	3.31	NA	NA	1.08	0.4	1.41	2.86	NA	2.98	4.81	4.69
1898	NA	1.87	3.01	NA	NA	3.14	NA	1.22	1.28	0.27	1.86	1.43	NA	2.81	4.38	3.38
1899	NA	2.45	3.15	NA	3.92	3.38	NA	1.28	1.21	0.19	1.17	1.81	NA	1.94	4.23	4.16
1900	NA	2	2.9	NA	4.05	4.1	NA	1.46	1.25	0.41	1.31	3.07	NA	1.27	4.01	4.42
1901	NA	2.06	3.24	NA	4.95	3.8	NA	1.69	0.9	0.4	1.52	3.38	NA	1.04	4.1	4.32
1902	NA	1.91	3.76	NA	4.19	3.84	NA	1.68	0.83	0.66	0.68	3.86	NA	2.02	4.75	4.69
1903	NA	1.63	3.88	NA	4.8	2.33	NA	1.26	0.91	0.79	0.92	4.02	NA	3.73	3.8	4.35
1904	NA	0.8	3.62	4.06	4.61	2.72	NA	1.31	0.47	0.85	1.23	3.7	NA	3.89	3.93	4.43
1905	NA	0.59	3.16	3.1	2.47	2.06	NA	1.07	1.07	0.84	1.2	3.59	NA	3.59	3.14	4.52
1906	NA	0.75	2.87	2.35	3.02	1.94	NA	1.17	0.6	0.71	0.82	3.33	NA	2.82	3.68	3.84
1907	NA	0.27	2.09	2.68	1.53	1.06	NA	1.07	0.62	0.39	0.83	2.84	1.9	2.09	2.4	2.96
1908	NA	0.38	2.26	2.86	1.53	1.55	NA	0.86	0.47	0.37	0.48	3.85	2.81	1.29	3.03	3.34
1909	NA	0.37	2.54	3.05	1.54	1.51	NA	1.15	0.69	0.52	0.82	3.4	2.12	0.93	3.09	3.39
1910	1.55	0.7	2.44	3.64	3.24	3.02	NA	1.35	0.71	0.58	0.82	5.39	4.09	1.41	4.78	4.45
1911	1.64	1.13	2.25	3.27	3.13	3.04	NA	1.37	0.96	1.58	0.98	4.55	4.16	2.12	4.08	3.88
1912	2.26	1.84	2.61	4.41	2.61	2.87	NA	2.19	1.17	1.69	1.45	5.15	4.92	3.66	5.2	5.21
1913	1.83	2.52	2.16	3.82	3.07	3	NA	1.91	1.22	2.07	2.46	4.45	4.06	3.92	4.66	4.52
