# Schweingruber - Stubaital Milderaun Alm - PICE - ITRDB AUST008
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4664
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4664.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust008l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; aust008l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust008l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aust008l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Stubaital Milderaun Alm - PICE - ITRDB AUST008
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Stubaital Milderaun Alm
#   Location: Austria
#   Northernmost_Latitude: 47.13
#   Southernmost_Latitude: 47.13
#   Easternmost_Longitude: 11.28
#   Westernmost_Longitude: 11.28
#   Elevation_m: 1850
#--------------------
# Data_Collection
#   Collection_Name: AUST008
#   First_Year: 1822
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus cembra L.
#   Common_Name: Swiss stone pine
#   Tree_Species_Code: PICE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 251006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	251006_raw	251008_raw	251009_raw	251010_raw	251011_raw	251014_raw	251016_raw	251018_raw
1822	NA	NA	NA	NA	NA	0.25	NA	NA
1823	NA	NA	NA	NA	NA	0.18	NA	NA
1824	NA	NA	NA	NA	NA	0.15	NA	NA
1825	NA	NA	NA	NA	NA	0.29	NA	NA
1826	NA	NA	NA	NA	NA	0.23	NA	NA
1827	NA	NA	NA	NA	NA	0.35	NA	NA
1828	NA	NA	NA	NA	NA	0.27	NA	NA
1829	NA	NA	NA	NA	NA	0.12	NA	NA
1830	NA	NA	NA	NA	NA	0.33	NA	NA
1831	NA	NA	NA	NA	NA	0.19	NA	NA
1832	0.41	0.92	NA	NA	NA	0.2	NA	NA
1833	0.16	0.52	NA	NA	NA	0.06	NA	NA
1834	0.64	1.1	NA	NA	NA	0.26	NA	NA
1835	0.44	0.71	NA	NA	NA	0.13	NA	NA
1836	0.34	0.72	NA	NA	NA	0.23	NA	NA
1837	0.38	0.84	NA	NA	0.35	0.15	NA	NA
1838	0.25	0.54	NA	NA	0.12	0.04	NA	NA
1839	0.24	1.14	NA	NA	0.34	0.14	NA	NA
1840	0.41	0.64	NA	NA	0.3	0.1	NA	NA
1841	0.67	1	NA	NA	0.45	0.1	NA	NA
1842	0.35	0.37	NA	NA	0.39	0.2	0.4	NA
1843	0.26	0.13	NA	NA	0.26	0.09	0.21	NA
1844	0.19	0.32	NA	NA	0.12	0.04	0.24	NA
1845	0.51	0.72	NA	NA	0.14	0.09	0.28	NA
1846	0.78	1.38	NA	NA	0.59	0.2	0.91	NA
1847	0.4	1.11	NA	NA	0.41	0.1	0.39	NA
1848	0.43	1.8	NA	NA	0.38	0.11	0.62	NA
1849	0.33	1.02	NA	NA	0.17	0.11	0.22	NA
1850	0.16	0.64	NA	NA	0.16	0.12	0.35	NA
1851	0.19	0.59	NA	NA	0.34	0.01	0.39	NA
1852	0.37	0.46	NA	NA	0.2	0.17	0.46	NA
1853	0.22	0.64	NA	NA	0.22	0.08	0.41	NA
1854	0.39	1.8	NA	NA	0.08	0.13	0.35	NA
1855	0.42	2.32	NA	NA	0.29	0.12	0.24	NA
1856	0.64	2.05	NA	NA	0.41	0.11	0.14	NA
1857	0.26	0.67	NA	NA	0.35	0.11	0.29	0.61
1858	0.17	0.24	NA	NA	0.09	0.06	0.26	0.21
1859	0.23	0.33	NA	NA	0.37	0.11	0.42	0.45
1860	0.16	0.14	NA	NA	0.05	0.07	0.12	0.11
1861	0.33	0.38	NA	NA	0.71	0.17	0.77	0.79
1862	0.19	0.24	NA	NA	0.44	0.08	0.69	0.68
1863	0.51	0.21	NA	NA	0.48	0.1	0.4	0.77
1864	0.39	0.19	NA	NA	0.19	0.08	0.2	0.51
1865	0.45	0.41	NA	NA	0.49	0.08	0.55	0.34
1866	0.58	0.49	NA	NA	0.14	0.08	0.2	0.31
1867	0.51	0.36	NA	NA	0.31	0.11	0.27	0.49
1868	0.33	0.45	NA	NA	0.15	0.09	0.13	0.25
1869	0.64	0.55	NA	NA	0.14	0.08	0.21	0.66
1870	0.44	0.58	NA	NA	0.3	0.1	0.23	0.48
1871	0.33	0.21	NA	NA	0.13	0.05	0.16	0.13
1872	0.38	0.46	NA	NA	0.15	0.08	0.23	0.08
1873	0.28	0.32	NA	NA	0.18	0.07	0.4	0.16
1874	0.38	0.14	0.18	NA	0.15	0.04	0.1	0.16
1875	0.43	0.35	0.16	NA	0.13	0.07	0.17	0.16
1876	0.37	0.2	0.23	NA	0.09	0.07	0.32	0.21
1877	0.21	0.14	0.28	NA	0.09	0.03	0.13	0.14
1878	0.7	0.24	0.24	NA	0.13	0.06	0.25	0.25
1879	0.27	0.15	0.41	NA	0.08	0.05	0.25	0.53
1880	0.54	0.17	0.15	NA	0.17	0.07	0.09	0.63
1881	0.36	0.2	0.41	0.42	0.14	0.06	0.17	0.59
1882	0.33	0.16	0.26	0.38	0.13	0.07	0.24	0.4
1883	0.26	0.26	0.09	0.22	0.09	0.05	0.13	0.55
1884	0.55	0.32	0.25	0.15	0.22	0.09	0.17	0.52
1885	0.38	0.31	0.28	0.27	0.21	0.06	0.23	0.5
1886	0.79	0.25	0.17	0.34	0.22	0.09	0.16	0.66
1887	0.9	0.42	0.39	0.29	0.24	0.09	0.03	0.62
1888	1.16	0.18	0.2	0.36	0.08	0.08	0.08	0.22
1889	0.81	0.4	0.42	0.32	0.16	0.12	0.14	0.4
1890	1.17	0.36	0.26	0.16	0.11	0.06	0.1	0.74
1891	0.83	0.21	0.15	0.14	0.09	0.07	0.11	0.49
1892	0.65	0.24	0.32	0.56	0.06	0.14	0.09	0.65
1893	0.26	0.17	0.14	0.26	0.02	0.07	0.05	0.35
1894	0.61	0.31	0.2	0.29	0.07	0.08	0.1	0.43
1895	0.48	0.26	0.26	0.2	0.06	0.09	0.1	0.62
