# Hartl - Berchtesgaden, Sittersbach - LADE - ITRDB DEU365
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37564
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37564.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu365-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu365.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu365.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Berchtesgaden, Sittersbach - LADE - ITRDB DEU365
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Dittmar, Christoph; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Christoph Dittmar; Christian Zang; Andreas Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Mountain forest growth response to climate change in the Northern Limestone Alps
#   Journal_Name: Trees
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s00468-014-0994-1
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Jan Esper; Andrew Liebhold; Oliver Konter; Andreas Rothe; Ulf Büntgen
#   Published_Date_or_Year: 2017
#   Published_Title: Effects of host abundance on larch budmoth outbreaks in the European Alps
#   Journal_Name: Agr Forest Entomol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/afe.12216
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Minister of the Environment and Consumer Protection
#   Grant: FO 03/5/16
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  Berchtesgaden National Park
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Berchtesgaden, Sittersbach
#   Location: Germany
#   Northernmost_Latitude: 47.568
#   Southernmost_Latitude: 47.568
#   Easternmost_Longitude: 12.825
#   Westernmost_Longitude: 12.825
#   Elevation_m: 1600
#--------------------
# Data_Collection
#   Collection_Name: DEU365
#   First_Year: 1689
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NGSB902E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB902E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB902I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB902I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB905E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB905E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB905I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB905I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB906E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB906E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB906I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB906I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB907E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB907E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB907I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB907I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB908E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB908E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB908I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB908I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB909E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB909E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB909I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB909I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB911E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB911E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB911I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB911I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB912E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB912E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB912I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB912I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB913E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB913E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB913I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB913I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB914E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB914E_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGSB914I_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGSB914I_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NGSB902E_raw	NGSB902I_raw	NGSB905E_raw	NGSB905I_raw	NGSB906E_raw	NGSB906I_raw	NGSB907E_raw	NGSB907I_raw	NGSB908E_raw	NGSB908I_raw	NGSB909E_raw	NGSB909I_raw	NGSB911E_raw	NGSB911I_raw	NGSB912E_raw	NGSB912I_raw	NGSB913E_raw	NGSB913I_raw	NGSB914E_raw	NGSB914I_raw
1689	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA
1690	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA
1691	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA
1692	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA
1693	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.19	2.44	NA	NA	NA	NA
1694	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.34	1.22	NA	NA	NA	NA
1695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06	0.66	NA	NA	NA	NA
1696	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	0.57	NA	NA	NA	NA
1697	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	0.95	NA	NA	NA	NA
1698	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	0.98	NA	NA	NA	NA
1699	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	0.88	NA	NA	NA	NA
1700	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA
1701	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.09	1.05	NA	NA	NA	NA
1702	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	1.52	NA	NA	NA	NA
1703	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.47	NA	NA	NA	1.67	1.51	NA	1.01	NA	NA
1704	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	2.03	2.13	NA	1.95	NA	NA
1705	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA	1.11	1.44	NA	2.1	NA	NA
1706	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.48	0.52	NA	NA	1.7	1.76	NA	1.77	NA	NA
1707	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.67	0.81	NA	NA	1.36	1.71	NA	2.55	NA	NA
1708	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	0.83	NA	NA	1.56	1.39	NA	1.8	NA	NA
1709	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.38	1.04	NA	NA	0.97	0.8	NA	0.81	NA	NA
1710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65	1.03	NA	NA	1.73	1.54	NA	1.15	NA	NA
1711	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	1.02	NA	NA	2.1	1.55	NA	2.51	NA	NA
1712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	1.08	NA	NA	2.12	1.85	NA	2.15	NA	NA
1713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	0.96	NA	NA	1.77	1.82	NA	1.39	NA	NA
1714	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.14	1.31	NA	NA	2.13	2.04	1.89	1.35	NA	NA
1715	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	1.4	NA	NA	1.93	1.75	1.57	1.49	NA	NA
1716	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	1	NA	NA	1.56	1.61	1.34	1.14	NA	NA
1717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.13	1.15	NA	NA	1.61	1.62	1.44	1.19	NA	NA
1718	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.62	1.49	NA	NA	2.35	2.38	2.33	1.63	NA	NA
1719	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	1.39	NA	NA	3.08	2.91	2.7	1.86	NA	NA
1720	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.23	NA	NA	3.4	2.66	2.51	1.63	NA	NA
1721	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	0.71	NA	NA	1.92	1.37	1.56	1.09	NA	NA
1722	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	1.5	0.85	NA	NA	1.58	1.5	1.88	1.63	NA	NA
1723	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	1.01	0.45	NA	NA	1	0.71	0.83	0.77	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	1.38	0.72	NA	NA	1.76	1.44	1.39	2.36	NA	NA
1725	NA	NA	NA	NA	NA	0.17	NA	1.39	NA	NA	1	0.56	NA	NA	1.02	1.15	1.42	1.38	NA	NA
1726	NA	NA	NA	NA	NA	0.31	NA	2.44	NA	NA	1.69	1.36	NA	NA	1.73	1.83	2.36	2.09	NA	1.08
1727	NA	NA	NA	NA	NA	0.17	NA	2.4	NA	NA	1.27	1.32	NA	NA	1.96	1.85	2.36	2.02	NA	1.23
1728	NA	NA	NA	NA	NA	0.23	NA	2.26	NA	NA	1.12	1.52	NA	NA	1.96	2.11	2.34	2.02	NA	1.89
1729	NA	NA	NA	NA	NA	0.16	2.07	2.36	NA	NA	1.49	1.84	NA	NA	2.1	2.34	2.62	2.21	NA	2.02
1730	NA	NA	NA	NA	NA	0.43	1.99	2.11	NA	NA	0.96	1.3	NA	NA	1.5	1.77	1.98	1.52	NA	1.36
1731	NA	NA	NA	NA	NA	0.23	1.73	2.12	1.34	NA	0.88	1.07	NA	NA	1.5	1.66	1.55	1.43	NA	1.51
1732	NA	NA	NA	NA	NA	0.22	1.55	1.91	0.7	NA	1.03	1.01	NA	NA	0.89	1.21	1.31	1.18	1.68	1.49
1733	NA	NA	NA	NA	NA	0.38	1.44	1.73	0.2	NA	0.84	1.03	NA	NA	1.11	0.79	1.1	1.15	1.54	1.07
1734	NA	NA	NA	NA	NA	0.33	2.01	1.71	1.03	NA	1.11	1.41	NA	NA	1.16	1.14	1.28	1.17	1.36	0.91
1735	NA	NA	NA	NA	NA	0.32	1.29	1.59	0.79	NA	0.72	0.95	NA	NA	0.96	0.86	1	0.83	0.94	0.57
1736	NA	NA	NA	NA	NA	0.23	1.49	1.56	0.94	NA	0.78	1.05	NA	NA	0.95	1.02	0.52	0.53	0.99	0.54
1737	NA	NA	NA	NA	NA	0.21	3.16	5.78	1.33	NA	1.21	1.64	NA	NA	1.66	1.58	0.97	1.03	0.88	0.49
1738	NA	NA	NA	NA	NA	0.15	3.34	2.53	1.08	NA	1.87	1.61	NA	NA	1.73	1.81	1.01	1.08	1.15	0.5
1739	NA	NA	NA	NA	NA	0.07	1.89	1.28	1.02	NA	2.15	1.64	NA	NA	1.94	2.1	1.2	1.05	1.33	0.86
1740	NA	NA	NA	NA	NA	0.08	0.69	0.57	0.75	NA	1.03	1.03	NA	NA	0.85	0.82	0.78	0.81	1.1	0.76
1741	NA	NA	NA	NA	NA	0.03	0.61	0.39	0.45	NA	0.82	1.03	NA	NA	0.88	0.86	0.69	0.75	0.47	0.36
1742	NA	NA	NA	NA	NA	0.18	0.7	0.65	0.78	NA	1.34	1.4	NA	NA	0.92	1.03	0.89	0.88	0.77	0.78
1743	NA	NA	NA	NA	NA	0.15	0.8	0.55	0.72	NA	1.5	1.42	NA	NA	0.87	0.85	1.1	1.04	0.89	0.8
1744	NA	0.77	NA	0.96	NA	0.15	0.57	0.45	0.52	NA	1.35	1.17	NA	NA	0.73	0.87	0.76	0.73	0.93	0.58
1745	NA	0.99	NA	1.18	NA	0.16	0.52	0.38	0.58	NA	1.62	1.58	NA	NA	1.2	0.89	0.91	1.06	1.21	0.98
1746	NA	1.17	NA	1.87	NA	0.45	0.6	0.41	0.78	NA	2.33	2.45	NA	NA	1.15	0.87	1.17	1.52	1.37	1.28
