# Briffa - Pyhatunturi - PISY - ITRDB FINL063
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2846
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2846.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl063-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; finl063-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/finl063.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/finl063.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2005-01-14
#--------------------
# File_Last_Modified_Date
#   Date: 2005-01-14
#--------------------
# Title
#   Study_Name: Briffa - Pyhatunturi - PISY - ITRDB FINL063
#--------------------
# Investigators
#   Investigators: Briffa, K.R.(https://orcid.org/0000-0003-3323-3639)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Pyhatunturi
#   Location: Finland
#   Northernmost_Latitude: 67.0
#   Southernmost_Latitude: 67.0
#   Easternmost_Longitude: 27.25
#   Westernmost_Longitude: 27.25
#   Elevation_m: 260
#--------------------
# Data_Collection
#   Collection_Name: FINL063
#   First_Year: 1655
#   Last_Year: 1983
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## FE04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE08C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE08C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE23A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE23A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE23B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE23B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE02C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE02C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## FE12C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: FE12C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	FE04B_raw	FE04A_raw	FE08B_raw	FE08C_raw	FE23A_raw	FE23B_raw	FE02C_raw	FE02B_raw	FE11A_raw	FE18B_raw	FE18A_raw	FE03B_raw	FE03A_raw	FE13A_raw	FE13B_raw	FE17A_raw	FE17B_raw	FE12B_raw	FE12C_raw
1655	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA
1656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.52	NA
1657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	NA
1658	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.3	NA
1659	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA
1660	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.38	NA
1661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA
1662	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	NA	NA	1.69	NA
1663	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	NA	NA	NA	NA	NA	2	NA
1664	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	NA	2.02	NA
1665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	NA	1.95	NA
1666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	1.59	NA
1667	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA	NA	1.18	NA
1668	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.01	NA	NA	NA	NA	NA	1.19	NA
1669	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84	NA	1.02	NA	NA	NA	NA	1.03	1.24	NA
1670	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	1.8	NA	NA	NA	NA	1.4	1.48	NA
1671	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	NA	2.16	NA	NA	NA	NA	1.65	2.04	NA
1672	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	NA	1.81	NA	NA	NA	NA	1.41	1.8	NA
1673	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.16	NA	1.71	NA	NA	NA	NA	1.17	1.91	NA
1674	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.93	NA	1.6	NA	NA	NA	NA	0.93	1.68	NA
1675	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.97	NA	1.4	NA	NA	NA	NA	0.94	1.84	NA
1676	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	1.38	NA	NA	NA	NA	1.06	2.08	NA
1677	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.46	NA	0.7	0.63	NA	NA	NA	0.91	0.09	NA
1678	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.86	NA	1.14	0.77	NA	NA	NA	0.9	0.2	0.29
1679	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94	1.21	0.86	0.63	NA	NA	NA	0.44	0.13	0.21
1680	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.95	1.01	0.39	0.44	NA	NA	NA	0.6	0.17	0.17
1681	NA	NA	NA	NA	NA	NA	1.85	2.05	NA	1.03	0.93	1.21	1.39	NA	NA	NA	1.63	0.22	0.33
1682	NA	NA	NA	NA	NA	NA	1.59	1.9	NA	0.81	0.67	1.6	2.33	NA	NA	NA	1.64	0.22	0.49
1683	NA	NA	NA	NA	NA	NA	1.71	1.62	NA	0.7	0.61	1.58	2.07	NA	NA	NA	1.61	0.34	0.26
1684	NA	NA	NA	NA	NA	NA	1.76	1.82	NA	0.58	0.72	1.52	1.65	NA	NA	NA	1.48	0.48	0.32
1685	NA	NA	NA	NA	NA	NA	1.37	1.5	NA	0.96	1.27	1.04	0.94	NA	NA	1.14	1.24	0.49	0.63
1686	NA	NA	NA	NA	NA	NA	1.39	1.62	NA	1.14	1.44	0.86	1.14	NA	NA	1.13	1.41	0.43	0.62
1687	NA	NA	NA	NA	NA	NA	1.62	1.91	NA	0.91	1.37	1.21	1.6	NA	NA	1.19	1.41	0.32	0.62
1688	NA	NA	NA	NA	NA	NA	1.46	1.55	NA	1.16	1.21	0.92	1.47	NA	NA	0.92	1.28	0.28	0.67
1689	NA	NA	NA	NA	NA	NA	1.85	1.62	NA	1.33	1	1.1	1.58	NA	NA	1.17	1.64	0.36	0.84
1690	NA	NA	NA	NA	NA	NA	1.63	1.9	NA	0.98	0.89	1.34	1.3	NA	NA	1.4	1.67	0.55	1.14
1691	NA	NA	NA	NA	NA	NA	2.1	2.24	NA	1.22	1.5	1.79	1.38	NA	NA	1.28	1.76	0.45	0.81
1692	NA	NA	NA	NA	NA	NA	2.06	2.01	NA	0.98	1.62	1.72	1.65	NA	NA	1.35	1.52	0.42	0.84
1693	NA	NA	NA	NA	NA	NA	1.63	2.19	NA	1.1	1.29	1.67	1.48	NA	NA	1.22	1.12	0.47	0.91
1694	NA	NA	NA	NA	NA	NA	1.92	2.41	NA	1.06	1.37	1.65	1.49	NA	NA	1.1	1.24	0.8	1.28
1695	NA	NA	NA	NA	NA	NA	1.51	1.29	NA	0.91	1.38	1.46	1.2	NA	NA	1.13	1.12	0.63	0.66
1696	NA	NA	NA	NA	NA	NA	1.04	1.04	NA	0.75	0.83	0.77	0.52	NA	NA	0.87	0.74	0.24	0.22
1697	NA	NA	NA	NA	NA	NA	1.54	1.29	NA	1.06	1.65	1.1	0.95	NA	NA	0.99	1.18	0.58	0.47
1698	NA	NA	NA	NA	NA	NA	2.21	1.62	NA	1.35	3.17	1.38	1.49	NA	NA	0.95	1.03	0.66	0.7
1699	NA	NA	NA	NA	NA	NA	1.75	2.13	NA	0.94	1.41	1.48	1.51	NA	NA	1.57	1.33	0.85	0.9
1700	NA	NA	NA	NA	NA	NA	2.2	1.8	NA	0.87	1.21	1.91	1.8	NA	NA	1.47	1.81	1.32	0.91
1701	NA	NA	NA	NA	NA	NA	1.21	2	NA	0.75	0.86	1.65	1.81	NA	NA	1.5	1.5	1.11	0.91
1702	2.18	NA	NA	NA	NA	NA	2.02	2	NA	0.57	1.19	1.69	1.99	NA	NA	1.37	1.29	1.45	0.94
1703	2.26	NA	NA	NA	NA	NA	2.18	1.93	NA	0.61	1.01	1.98	1.6	NA	NA	1.44	1.14	1.05	1.11
1704	2.2	NA	NA	NA	NA	NA	1.73	1.86	NA	0.71	1.03	2.16	1.84	NA	NA	1.42	1	1.45	1.23
1705	2.7	NA	NA	NA	NA	NA	1.97	1.89	NA	0.71	1.31	1.7	1.42	NA	NA	1.17	1.12	1.23	1.07
