# Fonti - Cugnasco - QUPE - ITRDB SWIT346
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16921
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16921.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit346e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit346e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit346e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit346e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Fonti - Cugnasco - QUPE - ITRDB SWIT346
#--------------------
# Investigators
#   Investigators: Fonti, P.; Garcia Gonzalez, I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cugnasco
#   Location: Switzerland
#   Northernmost_Latitude: 46.185
#   Southernmost_Latitude: 46.185
#   Easternmost_Longitude: 8.8817
#   Westernmost_Longitude: 8.8817
#   Elevation_m: 560
#--------------------
# Data_Collection
#   Collection_Name: SWIT346
#   First_Year: 1956
#   Last_Year: 2006
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## TIQ01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## TIQ24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: TIQ24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	TIQ01_raw	TIQ02_raw	TIQ03_raw	TIQ04_raw	TIQ05_raw	TIQ06_raw	TIQ07_raw	TIQ08_raw	TIQ09_raw	TIQ10_raw	TIQ11_raw	TIQ12_raw	TIQ13_raw	TIQ14_raw	TIQ15_raw	TIQ17_raw	TIQ18_raw	TIQ19_raw	TIQ20_raw	TIQ21_raw	TIQ22_raw	TIQ23_raw	TIQ24_raw
1955	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1956	0.77	0.87	1.39	1.36	0.94	0.85	1.17	0.69	1.19	0.96	1.3	1.16	1.26	1.52	0.83	1.44	1.3	1.21	0	0.91	2.1	1.03	1.14
1957	0.51	0.93	1.29	1.25	1.01	0.92	1.15	0.67	1.2	1.08	1.33	0.96	1.71	1.24	0.77	1.69	1.03	1.16	0	0.73	2.99	1	1.31
1958	0.62	0.74	1.29	1.2	0.94	0.98	1.02	0.69	1.11	0.88	1.07	0.99	2.18	1.29	0.79	1.77	0.97	1.15	0	0.89	2.24	0.85	1.23
1959	0.61	0.63	1.24	1.01	0.98	0.83	1.08	0.68	0.99	0.9	1.62	1.07	1.4	1.45	0.82	1.8	1.18	0.75	0	0.92	2.55	0.88	0.47
1960	0.62	0.5	1.11	1.06	0.95	0.82	0.94	0.77	0.98	1.02	1.15	0.91	1.31	1.39	0.62	1.6	1.23	0.7	0	1.19	2.29	0.93	0.97
1961	0.62	0.67	1.26	1.13	1.01	0.84	1.18	0.81	0.93	0.94	1.33	1	1.07	1.22	0.9	1.51	1.04	0.73	0	0.95	3.2	0.89	1.02
1962	0.61	0.61	1.55	1.11	0.94	1.02	1.2	0.67	1.07	1.17	1.31	0.95	1.91	1.59	0.8	1.46	1.38	0.92	0	1.3	1.94	0.91	0.9
1963	0.65	0.48	1.21	1.12	1.02	0.65	1.08	0.65	0.97	0.82	1.26	0.83	1.16	1.17	0.73	2.02	0.93	0.85	0	0.88	2.85	1.13	0.84
1964	0.51	0.47	1.13	1.04	1.08	0.54	1.09	0.68	0.64	0.73	1.03	1.01	1.17	1.07	0.72	2.03	1.13	2.97	2.99	1.05	2.54	0.95	0.84
1965	0.67	0.64	1.18	1.05	0.86	0.68	1.24	0.83	0.81	0.86	1.32	1.01	1.37	1.33	0.78	2.64	1.6	2.25	2.02	1.15	2.07	1.1	0.97
1966	0.7	0.57	1.16	1.13	1.12	0.71	1.21	0.91	0.77	0.98	1.45	1.04	1.35	1.14	0.85	3.04	1.55	1.56	3.27	0.65	2.61	0.98	1.06
1967	0.61	0.6	1.13	1.03	0.87	0.74	1.43	0.77	0.85	1.04	1.47	1.03	1.37	0.98	0.63	1.92	2.16	1.17	2.77	1.16	2.08	1.02	0.92
1968	0.55	0.59	2.18	1.5	1.23	0.94	2.44	0.71	1.02	1.18	2.27	1.15	2.04	0.95	0.83	2.92	2.63	2.37	4.46	1.34	3.63	1.24	1.48
1969	0.69	0.63	1.52	1.19	1.1	0.84	1.99	0.76	0.92	1.01	1.9	1.14	1.27	1.27	0.78	3.02	1.41	2.29	4.35	1.19	2.57	0.97	0.75
1970	0.68	0.59	1.2	1.12	0.96	0.87	1.6	0.69	0.85	0.8	1.15	0.9	0.95	0.99	0.63	2.23	1.42	1.63	2.11	0.75	2.03	0.98	0.64
1971	0.74	0.64	1.06	1.21	1.13	0.84	1.41	0.68	1.15	0.73	1.46	0.96	1.3	1.14	0.84	3.47	1.81	2.12	3.55	1.02	2.47	0.95	0.98
1972	0.64	0.55	1.07	1.09	0.93	0.72	1.87	0.7	0.79	0.95	1.26	1.06	1.47	1.15	0.81	2.36	1.31	1.05	1.36	0.84	2.12	0.89	0.84
1973	0.68	0.6	1.04	1.22	0.81	0.66	1.97	0.75	0.56	0.86	1.41	0.98	1	0.97	0.7	2.12	1.07	0.93	1.26	0.69	2.03	0.85	0.76
1974	0.69	0.64	0.96	1.14	0.97	0.64	1.61	1.01	0.67	0.86	1.25	1.08	1.19	0.83	0.79	2.56	1.08	1.08	1.51	0.67	2.07	0.83	0.75
1975	0.61	0.5	0.76	0.94	0.93	0.74	2.26	0.62	0.83	0.79	1.52	0.94	1.29	0.63	0.69	3.75	1	1.61	3.18	0.92	1.79	0.84	0.99
1976	0.7	0.56	0.88	1.14	0.95	0.97	1.33	0.76	0.7	0.85	1.11	0.88	1.05	0.77	0.84	2.29	1.13	0.87	1.77	0.77	1.08	0.86	0.86
1977	0.71	0.61	0.93	1.23	0.9	0.79	1.75	0.68	0.77	0.89	1.29	0.98	1.13	0.71	0.75	4.77	1.03	1.01	2.15	0.73	2.22	0.96	0.98
1978	0.72	0.69	0.98	1.2	0.95	0.8	1.87	0.83	0.78	0.79	1.33	1.03	1.08	0.89	0.87	1.55	1.03	0.89	1.65	0.73	2.21	0.97	0.89
1979	0.76	0.65	1.08	1.17	0.91	1.04	1.76	0.74	0.91	0.71	1.42	1.04	1.07	0.89	0.62	5.38	0.95	0.77	1.24	0.59	2.11	0.88	1.27
1980	0.67	0.61	1.13	1.08	0.87	0.86	2.07	0.79	0.88	0.82	1.39	0.92	1.12	0.89	0.69	3.68	1.25	1.1	2.24	0.68	2.04	0.84	0.92
1981	0.62	0.48	0.9	1.05	0.83	0.72	1.76	0.78	0.78	0.74	1.24	0.82	1.19	0.8	0.64	2.91	0.86	1.05	2.61	0.67	1.46	0.83	0.78
1982	0.88	0.55	1.16	1	1.06	0.78	1.34	0.75	0.9	0.77	1.15	1.03	1.02	0.94	0.74	2.91	1.1	1.11	2.2	0.82	1.96	0.88	0.95
1983	0.75	0.55	1.04	1.04	0.88	0.83	2.23	0.81	0.89	1.03	1.02	0.97	1.01	0.6	0.73	2.43	0.77	0.89	1.71	0.62	1.54	0.86	0.96
1984	0.62	0.67	0.94	1.02	0.82	0.77	1.69	0.72	0.95	0.9	1.25	0.8	1.06	0.79	0.62	1.4	1.15	1.01	1.67	0.76	1	0.85	0.76
1985	0.75	0.56	1.05	1.02	0.61	0.86	1.44	0.75	0.9	0.83	0.9	0.74	1.2	0.81	0.78	2.12	1.13	0.87	1.27	0.54	1.32	0.89	0.77
1986	0.66	0.53	1.04	1.43	0.84	1.12	2.01	0.6	0.96	1.01	1.5	0.8	1.42	0.81	0.69	2.71	1.01	1.86	2.3	0.59	1.15	0.87	1.24
1987	0.69	0.59	0.93	1.07	0.8	0.79	1.13	0.7	0.95	0.78	1.05	0.8	1.17	0.81	0.65	2.62	1.25	1.13	1.58	0.68	1.45	0.89	0.83
1988	1.41	0.58	0.88	1.23	0.82	0.81	2.93	0.76	0.88	0.94	1.8	0.86	1.06	0.78	0.67	3.16	1.22	1.94	1.5	0.51	1.29	0.69	1.26
1989	0.69	0.61	0.82	1.22	0.85	0.74	2.05	0.55	0.99	0.93	1.06	1.04	1.71	0.88	0.77	1.91	0.98	0.98	1.33	0.62	2.49	0.78	1.21
1990	0.55	0.52	0.78	0.91	0.74	0.65	1.45	0.69	0.84	0.84	0.91	0.85	1.11	0.83	0.71	2.53	0.83	0.79	1.26	0.77	1.92	0.82	0.79
1991	0.63	0.58	0.91	1.11	0.81	0.78	1.43	0.66	0.67	0.89	1.02	0.88	1.02	0.81	0.67	1.72	0.87	0.88	1.25	0.65	0.85	0.92	0.7
1992	0.61	0.47	0.85	0.91	0.67	0.74	1.45	0.7	0.67	0.8	0.85	0.68	0.77	0.65	0.53	1.32	0.77	0.71	0.9	0.52	1.06	0.64	0.73
1993	0.56	0.48	0.76	1.05	0.63	0.71	1.38	0.55	0.6	0.77	0.88	0.77	1.01	0.71	0.57	2.12	0.92	0.67	0.89	0.47	1.05	0.74	0.7
1994	0.75	0.47	0.99	1.31	0.76	0.77	1.71	0.58	0.64	0.78	1.28	0.67	0.95	0.65	0.67	2.99	0.9	1.08	1.28	0.54	2.44	0.82	0.79
1995	0.79	0.65	1.05	1.22	0.85	0.91	1.93	0.65	0.99	0.96	1.28	0.78	1.21	0.83	0.75	2.53	1.26	1.13	1.9	0.54	2.33	1.08	0.86
