# Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4494
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4494.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran034l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran034l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac de Bourget
#   Location: France
#   Northernmost_Latitude: 45.88
#   Southernmost_Latitude: 45.88
#   Easternmost_Longitude: 5.73
#   Westernmost_Longitude: 5.73
#   Elevation_m: 1340
#--------------------
# Data_Collection
#   Collection_Name: FRAN034
#   First_Year: 1891
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 263080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	263080_raw	263100_raw	263110_raw	263120_raw	263130_raw	263140_raw	263150_raw
1891	NA	NA	0.87	NA	NA	NA	NA
1892	NA	NA	0.58	NA	NA	NA	NA
1893	0.74	NA	0.8	NA	NA	NA	NA
1894	0.67	NA	0.93	0.78	NA	NA	NA
1895	0.41	NA	0.81	0.45	NA	NA	NA
1896	0.38	NA	0.6	0.74	NA	NA	NA
1897	0.49	NA	1.34	0.68	NA	NA	NA
1898	0.31	NA	0.59	0.32	NA	NA	NA
1899	0.36	NA	0.91	0.56	NA	NA	NA
1900	0.33	NA	0.86	0.55	NA	0.61	NA
1901	0.5	NA	1.05	0.77	NA	0.87	0.56
1902	0.39	NA	0.95	0.83	NA	1.34	0.63
1903	0.48	NA	0.88	0.7	NA	0.63	0.26
1904	0.12	NA	0.92	0.51	0.26	0.45	0.13
1905	0.44	NA	0.71	0.87	0.48	0.89	0.47
1906	0.45	NA	0.83	0.54	0.52	0.6	0.38
1907	0.32	NA	0.53	0.69	0.45	0.49	0.33
1908	0.6	NA	0.99	0.89	0.65	0.97	0.54
1909	0.93	0.66	1.49	1.92	0.93	1.06	0.33
1910	1.05	1.01	0.78	1.26	1.51	0.86	0.34
1911	0.66	0.48	0.3	0.29	0.17	0.23	0.07
1912	1.25	0.16	0.52	0.9	0.41	0.6	0.44
1913	1.16	0.55	0.65	0.69	0.72	1.19	0.36
1914	0.73	0.59	0.67	0.84	0.6	1.14	0.49
1915	1.24	0.51	0.97	1.07	0.72	1.65	0.81
1916	0.9	0.51	0.8	0.7	0.4	1.4	0.58
1917	1.16	0.56	0.87	1.03	0.48	1.18	0.82
1918	0.94	0.4	0.75	0.75	0.34	0.92	0.47
1919	0.62	0.35	0.5	0.7	0.37	0.61	0.37
1920	0.67	0.36	0.6	0.82	0.35	0.6	0.71
1921	0.46	0.1	0.53	0.45	0.25	0.36	0.21
1922	0.7	0.29	0.33	0.66	0.37	0.54	0.59
1923	0.38	0.24	0.52	0.52	0.27	0.39	0.44
1924	0.31	0.26	0.33	0.33	0.22	0.38	0.41
1925	0.62	0.62	0.69	0.8	0.47	0.86	1
1926	0.42	0.48	0.71	0.69	0.38	0.55	0.55
1927	0.67	0.53	0.52	1	0.46	1.16	0.87
1928	0.17	0.26	0.43	0.23	0.09	0.52	0.13
1929	0.51	0.29	0.65	0.5	0.21	0.59	0.45
1930	0.62	0.49	0.68	0.67	0.61	0.8	0.93
1931	0.98	0.09	0.67	1.18	0.59	1.03	1.7
1932	0.47	0.47	0.28	0.47	0.44	0.41	0.42
1933	0.54	0.48	0.69	0.69	0.36	0.91	0.47
1934	0.58	0.36	0.67	0.64	0.38	0.95	0.61
1935	0.48	0.58	0.4	0.44	0.32	0.97	1.05
1936	0.64	0.47	0.52	0.5	0.34	0.66	0.52
1937	0.85	0.58	0.79	0.53	0.5	0.96	1.22
1938	0.44	0.39	0.48	0.48	0.33	0.64	0.61
1939	0.71	0.38	0.55	0.64	0.51	0.98	0.91
1940	1.17	0.29	0.71	0.63	0.58	1.13	0.85
1941	1.67	0.37	0.45	0.55	0.55	1.12	0.79
1942	1.4	0.35	0.3	0.65	0.4	0.75	0.33
1943	0.69	0.65	0.75	0.93	0.4	0.61	0.75
1944	0.67	0.55	0.46	0.59	0.43	0.86	0.63
1945	0.56	0.42	0.35	0.33	0.28	0.59	0.59
1946	0.48	0.53	0.38	0.34	0.3	0.53	0.73
1947	0.32	0.16	0.09	0.27	0.33	0.19	0.19
1948	1.09	0.36	0.14	0.38	0.67	0.5	0.55
1949	0.34	0.27	0.14	0.24	0.25	0.43	0.3
1950	0.44	0.26	0.18	0.24	0.24	0.26	0.43
1951	0.34	0.23	0.19	0.4	0.5	0.64	0.82
1952	0.19	0.19	0.17	0.33	0.2	0.39	0.38
1953	0.53	0.34	0.32	0.54	0.47	0.69	0.64
1954	0.52	0.3	0.2	0.48	0.55	0.85	0.8
1955	0.48	0.35	0.39	0.78	0.61	0.99	0.95
1956	0.93	0.29	0.22	0.64	0.63	0.79	0.7
1957	0.87	0.31	NA	0.6	0.46	0.77	0.5
1958	0.61	0.31	NA	0.76	0.38	0.35	0.4
1959	0.48	0.33	NA	0.52	0.45	0.63	0.84
1960	0.61	0.3	NA	0.49	0.85	0.68	0.57
1961	0.52	0.32	NA	0.47	1.14	0.79	0.51
1962	0.37	0.18	NA	0.36	0.41	0.5	0.44
1963	0.33	0.29	NA	0.47	0.45	0.36	0.46
1964	0.18	0.12	NA	0.25	0.23	0.43	0.24
1965	0.42	0.41	NA	0.72	0.79	1.04	0.96
1966	0.57	0.47	NA	0.44	0.63	0.44	0.66
1967	0.31	0.34	NA	0.29	0.47	0.61	0.46
