# Bräker - Eichbühl - QUSP - ITRDB SWIT362
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16936
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16936.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit362-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit362-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit362.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit362.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Eichbühl - QUSP - ITRDB SWIT362
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Growth and Yield
# # 
# # Cores are stored at: 
# # disposed
# # 
# # Notes: 
# # plain, slope 0
# # Formerly Winterthur_Eichbuehl_Buche_n18_1991.fh
# # 
# # References:
# # Schmid, S.; Zingg, A.; Biber, P.; Bugmann, H., (2006): 
# # Evaluation of the forest growth model SILVA along an elevational gradient in Switzerland. 
# # Eur. J. For. Res. 125: 43-55. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Eichbühl
#   Location: Switzerland
#   Northernmost_Latitude: 47.5119
#   Southernmost_Latitude: 47.5119
#   Easternmost_Longitude: 8.7392
#   Westernmost_Longitude: 8.7392
#   Elevation_m: 505
#--------------------
# Data_Collection
#   Collection_Name: SWIT362
#   First_Year: 1889
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EIE00461_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE00461; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE00641_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE00641; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE01221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE01221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE03511_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE03511; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE03871_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE03871; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE05111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE05111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE05221_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE05221; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE05361_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE05361; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE05441_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE05441; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE07851_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE07851; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE07891_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE07891; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE09831_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE09831; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EIE10421_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EIE10421; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EIE00461_raw	EIE00641_raw	EIE01221_raw	EIE03511_raw	EIE03871_raw	EIE05111_raw	EIE05221_raw	EIE05361_raw	EIE05441_raw	EIE07851_raw	EIE07891_raw	EIE09831_raw	EIE10421_raw
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	1.25	NA	NA	2.69	NA	NA	NA
1891	NA	NA	NA	1.42	NA	NA	2.49	NA	NA	3.04	NA	NA	NA
1892	NA	NA	NA	2.45	0.94	NA	2.45	NA	NA	3.4	NA	NA	NA
1893	NA	NA	1.73	3.63	3.26	NA	1.84	NA	NA	1.39	NA	NA	NA
1894	1.18	1.28	1.74	3.68	4.81	NA	2.46	1.18	1.55	1.53	1.41	NA	NA
1895	2.52	2.08	2.25	3.39	3.37	2.17	2.14	2.52	3.34	1.8	2.21	NA	NA
1896	4.24	3.35	2.28	3.78	4.64	3.8	2.39	4.24	4.76	2.22	2.42	NA	2.32
1897	3.56	3.29	3.25	4.2	3.51	4.97	2.01	3.56	2.55	2.67	3.57	NA	2.65
1898	1.96	3.5	2.77	3.01	2.6	2.73	1.01	1.96	2.57	1.17	4.34	NA	2.83
1899	1.86	2.89	2.73	2.58	2.82	3.67	2.22	1.86	3.22	2.07	2.34	2.63	2.78
1900	2.44	3.36	2.76	1.99	2.28	5.58	1.37	2.44	3.66	2.61	2.15	4.14	3.51
1901	2.27	3.78	2.81	1.96	1.73	4.2	1.4	2.27	3.37	1.99	2.31	3.03	2.76
1902	2.32	2.79	3.28	2.22	1.78	3.9	1.11	2.32	2.99	2.75	2.5	3.86	2.91
1903	2.31	2.89	2.59	2.42	1.34	3.75	1.68	2.31	2.45	1.72	2.69	5.04	3.19
1904	2.16	2.09	2.3	1.96	1.5	2.69	1.58	2.16	2.38	1.26	2.95	1.71	2.08
1905	1.86	1.93	2.36	1.37	1.87	3.58	1.04	1.86	1.56	2.61	2.97	2.74	2.07
1906	2.01	1.8	1.99	0.96	1.02	2.96	0.75	2.01	1.59	2.69	3.17	2.85	1.73
1907	1.39	1.65	1.48	0.82	1.26	1.59	0.83	1.39	0.97	1.68	2.3	2.04	1.73
1908	0.74	1.01	1.2	0.67	0.95	1.73	0.54	0.74	0.57	1.92	2.1	2.91	1.3
1909	0.7	0.78	1.31	0.44	0.72	1.09	0.5	0.7	0.39	1.03	2.31	2.15	0.99
1910	0.63	1.15	1.37	0.53	1.12	1.03	0.38	0.63	0.5	0.82	1.5	0.96	1.19
1911	1.08	1.87	1.8	0.77	1.29	1.63	0.72	1.08	0.56	0.84	1.27	1.39	1.61
1912	1.82	1.6	2.93	2.14	1.88	2.6	1.47	1.82	1.38	1.12	2.07	2.34	2.55
1913	1.31	1.64	2.34	1.74	1.5	1.83	1.29	1.31	0.92	1.32	2.02	1.68	1.99
1914	1.88	2.99	3.07	2.75	2	2.7	1.77	1.88	1.15	1.9	2.56	2.05	2.56
1915	1.11	1.63	2.46	1.79	2.05	2.29	1.17	1.11	1.15	2.09	2.33	1.24	1.96
1916	0.95	1.48	2.11	2.05	1.29	1.27	1.03	0.95	0.78	2.04	1.93	1.8	1.74
1917	1.38	1.68	3.09	3.02	1.82	1.18	1.58	1.38	1.28	2.16	1.67	2.14	1.91
1918	1.61	1.42	2.48	1.64	2.19	0.86	1.08	1.61	1.15	1.46	1.56	1.95	2.5
1919	1.31	1.27	2.59	2.6	1.99	1.07	1.48	1.31	1.45	1.5	1.33	1.83	1.82
1920	1.26	1.31	2.19	2.14	1.63	1.19	1.14	1.26	0.72	1.77	1.73	1.54	1.73
1921	0.93	1.08	2.13	1.4	1.26	0.98	1.1	0.93	0.68	0.96	1.7	1.17	1.23
1922	1.21	0.99	3.28	2.18	1.81	1.3	1.74	1.21	1.1	2.08	2.04	2.33	1.53
1923	1.26	1.42	2.71	1.64	1.52	1.58	1.88	1.26	0.99	2.44	1.52	2.42	1.93
1924	1.34	1.18	1.9	1.03	1.41	1.11	1.9	1.34	0.97	1.08	1.22	1.65	1.34
1925	1.2	1.36	2.07	1.46	1.14	1.64	1.8	1.2	0.64	1.16	1.14	2.41	1.18
1926	1.15	1.32	2.22	0.93	0.9	1.03	1.2	1.15	0.54	1	1.15	1.19	1.02
1927	0.86	1.03	1.46	0.63	0.79	0.99	1.21	0.86	0.6	0.96	1.24	1	0.76
1928	0.9	1.1	1.51	0.89	0.68	1.37	1.34	0.9	0.57	0.89	1.08	1.81	0.93
1929	0.94	0.76	2.21	1.12	1.33	1.38	1.22	0.94	0.9	1.21	1.63	2.16	1.46
1930	0.81	0.9	2.23	1.34	1.02	1.24	1.24	0.81	0.62	0.91	1.5	1.51	1.45
1931	1	1.03	2.6	2.62	1.8	1.19	1.8	1	0.98	1.27	1.39	2.28	1.62
1932	1.14	1.13	2.77	1.91	1.48	0.98	1.67	1.14	0.79	1.65	1.97	2.89	1.55
1933	0.87	0.88	1.56	0.95	0.87	1.31	0.93	0.87	0.42	0.87	1.01	1.24	1.33
1934	1.11	1.48	2.53	2.66	1.03	1.55	1.79	1.11	0.99	1.1	1.57	1.94	1.59
1935	1.26	1.6	2.91	2.87	1.27	1.9	1.76	1.26	1.02	1.41	2.22	2.06	1.81
1936	1.33	1.58	2.04	1.47	0.7	1.26	1.14	1.33	0.78	1.32	1.8	2.15	1.48
1937	1.28	1.68	2.74	2.67	0.85	1.86	2.08	1.28	1.06	1.38	2.16	2.02	1.24
1938	1.24	1.26	2.65	2.26	0.93	1.66	1.83	1.24	0.76	1.37	1.91	1.32	1.37
1939	1	1.26	2.66	1.48	0.61	1.67	1.42	1	0.88	0.98	1.41	1.18	1.41
1940	1.01	0.96	1.67	1.5	0.82	1.34	1.78	1.01	1	0.86	1.14	1.5	1.32
1941	0.92	0.58	1.56	1.29	0.73	1.18	1.43	0.92	0.63	0.92	1.22	1.53	1.17
1942	0.93	0.9	1.84	1.15	0.64	1.1	1.94	0.93	0.92	1.06	1.43	0.99	1.55
1943	0.98	0.87	2.05	1.98	0.8	0.97	2	0.98	1.02	0.93	1.75	1.73	1.3
1944	1.94	1.12	2.13	2.06	1.16	0.97	2.14	1.94	0.91	1.28	1.79	2.13	1.82
1945	1.8	0.58	1.5	0.84	1.18	1.12	1.32	1.8	0.6	0.74	2.1	1.39	1.33
