# Hartl - Nationalpark Kalkalpen, Rettenbachtal - ABAL - ITRDB AUT137
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37499
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37499.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut137-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut137.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut137.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Nationalpark Kalkalpen, Rettenbachtal - ABAL - ITRDB AUT137
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Nationalpark Kalkalpen, Rettenbachtal
#   Location: Austria
#   Northernmost_Latitude: 47.757
#   Southernmost_Latitude: 47.757
#   Easternmost_Longitude: 14.343
#   Westernmost_Longitude: 14.343
#   Elevation_m: 950
#--------------------
# Data_Collection
#   Collection_Name: AUT137
#   First_Year: 1751
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NKRB301C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB301C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB301O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB301O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB302C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB302C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB302O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB302O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB303C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB303C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB303O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB303O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB304C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB304C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB304O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB304O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB305C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB305C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB305O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB305O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB307C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB307C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB307O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB307O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB311C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB311C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB311O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB311O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB312C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB312C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB312O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB312O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB314C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB314C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB314O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB314O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB315C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB315C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NKRB315O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NKRB315O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NKRB301C_raw	NKRB301O_raw	NKRB302C_raw	NKRB302O_raw	NKRB303C_raw	NKRB303O_raw	NKRB304C_raw	NKRB304O_raw	NKRB305C_raw	NKRB305O_raw	NKRB307C_raw	NKRB307O_raw	NKRB311C_raw	NKRB311O_raw	NKRB312C_raw	NKRB312O_raw	NKRB314C_raw	NKRB314O_raw	NKRB315C_raw	NKRB315O_raw
1751	NA	NA	NA	1.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1752	NA	NA	NA	1.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1753	NA	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1754	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1755	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1756	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1757	NA	NA	NA	0.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1758	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1759	NA	NA	NA	0.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1760	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1761	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1762	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1763	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1764	NA	NA	NA	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1765	NA	NA	NA	0.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1766	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	0.83	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	0.57	NA	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	0.75	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	0.4	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	2.45	NA	0.73	NA	NA	NA	NA	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	2.34	NA	0.64	NA	NA	NA	NA	0.88	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	1.75	NA	0.52	NA	NA	NA	NA	0.94	0.86	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	1.58	NA	0.67	NA	NA	NA	NA	1.09	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	1.59	NA	0.62	NA	NA	NA	NA	0.7	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	1.41	NA	0.42	NA	NA	NA	NA	0.75	0.77	0.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	0.92	NA	0.76	NA	NA	NA	NA	0.7	0.78	0.37	NA	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	1.33	NA	0.89	NA	NA	NA	NA	0.6	0.58	0.32	NA	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	1.38	NA	0.61	NA	NA	NA	NA	0.5	0.51	0.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	1.49	NA	0.78	NA	NA	NA	NA	0.51	0.5	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	1.98	NA	0.46	NA	NA	NA	NA	0.41	0.37	0.38	NA	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	2.17	NA	0.56	NA	NA	NA	0.95	0.67	0.51	0.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	2.25	NA	0.7	NA	NA	NA	1.41	0.83	0.72	0.74	NA	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	1.65	NA	0.92	NA	NA	NA	1.64	0.86	0.75	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	1.64	NA	0.71	NA	NA	NA	1.08	0.72	0.72	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	1.63	NA	0.45	NA	NA	NA	0.62	0.39	0.37	0.49	NA	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	1.33	NA	0.63	NA	NA	NA	0.83	0.53	0.51	0.8	NA	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	0.54	NA	0.71	NA	0.97	NA	0.99	0.54	0.52	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	0.59	NA	0.55	NA	0.78	NA	0.9	0.47	0.45	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	0.85	NA	0.73	NA	0.81	NA	1.05	0.49	0.45	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	0.88	NA	0.48	NA	0.65	NA	0.55	0.41	0.26	0.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	1.47	NA	0.76	NA	0.74	NA	0.59	0.47	0.26	0.54	NA	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	0.98	NA	0.81	NA	0.8	NA	0.78	0.44	0.45	1.28	NA	NA	NA	NA	NA	NA	0.29	NA	NA
1797	NA	1.04	NA	0.4	NA	0.77	NA	0.46	0.12	0.22	1.35	NA	NA	NA	NA	NA	NA	0.18	NA	NA
1798	NA	0.85	NA	0.57	NA	0.74	NA	0.72	0.26	0.31	1.36	NA	NA	NA	NA	NA	NA	0.3	NA	NA
1799	NA	1.08	NA	0.51	NA	0.71	NA	0.62	0.35	0.39	1.33	NA	NA	NA	NA	NA	NA	0.2	NA	NA
1800	NA	1.46	NA	0.58	NA	0.6	NA	0.55	0.61	0.55	1.13	NA	NA	NA	NA	NA	NA	0.21	NA	NA
1801	NA	2.18	NA	0.31	NA	0.63	NA	0.74	0.69	0.72	1.35	NA	NA	NA	NA	NA	NA	0.29	NA	NA
1802	NA	1.57	NA	0.56	NA	0.72	NA	0.87	0.89	0.81	1.55	NA	NA	NA	NA	NA	NA	0.33	NA	NA
1803	NA	1.82	NA	0.62	NA	0.34	NA	0.74	0.8	0.67	1	NA	NA	NA	NA	NA	NA	0.27	NA	NA
1804	NA	1.94	NA	1.11	NA	0.48	NA	1.03	1.11	1.1	1.47	NA	NA	NA	NA	NA	NA	0.3	NA	NA
1805	NA	1.64	NA	1.32	NA	0.54	NA	0.99	0.96	0.94	1.47	NA	NA	NA	NA	NA	0.43	0.34	NA	NA
1806	NA	1.87	NA	0.85	NA	0.58	NA	1.02	0.65	0.8	1.17	NA	NA	NA	NA	NA	0.39	0.25	NA	NA
1807	NA	2	NA	1.13	NA	0.87	NA	1.14	0.96	0.95	1.24	NA	NA	NA	NA	NA	0.27	0.27	NA	NA
1808	NA	1.86	NA	0.91	NA	0.47	NA	0.75	0.76	0.63	0.79	NA	NA	NA	NA	NA	0.08	0.2	NA	NA
1809	NA	2	NA	1.03	NA	0.68	NA	0.94	0.96	0.85	1.13	NA	NA	NA	NA	NA	0.37	0.42	NA	NA
