# Wilson - Käse Platte - PCAB - ITRDB GERM038
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5269
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5269.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ038-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ038-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ038.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ038.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-22
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-22
#--------------------
# Title
#   Study_Name: Wilson - Käse Platte - PCAB - ITRDB GERM038
#--------------------
# Investigators
#   Investigators: Wilson, R.J.S.(https://orcid.org/0000-0003-4486-8904)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Käse Platte
#   Location: Germany
#   Northernmost_Latitude: 49.05
#   Southernmost_Latitude: 49.05
#   Easternmost_Longitude: 12.82
#   Westernmost_Longitude: 12.82
#   Elevation_m: 970
#--------------------
# Data_Collection
#   Collection_Name: GERM038
#   First_Year: 1884
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## KPL01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## KPL17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: KPL17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	KPL01A_raw	KPL01B_raw	KPL02A_raw	KPL02B_raw	KPL03A_raw	KPL03B_raw	KPL04A_raw	KPL04B_raw	KPL05A_raw	KPL05B_raw	KPL06A_raw	KPL06B_raw	KPL07A_raw	KPL07B_raw	KPL08A_raw	KPL08B_raw	KPL09A_raw	KPL09B_raw	KPL10A_raw	KPL10B_raw	KPL11A_raw	KPL11B_raw	KPL12A_raw	KPL12B_raw	KPL13A_raw	KPL13B_raw	KPL14A_raw	KPL14B_raw	KPL15A_raw	KPL15B_raw	KPL16A_raw	KPL16B_raw	KPL17A_raw	KPL17B_raw
1884	NA	NA	NA	NA	NA	NA	NA	NA	0.439	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	0.712	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	0.618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	0.989	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	0.554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	0.993	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	0.535	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.399	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	0.604	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.564	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	0.475	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.597	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	0.247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.383	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	0.292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.458	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	0.223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.078	1.011	NA	NA	2.805	1.697	NA	NA
1897	NA	NA	NA	NA	1.621	2.016	NA	NA	0.111	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.517	0.879	NA	NA	2.369	1.8	NA	NA
1898	NA	NA	NA	NA	1.856	1.973	NA	NA	0.489	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	0.417	NA	NA	3.206	2.307	NA	NA
1899	NA	NA	NA	NA	1.187	1.283	NA	NA	0.305	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.521	0.248	NA	NA	2.01	1.293	NA	NA
1900	NA	NA	NA	1.202	0.86	0.997	NA	NA	0.226	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.497	0.118	NA	NA	2.05	1.586	NA	NA
1901	NA	NA	NA	1.039	0.856	1.168	3.39	NA	0.211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.871	0.121	NA	NA	3.031	1.419	NA	NA
1902	1.376	NA	NA	0.572	0.63	0.884	4.09	NA	0.181	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.694	0.16	NA	0.851	2.537	1.481	NA	NA
1903	1.886	NA	NA	1.032	0.527	0.949	3.497	NA	0.179	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.831	0.24	NA	0.937	2.209	0.505	NA	NA
1904	1.973	NA	NA	1.57	0.707	1.133	3.677	NA	0.148	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.829	0.447	NA	1.559	2.23	0.368	NA	NA
1905	1.627	NA	NA	1.107	0.706	0.729	2.722	2.234	0.136	0.092	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.315	0.572	NA	1.401	1.18	0.354	NA	NA
1906	1.697	NA	NA	1.248	0.607	0.543	3.156	3.311	0.118	0.132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.532	0.496	NA	2.435	2.13	0.718	NA	4.481
1907	1.521	NA	NA	0.888	0.884	1.001	2.99	3.019	0.106	0.112	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.184	0.143	NA	2.075	1.653	0.593	NA	2.792
1908	1.421	1.651	NA	1.17	1.043	1.517	3.035	3.01	0.243	0.302	NA	NA	NA	NA	NA	1.924	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.416	0.276	3.105	2.854	1.544	0.586	NA	2.758
1909	1.015	1.162	NA	1.189	1.104	1.421	3.255	2.946	0.368	0.414	NA	NA	NA	NA	NA	1.637	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.514	0.458	2.267	2.234	1.52	0.778	NA	2.824
1910	1.279	1.299	NA	1.152	1.051	1.633	3.546	2.726	0.423	0.499	NA	NA	NA	NA	NA	1.736	NA	NA	NA	1.049	NA	NA	NA	NA	NA	NA	0.556	0.418	2.794	2.576	1.846	0.523	NA	2.296
1911	1.96	1.978	NA	1.233	1.714	2.478	3.344	2.722	0.559	0.577	2.515	2.295	NA	NA	NA	2.655	NA	NA	NA	1.651	NA	NA	NA	NA	NA	NA	0.266	0.331	1.942	2.052	1.714	0.771	4.784	2.497
1912	2.109	1.598	NA	0.862	2.364	2.227	2.402	2.253	1.22	1.037	4.239	3.896	NA	NA	NA	3.712	NA	NA	NA	2.304	NA	NA	NA	NA	NA	NA	0.461	0.271	1.723	1.42	3.074	1.241	4.157	2.265
1913	1.574	1.485	NA	0.542	2.406	1.994	2.335	2.959	1.475	1.001	3.322	3.773	NA	NA	NA	4.416	NA	NA	NA	3.088	NA	NA	NA	NA	NA	NA	0.211	0.357	1.263	1.09	2.77	1.034	3.712	2.137
1914	2.234	2.283	NA	0.938	2.91	2.178	2.91	2.589	1.951	1.718	3.826	4.772	NA	NA	NA	6.138	NA	2.437	NA	3.784	NA	NA	NA	NA	NA	NA	0.236	0.312	1.583	1.065	3.034	0.92	4.817	3.038
1915	1.354	1.57	NA	0.965	2.118	2.47	2.09	2.059	1.564	1.486	3.21	3.651	NA	NA	4.447	4.048	NA	1.991	NA	3.581	NA	NA	NA	NA	NA	NA	0.282	0.122	1.388	1.556	2.075	0.624	3.732	2.59
1916	1.813	2.145	NA	1.449	2.348	2.892	3.387	2.787	2.988	2.375	4.286	4.857	NA	NA	4.162	4.6	NA	2.473	NA	5.144	NA	NA	NA	NA	NA	NA	0.753	0.248	2.734	2.368	2.944	0.891	3.402	2.086
1917	1.163	1.301	1.991	1.664	1.917	2.11	2.477	2.891	2.146	1.703	3.307	3.812	NA	NA	3.862	3.329	NA	2.391	NA	4.273	NA	NA	NA	NA	NA	NA	0.51	0.102	2.319	2.855	1.927	0.61	3.111	1.854
1918	1.16	1.293	3.021	1.764	1.895	2.854	3.066	2.626	2.875	1.923	3.521	3.892	NA	NA	2.75	3.284	NA	2.675	NA	3.805	NA	NA	NA	NA	NA	NA	0.609	0.085	2.42	2.934	2.832	1.017	3.48	2.203
1919	0.958	1.223	3.421	2.063	1.834	2.285	2.713	2.652	2.712	1.854	2.79	2.936	NA	NA	2.902	3.312	2.717	2.932	3.845	2.846	NA	NA	NA	NA	NA	NA	1.043	0.274	2.213	2.875	2.484	1.225	3.57	1.961
1920	0.966	1.093	2.942	2.093	2.07	2.112	3.166	2.133	2.376	1.937	2.875	3.141	NA	NA	3.116	3.822	2.612	2.639	3.74	2.976	NA	NA	NA	NA	NA	NA	1.419	0.251	2.315	2.034	2.282	1.212	3.553	1.951
1921	0.738	0.952	2.734	1.961	1.871	2.158	2.659	1.79	2.067	2.121	2.421	2.613	NA	NA	2.738	3.227	3.128	3.039	2.786	2.952	NA	NA	NA	NA	NA	NA	1.34	0.29	1.741	1.84	2.406	1.138	3.368	2.113
1922	0.642	0.725	2.682	2.057	1.53	1.948	2.16	1.859	2.061	1.97	2.639	3.42	NA	NA	3.565	3.513	3.17	3.017	3.086	3.039	NA	NA	NA	NA	NA	NA	1.406	0.407	2.067	2.218	1.895	1.111	3.166	2.277
1923	0.553	0.833	2.797	1.843	1.656	2.16	2.333	2.474	2.361	2.083	3.233	2.631	NA	NA	3.236	3.157	2.639	2.861	3.324	3.515	NA	NA	NA	2.917	NA	NA	0.71	2.092	2.626	2.927	1.555	1.041	3.515	1.818
1924	0.445	0.495	2.507	2.312	1.832	2.083	2.435	2.362	2.537	2.361	3.087	2.859	NA	NA	5.14	3.697	3.93	3.225	4.326	4.413	NA	NA	NA	3.121	NA	NA	0.956	1.622	3.397	3.676	1.494	1.097	3.689	2.125
