# Bräker - Muehletaler Halde - FASY - ITRDB SWIT367
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16941
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16941.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit367-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit367-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit367.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit367.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Muehletaler Halde - FASY - ITRDB SWIT367
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Thinning
# # 
# # Cores are stored at: 
# # disposed
# # 
# # Notes: 
# # Slope N 50%
# # Formerly Zofingen_Buche_n26_1997.fh
# # 
# # References:
# # Schmid, S.; Zingg, A.; Biber, P.; Bugmann, H., (2006): 
# # Evaluation of the forest growth model SILVA along an elevational gradient in Switzerland. 
# # Eur. J. For. Res. 125: 43-55. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Muehletaler Halde
#   Location: Switzerland
#   Northernmost_Latitude: 47.2975
#   Southernmost_Latitude: 47.2975
#   Easternmost_Longitude: 7.9597
#   Westernmost_Longitude: 7.9597
#   Elevation_m: 510
#--------------------
# Data_Collection
#   Collection_Name: SWIT367
#   First_Year: 1906
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ZOF0386N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0386N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0386S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0386S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0467N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0467N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0467S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0467S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0469N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0469N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0469S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0469S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0556N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0556N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0556S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0556S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0611N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0611N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0611S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0611S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0720N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0720N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0720S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0720S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0772N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0772N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0772S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0772S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0825N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0825N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0825S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0825S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0990N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0990N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF0990S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF0990S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF1226N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF1226N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF1226S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF1226S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF1980X_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF1980X; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF1980Y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF1980Y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF2035N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF2035N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF2035S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF2035S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF2069N_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF2069N; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ZOF2069S_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ZOF2069S; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ZOF0386N_raw	ZOF0386S_raw	ZOF0467N_raw	ZOF0467S_raw	ZOF0469N_raw	ZOF0469S_raw	ZOF0556N_raw	ZOF0556S_raw	ZOF0611N_raw	ZOF0611S_raw	ZOF0720N_raw	ZOF0720S_raw	ZOF0772N_raw	ZOF0772S_raw	ZOF0825N_raw	ZOF0825S_raw	ZOF0990N_raw	ZOF0990S_raw	ZOF1226N_raw	ZOF1226S_raw	ZOF1980X_raw	ZOF1980Y_raw	ZOF2035N_raw	ZOF2035S_raw	ZOF2069N_raw	ZOF2069S_raw
1906	NA	NA	NA	NA	2.14	1.78	NA	NA	1.96	2.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	1.5	1.85	NA	NA	1.57	1.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.24	2.19	NA	NA
1908	NA	NA	NA	NA	1.96	1.97	NA	NA	2.44	2.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	1.74	NA	NA
1909	NA	NA	NA	NA	1.3	1.88	NA	NA	2.47	1.83	NA	NA	NA	NA	NA	NA	2.12	1.72	NA	NA	NA	NA	1.82	1.57	NA	NA
1910	NA	NA	NA	NA	1.77	1.95	NA	NA	2.71	2.27	NA	NA	NA	NA	NA	NA	1.95	1.37	NA	NA	NA	NA	1.8	1.72	NA	NA
1911	NA	NA	2.77	2.32	1.6	2.1	NA	NA	2.65	2.15	NA	NA	NA	NA	3.13	2.44	2.69	1.51	NA	NA	NA	NA	1.9	2.19	NA	NA
1912	NA	NA	2.82	2.03	1.85	2.07	NA	NA	2.69	2.52	NA	NA	NA	NA	2.9	1.93	2.64	1.67	NA	NA	NA	NA	2.17	2.46	NA	NA
1913	NA	NA	1.68	1.53	1.52	1.54	NA	NA	1.77	1.28	NA	NA	NA	NA	1.81	1.51	2.09	0.88	NA	NA	NA	NA	1.01	1.64	NA	NA
1914	NA	NA	2.77	2.27	1.69	1.72	NA	NA	2.76	2.07	NA	NA	NA	NA	2.56	1.51	2.12	1.34	NA	NA	NA	NA	2.11	2.29	NA	NA
1915	1.86	1.17	2.53	2.76	1.96	1.82	NA	NA	3.05	2.86	NA	NA	NA	NA	2.31	1.83	2.27	1.52	NA	NA	NA	NA	1.98	2.41	NA	NA
1916	2.27	1.64	2.44	3.1	1.95	1.74	NA	NA	3.81	3.65	NA	NA	NA	NA	2.2	1.97	3.48	1.87	NA	NA	NA	NA	2.73	2.93	NA	NA
1917	2.74	1.34	3.09	3.73	2.39	2.02	NA	NA	4.35	4.51	NA	NA	NA	NA	1.73	1.7	3.73	1.6	NA	NA	NA	NA	2.94	3.42	NA	NA
1918	2.27	1.52	2.1	2.68	1.65	0.96	NA	NA	3.21	3.34	1.31	0.86	NA	NA	1.3	1.36	3.15	1.35	NA	NA	NA	NA	2.21	2.54	2.17	1.89
1919	1.34	0.76	2.49	2.79	1.7	1.03	NA	NA	3.24	3.57	1.1	1.02	1.31	1.44	1.37	1.91	2.92	1.58	NA	NA	NA	NA	2.07	2.73	1.05	0.76
1920	1.63	1	3.29	2.54	1.61	1.27	NA	NA	3.24	3.55	1.59	1.59	1.63	1.51	1.52	2.59	3.36	1.77	NA	NA	NA	NA	2.08	2.72	1.4	0.8
1921	2.45	1.07	3.6	3.13	1.84	1.39	NA	NA	3.44	3.79	1.09	0.93	2.19	2.27	2.1	2.59	3.81	1.32	NA	NA	NA	NA	2.02	2.3	1.18	0.75
1922	2.22	0.94	3.13	2.95	1.74	1.43	1.52	1.14	3.39	3.39	1.34	1.17	2.08	2.42	1.78	2.53	2.74	1.22	2.68	2.97	NA	NA	1.81	2.23	1.76	1.05
1923	2	1.02	3.38	2.64	2.05	1.36	1.53	2.09	3.43	3	1.83	1.29	2.14	1.98	1.57	1.7	2.88	1.47	1.47	1.66	NA	NA	1.71	2.49	1.72	1.11
1924	2.01	1.18	3.16	2.45	1.8	1.43	2.05	2.38	2.83	2.59	2.07	1.2	2.12	2.14	1.54	1.27	2.39	1.31	1.47	1.61	NA	NA	1.74	2.27	1.55	1.38
1925	1.98	1.23	3.19	2.23	1.6	1.29	2.26	2.37	3.87	3.34	1.81	1.65	2.2	2.65	1.4	1.21	2.49	1.59	1.45	1.78	2.26	2.32	1.99	1.94	1.87	1.55
1926	2.41	1.24	2.79	2.14	1.84	1.08	1.83	2	3.87	2.71	1.99	1.58	1.8	2.51	1.52	1.31	2.39	1.74	1.75	1.91	1.48	1.74	2.29	2.23	1.2	1.53
1927	2.62	1.49	2.7	2.25	1.43	1.53	2.11	2.3	3.56	3.14	2.7	1.44	1.77	2.08	2.1	1.66	2.21	2.11	1.33	1.54	1.3	1.5	2.35	1.92	1.94	1.87
1928	2.36	1.45	2.69	2.26	1.68	1.24	2.33	2.74	3.49	2.71	2.55	1.78	2.45	2.52	2.53	2.01	2.73	2.25	1.23	1.82	1.36	1.55	2.33	1.77	1.98	1.31
1929	2.25	1.33	3.05	2.91	1.36	1.78	2.74	2.91	1.89	2.03	2.94	1.89	2.21	2.75	2.66	3.03	3.34	2.08	1.48	2.49	0.84	1.52	1.95	1.83	1.84	1.66
1930	2.29	1.24	3.16	3.15	2.08	1.45	2.93	3.04	2.66	2.99	1.93	1.9	2.27	2.64	2.03	2.66	3.59	1.52	1.94	2.62	1.53	1.82	1.81	2.26	2.43	1.64
1931	2.42	1.48	3.61	3.47	2.41	2.04	4.11	3.54	3.69	3.36	2.92	2.5	3.62	4.34	2.03	3.15	4.3	1.42	2.34	2.97	2.15	2.33	1.81	2.67	2.75	2.53
1932	2.64	1.89	3.73	4.93	2.36	2.02	4.58	3.61	4.68	3.55	2.43	2.24	4.03	5.92	2.5	3.52	4.45	2.14	2.52	2.93	2.96	2.54	1.77	2.37	2.51	3.49
1933	2.51	1.6	3.25	4.41	2.2	1.65	2.78	2.47	3.16	3.08	2.43	2.27	3.4	4.63	2.11	2.34	3.01	1.64	2.36	2.5	2.82	2.54	1.4	2.04	2.55	2.65
1934	2.11	1.1	2.96	3.85	2.13	1.97	2.66	2.99	2.91	2.31	2.92	2.71	3.66	3.59	1.97	1.64	2.22	1.24	2.33	3.2	3.5	2.92	1.09	2.02	2.7	2.64
1935	1.7	1.17	2.64	3.96	1.71	1.41	2.52	3.05	2.36	2.42	3.64	2.87	3.63	2.82	2.15	2.11	2.37	1.47	2.3	3.1	3	2.18	1.07	2.01	2.51	2.69
1936	1.74	1.26	2.82	3.7	1.49	1.39	3.07	3.65	1.42	1.46	3.53	3.26	4.2	3.15	2.82	2.41	2.78	2	3.06	3.98	3.6	2.53	1.17	2.01	2.93	2.99
1937	1.84	1.07	2.96	3.07	1.87	1.53	3.2	3.66	2.08	1.37	3.17	3.08	4.15	3.32	3.55	3.13	3.87	3.29	2.59	3.42	2.76	2.62	1.03	1.57	2.64	2.65
1938	2.08	1.23	3.38	2.78	1.9	1.47	3.1	4.09	2.12	2.41	3.57	3.22	4.32	3.42	3.77	3.15	4.03	4.03	3.4	4.42	3.53	3.09	1.15	1.81	3.61	2.96
1939	1.72	0.96	3.6	3.19	1.96	1.4	3.29	4.07	2.2	2.83	2.95	3.38	4.11	2.89	3.56	2.97	3.43	3.13	2.9	4.5	3.53	3.02	1.12	1.72	3.53	2.44
1940	1.65	1.02	3.15	3.1	1.61	1.3	2.88	3.18	2.78	2.39	2.22	3.32	3.25	2.54	2.95	2.37	3.74	2.42	3.29	4.29	2.96	2.93	1.02	1.83	2.52	2.41
1941	1.64	1.03	2.86	2.77	2.15	1.51	2.84	3.48	2.42	2.06	2.37	2.87	3.53	2.21	3.09	2.67	2.76	1.57	2.66	4.02	2.11	2.69	1.03	1.71	2.4	2.66
1942	1.83	1.1	2.52	2.8	2.06	1.63	3.28	3.59	1.12	1.18	2.27	3.31	2.83	1.93	3.17	2.5	2.08	1.13	2.81	4.16	2.25	2.8	0.75	1.48	2.48	1.9
1943	2.54	0.71	2.85	3.19	2.13	1.34	3.98	3.87	1.78	1.71	2.79	3.69	4.39	3.11	3.76	2.74	2.29	1.51	3.17	4.5	2.69	3.35	1.22	1.9	2.67	1.62
1944	2.38	0.53	2.58	3.24	2.03	1.65	3.25	4.12	2.49	2.53	2.87	3.8	3.81	3.34	3.4	2.68	3.02	2.63	2.96	4.47	2.89	3.33	1.27	1.68	2.73	2.04
1945	1.96	0.37	1.84	2.71	1.81	1.4	2.57	3.19	2.11	2.16	2.17	3.28	2.34	1.69	2.85	1.82	2.41	2.42	2.51	3.72	2.19	2.2	1.04	1.2	2.25	1.82
1946	2.01	0.83	2.89	3.22	1.87	1.68	2.37	3.06	2.91	2.22	3.03	3.78	3.21	2.56	3.07	2.3	3.17	2.42	2.23	3.97	3.3	2.98	1.01	1.22	2.87	2.72
1947	2.05	0.87	2.37	2.34	1.68	1.45	1.83	2.3	1.56	1.06	2.32	3.17	2.37	1.63	2.51	1.9	3.02	1.45	1.7	2.57	2.32	2.39	0.78	0.87	2.19	2.32
1948	1.5	0.63	1.26	1.05	0.72	0.82	1.5	1.89	0.55	0.59	2.46	2.54	1.66	2.13	2.1	1.52	2.08	1.11	1.2	1.74	1.06	1.57	0.52	0.48	1.54	1.41
1949	1.78	0.68	2.03	1.79	1.25	0.99	1.67	2.02	0.59	0.74	3.04	3.34	2.33	2.06	2.19	1.49	2.7	2.06	1.35	2.17	1.7	2.6	0.77	0.69	2.21	2.01
