# Fischer - Nordrhein-Westfalen/Siebengebirge drb05 - FASY - ITRDB GERM164
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16680
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16680.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ164-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ164-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ164.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ164.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Siebengebirge drb05 - FASY - ITRDB GERM164
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Siebengebirge drb05
#   Location: Germany
#   Northernmost_Latitude: 50.6667
#   Southernmost_Latitude: 50.6667
#   Easternmost_Longitude: 7.2333
#   Westernmost_Longitude: 7.2333
#   Elevation_m: 360
#--------------------
# Data_Collection
#   Collection_Name: GERM164
#   First_Year: 1851
#   Last_Year: 2004
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drb0517m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0517m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0515m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0515m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0514m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0514m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0513m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0513m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0512m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0512m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0511m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0511m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0510m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0510m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0509m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0509m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0508m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0508m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0507m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0507m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0506m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0506m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0505m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0505m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0504m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0504m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0503m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0503m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drb0502m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drb0502m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drb0517m_raw	drb0515m_raw	drb0514m_raw	drb0513m_raw	drb0512m_raw	drb0511m_raw	drb0510m_raw	drb0509m_raw	drb0508m_raw	drb0507m_raw	drb0506m_raw	drb0505m_raw	drb0504m_raw	drb0503m_raw	drb0502m_raw
1918	1.36	1.46	0.78	2.56	NA	2.11	1.12	0.73	1.86	2.2	2.2	1.71	4.08	3.6	1.4
1919	3.19	2.03	1.56	2.69	NA	2.4	0.98	1.96	2.29	2.54	2.88	2.02	3.86	3.67	1.28
1920	3.31	1.48	1.32	2.14	NA	2.26	1.14	1.3	1.56	1.82	1.35	1.72	3.52	3.06	1.27
1921	2.33	1.07	1.04	2	NA	2.3	1.04	1.02	1.72	1.44	1.49	1.11	2.32	1.74	0.78
1922	2.41	0.67	0.88	2.67	NA	1.91	0.82	0.86	1.44	1.6	2.37	1.78	1.42	3	1.98
1923	2.79	1.98	1.68	2.86	NA	3.65	1.12	1.51	2.18	2.58	2.85	2.77	3.48	3.51	2.8
1924	2.75	3.28	2.3	3.4	NA	3.86	1.41	2.08	2.72	3	2.37	3.3	4.6	3.39	2.42
1925	3.1	3.25	1.78	3.74	NA	3.18	1.62	2.2	2.22	2.78	2.29	2.48	3.77	3.34	2.84
1926	4.09	2.92	1.96	3.48	NA	3.24	2.1	2.51	2.39	2.02	2.22	2.21	4.48	3.2	2.82
1927	5.52	3.6	2.37	4.17	NA	2.94	2.43	3.02	2.62	2.7	3.27	2.76	4.48	3.17	3.49
1928	4.74	3.02	1.94	3.4	NA	2.44	2.44	2.01	2.36	2.14	2.47	2.63	3.24	2.17	3.2
1929	3.79	2.18	1.8	3.68	NA	1.88	1.35	1.52	1.82	2.35	2.07	2.71	2.77	3.06	3.22
1930	3.42	2.64	1.65	3.04	NA	2.42	1.33	1.18	1.81	2.26	1.69	2.6	2.72	2.78	3.8
1931	3.37	3.14	2.1	3.26	NA	2.32	1.19	1.62	2.62	2.38	2.48	2.88	3.26	4.35	4.56
1932	3.64	2.98	2.26	3.49	NA	2.3	1.44	1.94	2.72	1.84	2.63	3.38	3.8	3.38	3.26
1933	4.12	3.35	2.7	3.61	NA	2.22	1.68	1.5	2.7	2.12	2.78	3.18	3.6	3.62	2.13
1934	4.06	2.45	2.25	3.02	NA	2.64	1.61	1.37	2.16	1.8	2	2.53	3.54	2.58	2.48
1935	3.9	2.06	2.31	2.76	NA	2.56	1.52	1.2	1.57	1.66	1.66	1.98	2.93	1.8	2.5
1936	3.7	1.99	2.28	3.29	NA	2.42	1.22	0.38	1.8	1.92	1.1	2.16	4.03	2.07	1.88
1937	3.44	1.78	2.36	2.57	NA	2.44	0.92	0.68	1.88	2.04	1.9	2	3.14	2.34	2.48
1938	3.26	1.91	2.48	3.14	2.79	2.74	0.86	0.9	1.92	1.81	1.96	2.08	2.82	2.08	3.16
1939	3.94	2.48	2.96	4.48	3.7	3.44	0.86	1.48	1.7	2.29	2.44	2.1	2.6	2.68	3.97
1940	3.74	2.64	3.22	4.32	3.17	3.82	1.28	2.08	1.92	2.35	2.6	2.4	3.15	3.16	3.22
1941	3.33	2.8	2.78	4.06	2.75	2.76	1.91	2.11	1.7	2.16	2.36	2.45	3.34	2.75	2.6
1942	3.04	2.72	3.35	4.62	4.13	3.56	1.8	2.05	1.51	2.66	2.22	2.52	4.32	1.94	2.79
1943	3.66	3.78	3.61	4.61	3.28	3.36	1.82	2.18	2.17	2.7	2.8	2.63	4.48	3.88	2.84
1944	3.52	2.92	3.08	4.12	3.42	2.96	2.13	2.24	2.19	2.34	2.53	2.12	4	3.03	3
1945	3.12	2.72	3.09	4.2	3.49	2.41	1.39	2.11	1.5	1.74	2.28	1.78	3.3	4.25	3.02
1946	1.86	2.92	2.26	4.27	2.42	3.21	1.4	2.28	1.3	2.07	2.4	2.08	2.76	4.62	2.36
1947	2.3	1.78	1.5	2.82	1.38	1.58	1.49	1.66	1.16	1.34	1.84	1.66	2	2.56	2
1948	0.75	0.48	0.16	1.77	0.15	0.24	0.81	0.2	0.36	0.28	0.24	0.26	0.35	1.14	0.33
1949	4.53	2.56	0.86	2.92	1.44	2.18	0.88	1.26	1.96	2.19	2.27	2.1	2.44	3.86	1.64
1950	6	2.72	2.42	4.84	3.35	2.28	1.62	1.61	2.04	2.77	3.72	3.18	2.44	5.17	3.2
1951	3.97	3.49	2.96	5.14	4.14	2.82	1.98	1.96	1.96	2.63	3.62	3.68	3.82	4.79	3.12
1952	4.34	2.54	2.1	4.34	2.09	2.12	1.48	1.4	1.34	1.7	2.34	2.68	3.15	3.77	2.47
1953	4.94	2.76	2.14	5.3	2.86	2.02	1.36	0.92	1.8	1.92	2.32	2.47	2.74	4.12	1.78
1954	4.52	3.12	2.66	4.82	3.14	1.66	1.4	1.26	1.92	1.66	2.18	2.15	3.03	2.14	1.98
1955	4.52	3.38	3.2	4.54	3.09	1.41	1.52	1.19	2.05	2.32	2.76	2.28	2.89	2.45	2.12
1956	3.05	2.76	2.76	3.42	2.21	1.28	1.63	1.03	2.08	1.74	2.11	1.92	1.76	1.46	1.68
1957	3.24	2.34	2.16	3.36	1.56	0.86	1.34	0.92	1.88	1.55	1.88	1.54	1.72	3.42	1.96
1958	4.21	3.62	3.72	4.66	2.96	1.78	1.54	1.3	3.2	2.35	2.45	2.14	2.34	4.64	3.21
1959	2.48	1.68	2.38	2.6	1.25	1.02	1.66	0.86	1.51	0.97	1.07	1.12	1.74	1.95	2.4
1960	2.2	1.12	0.8	2.76	0.17	1.34	0.77	0.26	1.15	0.83	0.68	0.81	1.28	0.82	0.96
1961	3.3	3.26	2.76	3.38	3.05	2.47	1.14	1.2	2.19	2.16	1.16	1.34	2.46	2.42	1.69
1962	3.94	3.87	3.24	4.49	3.14	2.59	2.05	1.36	3.47	2.68	2.78	2.32	3.7	3.52	2.9
1963	3.7	3.2	2.78	4.02	2.6	1.97	2.1	1.28	2.66	2.19	2.46	2.07	2.88	3.46	3.48
1964	3.06	2.37	2.24	4.16	1.9	1.55	1.47	0.98	1.58	2.08	2	1.56	2.53	2.41	3.1
1965	3.52	3.7	2.74	4.72	2.46	2.22	1.88	0.76	1.78	3	2.56	2	2.56	2.88	3.54
1966	3.28	3.5	3.31	4.72	3.61	2.5	1.99	1.66	2.7	2.43	2.77	1.86	2.24	3.84	4.05
1967	3.43	4.16	3.71	4.94	3.05	2.42	2.34	1.76	3.17	3.06	3.1	2.48	3.38	4.54	3.49
1968	3.81	4.22	3.5	4.48	3.21	1.88	2.61	1.78	2.08	2.19	2.16	2.04	2	2.71	2.96
1969	4.72	3.96	3.84	4.32	3.75	1.99	2.88	2.1	2.36	2.32	2.34	2	1.69	2.82	3.38
1970	4.06	3.72	3	4.7	4.36	1.76	2.6	2.08	2.68	1.76	2.26	1.64	1.08	3.12	3.12
1971	3.8	3.19	3.04	4.16	2.75	1.86	2.28	1.8	2.25	1.91	2.28	2.28	2.01	2.92	2.74
1972	2.46	2.24	1.74	3.81	1.68	1.4	2.02	0.94	1.82	1.76	2.18	2.18	2.55	1.77	2.08
1973	2.16	2.33	2.83	3.65	2.1	1.98	1.88	1.06	1.32	1.92	1.94	1.88	2.94	1.98	2.14
1974	2.04	1.2	1.46	3.54	1.43	1.72	1.49	0.24	0.7	1.38	1.92	1.8	2.4	1.47	0.56
1975	3.02	3.58	2.64	3.76	2.69	1.76	1.52	1	1.25	2.05	2.1	2.34	2.22	2.36	1.49
1976	0.96	1.5	1.18	1.82	0.46	0.86	1.06	0.34	0.58	0.89	0.85	0.72	1.06	0.98	0.51
1977	1.22	2.58	1.36	2.6	1.8	0.8	0.92	0.44	0.4	1.33	1.4	1.19	1.4	2.04	0.8
1978	3	3.58	3.45	3.99	3.52	1.38	1.3	1.42	0.79	2.04	2	2.04	1.65	3.86	1.79
1979	3.23	3.48	3.7	2.97	3.75	1.89	2.2	2.06	1.4	1.92	1.82	2	2.25	3.22	2.5
1980	3.19	3.84	3.03	3.02	4.33	2.36	2	2.08	1.35	1.59	1.5	1.7	2.42	2.9	2.89
1981	4.33	4.1	3.32	3.53	3.59	1.86	1.74	2.83	1.29	1.77	1.92	1.96	2.12	2.38	2.9
1982	2.96	4.36	2.91	3.88	3.55	2.13	1.74	2.62	1.8	2.25	2.22	2.56	2.47	3.78	3.22
1983	3.13	2.21	2.39	2.87	1.42	2.2	1.86	1.52	1.04	1.31	1.36	1.63	1.62	3	0.9
1984	1.56	3.64	1.5	3.54	1.45	3.03	1.33	1.16	0.88	0.94	1.46	1.76	2.1	3.18	1.13
1985	3.22	3.76	2.46	4.18	2.11	2.52	1.3	1.54	1.56	0.98	1.76	1.68	2.74	4	2.59
1986	2.94	2.58	1.98	2.98	1.22	2.51	1.78	1.38	1.46	1.07	1.9	1.42	2	4	1.08
1987	2.92	4.13	2.52	3.23	1.53	2.54	1.64	1.38	1.24	1	1.9	1.24	1.77	3.62	1.74
1988	3.38	3.94	2.94	3.95	1.56	2.24	1.6	1.76	1.92	1.06	1.87	1.43	1.7	4.12	2.23
1989	1.72	2.2	2.02	3.36	0.72	1.59	0.98	1.02	1.27	1.16	1.53	1.12	1.75	3.07	0.88
1990	1.45	2.92	2.1	4.16	1.12	1.98	0.66	0.48	0.51	0.54	0.86	0.7	2.97	3.64	1.47
1991	2.7	2.9	2.42	3.98	1.89	1.8	0.8	1.23	1.26	1.13	1.52	1.02	3.07	3.5	0.76
1992	0.56	2.12	1.2	3.28	0.96	1.28	0.8	0.86	1.06	1.38	1.3	0.99	1.56	3.64	0.82
1993	2.32	3.45	1.98	3.12	2.51	1.74	0.73	1.72	1.68	1.82	1.64	1.38	1.88	4.67	1.1
1994	2.66	2.75	2.13	3.88	1.01	1.94	1.22	1.52	1.65	2.25	1.64	1.4	2.09	4.3	1.61
1995	1.88	2.57	2.56	3.28	1.49	1.59	1.01	1.06	1.68	1.52	1.49	1.34	2.16	3.7	1.22
1996	2.62	2.98	0.76	3.52	0.28	1.6	0.84	0.74	1.28	1.47	1.64	1.37	1.5	4.36	1.26
1997	3.47	4.28	2.29	4.66	0.43	2.14	0.92	1.7	2.47	2.06	2.24	1.81	2.19	5.46	2.45
1998	2.25	2.8	2.92	4.52	0.84	1.69	1.22	0.67	2.14	1.78	1.54	1.3	1.28	4.52	1.02
1999	2.98	2.42	2.84	4.1	0.99	1.78	0.98	0.67	1.74	1.84	1.92	1.25	1.23	3.63	1.22
2000	1.07	0.81	1.42	2.56	0.17	0.43	0.6	0.36	1.1	0.72	0.62	0.36	0.62	2.12	0.28
2001	3.2	3.46	3.3	4.2	1.38	1.92	1.05	1.61	2.64	2.02	1.83	1.32	2.63	4.28	0.78
2002	2.38	1.86	1.98	3.52	0.45	1.5	1.06	0.53	1.36	0.84	0.82	0.8	1.35	2.9	0.6
2003	3.46	2.56	2.68	3.72	2.07	1.45	1	1.02	1.68	1.28	1.54	1.42	2.98	3.84	0.91
2004	0.87	0.86	0.67	3.68	0.36	0.52	0.86	0.37	0.47	0.51	0.48	0.42	2.16	3.18	0.46
