# Becker - Kreuth - ABAL - ITRDB GERM12
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2701
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2701.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ12-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ12-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ12.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ12.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1990-08-01
#--------------------
# File_Last_Modified_Date
#   Date: 1990-08-01
#--------------------
# Title
#   Study_Name: Becker - Kreuth - ABAL - ITRDB GERM12
#--------------------
# Investigators
#   Investigators: Becker, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Kreuth
#   Location: Germany
#   Northernmost_Latitude: 47.63
#   Southernmost_Latitude: 47.63
#   Easternmost_Longitude: 11.75
#   Westernmost_Longitude: 11.75
#   Elevation_m: 1150
#--------------------
# Data_Collection
#   Collection_Name: GERM12
#   First_Year: 1586
#   Last_Year: 1961
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 894011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 894111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 894111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	894011_raw	894021_raw	894031_raw	894041_raw	894051_raw	894061_raw	894071_raw	894081_raw	894091_raw	894101_raw	894111_raw
1586	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77
1587	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65
1588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.77
1589	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.71
1590	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.94
1591	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.9
1592	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.06
1593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87
1594	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
1595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.65
1596	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.84
1597	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87
1598	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87
1599	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68
1600	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	0.58
1601	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	0.58
1602	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	0.9
1603	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	0.71
1604	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	0.58
1605	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	0.52
1606	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	0.48
1607	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	0.61
1608	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	0.39
1609	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	0.58
1610	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	0.55
1611	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	0.58
1612	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.45
1613	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA	0.58
1614	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	0.61
1615	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	0.61
1616	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.48
1617	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	0.55
1618	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.52
1619	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	0.48
1620	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	0.52
1621	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.45
1622	NA	NA	0.23	NA	NA	NA	NA	NA	NA	NA	0.32
1623	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	0.26
1624	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	0.26
1625	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	0.29
1626	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	0.39
1627	NA	NA	0.19	NA	NA	NA	NA	NA	NA	NA	0.32
1628	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA	0.1
1629	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	0.13
1630	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	0.19
1631	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	0.45
1632	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	0.52
1633	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	0.74
1634	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	0.71
1635	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	0.74
1636	NA	NA	0.26	NA	NA	NA	NA	NA	NA	NA	0.32
1637	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	0.32
1638	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	0.35
1639	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	0.48
1640	NA	NA	0.94	NA	NA	NA	NA	NA	NA	NA	0.42
1641	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	0.48
1642	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.65
1643	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	0.55
1644	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	0.48
1645	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	0.61
1646	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.58
1647	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	0.61
1648	NA	NA	0.61	NA	NA	NA	NA	NA	NA	NA	0.42
1649	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	0.45
1650	NA	NA	0.65	NA	NA	NA	NA	NA	NA	NA	0.39
1651	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	0.42
1652	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	0.55
1653	NA	NA	0.52	0.29	NA	NA	NA	NA	NA	NA	0.42
1654	NA	NA	0.55	0.35	NA	NA	NA	NA	NA	NA	0.45
