# Esper - Hallgarter Zange - PISY - ITRDB GERM232
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/30737
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-30737.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ232-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ232-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ232.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ232.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2020-07-15
#--------------------
# File_Last_Modified_Date
#   Date: 2020-07-15
#--------------------
# Title
#   Study_Name: Esper - Hallgarter Zange - PISY - ITRDB GERM232
#--------------------
# Investigators
#   Investigators: Esper, J.(https://orcid.org/0000-0003-3919-014X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Missing rings were inserted with the value 1. NOAA Template Raw Measurements file added 2020-09-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hallgarter Zange
#   Location: Germany
#   Northernmost_Latitude: 50.05
#   Southernmost_Latitude: 50.05
#   Easternmost_Longitude: 8.01
#   Westernmost_Longitude: 8.01
#   Elevation_m: 500
#--------------------
# Data_Collection
#   Collection_Name: GERM232
#   First_Year: 1845
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## EDH0201z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0201z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0202a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0202a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0202b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0202b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0203z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0203z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0204z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0204z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0205z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0205z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0207z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0207z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0209z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0209z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0210a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0210a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0210b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0210b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0211a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0211a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0211b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0211b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0212a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0212a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0212b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0212b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0213a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0213a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## EDH0213b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: EDH0213b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	EDH0201z_raw	EDH0202a_raw	EDH0202b_raw	EDH0203z_raw	EDH0204z_raw	EDH0205z_raw	EDH0207z_raw	EDH0209z_raw	EDH0210a_raw	EDH0210b_raw	EDH0211a_raw	EDH0211b_raw	EDH0212a_raw	EDH0212b_raw	EDH0213a_raw	EDH0213b_raw
1845	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.43	4.57	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	2.85	NA	NA	5.19	6.09	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	4.88	NA	NA	5.56	4.61	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	4.88	2	NA	5.35	5.4	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	4.57	6.33	6.94	6.2	5.02	3.74	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	2.96	6.18	5.12	6.27	4.88	4.37	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	4.26	7.36	6.57	7.38	6.04	5.86	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	3.06	4.76	4.36	6.26	4.77	4.99	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	2.34	3.24	2.55	5.51	3.65	4.24	NA	NA	NA
1857	NA	NA	NA	1.48	NA	NA	NA	1.93	2.67	1.61	4.81	3.33	3.4	NA	NA	NA
1858	2.53	NA	NA	1.76	NA	NA	NA	2.35	4.05	3.22	5.23	4.8	3.72	NA	NA	NA
1859	1.49	NA	NA	1.79	NA	NA	NA	2.11	3.35	2.66	4.3	3.67	3.22	NA	NA	NA
1860	1.88	NA	NA	1.02	NA	NA	NA	1.59	3.47	2.59	3.35	2.35	3.11	NA	NA	NA
1861	2.29	NA	3.47	1.86	NA	NA	NA	1.61	3.42	3.3	3.57	2.55	2.81	3.77	NA	NA
1862	2.13	NA	6.81	1.94	3.03	NA	NA	1.6	5.07	4.21	3.17	2.92	3.58	2.15	NA	NA
1863	1.15	3.48	3.7	1.71	2.54	NA	NA	1.65	2.58	2.14	1.77	1.69	2.43	2.28	NA	NA
1864	1.63	2.93	3.74	1.61	2.23	NA	NA	2.12	2.02	1.6	1.85	2.06	2.53	1.15	NA	NA
1865	1.24	1.52	2.73	1.05	1.82	NA	NA	1.25	1.59	1.13	1.78	1.87	2.17	0.72	NA	NA
1866	1.82	1.69	3.19	1.56	1.95	NA	2.43	1.88	1.89	1.63	1.32	1.34	2.05	1.87	NA	NA
1867	1.47	2.11	2.8	1.15	1.91	NA	2.48	1.64	1.16	2.01	0.99	1.23	2.23	1.57	NA	1.71
1868	1.05	1.48	2.13	1.07	1.54	NA	1.28	1.13	1.8	1.68	1.28	1.25	2.16	1.69	NA	1.81
1869	0.95	1.33	1.56	0.86	1.4	NA	2.08	0.99	1.95	1.42	1.08	1.07	2.14	1.62	NA	1.3
1870	0.53	1.51	2.01	0.95	1.4	NA	1.13	1.06	1.59	1.47	0.63	0.81	1.9	1.41	NA	1.28
1871	0.61	0.88	1.21	1.68	1.16	NA	1.71	1.12	1.79	1.77	1.02	0.77	1.82	1.4	NA	1.24
1872	0.63	1.24	1.26	0.98	1.45	NA	2.2	0.97	1.57	1.67	1.1	0.98	1.85	1.64	NA	1.35
1873	0.74	1.49	1.97	1.29	1.34	NA	2.5	0.91	1.63	1.5	1.14	1.22	1.86	1.64	NA	1.74
1874	0.86	1.67	2.23	1.45	1.78	NA	2.62	1.1	2.05	1.84	0.83	1.02	2.25	1.86	NA	1.83
1875	0.7	1.68	2.52	0.98	1.83	NA	1.59	1.12	1.99	1.82	0.8	0.85	2.21	1.69	NA	1.64
1876	0.28	1.22	1.42	0.69	0.97	NA	1.74	1.07	1.22	1.04	0.49	0.9	1.73	1.47	NA	1.35
1877	0.66	1.44	1.59	0.59	0.78	NA	1.97	0.89	1.41	1.42	0.49	1.25	2.57	1.66	NA	1.4
1878	0.7	1.05	1.3	0.63	1.27	NA	2.13	1.18	1.49	1.67	0.75	1	2.44	2.23	NA	1.54
1879	0.6	0.75	0.41	0.46	1.32	NA	1.83	1.6	1.28	1.29	0.61	1.25	2.15	1.93	NA	0.9
1880	1.04	0.43	0.29	0.78	1.58	1.45	2.07	1.94	1.46	1.41	0.97	1.55	2.76	2.31	NA	1.09
1881	0.7	0.35	0.21	0.62	0.9	1.26	1.77	1.29	1.25	1.18	0.61	0.65	2.27	1.54	0.83	1.09
1882	0.65	0.59	0.27	0.68	0.99	2.11	2.18	0.97	1.47	1.27	0.49	0.59	2.32	2.08	0.93	1.27
1883	0.53	0.26	0.17	0.3	0.65	1.23	0.98	0.56	0.78	0.61	0.39	0.49	1.65	1.41	0.4	0.78
1884	0.62	0.59	0.24	0.5	1.01	1.42	1.71	0.84	1	0.95	1.43	1.6	2.38	2.02	0.62	0.85
1885	0.34	0.44	0.21	0.56	0.67	1.19	1.33	1.08	0.79	0.78	0.88	1.32	1.7	1.35	0.4	0.59
1886	0.39	0.5	0.15	0.59	0.99	1.38	1.1	1.03	0.56	0.5	1.22	1.89	1.43	1.36	0.38	0.56
1887	0.28	0.45	0.18	0.53	0.89	1.02	0.92	0.76	0.38	0.44	1.29	1.55	1.11	0.96	0.36	0.49
1888	0.19	0.43	0.19	0.35	0.96	1.68	0.83	0.74	0.49	0.41	1.12	1.43	1.22	1.02	0.43	0.43
1889	0.22	0.64	0.27	0.31	1.18	1.57	0.82	0.59	0.39	0.45	1.6	1.44	1.06	1.3	0.55	0.48
1890	0.26	0.96	0.33	0.5	1.39	1.95	1.3	1.04	0.58	0.6	1.32	1.77	1.54	1.53	0.58	0.46
1891	0.43	0.72	0.33	0.68	1.23	1.81	1.17	1.49	0.56	0.82	1.2	1.38	1.31	1.37	0.52	0.47
1892	0.39	0.83	0.36	0.48	0.96	1.71	1.33	0.98	0.5	1.03	2.01	1.31	1.23	1.37	0.65	0.69
1893	0.68	0.79	0.61	0.49	0.97	1.62	1.48	0.64	0.57	0.82	0.91	0.62	1.08	1.11	0.64	0.78
1894	0.5	0.57	0.44	0.81	0.78	1.87	1.41	0.56	0.57	0.64	0.79	0.63	0.84	0.95	0.64	0.7
1895	0.37	0.78	0.46	0.47	0.52	1.22	1.49	0.49	0.6	0.58	0.7	0.66	0.51	0.65	0.75	0.69
1896	0.46	0.59	0.44	0.45	0.45	1.75	1.42	0.85	0.9	0.72	0.91	0.66	0.9	1.04	0.58	0.67
