# Cherubini - Lausanne - PCAB - ITRDB SWIT296
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16862
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16862.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit296-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit296-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit296.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit296.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Cherubini - Lausanne - PCAB - ITRDB SWIT296
#--------------------
# Investigators
#   Investigators: Cherubini, P.(https://orcid.org/0000-0002-9809-250X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at: 
# # WSL
# # 
# # 
# # Notes: 
# # Formerly lau_620_PCAB_R.tuc NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lausanne
#   Location: Germany
#   Northernmost_Latitude: 46.585
#   Southernmost_Latitude: 46.585
#   Easternmost_Longitude: 6.6586
#   Westernmost_Longitude: 6.6586
#   Elevation_m: 804
#--------------------
# Data_Collection
#   Collection_Name: SWIT296
#   First_Year: 1861
#   Last_Year: 1998
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## pa01a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa01a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa01b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa01b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa02a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa02a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa02b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa02b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa03a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa03a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa03b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa03b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa04a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa04a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa04b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa04b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa05a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa05a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa05b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa05b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa06a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa06a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## pa06b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: pa06b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	pa01a_raw	pa01b_raw	pa02a_raw	pa02b_raw	pa03a_raw	pa03b_raw	pa04a_raw	pa04b_raw	pa05a_raw	pa05b_raw	pa06a_raw	pa06b_raw
1861	NA	NA	NA	NA	NA	4.55	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	5.31	NA	3.79	NA	NA	NA	NA	NA	NA
1863	NA	NA	NA	4.19	NA	3.38	NA	NA	NA	NA	NA	NA
1864	NA	NA	NA	3.52	NA	3.05	NA	NA	NA	NA	NA	NA
1865	NA	NA	NA	2.98	NA	3.54	NA	NA	NA	NA	NA	NA
1866	NA	NA	NA	2.13	NA	2.13	NA	NA	NA	NA	NA	6.65
1867	NA	NA	NA	2.47	NA	2.39	NA	NA	NA	NA	3.65	7.56
1868	NA	NA	NA	1.98	NA	2.8	NA	NA	NA	NA	3.93	5.7
1869	NA	NA	NA	2.26	NA	3.07	NA	NA	NA	NA	4.04	5.18
1870	NA	NA	NA	1.87	NA	2.44	NA	4.66	3.64	NA	3.12	2.96
1871	NA	NA	NA	2.54	NA	2.61	NA	3.11	4.17	NA	4.51	3.29
1872	NA	NA	NA	2.67	NA	3.71	NA	3.13	7.29	NA	5.13	3.38
1873	NA	NA	NA	2.08	NA	3.44	NA	3.48	9.09	NA	5.94	5.31
1874	NA	4.71	NA	2.76	NA	3.27	NA	4.19	8	NA	8.44	11.67
1875	NA	4.01	NA	2.34	NA	3.62	NA	2.77	6.28	NA	5.35	8.17
1876	NA	5.28	NA	2.12	NA	5.15	NA	2.9	4.7	NA	7.55	6.02
1877	NA	6.62	NA	1.69	NA	5.3	NA	2.89	4.52	NA	6.3	6.13
1878	NA	4.73	NA	1.44	NA	5.27	NA	2.33	6.43	NA	6.83	7.13
1879	NA	7.07	NA	3.06	NA	5.19	NA	1.55	7.48	NA	4.21	4.83
1880	NA	5.69	NA	2.07	NA	6.68	NA	1.89	8.35	NA	5.98	9.84
1881	NA	8.88	NA	1.85	NA	3.99	NA	1.88	4.17	NA	6.47	4.9
1882	NA	6.54	NA	2.51	NA	5.28	NA	2.47	5.56	NA	6.8	4.02
1883	NA	5.95	NA	2.26	NA	6.01	NA	2.65	4.12	NA	6.04	4.55
1884	NA	5.02	NA	1.74	5.75	4.87	NA	2	4.6	NA	5.59	6.3
1885	NA	4.34	NA	1.04	3.31	2.56	NA	1.44	3.11	NA	4.76	6.37
1886	NA	4.89	NA	1.09	4.45	3.22	NA	1.62	2.95	NA	2.95	4.17
1887	NA	6.62	NA	1.15	4.6	2.7	NA	1.05	2.06	NA	3.51	3.11
1888	NA	4.89	NA	1.14	4.83	3.91	NA	1.84	2.35	NA	4.38	2.88
1889	NA	5.63	NA	1.05	3.79	4.08	NA	2	1.78	NA	3.82	2.73
1890	6.34	5.56	NA	1.6	3.58	3.63	NA	1.5	2.13	NA	3.61	2.85
1891	6.91	5.09	NA	1.57	3.57	3.35	NA	1.59	2.35	NA	4.36	2.81
1892	6.88	5.58	1.94	1.44	2.45	3.87	NA	2.2	1.88	NA	6.29	3.57
1893	6.12	5.1	1.26	1.23	4.43	4.45	NA	3.68	2.81	NA	4.35	8.31
1894	4.84	3.83	1.4	1.49	3.97	3.29	NA	3.1	2.02	NA	4.69	5.91
1895	3.38	3.38	1.45	1.52	2.88	3.14	NA	2.69	1.85	NA	4.01	4.64
1896	2.6	3.05	1.05	1.2	2.61	2.69	3.82	2.56	2.14	NA	4.63	3.29
1897	2.59	2.95	0.98	1.17	3.16	3.68	3.41	2.78	2.12	NA	5.75	3
1898	3.36	3.81	1.46	1.19	3.26	3.7	2.95	2.39	1.67	NA	2.34	1.96
1899	4.26	3.82	1.93	1.23	6.53	2.89	2.3	1.78	2.73	NA	3.59	3.36
1900	4.48	4.37	1.37	0.93	4.71	1.93	3.28	2.11	2.52	NA	3.38	1.53
1901	3.62	4.11	1.49	0.92	3.45	2.16	2.9	2.37	3.04	NA	5.39	1.56
1902	3.1	4.14	2.23	0.98	3.83	2.86	2.25	2.29	2.73	NA	5.59	2.86
1903	2.92	3.97	1.74	1.21	3.13	2.72	2.19	2.03	2.19	NA	3.36	2.7
1904	4.09	3.33	1.74	1	2.92	2.99	2.01	1.77	2.08	NA	3.42	2.73
1905	4.23	3.1	1.68	0.84	2.24	2.36	2.57	1.85	1.88	NA	2.6	2.7
1906	3.53	3.11	1.52	0.97	1.87	1.52	2.58	2.16	1.63	NA	1.43	1.49
1907	3.67	3.54	2.05	1.08	2.83	2	2.05	1.78	1.78	NA	1.65	2.11
1908	4.54	3.5	1.63	1.04	3.77	2.77	2.29	2.17	2.01	NA	2.15	1.51
1909	4.79	4.25	1.85	1.32	1.95	1.51	2.23	2.26	2.12	NA	1.66	1.76
1910	6.19	4.39	1.97	1.38	3.57	2.86	2.82	2.61	3.26	NA	3.55	2.49
1911	5.48	3.17	2	1.37	3.4	2.95	2.42	2.42	2.55	NA	3.64	3.11
1912	5.89	0.75	1.57	1.09	2.56	2.7	2.44	2.56	2.75	NA	3.25	3.24
1913	5.85	4.29	1.1	1.04	4.75	5.1	2.62	2.77	2.39	NA	3.6	2.34
1914	4.78	4.08	1.58	1.12	2.27	2.58	1.62	1.67	1.32	NA	2.06	1.19
1915	5.28	4.8	2.65	1.4	5.03	4.45	2.88	3.5	2.14	2.38	3.02	1.51
1916	5.72	4.94	2.69	1.89	4.97	4.54	3.08	2.65	2.16	3.2	3.3	2.61
1917	5.19	4.18	1.59	1.63	4.69	4.16	2.79	2.98	3.44	4.12	2.44	2.12
1918	4.39	3.85	2.18	1.81	2.47	2.58	2.32	2.54	3.36	4.74	2.69	1.3
1919	4.07	3.92	1.8	1.74	2.9	3.28	2.39	2.08	2.82	2.69	2.27	1.02
1920	4.47	3.92	1.56	1.38	1.66	2.04	1.54	1.27	2.09	1.63	1.11	0.87
