# Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4494
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4494.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; fran034n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/fran034n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/fran034n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Lac de Bourget - PCAB - ITRDB FRAN034
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lac de Bourget
#   Location: France
#   Northernmost_Latitude: 45.88
#   Southernmost_Latitude: 45.88
#   Easternmost_Longitude: 5.73
#   Westernmost_Longitude: 5.73
#   Elevation_m: 1340
#--------------------
# Data_Collection
#   Collection_Name: FRAN034
#   First_Year: 1891
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 263080_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263080; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263110_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263110; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263120_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263120; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263130_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263130; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263140_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263140; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 263150_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 263150; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	263080_raw	263100_raw	263110_raw	263120_raw	263130_raw	263140_raw	263150_raw
1891	NA	NA	0.24	NA	NA	NA	NA
1892	NA	NA	0.24	NA	NA	NA	NA
1893	0.25	NA	0.25	NA	NA	NA	NA
1894	0.24	NA	0.24	0.27	NA	NA	NA
1895	0.26	NA	0.25	0.25	NA	NA	NA
1896	0.24	NA	0.24	0.23	NA	NA	NA
1897	0.23	NA	0.23	0.24	NA	NA	NA
1898	0.23	NA	0.23	0.24	NA	NA	NA
1899	0.27	NA	0.27	0.27	NA	NA	NA
1900	0.25	NA	0.24	0.22	NA	0.23	NA
1901	0.26	NA	0.26	0.26	NA	0.27	0.27
1902	0.24	NA	0.23	0.24	NA	0.24	0.25
1903	0.24	NA	0.25	0.24	NA	0.24	0.25
1904	0.23	NA	0.23	0.26	0.24	0.23	0.25
1905	0.26	NA	0.24	0.28	0.27	0.26	0.27
1906	0.29	NA	0.3	0.29	0.32	0.29	0.28
1907	0.27	NA	0.26	0.27	0.3	0.27	0.25
1908	0.29	NA	0.27	0.27	0.3	0.27	0.27
1909	0.25	0.31	0.24	0.24	0.28	0.24	0.25
1910	0.24	0.26	0.23	0.25	0.28	0.24	0.22
1911	0.35	0.23	0.23	0.23	0.29	0.23	0.24
1912	0.44	0.22	0.27	0.3	0.34	0.29	0.29
1913	0.41	0.27	0.27	0.27	0.29	0.25	0.23
1914	0.3	0.25	0.27	0.27	0.27	0.25	0.25
1915	0.27	0.24	0.28	0.25	0.25	0.24	0.21
1916	0.3	0.25	0.28	0.27	0.28	0.28	0.23
1917	0.27	0.25	0.25	0.27	0.26	0.25	0.23
1918	0.36	0.27	0.28	0.33	0.35	0.3	0.28
1919	0.35	0.25	0.3	0.35	0.36	0.31	0.28
1920	0.3	0.26	0.26	0.3	0.31	0.26	0.24
1921	0.31	0.29	0.27	0.3	0.33	0.27	0.24
1922	0.31	0.31	0.27	0.31	0.33	0.27	0.3
1923	0.28	0.28	0.27	0.3	0.32	0.27	0.29
1924	0.3	0.26	0.25	0.28	0.3	0.26	0.24
1925	0.27	0.23	0.25	0.25	0.28	0.26	0.23
1926	0.25	0.24	0.26	0.25	0.27	0.24	0.26
1927	0.26	0.24	0.26	0.26	0.29	0.23	0.25
1928	0.25	0.23	0.27	0.25	0.27	0.25	0.24
1929	0.26	0.29	0.26	0.29	0.3	0.25	0.25
1930	0.25	0.28	0.25	0.25	0.28	0.24	0.22
1931	0.25	0.25	0.27	0.26	0.28	0.22	0.24
1932	0.26	0.22	0.25	0.27	0.25	0.23	0.23
1933	0.26	0.25	0.3	0.28	0.26	0.25	0.22
1934	0.32	0.31	0.29	0.3	0.31	0.24	0.24
1935	0.27	0.29	0.28	0.28	0.28	0.24	0.25
1936	0.26	0.27	0.27	0.26	0.26	0.26	0.25
1937	0.24	0.26	0.26	0.26	0.28	0.24	0.23
1938	0.25	0.27	0.25	0.25	0.26	0.23	0.23
1939	0.25	0.26	0.26	0.28	0.26	0.22	0.22
1940	0.28	0.26	0.29	0.27	0.28	0.25	0.25
1941	0.26	0.28	0.26	0.27	0.27	0.24	0.26
1942	0.3	0.27	0.29	0.29	0.29	0.26	0.24
1943	0.25	0.27	0.28	0.24	0.27	0.24	0.27
1944	0.26	0.3	0.27	0.25	0.26	0.27	0.26
1945	0.29	0.29	0.3	0.27	0.29	0.28	0.29
1946	0.28	0.33	0.28	0.26	0.26	0.27	0.25
1947	0.26	0.3	0.24	0.25	0.27	0.25	0.25
1948	0.28	0.32	0.28	0.27	0.25	0.26	0.31
1949	0.28	0.33	0.26	0.27	0.28	0.28	0.26
1950	0.29	0.32	0.28	0.27	0.27	0.26	0.3
1951	0.27	0.28	0.26	0.25	0.27	0.25	0.28
1952	0.28	0.3	0.26	0.27	0.26	0.27	0.25
1953	0.26	0.29	0.27	0.25	0.26	0.26	0.28
1954	0.28	0.29	0.26	0.28	0.26	0.27	0.26
1955	0.26	0.28	0.25	0.24	0.24	0.28	0.26
1956	0.27	0.28	0.26	0.27	0.25	0.25	0.26
1957	0.26	0.27	NA	0.27	0.24	0.3	0.27
1958	0.26	0.27	NA	0.25	0.26	0.24	0.26
1959	0.29	0.28	NA	0.27	0.27	0.29	0.3
1960	0.29	0.27	NA	0.25	0.26	0.26	0.26
1961	0.27	0.29	NA	0.29	0.28	0.3	0.29
1962	0.41	0.38	NA	0.36	0.35	0.35	0.33
1963	0.3	0.29	NA	0.27	0.26	0.26	0.26
1964	0.29	0.27	NA	0.27	0.26	0.29	0.25
1965	0.33	0.28	NA	0.28	0.3	0.3	0.3
1966	0.31	0.28	NA	0.27	0.31	0.3	0.28
