# Büntgen - Riddes - LADE - ITRDB SWIT320
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16893
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16893.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit320-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit320-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit320.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit320.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - Riddes - LADE - ITRDB SWIT320
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Nievergelt, D.; Affolter, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # dendroclimatology
# # 
# # Cores are stored at: 
# # WSL
# # 
# # Notes: 
# # Formerly rw00492rid01
# # 
# # References:
# # Buntgen et al: (2006) Journal of Climate; (2006) TRACE; 
# # (2006) Trees; (2005) Climate Dynamics; (2005) TRACE; 
# # (2008) GCB; (2009) New Phytologist NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Riddes
#   Location: Switzerland
#   Northernmost_Latitude: 46.15
#   Southernmost_Latitude: 46.15
#   Easternmost_Longitude: 7.2167
#   Westernmost_Longitude: 7.2167
#   Elevation_m: 860
#--------------------
# Data_Collection
#   Collection_Name: SWIT320
#   First_Year: 1877
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1RD01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD06C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD06C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD21A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD21A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD21B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD21B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD24A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD24A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD24B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD24B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD25A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD25A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD25B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD25B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD26A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD26A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD26B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD26B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD27A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD27A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD27B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD27B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD30A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD30A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 1RD30B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1RD30B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1RD01A_raw	1RD01B_raw	1RD02A_raw	1RD02B_raw	1RD03A_raw	1RD04A_raw	1RD04B_raw	1RD05A_raw	1RD05B_raw	1RD06A_raw	1RD06B_raw	1RD06C_raw	1RD08A_raw	1RD08B_raw	1RD09A_raw	1RD09B_raw	1RD10A_raw	1RD10B_raw	1RD21A_raw	1RD21B_raw	1RD24A_raw	1RD24B_raw	1RD25A_raw	1RD25B_raw	1RD26A_raw	1RD26B_raw	1RD27A_raw	1RD27B_raw	1RD30A_raw	1RD30B_raw
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.24	NA	5.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.09	NA	4.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.15	NA	6.09	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1890	NA	NA	1.39	NA	NA	NA	NA	NA	NA	6.65	NA	4.9	NA	4.07	NA	3.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1891	NA	NA	5.7	NA	NA	NA	NA	NA	NA	7.4	NA	5.17	NA	3.98	NA	4.65	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1892	NA	NA	2.25	2.3	NA	NA	NA	NA	NA	5.08	NA	5.08	4.01	3.26	4.03	2.91	6.06	7.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1893	NA	NA	2.13	1.95	NA	NA	NA	NA	NA	2.79	NA	3.01	2.15	2.3	2.65	2.54	4.16	4.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1894	NA	NA	2.9	2.52	NA	NA	NA	NA	NA	2.56	NA	2.53	1.99	2.13	2.72	3.15	4.49	4.35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1895	NA	NA	4.18	3.44	NA	4.69	NA	NA	NA	3.29	NA	2.04	2.05	2.01	4.57	2.81	5.49	4.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1896	NA	NA	4.5	4.72	NA	4.51	NA	NA	NA	5.02	NA	3.59	6.13	4.01	4.71	3.76	5.68	6	6.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1897	NA	NA	4.61	4.83	7.01	6.46	6.91	NA	NA	5.41	NA	5.12	5.49	4.83	5.11	5.18	7.79	7.62	7.66	7.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1898	NA	NA	5.09	5.29	7.73	7.13	7.76	NA	NA	4.8	NA	4.56	4.68	4.49	4.93	5.77	7.23	5.83	6.57	5.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1899	NA	2.98	3.55	3.64	4.93	4.46	5.58	NA	NA	4.15	NA	3.8	3.59	2.7	3.72	4.31	5.14	4.3	5.05	3.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1900	NA	4.73	3.93	6.24	5.6	5.9	5.16	NA	NA	3.58	NA	2.75	3.18	1.96	4.72	3.08	6.27	4.54	6.1	3.76	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1901	NA	3.01	3.5	5.29	3.95	5.47	3.37	NA	NA	3.33	NA	2.38	2.67	1.96	4.07	3.84	4.4	2.94	4.37	2.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1902	NA	4.85	4.72	5.63	5.12	7.63	6.23	4.96	NA	4.07	NA	3.06	2.25	2.62	5.5	5.23	4.59	3.21	4.14	2.94	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1903	NA	3.5	3.99	3.7	4.56	5.27	4.48	3.14	NA	3.15	NA	3.17	1.76	2.16	4.39	4.23	3.26	3.3	2.29	2.19	NA	NA	6.06	NA	NA	NA	NA	NA	NA	NA
1904	NA	3.39	2.7	2.79	4.42	4.68	3.32	3.45	NA	2.9	NA	1.97	2.76	2.81	3.52	2.95	1.69	1.43	3.11	3.03	NA	NA	5.28	NA	NA	NA	NA	NA	NA	NA
1905	4.27	5.56	3.95	3.91	3.5	3.92	3.55	2.79	3.03	2.98	NA	2.23	2.35	2.35	3.89	3.13	3.17	3.94	2.55	2.7	NA	NA	4.85	6.41	NA	NA	NA	NA	NA	NA
1906	3.93	2.79	2.29	2.52	2.52	3.3	3.36	2.98	3.79	3.71	NA	1.89	1.98	2.26	3.14	2.64	1.51	2.22	1.87	2.17	1.97	2.5	4.37	5.49	NA	NA	2.52	NA	NA	NA
1907	3.67	3.27	1.96	2.78	2.58	2.63	2.92	1.77	5.05	3.2	NA	1.76	1.59	1.11	2.86	2.82	1.63	2.23	1.47	1.52	2.74	2.85	2.37	4.67	NA	NA	1.43	NA	NA	NA
1908	3.96	3.48	2.4	2.28	2.07	1.86	1.75	1.12	4.53	1.59	NA	1.15	1.46	0.78	1.75	1.94	1.3	1.77	0.85	1.08	1.94	2.1	2.07	3.31	NA	NA	1.64	NA	NA	NA
1909	6.01	3.94	2.57	1.78	3.37	1.88	2.09	1.07	0.33	1.53	NA	1.11	0.94	0.91	1.92	1.81	0.9	1.69	0.82	1.18	1.48	1.92	2.27	3.14	NA	NA	2.63	NA	NA	NA
1910	6.51	3.51	4.79	3.44	4.19	2.76	3.35	1.64	1.03	3.84	NA	2.68	2.68	2.02	2.53	2.72	1.49	2.71	1.32	1.98	2.2	2.31	5.59	4.34	NA	NA	4.79	NA	NA	NA
1911	4.88	3.72	4.4	2.9	2.92	2.96	3.01	1.45	1.83	3.08	NA	2.58	2.71	2.4	2.39	2.92	2.31	2.6	1.77	2.51	1.33	1.52	4.45	4.41	NA	NA	2.96	NA	NA	NA
1912	2.98	2.41	1.99	1.47	2.07	2.67	2.46	1.45	1.29	1.24	NA	1.3	2.56	1.89	2.24	1.48	1.28	1.18	1.36	1.91	1.75	1.84	2.28	2.8	NA	NA	3.34	NA	NA	NA
1913	4.09	2.78	2.6	2.45	1.48	1.91	1.62	1.32	1.12	2.53	NA	1.88	1.67	2.05	1.6	1.36	1.78	2.02	1.01	1.59	1.42	1.28	1.48	2.1	NA	NA	2.7	2.06	NA	NA
1914	4.58	2.96	2.36	1.81	1.28	1.98	2.09	2.46	1.56	2.77	NA	1.57	1.99	1.43	1.79	1.37	1.92	1.85	1.44	2.21	2.29	2.13	2.84	3.93	NA	NA	1.93	7.43	NA	NA
1915	5.13	3.61	2.24	1.84	1.65	2.91	2.72	4.2	3.44	3.96	NA	2.4	2.27	1.36	2.22	1.57	1.88	2.19	1.01	1.81	1.43	1.52	3.39	4.29	NA	NA	0.94	3.87	NA	NA
1916	5.67	4.03	3.53	2.87	3.08	3.81	3.79	4.05	3.02	6.09	NA	3.55	3.19	2.31	2.33	1.76	1.76	2.49	1.18	2.16	1.87	2.05	3.68	4.28	NA	NA	1.73	3.04	NA	NA
1917	4.15	2.83	2.96	2.17	2.68	2.81	1.97	2.51	1.68	4.55	NA	3.16	2.43	2.05	1.86	1.4	1.21	1.81	1.16	2.08	1.32	1.47	2.43	3.44	NA	NA	1	1.67	NA	NA
1918	3.51	2.58	1.66	1.62	1.42	2.35	2.15	2.42	1.92	3.28	NA	2.2	1.46	1.85	1.58	0.98	0.88	2.15	1.01	1.44	1.27	1.58	1.85	2.19	NA	NA	0.98	1.59	NA	NA
1919	4.06	2.23	1.95	1.93	1.78	2.3	2.47	2.47	2.28	3.07	NA	2.74	1.41	1.66	1.82	1.2	1.48	2.59	1.23	1.72	0.92	1.24	2.11	2.09	NA	NA	1.19	1.44	NA	NA
1920	2.99	1.66	1.69	1.38	1.42	1.53	1.18	1.11	1.46	2.09	NA	1.94	1.07	1.26	1.33	0.91	0.93	2.09	0.82	1.54	0.93	0.99	1.89	1.72	NA	NA	1.22	1.44	0.77	0.97
1921	0.96	0.39	0.19	0.22	0.21	0.44	0.46	0.16	0.1	0.51	NA	0.56	0.14	0.27	0.09	0.01	0.07	0.2	0.1	0.23	0.17	0.18	0.55	0.42	NA	NA	0.29	0.37	0.05	0.13
