# Cherubini - Marina di Bibbona 2 - PIPN - ITRDB ITAL031
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16751
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16751.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ital031-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; ital031-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ital031.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ital031.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Cherubini - Marina di Bibbona 2 - PIPN - ITRDB ITAL031
#--------------------
# Investigators
#   Investigators: Cherubini, P.(https://orcid.org/0000-0002-9809-250X); Raddi, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Collection purpose: 
# # Impact on sea erosion on coastal forests
# # 
# # Cores are stored at: 
# # 
# # Notes: 
# # Cecina, 5 km south
# # Four plots were located at a distance from current seashore position of 80, 155, 245 and 320 m
# # Formerly mb_sea
# # 
# # References:
# # Raddi et al (2009): 
# # The impact of sea erosion on oastal Pinus pinea stands: 
# # A diachronic analysis combining tree-rings and ecological markers, 
# # FEaM 527, 773-781. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Marina di Bibbona 2
#   Location: Italy
#   Northernmost_Latitude: 43.3
#   Southernmost_Latitude: 43.3
#   Easternmost_Longitude: 10.4833
#   Westernmost_Longitude: 10.4833
#   Elevation_m: 1
#--------------------
# Data_Collection
#   Collection_Name: ITAL031
#   First_Year: 1928
#   Last_Year: 1996
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus pinea L.
#   Common_Name: Italian stone pine
#   Tree_Species_Code: PIPN
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## mb0112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0111_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0111; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0214_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0214; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0312_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0312; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0311_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0311; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0411_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0411; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0413_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0413; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0511_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0511; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0513_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0513; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb061x_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb061x; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb061y_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb061y; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0721_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0721; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0723_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0723; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0814_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0814; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0815_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0815; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0901_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0901; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb0903_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb0903; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb1011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb1011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb1012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb1012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb1112_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb1112; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb1113_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb1113; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb1212_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb1212; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## mb1213_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: mb1213; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	mb0112_raw	mb0111_raw	mb0212_raw	mb0214_raw	mb0312_raw	mb0311_raw	mb0411_raw	mb0413_raw	mb0511_raw	mb0513_raw	mb061x_raw	mb061y_raw	mb0721_raw	mb0723_raw	mb0814_raw	mb0815_raw	mb0901_raw	mb0903_raw	mb1011_raw	mb1012_raw	mb1112_raw	mb1113_raw	mb1212_raw	mb1213_raw
1928	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.42
1929	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.397
1930	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.337
1931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.599	NA	NA	NA	NA	NA	NA	0.449
1932	NA	NA	NA	NA	NA	NA	NA	NA	0.794	NA	0.195	NA	NA	NA	NA	NA	1.103	NA	NA	NA	NA	NA	NA	0.374
1933	NA	NA	NA	NA	NA	NA	0.865	1.491	1.033	1.133	0.469	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA	NA	0.462
1934	NA	0.314	NA	NA	NA	NA	0.776	1.134	0.875	0.758	0.503	NA	NA	NA	NA	NA	0.84	1.242	NA	NA	0.45	NA	0.717	0.768
1935	NA	0.517	NA	NA	0.578	NA	0.748	0.957	1.026	1.095	0.596	NA	NA	NA	0.7	NA	0.847	0.78	0.841	NA	0.706	NA	0.715	0.762
1936	0.471	0.41	NA	0.664	0.282	NA	0.657	0.503	0.763	0.895	0.326	NA	NA	NA	0.428	NA	0.695	0.721	0.722	NA	0.6	0.64	0.483	0.562
1937	0.743	0.539	NA	0.847	0.268	NA	0.578	0.516	0.794	0.881	0.59	NA	0.882	NA	0.801	NA	0.749	0.76	1.018	0.61	0.705	0.669	0.588	0.607
1938	0.947	0.775	NA	0.823	0.445	1.438	0.535	0.452	1.003	0.802	0.575	NA	0.681	NA	0.913	1.032	0.675	0.588	1.049	0.816	0.605	0.694	0.601	0.555
1939	0.636	0.481	NA	0.63	0.43	0.843	0.372	0.348	0.416	0.503	0.376	NA	0.45	NA	0.504	0.531	0.488	0.466	0.597	0.415	0.359	0.483	0.426	0.399
1940	0.846	0.6	1.097	0.6	0.45	0.843	0.347	0.529	0.555	0.527	0.38	NA	0.533	0.673	0.568	0.62	0.52	0.296	0.835	0.378	0.417	0.486	0.394	0.404
1941	0.557	0.435	0.823	0.409	0.375	0.719	0.387	0.503	0.347	0.478	0.271	NA	0.392	0.42	0.432	0.453	0.426	0.394	0.25	0.207	0.304	0.335	0.19	0.259
1942	0.377	0.452	0.678	0.325	0.369	0.609	0.286	0.467	0.289	0.474	0.275	NA	0.364	0.316	0.395	0.4	0.351	0.272	0.21	0.148	0.304	0.373	0.188	0.342
1943	0.467	0.482	0.568	0.258	0.304	0.405	0.359	0.371	0.291	0.419	0.215	NA	0.344	0.243	0.336	0.338	0.286	0.201	0.155	0.147	0.24	0.253	0.189	0.234
1944	0.449	0.497	0.572	0.225	0.336	0.479	0.288	0.294	0.296	0.355	0.196	0.355	0.276	0.135	0.331	0.367	0.249	0.196	0.148	0.206	0.168	0.277	0.15	0.262
1945	0.257	0.248	0.398	0.139	0.205	0.359	0.244	0.206	0.227	0.246	0.152	0.225	0.212	0.111	0.161	0.27	0.205	0.148	0.113	0.117	0.114	0.135	0.101	0.173
1946	0.324	0.232	0.357	0.204	0.207	0.336	0.134	0.137	0.151	0.171	0.138	0.227	0.22	0.103	0.208	0.171	0.179	0.157	0.095	0.099	0.1	0.112	0.042	0.096
1947	0.324	0.296	0.481	0.263	0.279	0.44	0.23	0.107	0.208	0.17	0.252	0.324	0.392	0.141	0.423	0.353	0.234	0.24	0.113	0.144	0.13	0.17	0.083	0.116
1948	0.301	0.261	0.48	0.368	0.332	0.579	0.368	0.197	0.241	0.209	0.356	0.41	0.521	0.158	0.44	0.395	0.195	0.299	0.11	0.18	0.212	0.304	0.138	0.171
1949	0.111	0.105	0.475	0.346	0.262	0.359	0.387	0.216	0.177	0.118	0.218	0.366	0.35	0.16	0.328	0.252	0.18	0.198	0.113	0.199	0.188	0.139	0.143	0.144
1950	0.157	0.177	0.314	0.289	0.205	0.269	0.314	0.157	0.145	0.146	0.192	0.211	0.296	0.105	0.204	0.19	0.193	0.193	0.054	0.132	0.12	0.101	0.175	0.112
1951	0.25	0.217	0.377	0.417	0.228	0.308	0.358	0.194	0.166	0.223	0.282	0.356	0.261	0.109	0.233	0.178	0.186	0.258	0.097	0.188	0.075	0.113	0.123	0.166
1952	0.286	0.25	0.446	0.347	0.231	0.33	0.412	0.152	0.147	0.26	0.271	0.405	0.309	0.113	0.269	0.153	0.233	0.265	0.191	0.312	0.129	0.147	0.167	0.274
1953	0.242	0.185	0.214	0.318	0.174	0.264	0.308	0.106	0.137	0.189	0.215	0.239	0.228	0.098	0.271	0.159	0.192	0.187	0.152	0.174	0.172	0.171	0.154	0.153
1954	0.232	0.164	0.213	0.299	0.165	0.23	0.292	0.109	0.135	0.184	0.23	0.253	0.23	0.088	0.225	0.121	0.2	0.168	0.148	0.084	0.143	0.147	0.142	0.145
1955	0.18	0.156	0.189	0.28	0.13	0.316	0.417	0.133	0.14	0.197	0.199	0.248	0.277	0.123	0.276	0.102	0.246	0.192	0.167	0.13	0.189	0.175	0.177	0.201
1956	0.115	0.07	0.189	0.157	0.084	0.136	0.239	0.075	0.079	0.137	0.125	0.138	0.177	0.072	0.205	0.103	0.14	0.196	0.103	0.115	0.138	0.093	0.153	0.14
1957	0.11	0.086	0.197	0.191	0.117	0.145	0.257	0.084	0.069	0.128	0.11	0.221	0.226	0.042	0.205	0.119	0.198	0.164	0.075	0.097	0.134	0.108	0.196	0.172
1958	0.131	0.144	0.185	0.215	0.151	0.147	0.174	0.109	0.102	0.175	0.18	0.23	0.241	0.073	0.22	0.123	0.228	0.265	0.14	0.15	0.155	0.1	0.181	0.193
1959	0.102	0.144	0.243	0.24	0.177	0.186	0.185	0.094	0.112	0.145	0.229	0.227	0.312	0.105	0.215	0.13	0.196	0.236	0.116	0.298	0.156	0.108	0.164	0.154
1960	0.064	0.145	0.275	0.23	0.243	0.293	0.329	0.134	0.097	0.156	0.21	0.317	0.353	0.217	0.251	0.168	0.145	0.284	0.326	0.385	0.233	0.119	0.214	0.211
1961	0.136	0.238	0.287	0.305	0.233	0.498	0.604	0.168	0.151	0.227	0.235	0.347	0.418	0.146	0.305	0.12	0.106	0.194	0.309	0.326	0.196	0.149	0.344	0.327
1962	0.199	0.298	0.327	0.441	0.27	0.52	0.529	0.253	0.3	0.368	0.251	0.372	0.425	0.236	0.317	0.185	0.307	0.128	0.256	0.393	0.216	0.272	0.428	0.362
1963	0.17	0.185	0.256	0.339	0.231	0.387	0.401	0.281	0.198	0.27	0.204	0.281	0.347	0.225	0.205	0.186	0.232	0.116	0.187	0.238	0.204	0.194	0.382	0.255
1964	0.078	0.118	0.122	0.211	0.119	0.299	0.401	0.123	0.103	0.149	0.187	0.184	0.337	0.174	0.159	0.094	0.134	0.136	0.213	0.096	0.155	0.069	0.362	0.135
1965	0.102	0.112	0.128	0.248	0.083	0.229	0.31	0.141	0.106	0.154	0.132	0.158	0.173	0.11	0.137	0.091	0.066	0.157	0.12	0.076	0.175	0.101	0.245	0.205
1966	0.148	0.131	0.194	0.222	0.166	0.331	0.36	0.185	0.165	0.182	0.144	0.235	0.194	0.163	0.205	0.134	0.1	0.241	0.161	0.137	0.225	0.118	0.286	0.319
1967	0.13	0.112	0.251	0.211	0.103	0.233	0.342	0.163	0.189	0.156	0.094	0.14	0.204	0.165	0.134	0.07	0.073	0.115	0.178	0.137	0.233	0.073	0.246	0.129
1968	0.136	0.137	0.255	0.233	0.174	0.223	0.365	0.193	0.277	0.243	0.155	0.169	0.183	0.198	0.16	0.167	0.113	0.208	0.128	0.15	0.228	0.105	0.225	0.205
1969	0.089	0.116	0.164	0.219	0.156	0.185	0.252	0.172	0.207	0.16	0.104	0.161	0.191	0.155	0.149	0.126	0.104	0.174	0.113	0.163	0.131	0.096	0.166	0.165
1970	0.117	0.105	0.089	0.191	0.147	0.166	0.306	0.157	0.17	0.184	0.125	0.157	0.186	0.147	0.153	0.158	0.139	0.257	0.115	0.116	0.109	0.086	0.186	0.197
