# Cherubini - Lens - PISY - ITRDB SWIT284
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16850
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16850.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit284-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit284-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit284.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit284.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Cherubini - Lens - PISY - ITRDB SWIT284
#--------------------
# Investigators
#   Investigators: Cherubini, P.(https://orcid.org/0000-0002-9809-250X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Cores are stored at: 
# # WSL
# # 
# # Notes: 
# # Formerly len_621_PISY_R.tuc NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lens
#   Location: Switzerland
#   Northernmost_Latitude: 46.2697
#   Southernmost_Latitude: 46.2697
#   Easternmost_Longitude: 7.4367
#   Westernmost_Longitude: 7.4367
#   Elevation_m: 1064
#--------------------
# Data_Collection
#   Collection_Name: SWIT284
#   First_Year: 1820
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ps01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ps21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ps21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ps01_raw	ps02_raw	ps03_raw	ps04_raw	ps05_raw	ps06_raw	ps07_raw	ps08_raw	ps09_raw	ps10_raw	ps11_raw	ps12_raw	ps13_raw	ps14_raw	ps15_raw	ps16_raw	ps17_raw	ps19_raw	ps20_raw	ps21_raw
1820	NA	NA	5.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	0.92	NA	NA	6.54	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	0.36	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	2.42	NA	NA	6.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	1.85	NA	NA	2.99	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	1.49	NA	NA	3.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	1.21	NA	NA	2.08	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	1.87	NA	NA	3.52	NA	NA	NA	NA	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	1.89	NA	NA	2.54	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	0.9	NA	NA	0.96	NA	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	2.3	NA	NA	2.88	NA	NA	NA	NA	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	2.96	NA	NA	3.19	NA	NA	NA	NA	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	2.03	NA	NA	1.96	NA	NA	NA	NA	0.53	NA	NA	2.36	NA	NA	NA	NA	NA	NA
1833	NA	NA	1.56	NA	NA	1.59	NA	NA	NA	NA	1.11	NA	NA	2.84	NA	NA	NA	NA	NA	NA
1834	NA	NA	1.15	NA	NA	1.17	NA	NA	NA	NA	1.5	NA	NA	3.26	NA	NA	NA	NA	NA	NA
1835	NA	NA	0.51	NA	NA	0.36	NA	NA	NA	NA	0.78	NA	NA	1.89	NA	NA	NA	NA	NA	NA
1836	NA	NA	1.05	NA	NA	0.9	NA	NA	NA	NA	0.71	NA	NA	2.76	NA	NA	NA	NA	NA	NA
1837	NA	NA	2.02	NA	NA	1.79	NA	NA	NA	NA	0.58	NA	NA	3.05	NA	NA	NA	NA	NA	NA
1838	NA	NA	1.53	NA	NA	1.31	NA	NA	NA	NA	0.25	NA	NA	2.77	NA	NA	NA	NA	NA	NA
1839	NA	NA	1.01	NA	NA	0.91	NA	NA	NA	NA	0.55	NA	NA	2.41	NA	NA	NA	NA	NA	NA
1840	NA	NA	0.49	NA	NA	0.42	NA	NA	NA	NA	0.48	NA	NA	1.33	NA	NA	NA	NA	NA	NA
1841	NA	NA	1.12	NA	NA	1.22	NA	NA	NA	NA	0.59	NA	NA	1.87	NA	NA	NA	NA	NA	NA
1842	NA	NA	0.74	NA	NA	1.05	NA	NA	NA	NA	0.34	NA	NA	1.64	NA	NA	NA	NA	NA	NA
1843	NA	NA	1.34	NA	NA	1.24	NA	NA	NA	NA	0.19	NA	NA	1.87	NA	NA	NA	NA	NA	NA
1844	NA	NA	1.21	NA	NA	1.03	NA	NA	NA	NA	0.6	NA	NA	1.29	NA	NA	NA	NA	NA	NA
1845	NA	NA	1.11	NA	NA	0.63	NA	NA	1.78	NA	0.29	NA	NA	1.44	NA	NA	NA	NA	NA	NA
1846	NA	NA	2.01	NA	NA	1.42	NA	NA	0.45	NA	0.34	NA	NA	2.03	NA	NA	NA	NA	NA	NA
1847	NA	NA	0.95	NA	NA	1.2	NA	NA	0.35	NA	0.21	NA	NA	1.07	NA	NA	NA	NA	NA	NA
1848	NA	NA	0.67	NA	NA	0.8	NA	NA	0.92	NA	0.26	NA	NA	0.87	NA	NA	NA	NA	NA	NA
1849	NA	NA	0.48	0.47	NA	0.8	NA	NA	0.66	NA	0.56	NA	NA	0.46	NA	NA	NA	NA	NA	NA
1850	NA	NA	0.38	1	NA	0.72	NA	NA	0.59	NA	0.3	NA	NA	0.71	NA	NA	NA	NA	NA	NA
1851	NA	NA	0.76	1.39	NA	0.69	NA	NA	0.21	NA	0.15	NA	NA	0.91	NA	NA	NA	NA	NA	NA
1852	NA	NA	0.66	0.8	NA	0.47	NA	NA	0.19	NA	0.1	NA	NA	1.01	NA	NA	NA	NA	NA	NA
1853	NA	NA	0.78	1.14	NA	1.1	NA	NA	0.37	1.45	0.13	NA	NA	1.28	NA	NA	NA	NA	NA	NA
1854	NA	NA	0.54	0.49	NA	0.3	NA	NA	0.23	0.86	0.26	NA	NA	0.71	NA	NA	NA	NA	NA	NA
1855	NA	NA	0.19	0.29	NA	0.89	NA	NA	0.25	0.15	0.19	NA	NA	0.25	NA	NA	NA	NA	NA	NA
1856	NA	NA	0.46	0.55	NA	0.49	NA	NA	0.07	0.31	0.38	NA	NA	0.33	NA	NA	NA	NA	NA	NA
1857	NA	NA	0.35	0.62	NA	0.44	NA	0.65	0.16	0.13	0.13	NA	NA	0.44	NA	NA	NA	NA	NA	NA
1858	NA	NA	0.01	0.01	NA	0.01	NA	0.35	0.3	0.13	0.2	NA	NA	0.01	NA	NA	NA	NA	NA	NA
1859	NA	NA	0.16	0.24	NA	0.12	NA	0.23	0.3	0.11	0.08	NA	NA	0.26	NA	NA	NA	NA	NA	NA
1860	NA	NA	0.44	0.35	NA	0.26	NA	0.32	0.53	0.14	0.12	NA	NA	0.34	NA	NA	NA	NA	NA	NA
1861	NA	NA	0.96	0.69	NA	0.57	0.38	0.69	1.29	0.17	0.19	NA	NA	0.54	NA	NA	NA	NA	NA	NA
1862	NA	NA	2.02	0.98	0.61	0.88	0.68	0.82	1.91	0.3	0.33	NA	NA	0.87	NA	NA	NA	NA	NA	NA
1863	NA	NA	0.55	0.83	0.27	0.44	0.43	0.42	1.17	0.16	0.2	NA	NA	0.39	NA	NA	NA	NA	NA	NA
1864	NA	NA	0.29	0.43	0.04	0.27	0.16	0.28	1.48	0.09	0.05	NA	NA	0.11	NA	NA	NA	NA	NA	NA
1865	0.7	NA	0.38	0.62	0.14	0.37	0.31	0.33	1.31	0.11	0.17	NA	NA	0.13	NA	NA	NA	NA	NA	NA
1866	0.71	NA	0.46	0.63	0.39	0.32	0.29	0.23	0.49	0.22	0.25	NA	NA	0.16	NA	NA	NA	NA	NA	NA
1867	2.41	NA	1.21	1.99	1.31	0.77	0.7	0.44	0.97	0.54	0.5	NA	NA	0.29	NA	NA	NA	NA	NA	NA
1868	3.67	NA	2.8	3.3	1.23	1.62	1.11	0.98	2.85	1.05	0.32	NA	NA	0.5	NA	NA	NA	NA	NA	NA
1869	2.62	NA	1.15	3.15	1.08	0.95	0.8	0.65	2.03	0.69	0.3	NA	NA	0.45	NA	NA	NA	NA	NA	NA
1870	2.01	NA	1.09	2.94	0.98	1.32	0.72	0.85	1.56	0.5	0.38	NA	NA	0.45	NA	NA	NA	NA	NA	NA
1871	0.89	NA	0.61	1.52	0.68	0.8	0.39	0.77	0.71	0.28	0.21	NA	NA	0.3	NA	NA	NA	NA	NA	NA
1872	2.12	NA	0.62	2.75	1.56	1.14	0.6	0.82	1.39	0.22	0.33	NA	NA	0.54	NA	NA	NA	NA	NA	NA
1873	2.53	NA	0.84	3.26	1.53	1.34	0.8	0.83	2	0.27	0.33	NA	NA	1.01	NA	NA	NA	NA	NA	NA
1874	2.13	NA	0.79	2.41	1.3	0.84	0.66	0.82	1.61	0.16	0.3	NA	NA	0.85	NA	NA	NA	NA	NA	NA
1875	0.96	NA	0.14	0.75	0.22	0.1	0.01	0.22	0.49	0.23	0.06	NA	NA	0.21	NA	NA	NA	NA	NA	NA
1876	2.07	NA	0.44	2.15	1.57	0.41	0.47	0.83	1.63	0.3	0.17	NA	NA	0.46	NA	NA	NA	NA	NA	NA
1877	2.17	NA	0.42	2.91	2.08	0.74	0.87	1.17	2.52	0.27	0.41	NA	NA	0.65	NA	NA	NA	NA	NA	NA
1878	2.1	NA	0.75	3.14	1.58	0.64	1	1.42	2.61	0.42	0.49	NA	NA	0.67	NA	NA	NA	NA	NA	NA
1879	1.42	NA	0.8	3.53	1.69	0.71	1.05	1.67	2.69	0.53	0.43	NA	NA	0.74	NA	NA	NA	NA	NA	NA
