# Fischer - Nordrhein-Westfalen/Ostmünsterland drt03 - PISY - ITRDB GERM216
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16749
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16749.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ216-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ216-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ216.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ216.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Ostmünsterland drt03 - PISY - ITRDB GERM216
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Ostmünsterland drt03
#   Location: Germany
#   Northernmost_Latitude: 51.8833
#   Southernmost_Latitude: 51.8833
#   Easternmost_Longitude: 8.5833
#   Westernmost_Longitude: 8.5833
#   Elevation_m: 110
#--------------------
# Data_Collection
#   Collection_Name: GERM216
#   First_Year: 1837
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drt0315m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0315m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0301m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0301m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0302m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0302m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0304z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0304z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0305m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0305m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0307m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0307m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0308m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0308m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0313m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0313m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drt0314m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drt0314m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drt0315m_raw	drt0301m_raw	drt0302m_raw	drt0304z_raw	drt0305m_raw	drt0307m_raw	drt0308m_raw	drt0313m_raw	drt0314m_raw
1837	NA	NA	NA	NA	NA	2.49	NA	NA	NA
1838	NA	NA	NA	NA	NA	2.51	NA	NA	NA
1839	NA	NA	NA	NA	3.87	3.34	NA	NA	NA
1840	NA	NA	NA	NA	4.91	2.29	NA	NA	NA
1841	NA	NA	NA	NA	5.38	2.43	NA	NA	NA
1842	NA	NA	NA	NA	4.42	1.41	NA	NA	4.01
1843	1.39	NA	NA	NA	5.39	3.43	NA	NA	2.81
1844	1.69	NA	NA	NA	3.91	2.68	NA	NA	2.42
1845	1.71	NA	NA	NA	3.66	2.28	NA	NA	3.63
1846	1.7	NA	NA	NA	4.02	1.79	NA	NA	1.96
1847	2.64	NA	3.52	NA	2.62	1.78	NA	NA	1.98
1848	3.07	NA	5.84	NA	4.28	3.8	NA	NA	2.17
1849	3.27	NA	5.04	NA	3.75	4.07	NA	NA	2.36
1850	2.19	NA	3.31	NA	3.42	3.66	NA	3.48	3.2
1851	2.04	NA	4.77	1.53	3.3	3.24	2.92	3.19	3.22
1852	2.17	NA	3.88	1.25	2.66	2.04	2.6	2.45	2.28
1853	1.72	NA	4.6	1.34	2.56	2.34	1.84	2.52	2.19
1854	2.07	NA	4.65	1.61	2.61	2.71	1.62	2.66	1.95
1855	1.89	6.01	4.11	1.51	1.85	2.4	2.53	2.53	1.84
1856	1.64	3.82	3.81	1.48	2.2	1.84	1.75	2.71	1.85
1857	1.35	4.48	3.32	1.02	2.3	2.34	2.08	2.9	2.22
1858	1.29	3.79	2.5	1.36	2.42	1.94	0.7	2.97	2.6
1859	2.18	3.33	3.9	2.3	2.61	3.4	1.4	3.3	3
1860	2.2	2.74	3.61	2.8	2.91	3.38	1.96	3.63	3.54
1861	2.62	2.49	4.61	3.26	3.3	4.66	2.3	3.58	3.38
1862	1.79	2.72	4.38	2.49	2.87	4.27	2.37	3.69	3.46
1863	1.54	3.31	3.66	2.17	2.38	3.28	1.49	3.47	2.89
1864	1.56	3.86	3.56	1.99	3.14	3.22	1.49	3.26	2.92
1865	1.49	4.33	3.5	2.39	2.16	3.48	1.69	2.9	2.66
1866	1.61	3.91	3.65	2.33	2.02	2.91	1.52	2.75	2.57
1867	1.87	3.18	4.2	2.32	2.57	2.73	1.65	2.95	3.12
1868	1.8	3.26	3.9	2.7	2.76	3.61	1.48	3.11	3.08
1869	1.56	2.97	3.25	2.25	3.12	3.17	2.02	3.46	3.07
1870	1.78	2.94	3.11	2.21	2.99	3.74	2.23	4.79	3.48
1871	1.62	3.8	2.69	3.18	2.39	3.04	2.04	4.28	3.62
1872	1.99	4.22	3.07	2.61	1.88	2.16	1.53	3.64	3.34
1873	2.02	3.36	3.44	2.86	2.45	1.95	1.57	3.06	3.57
1874	1.63	2.8	2.58	1.71	1.5	1.44	2.12	2.04	3.02
1875	1.63	2.62	2.75	1.63	2.12	2.11	1.8	2.65	2.97
1876	1.8	2.56	2.4	1.47	2	2.12	1.57	2.57	2.62
1877	1.78	2.48	2.34	1.36	1.4	1.54	1.94	2.05	2.5
1878	1.94	2.34	3.2	1.37	1.55	2.58	1.51	1.89	2.92
1879	1.91	2.2	3.23	1.19	1.63	2.7	1.55	1.79	2.7
1880	1.79	2.11	2.28	1.14	1.7	2.22	1.58	1.58	2.42
1881	1.42	2.14	2.02	0.89	1.26	1.76	1.53	1.28	1.86
1882	1.42	2.6	2.34	0.79	1.22	1.9	1.34	1.55	1.82
1883	1.48	2.5	1.81	0.62	1.54	1.42	1.41	1.21	1.64
1884	2.01	2.02	1.98	1.22	1.47	1.5	1.21	1.51	2.06
1885	1.78	1.62	2.02	1.22	1.53	1.76	1.32	1.3	1.82
1886	1.4	1.99	2.39	1.36	1.44	2.14	1.46	1.26	1.98
1887	1.42	1.83	1.98	1.02	1.34	1.71	1.29	1.33	1.96
1888	1.16	1.9	1.42	0.91	1.18	0.92	1.23	1.18	1.86
1889	1.36	1.47	1.37	1.16	1.26	0.98	0.93	1.09	1.66
1890	1.6	1.54	1.73	1.68	1.46	1.57	0.97	1.3	1.74
1891	1.38	1.26	0.31	1.11	1.14	1.13	1.18	0.84	1.36
1892	1.22	1.11	0.26	0.87	1.2	0.64	0.56	0.63	0.72
1893	1.48	1.48	0.74	0.99	1.28	1.22	0.27	1.14	1.41
1894	1.36	1.66	1.2	1.41	1.74	1.68	0.69	1.16	1.6
1895	1.4	1.76	1.49	1.19	1.86	1.68	0.85	1.06	2.1
1896	1.6	0.84	1.45	1.05	1	1.16	0.9	0.98	1.66
1897	1.72	1.44	1.62	1.42	1.5	1.62	1.1	1.16	1.74
1898	1.99	1.36	1.88	1.26	1.18	1.64	1.53	1.19	2.03
1899	2.2	1.73	1.98	1.29	1.22	1.78	1.4	1.15	1.72
1900	1.82	1.5	2.22	1.03	1.13	1.38	1.56	1.05	1.42
1901	1.66	1.72	2.08	1.39	0.92	1.38	1.19	0.95	1.49
1902	1.27	1.86	1.88	1.28	0.91	1.26	1.29	1.05	1.69
1903	1.18	1.69	1.72	1.87	0.8	0.94	1.14	1.3	1.66
1904	1.51	1.44	1.69	1.32	0.76	0.84	1.32	1.12	1.65
1905	1.41	1.51	1.78	1.23	0.83	1.38	1.59	1.06	1.54
1906	1.06	1.46	1.58	1.35	0.64	1.45	1.18	0.92	1.58
1907	1.31	1.81	1.09	1.05	0.85	0.95	0.78	0.89	1.28
1908	1.34	1.78	1.1	0.95	0.82	1.28	0.87	0.89	1.34
1909	1.54	1.45	1.32	0.86	0.62	1.19	0.9	1.18	0.99
1910	1.64	1.54	1.57	1.5	0.87	1.08	0.72	1.23	1.33
1911	1.56	1.36	1.31	1.3	0.5	0.48	0.65	0.74	0.82
1912	1.94	1.12	1.47	1.51	0.9	0.43	0.52	1.04	1.3
1913	1.9	0.64	1.43	1.92	0.87	0.84	0.57	0.88	1.43
1914	1.5	0.8	1.3	0.8	0.74	1.22	0.58	0.9	1.22
1915	1.39	0.46	1.16	0.76	0.32	0.88	0.63	0.86	0.9
1916	1.58	0.85	1.2	1.04	0.57	1.46	0.76	1.08	1.08
1917	1.33	0.88	0.72	0.92	0.44	0.76	0.81	0.9	1.02
