# Richter - Cuenca Una Site 1 - PINI - ITRDB SPAI045
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4244
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4244.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai045-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai045-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai045.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai045.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Richter - Cuenca Una Site 1 - PINI - ITRDB SPAI045
#--------------------
# Investigators
#   Investigators: Richter, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Cuenca Una Site 1
#   Location: Spain
#   Northernmost_Latitude: 40.25
#   Southernmost_Latitude: 40.25
#   Easternmost_Longitude: -1.93
#   Westernmost_Longitude: -1.93
#   Elevation_m: 1385
#--------------------
# Data_Collection
#   Collection_Name: SPAI045
#   First_Year: 1638
#   Last_Year: 1985
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## E160401A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160401A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160401B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160401B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160402A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160402A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160402B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160402B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160403A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160403A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160403C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160403C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160404A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160404A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160404B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160404B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160404C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160404C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160405A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160405A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160405B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160405B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160405C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160405C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160406A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160406A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160406B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160406B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160407A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160407A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160407B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160407B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160407C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160407C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160407D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160407D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160407E_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160407E; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160408A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160408A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160408B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160408B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160409A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160409A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160409B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160409B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160409D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160409D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160410A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160410A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160410C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160410C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160411A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160411A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160411B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160411B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160412B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160412B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E160412C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E160412C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	E160401A_raw	E160401B_raw	E160402A_raw	E160402B_raw	E160403A_raw	E160403C_raw	E160404A_raw	E160404B_raw	E160404C_raw	E160405A_raw	E160405B_raw	E160405C_raw	E160406A_raw	E160406B_raw	E160407A_raw	E160407B_raw	E160407C_raw	E160407D_raw	E160407E_raw	E160408A_raw	E160408B_raw	E160409A_raw	E160409B_raw	E160409D_raw	E160410A_raw	E160410C_raw	E160411A_raw	E160411B_raw	E160412B_raw	E160412C_raw
1638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1639	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1640	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1641	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1642	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1643	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1644	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1645	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	3.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1646	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	4.86	4.52	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.22	3.92	3.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1648	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	2.25	2.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1649	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.76	2.39	2.39	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1650	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.67	2.64	2.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1651	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	1.67	1.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1652	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.37	2.01	2.32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1653	2.26	NA	NA	3.98	NA	NA	NA	NA	2.93	NA	NA	NA	NA	NA	NA	NA	1.9	1.45	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1654	2.55	NA	NA	3.62	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	NA	NA	1.68	0.96	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1655	3.06	NA	NA	2.75	NA	NA	NA	NA	2.19	NA	NA	NA	NA	NA	NA	NA	2.07	1.26	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1656	2.79	NA	2.64	2.47	NA	NA	NA	NA	1.94	NA	NA	NA	NA	NA	NA	NA	1.45	1.24	1.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1657	1.34	NA	2.06	1.6	NA	NA	NA	NA	1.38	NA	NA	NA	NA	NA	NA	NA	0.71	0.89	0.83	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1658	0.99	NA	1.09	0.79	NA	NA	NA	NA	1.07	NA	NA	NA	NA	NA	NA	NA	0.67	0.47	0.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1659	2	NA	1.38	0.98	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	0.7	0.95	0.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1660	1.49	NA	1.52	1.17	NA	NA	NA	NA	1.17	NA	1.21	NA	NA	NA	NA	NA	0.61	0.5	0.77	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1661	2.28	NA	1.37	1.21	NA	NA	NA	NA	1.44	NA	1.19	NA	NA	NA	NA	NA	1.17	0.61	1.18	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1662	1.11	NA	1.04	0.99	NA	NA	NA	NA	0.88	NA	0.73	NA	NA	NA	NA	NA	0.63	0.43	0.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1663	1.63	NA	0.94	1.08	NA	NA	NA	NA	0.82	NA	0.91	NA	NA	NA	NA	NA	0.7	0.5	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1664	1.47	NA	0.78	1.2	NA	NA	NA	NA	0.78	NA	0.92	1.36	NA	NA	NA	NA	0.92	0.34	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1665	2.69	NA	1.31	1.53	NA	NA	NA	NA	1.07	NA	0.89	1.48	NA	NA	NA	NA	1.42	0.61	1.19	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1666	2.7	NA	0.83	1.44	NA	NA	NA	NA	0.94	NA	0.67	1.41	NA	NA	NA	NA	1.34	0.63	1.16	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1667	2.3	NA	1.16	1.25	NA	NA	NA	NA	1.04	NA	0.86	1.59	NA	NA	NA	NA	1.21	0.46	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1668	2.32	NA	1.02	1.05	NA	NA	NA	NA	1.03	NA	0.77	1.21	NA	NA	NA	NA	0.87	0.58	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1669	2.58	NA	1.32	1.54	NA	2.22	NA	NA	1.13	NA	0.77	1.52	NA	NA	NA	NA	0.9	0.67	0.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1670	2.94	NA	1.51	1.91	NA	2.2	NA	NA	0.96	NA	1.03	2.02	NA	NA	NA	NA	1.5	0.85	1.49	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1671	1.74	NA	1.03	1.11	NA	1.67	NA	NA	1.03	NA	0.74	1.72	NA	NA	NA	NA	1.14	0.8	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1672	2.15	NA	0.76	1.31	NA	1.53	NA	NA	0.73	NA	0.71	1.32	NA	NA	NA	NA	1.36	0.8	1.16	NA	3.06	NA	NA	1.93	NA	NA	NA	NA	NA	NA
1673	0.83	NA	0.95	0.62	NA	1.72	NA	NA	0.67	NA	0.74	1.35	NA	NA	NA	NA	1.47	0.83	1.14	NA	1.7	NA	NA	1.15	NA	NA	NA	NA	NA	NA
1674	1.09	NA	0.79	0.84	NA	1.93	NA	NA	0.75	NA	0.67	1.06	NA	NA	NA	NA	1.27	0.63	1.19	NA	2.53	NA	NA	1.7	NA	NA	NA	NA	NA	NA
1675	1.86	NA	0.61	1.01	NA	1.76	NA	NA	0.75	NA	0.7	1.04	NA	NA	NA	NA	1.37	0.75	0.99	NA	2.49	NA	NA	1.81	NA	NA	NA	NA	NA	NA
1676	1.62	NA	0.74	0.77	NA	1.63	NA	NA	0.59	NA	0.79	1.05	NA	NA	NA	NA	1.77	0.67	1.12	NA	2.65	NA	NA	1.75	NA	NA	NA	NA	NA	NA
1677	2.41	NA	0.81	0.96	NA	1.89	NA	NA	0.77	NA	0.69	1.11	NA	NA	NA	NA	1.91	0.91	1.33	NA	2.96	NA	NA	2.38	NA	NA	NA	NA	NA	NA
1678	2.27	NA	0.66	1.32	NA	1.73	NA	NA	0.69	NA	0.67	0.75	NA	NA	NA	NA	1.72	0.54	1.03	NA	1.88	NA	NA	1.54	NA	NA	NA	NA	NA	NA
1679	2.53	NA	0.89	1.43	NA	1.77	NA	NA	0.71	NA	0.76	0.86	NA	NA	NA	NA	1.76	0.99	1.36	NA	1.84	NA	NA	1.28	NA	NA	NA	NA	NA	NA
1680	1.87	NA	0.91	1.19	NA	2.06	NA	NA	0.46	NA	0.46	0.81	NA	NA	NA	NA	1.78	0.62	1.49	NA	1.47	NA	NA	0.66	NA	NA	NA	NA	NA	NA
1681	1.36	3.14	0.87	0.92	NA	1.36	NA	NA	0.66	NA	0.5	0.67	NA	NA	NA	NA	1.63	0.98	1.99	NA	1.59	NA	NA	0.98	NA	NA	NA	NA	NA	NA
