# Bigler - Brigels GR Scatle - PCAB - ITRDB SWIT180
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2735
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2735.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit180-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit180-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit180.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit180.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2006-10-04
#--------------------
# File_Last_Modified_Date
#   Date: 2006-10-04
#--------------------
# Title
#   Study_Name: Bigler - Brigels GR Scatle - PCAB - ITRDB SWIT180
#--------------------
# Investigators
#   Investigators: Bigler, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Brigels GR Scatle
#   Location: Switzerland
#   Northernmost_Latitude: 46.78
#   Southernmost_Latitude: 46.78
#   Easternmost_Longitude: 9.05
#   Westernmost_Longitude: 9.05
#   Elevation_m: 1600
#--------------------
# Data_Collection
#   Collection_Name: SWIT180
#   First_Year: 1750
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SCA108B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA108B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA112A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA112A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA116B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA116B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA119A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA119A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA120A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA120A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA122B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA122B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA124B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA124B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA126A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA126A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA128A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA128A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA130B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA130B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA132A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA132A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA134A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA134A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA136A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA136A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SCA144A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SCA144A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SCA108B_raw	SCA110A_raw	SCA112A_raw	SCA116B_raw	SCA119A_raw	SCA120A_raw	SCA122B_raw	SCA124B_raw	SCA126A_raw	SCA128A_raw	SCA130B_raw	SCA132A_raw	SCA134A_raw	SCA136A_raw	SCA144A_raw
1810	NA	NA	0.44	NA	NA	NA	0.23	0.67	0.55	NA	NA	0.32	NA	NA	NA
1811	NA	NA	0.54	NA	NA	NA	0.16	0.74	0.6	NA	NA	0.32	NA	NA	NA
1812	NA	NA	0.4	NA	NA	NA	0.17	0.48	0.33	NA	NA	0.22	NA	NA	NA
1813	NA	NA	0.42	NA	NA	NA	0.2	0.45	0.27	NA	NA	0.23	NA	NA	NA
1814	NA	NA	0.48	NA	NA	NA	0.19	0.53	0.38	NA	NA	0.21	NA	NA	NA
1815	NA	NA	0.52	NA	NA	NA	0.23	0.54	0.23	NA	NA	0.22	NA	NA	NA
1816	NA	NA	0.31	NA	NA	NA	0.16	0.36	0.18	NA	NA	0.12	NA	NA	NA
1817	NA	NA	0.47	NA	NA	NA	0.29	0.5	0.3	NA	NA	0.26	NA	NA	NA
1818	NA	NA	0.45	NA	NA	NA	0.16	0.28	0.21	NA	NA	0.14	NA	NA	NA
1819	NA	NA	0.63	NA	NA	NA	0.26	0.34	0.19	NA	NA	0.16	NA	NA	NA
1820	NA	NA	0.45	NA	NA	NA	0.21	0.42	0.21	NA	NA	0.14	NA	NA	NA
1821	NA	NA	0.38	NA	NA	NA	0.14	0.24	0.16	NA	NA	0.1	NA	NA	NA
1822	NA	NA	0.51	NA	NA	NA	0.23	0.43	0.3	NA	NA	0.24	NA	NA	NA
1823	NA	NA	0.31	NA	NA	NA	0.18	0.39	0.2	NA	NA	0.17	NA	NA	NA
1824	NA	NA	0.4	NA	NA	NA	0.24	0.33	0.33	NA	NA	0.27	NA	NA	NA
1825	NA	NA	0.39	NA	NA	NA	0.26	0.31	0.3	NA	NA	0.27	NA	NA	NA
1826	NA	NA	0.38	NA	NA	NA	0.26	0.36	0.36	NA	NA	0.32	NA	NA	NA
1827	NA	NA	0.37	NA	NA	NA	0.24	0.34	0.28	NA	NA	0.3	NA	NA	NA
1828	NA	NA	0.39	NA	NA	NA	0.23	0.31	0.33	NA	NA	0.36	NA	NA	NA
1829	NA	NA	0.4	NA	NA	NA	0.21	0.32	0.32	NA	NA	0.36	NA	NA	NA
1830	NA	NA	0.3	NA	NA	NA	0.17	0.24	0.22	NA	NA	0.35	NA	NA	NA
1831	NA	NA	0.36	NA	NA	NA	0.19	0.16	0.22	NA	NA	0.34	NA	NA	NA
1832	NA	NA	0.35	NA	NA	NA	0.19	0.21	0.29	NA	NA	0.34	NA	NA	NA
1833	NA	NA	0.5	NA	NA	NA	0.26	0.26	0.23	NA	NA	0.35	NA	NA	NA
1834	NA	NA	0.6	NA	NA	NA	0.26	0.33	0.26	NA	NA	0.37	NA	NA	NA
1835	NA	NA	0.35	NA	NA	NA	0.26	0.2	0.17	NA	NA	0.29	NA	NA	NA
1836	NA	NA	0.35	NA	NA	NA	0.34	0.3	0.22	NA	NA	0.31	NA	NA	NA
1837	NA	NA	0.45	NA	NA	NA	0.28	0.29	0.21	NA	NA	0.33	NA	NA	NA
1838	NA	NA	0.43	NA	NA	NA	0.26	0.24	0.13	NA	NA	0.31	NA	NA	NA
1839	NA	NA	0.37	NA	NA	NA	0.33	0.26	0.15	NA	NA	0.27	NA	NA	NA
1840	NA	NA	0.36	NA	NA	NA	0.23	0.2	0.13	NA	NA	0.21	NA	NA	NA
1841	NA	NA	0.41	NA	NA	NA	0.23	0.17	0.1	NA	NA	0.22	NA	NA	NA
1842	NA	NA	0.64	NA	NA	NA	0.36	0.21	0.14	NA	NA	0.3	NA	NA	NA
1843	NA	NA	0.48	NA	NA	NA	0.25	0.14	0.1	NA	NA	0.31	NA	NA	NA
1844	NA	NA	0.72	NA	NA	NA	0.31	0.24	0.22	NA	NA	0.57	NA	NA	NA
1845	NA	NA	0.62	NA	NA	NA	0.26	0.25	0.24	NA	NA	0.45	NA	NA	NA
1846	NA	NA	0.76	NA	NA	NA	0.32	0.31	0.26	NA	NA	0.47	NA	NA	NA
1847	NA	NA	0.52	NA	NA	NA	0.27	0.26	0.14	NA	NA	0.52	NA	NA	NA
1848	NA	NA	0.64	NA	NA	NA	0.27	0.26	0.2	NA	NA	0.53	NA	NA	NA
1849	NA	NA	0.66	NA	NA	NA	0.26	0.22	0.18	NA	NA	0.54	NA	NA	NA
1850	NA	NA	0.68	NA	NA	NA	0.24	0.28	0.2	NA	NA	0.55	NA	0.03	0.12
1851	NA	NA	0.87	NA	NA	NA	0.28	0.28	0.23	NA	NA	0.54	NA	0.06	0.09
1852	NA	NA	0.93	NA	NA	NA	0.25	0.25	0.19	NA	NA	0.51	NA	0.09	0.1
1853	NA	NA	0.87	NA	NA	NA	0.29	0.35	0.27	NA	NA	0.45	NA	0.25	0.07
1854	NA	NA	0.96	NA	NA	NA	0.31	0.43	0.34	NA	NA	0.43	NA	0.09	0.02
1855	NA	NA	0.93	NA	NA	NA	0.34	0.87	0.67	NA	NA	0.46	NA	0.06	0.22
1856	NA	NA	0.98	NA	NA	NA	0.35	1.32	1.04	NA	NA	0.37	NA	0.05	0.15
1857	NA	NA	0.79	NA	NA	NA	0.4	1.6	1.12	NA	NA	0.36	NA	0.06	0.17
1858	NA	NA	0.79	NA	NA	NA	0.71	1.96	1.23	NA	NA	0.4	NA	0.05	0.47
1859	NA	NA	0.81	NA	NA	NA	0.66	1.93	1.27	NA	NA	0.46	NA	0.11	0.5
1860	NA	NA	0.77	NA	NA	NA	0.75	1.66	0.8	NA	NA	0.66	NA	0.16	0.55
1861	NA	NA	0.79	NA	NA	NA	0.9	1.61	1.01	NA	NA	0.83	NA	0.26	1.63
1862	NA	NA	0.59	NA	NA	NA	1.96	1.48	0.98	NA	NA	0.66	NA	0.64	1.9
1863	NA	NA	0.66	NA	NA	NA	2.07	1.78	1.26	NA	NA	0.9	NA	0.94	1.27
1864	NA	NA	0.76	NA	NA	NA	2.34	2.24	1.06	NA	NA	0.81	NA	0.9	0.94
1865	NA	NA	0.66	NA	NA	NA	1.64	1.93	1.19	NA	NA	0.59	NA	0.83	0.7
1866	NA	NA	0.76	NA	NA	NA	1.55	2.53	1.43	NA	NA	0.76	NA	1.26	0.88
1867	NA	NA	0.8	NA	NA	NA	1.48	2.55	1.38	NA	NA	0.73	NA	1.22	1.2
1868	NA	NA	0.61	NA	NA	NA	1.17	2.51	1.42	NA	NA	0.67	NA	1.01	1.19
1869	NA	NA	0.73	NA	NA	NA	1.39	1.81	1.27	NA	NA	0.53	NA	1.22	1.33
1870	NA	NA	0.77	NA	NA	NA	1.21	2.2	1.03	NA	NA	0.56	NA	1.08	1.13
1871	NA	NA	0.69	NA	NA	NA	1.33	1.99	1.33	NA	NA	0.61	NA	1.21	1.15
1872	NA	NA	0.73	NA	NA	NA	1.17	1.64	1.29	NA	NA	0.56	NA	1.39	0.85
1873	NA	NA	0.85	0.95	NA	NA	1.34	1.61	1.02	NA	NA	0.53	NA	1.24	0.92
1874	NA	NA	0.52	1.05	NA	NA	1.32	1.35	0.92	NA	NA	0.45	NA	1.17	0.77
1875	NA	NA	0.72	1.28	NA	NA	1.31	1.25	1.06	0.94	0.31	0.46	NA	0.69	1.17
1876	NA	NA	0.78	1.64	NA	NA	1.12	1.22	1.1	0.53	0.36	0.57	NA	1.02	1.12
1877	NA	NA	0.69	1.46	NA	NA	1.17	1.39	1.15	0.55	0.39	0.56	NA	1.04	0.95
1878	NA	NA	0.62	1.54	NA	NA	1.28	1.09	1.13	0.53	0.5	0.56	NA	0.97	0.87
1879	NA	NA	0.54	1.33	NA	NA	1.08	1.01	1.06	0.77	0.42	0.53	NA	0.88	0.81
1880	NA	NA	0.55	2.03	1.82	NA	1.49	0.94	1.42	0.78	0.52	0.59	NA	1.45	1.16
1881	NA	NA	0.86	2.29	2.17	NA	1.91	1.24	1.3	0.85	0.49	0.83	NA	1.79	1.07
1882	NA	NA	0.71	2.14	1.7	NA	1.88	1	0.97	0.38	0.44	0.63	NA	1.35	1.02
1883	NA	NA	0.69	1.96	1.61	NA	1.34	0.89	1.46	0.51	0.45	0.67	NA	1.43	0.82
1884	NA	NA	0.81	1.8	1.6	NA	1.19	0.69	0.93	0.5	0.54	0.47	NA	1.38	0.91
1885	NA	NA	0.83	1.66	1.29	1.04	0.95	0.6	0.64	0.5	0.55	0.47	NA	1.32	0.62
1886	NA	NA	0.59	1.73	1.5	1.15	1.22	0.5	0.56	0.43	0.48	0.52	NA	1.41	0.8
1887	NA	NA	0.76	1.46	1.17	1.32	1.26	0.6	1.11	0.46	0.46	0.49	NA	1.74	0.69
1888	1.95	NA	0.49	1.37	1.21	1.51	0.95	0.48	0.75	0.34	0.41	0.49	NA	1.57	0.77
1889	2.92	NA	0.59	1.72	1.31	1.21	0.99	0.47	0.96	0.42	0.38	0.5	NA	1.66	0.77
1890	2.14	NA	0.52	1.2	1.52	1.34	0.83	0.45	0.79	0.37	0.46	0.39	NA	1.58	0.65
1891	1.84	NA	0.57	1.28	1.06	1.3	0.82	0.43	0.83	0.38	0.57	0.35	NA	1.42	0.54
1892	1.58	NA	0.79	1.34	1.6	1	0.93	0.47	1.04	0.45	0.64	0.4	NA	1.59	0.68
1893	1.45	NA	0.8	1.56	1.55	1.26	1.08	0.45	1.08	0.54	0.62	0.36	NA	1.75	0.87
