# Schweingruber - Stubaital Milderaun Alm - PICE - ITRDB AUST008
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4664
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4664.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust008e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; aust008e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aust008e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aust008e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Stubaital Milderaun Alm - PICE - ITRDB AUST008
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Stubaital Milderaun Alm
#   Location: Austria
#   Northernmost_Latitude: 47.13
#   Southernmost_Latitude: 47.13
#   Easternmost_Longitude: 11.28
#   Westernmost_Longitude: 11.28
#   Elevation_m: 1850
#--------------------
# Data_Collection
#   Collection_Name: AUST008
#   First_Year: 1822
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus cembra L.
#   Common_Name: Swiss stone pine
#   Tree_Species_Code: PICE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 251006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251014_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251014; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251016_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251016; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 251018_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 251018; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	251006_raw	251008_raw	251009_raw	251010_raw	251011_raw	251014_raw	251016_raw	251018_raw
1822	NA	NA	NA	NA	NA	1.2	NA	NA
1823	NA	NA	NA	NA	NA	1.36	NA	NA
1824	NA	NA	NA	NA	NA	1.66	NA	NA
1825	NA	NA	NA	NA	NA	1.8	NA	NA
1826	NA	NA	NA	NA	NA	1.67	NA	NA
1827	NA	NA	NA	NA	NA	1.99	NA	NA
1828	NA	NA	NA	NA	NA	2.14	NA	NA
1829	NA	NA	NA	NA	NA	2.35	NA	NA
1830	NA	NA	NA	NA	NA	2.06	NA	NA
1831	NA	NA	NA	NA	NA	1.66	NA	NA
1832	1	1.45	NA	NA	NA	1.35	NA	NA
1833	1.24	1.41	NA	NA	NA	1.62	NA	NA
1834	1.16	1.25	NA	NA	NA	1.41	NA	NA
1835	1.21	1.45	NA	NA	NA	2.04	NA	NA
1836	0.81	0.98	NA	NA	NA	1.42	NA	NA
1837	1.25	1.83	NA	NA	1.44	1.89	NA	NA
1838	1.19	1.71	NA	NA	1.63	1.56	NA	NA
1839	1.14	1.16	NA	NA	1.54	1.31	NA	NA
1840	1.75	2.05	NA	NA	1.39	1.33	NA	NA
1841	1.73	1.52	NA	NA	1.4	1.43	NA	NA
1842	2.19	2.02	NA	NA	1.82	1.58	2.58	NA
1843	1.61	1.71	NA	NA	1.51	1.27	2.27	NA
1844	1.67	1.5	NA	NA	1.47	1.18	2.33	NA
1845	1.13	1.37	NA	NA	1.38	1.04	2.27	NA
1846	1.64	2.67	NA	NA	1.89	1.06	2.58	NA
1847	1.92	2.7	NA	NA	2.01	1.06	2.4	NA
1848	1.44	1.43	NA	NA	1.75	1.09	2.44	NA
1849	1.25	1.98	NA	NA	1.57	1.14	2.63	NA
1850	1.28	1.7	NA	NA	1.72	1.27	2.4	NA
1851	1.02	1.88	NA	NA	1.51	1.46	1.65	NA
1852	1.01	1.66	NA	NA	1.84	0.98	1.74	NA
1853	1.59	1.72	NA	NA	1.68	0.98	2.04	NA
1854	1.54	1.02	NA	NA	1.81	0.89	1.98	NA
1855	1.34	1.23	NA	NA	1.4	1.06	2.04	NA
1856	1.14	2.17	NA	NA	1.68	1.11	1.71	NA
1857	1.25	2.78	NA	NA	1.59	0.92	1.75	0.7
1858	0.92	1.59	NA	NA	1.23	0.88	1.59	0.75
1859	0.75	1.05	NA	NA	0.98	0.83	1.55	0.43
1860	0.83	1.14	NA	NA	1.48	0.88	1.69	1.27
1861	0.74	1.46	NA	NA	1.34	0.87	1.48	0.72
1862	0.81	1.5	NA	NA	2.03	0.97	1.78	1.14
1863	1.16	1.8	NA	NA	2.17	0.8	1.97	1
1864	1.2	1.28	NA	NA	1.62	0.87	1.83	0.92
1865	0.89	1.21	NA	NA	1.36	0.69	1.39	0.86
1866	1.06	1.83	NA	NA	1.75	1.06	1.45	1.3
1867	1.23	2.2	NA	NA	1.88	0.96	1.63	1.34
1868	1.01	1.15	NA	NA	1.48	0.89	1.36	1.29
1869	1.1	2.08	NA	NA	1.3	1	1.6	1.33
1870	1.03	1.72	NA	NA	0.73	0.78	1.46	1.55
1871	1.55	2.28	NA	NA	1.1	0.92	1.76	1.42
1872	0.97	1.54	NA	NA	0.72	0.58	1.12	0.88
1873	1.1	1.77	NA	NA	0.75	0.58	1.33	1.01
1874	1.12	2.02	1.74	NA	0.98	0.73	1.35	1.25
1875	1.13	1.45	1.23	NA	0.86	0.65	1.04	1.4
1876	1.04	1.48	1.24	NA	0.75	0.51	1.06	1.46
1877	0.79	1.16	0.92	NA	0.52	0.51	0.94	1.18
1878	0.79	1.43	1.08	NA	0.59	0.47	1.07	1.21
1879	0.71	1.23	0.95	NA	0.57	0.42	1.08	1.14
1880	0.3	1.45	1.46	NA	0.67	0.49	1.2	1.58
1881	0.88	1.17	1.37	1.23	0.68	0.46	1.13	1.86
1882	0.87	1.14	1.13	0.99	0.65	0.57	1.15	1.05
1883	0.98	1.16	1.52	1.64	0.95	0.67	1.42	1.22
1884	0.99	1.37	1.18	1.13	0.9	0.6	1.18	0.98
1885	1.06	1.12	0.99	0.82	0.87	0.82	0.93	1.01
1886	1.02	1.21	1.27	1.13	0.9	0.76	0.91	1.13
1887	1.57	1.05	1.33	1.49	0.64	0.79	0.92	1.08
1888	1.93	1.29	1.2	1.19	0.6	0.72	0.59	1.18
1889	0.81	1.04	1.02	1.97	0.59	0.81	0.64	1.09
1890	1.02	1.32	1.23	2.19	0.54	0.68	0.64	0.84
1891	1.02	1.33	1.48	1.5	0.52	0.78	0.77	1
1892	1.25	1.44	0.97	1.84	0.56	0.82	0.88	1.4
1893	1.35	1.37	1.58	1.73	0.56	0.86	0.61	1.32
1894	0.97	1.26	1.82	1.81	0.27	0.88	0.58	0.84
1895	0.69	1.15	1.61	1.9	0.36	0.81	0.63	0.68
