# Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4315
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4315.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit108e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit108e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Arosa GR Arlenwald South
#   Location: Switzerland
#   Northernmost_Latitude: 46.8
#   Southernmost_Latitude: 46.8
#   Easternmost_Longitude: 9.68
#   Westernmost_Longitude: 9.68
#   Elevation_m: 2000
#--------------------
# Data_Collection
#   Collection_Name: SWIT108
#   First_Year: 1785
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 223006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	223006_raw	223007_raw	223008_raw	223009_raw	223010_raw	223012_raw
1872	0.38	0.77	0.25	0.72	0.6	0.42
1873	0.4	0.96	0.31	1.05	0.97	0.52
1874	0.49	0.95	0.44	1.04	1.13	0.66
1875	0.34	0.65	0.54	0.82	1.09	0.72
1876	0.46	0.6	0.29	0.97	0.86	0.58
1877	0.6	0.58	0.49	1.05	0.98	0.62
1878	0.43	0.74	0.55	1.14	0.75	0.6
1879	0.32	0.58	0.53	1	0.7	0.49
1880	0.42	0.57	0.47	1.18	0.79	0.5
1881	0.45	0.78	0.51	1.36	0.59	0.56
1882	0.3	0.5	0.48	1.2	0.73	0.62
1883	0.35	0.72	0.46	0.96	0.74	0.52
1884	0.31	0.52	0.4	0.74	0.56	0.51
1885	0.26	0.57	0.31	1.34	0.61	0.57
1886	0.17	0.48	0.38	1.13	0.47	0.33
1887	0.27	0.68	0.5	1.15	0.66	0.49
1888	0.19	0.59	0.54	0.91	0.53	0.37
1889	0.31	0.59	0.69	1.03	0.79	0.48
1890	0.16	0.42	0.51	0.63	0.5	0.32
1891	0.19	0.47	0.62	0.59	0.69	0.47
1892	0.26	0.56	0.72	0.95	0.8	0.5
1893	0.22	0.63	0.57	0.78	0.68	0.57
1894	0.28	0.68	0.51	1.02	0.73	0.58
1895	0.28	0.65	0.62	0.85	0.79	0.58
1896	0.28	0.71	0.59	0.79	0.8	0.53
1897	0.33	0.53	0.58	0.9	0.76	0.39
1898	0.15	0.36	0.5	0.54	0.42	0.35
1899	0.17	0.5	0.49	0.56	0.42	0.38
1900	0.23	0.59	0.68	0.68	0.72	0.41
1901	0.19	0.54	0.65	0.61	0.65	0.39
1902	0.25	0.52	0.59	0.55	0.61	0.32
1903	0.23	0.66	0.74	0.58	0.66	0.34
1904	0.23	0.78	0.97	0.84	0.94	0.7
1905	0.17	0.64	0.85	0.7	0.72	0.57
1906	0.1	0.56	0.82	0.65	0.59	0.48
1907	0.09	0.42	0.57	0.59	0.41	0.41
1908	0.15	0.54	0.8	0.65	0.62	0.54
1909	0.06	0.33	0.6	0.49	0.34	0.39
1910	0.14	0.38	1.01	0.64	0.59	0.42
1911	0.13	0.48	0.83	0.53	0.34	0.5
1912	0.11	0.38	0.91	0.46	0.39	0.39
1913	0.13	0.31	0.61	0.43	0.39	0.28
1914	0.15	0.31	0.5	0.53	0.4	0.36
1915	0.12	0.35	0.56	0.54	0.53	0.47
1916	0.07	0.29	0.64	0.5	0.39	0.51
1917	0.14	0.36	1.06	0.61	0.67	0.6
1918	0.1	0.26	0.66	0.45	0.5	0.54
1919	0.13	0.32	0.72	0.58	0.61	0.53
1920	0.15	0.31	0.67	0.74	0.57	0.6
1921	0.17	0.51	0.7	0.96	0.72	0.61
1922	0.12	0.5	0.57	0.62	0.71	0.56
1923	0.17	0.55	0.75	0.44	0.83	0.59
1924	0.18	0.48	1	0.93	0.99	0.69
1925	0.12	0.32	0.79	0.74	0.79	0.52
1926	0.05	0.3	0.76	0.47	0.62	0.41
1927	0.07	0.33	0.83	0.53	0.76	0.5
1928	0.1	0.41	1.03	0.6	0.81	0.47
1929	0.09	0.38	0.81	0.55	0.62	0.51
1930	0.11	0.37	0.83	0.55	0.77	0.48
1931	0.14	0.58	0.97	0.73	0.91	0.69
1932	0.08	0.42	1.06	0.6	0.68	0.51
1933	0.08	0.3	0.92	0.43	0.58	0.33
1934	0.1	0.35	0.83	0.53	0.67	0.35
1935	0.12	0.54	0.72	0.65	0.87	0.44
1936	0.07	0.55	0.87	0.57	0.74	0.31
1937	0.12	0.55	0.88	0.61	0.92	0.37
1938	0.11	0.3	0.78	0.52	0.98	0.41
1939	0.08	0.47	0.94	0.52	0.89	0.38
1940	0.09	0.57	1.06	0.47	0.66	0.35
1941	0.08	0.55	0.84	0.43	0.91	0.35
1942	0.09	0.62	0.98	0.47	0.95	0.38
1943	0.07	0.55	0.92	0.49	0.7	0.28
1944	0.14	0.49	0.99	0.5	0.79	0.39
1945	0.05	0.61	0.84	0.55	0.75	0.45
1946	0.11	0.6	0.62	0.48	0.61	0.37
1947	0.12	0.58	0.71	0.5	0.65	0.43
1948	0.09	0.34	0.43	0.32	0.41	0.22
1949	0.08	0.55	0.62	0.56	0.54	0.33
1950	0.13	0.45	0.58	0.53	0.55	0.35
1951	0.15	0.5	0.57	0.44	0.48	0.35
1952	0.21	0.7	0.68	0.39	0.42	0.43
1953	0.13	0.49	0.58	0.26	0.24	0.34
1954	0.12	0.39	0.5	0.32	0.3	0.32
1955	0.2	0.61	0.92	0.4	0.61	0.5
1956	0.12	0.47	0.63	0.33	0.45	0.32
1957	0.11	0.56	0.7	0.36	0.54	0.31
1958	0.24	0.51	0.74	0.52	0.56	0.46
1959	0.19	0.54	0.7	0.52	0.42	0.37
1960	0.14	0.54	0.75	0.58	0.53	0.45
1961	0.19	0.6	0.84	0.54	0.48	0.38
1962	0.09	0.57	0.64	0.48	0.38	0.38
1963	0.16	0.56	0.59	0.45	0.51	0.45
1964	0.15	0.53	0.67	0.53	0.53	0.4
1965	0.14	0.46	0.59	0.53	0.57	0.35
1966	0.13	0.61	0.73	0.6	0.68	0.36
1967	0.09	0.54	0.66	0.65	0.66	0.46
1968	0.11	0.48	0.74	0.45	0.64	0.31
1969	0.08	0.44	0.63	0.45	0.49	0.29
1970	0.1	0.37	0.53	0.45	0.61	0.27
1971	0.08	0.36	0.41	0.43	0.47	0.24
1972	0.11	0.36	0.59	0.42	0.5	0.34
1973	0.14	0.34	0.69	0.45	0.66	0.37
1974	0.13	0.33	0.41	0.34	0.41	0.2
1975	0.13	0.34	0.43	0.46	0.43	0.3
