# Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4315
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4315.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108l-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit108l-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108l.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit108l.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Arosa GR Arlenwald South
#   Location: Switzerland
#   Northernmost_Latitude: 46.8
#   Southernmost_Latitude: 46.8
#   Easternmost_Longitude: 9.68
#   Westernmost_Longitude: 9.68
#   Elevation_m: 2000
#--------------------
# Data_Collection
#   Collection_Name: SWIT108
#   First_Year: 1785
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  latewood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 223006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	223006_raw	223007_raw	223008_raw	223009_raw	223010_raw	223012_raw
1785	NA	NA	0.19	NA	NA	NA
1786	NA	NA	0.15	NA	NA	NA
1787	NA	NA	0.15	NA	NA	NA
1788	NA	NA	0.2	NA	NA	NA
1789	NA	NA	0.23	NA	0.41	NA
1790	NA	NA	0.19	NA	0.55	NA
1791	NA	NA	0.21	NA	0.52	NA
1792	NA	NA	0.14	NA	0.39	NA
1793	0.34	NA	0.14	NA	0.34	NA
1794	0.35	NA	0.17	NA	0.69	NA
1795	0.51	NA	0.12	NA	0.29	NA
1796	0.43	NA	0.21	0.32	0.37	0.27
1797	0.43	NA	0.2	0.39	0.34	0.3
1798	0.43	NA	0.16	0.44	0.31	0.23
1799	0.39	NA	0.19	0.35	0.31	0.28
1800	0.36	NA	0.14	0.38	0.84	0.38
1801	0.23	NA	0.12	0.27	0.25	0.23
1802	0.31	NA	0.09	0.25	0.25	0.2
1803	0.27	NA	0.14	0.34	0.34	0.19
1804	0.41	NA	0.1	0.35	0.24	0.22
1805	0.29	NA	0.11	0.23	0.19	0.16
1806	0.25	NA	0.13	0.38	0.24	0.16
1807	0.34	NA	0.16	0.55	0.25	0.18
1808	0.29	NA	0.15	0.35	0.19	0.13
1809	0.31	NA	0.18	0.21	0.19	0.14
1810	0.2	NA	0.19	0.17	0.17	0.12
1811	0.18	NA	0.18	0.25	0.22	0.17
1812	0.15	NA	0.16	0.17	0.15	0.16
1813	0.13	NA	0.12	0.16	0.14	0.12
1814	0.16	NA	0.13	0.12	0.13	0.11
1815	0.09	NA	0.11	0.16	0.12	0.12
1816	0.05	NA	0.09	0.1	0.07	0.07
1817	0.05	NA	0.1	0.11	0.12	0.03
1818	0.03	NA	0.1	0.1	0.1	0.01
1819	0.08	NA	0.12	0.15	0.16	0.04
1820	0.13	NA	0.15	0.16	0.22	0.09
1821	0.11	NA	0.11	0.19	0.15	0.08
1822	0.12	NA	0.12	0.14	0.21	0.12
1823	0.15	NA	0.13	0.18	0.23	0.14
1824	0.15	NA	0.17	0.17	0.3	0.12
1825	0.15	NA	0.19	0.17	0.31	0.09
1826	0.14	NA	0.14	0.14	0.26	0.11
1827	0.11	NA	0.14	0.13	0.19	0.06
1828	0.13	NA	0.18	0.2	0.19	0.1
1829	0.08	NA	0.19	0.17	0.21	0.12
1830	0.14	NA	0.21	0.87	0.21	0.12
1831	0.1	NA	0.21	0.56	0.18	0.15
1832	0.11	NA	0.16	0.29	0.16	0.11
1833	0.04	NA	0.13	0.17	0.09	0.1
1834	0.12	NA	0.19	0.17	0.29	0.14
1835	0.08	NA	0.12	0.15	0.23	0.11
1836	0.12	NA	0.13	0.12	0.17	0.1
1837	0.09	NA	0.14	0.18	0.13	0.1
1838	0.08	NA	0.13	0.11	0.07	0.08
1839	0.08	NA	0.19	0.17	0.16	0.13
1840	0.09	NA	0.19	0.19	0.2	0.18
1841	0.09	NA	0.19	0.18	0.13	0.18
1842	0.12	NA	0.18	0.21	0.18	0.18
1843	0.13	NA	0.13	0.17	0.12	0.15
1844	0.06	NA	0.12	0.14	0.09	0.11
1845	0.06	NA	0.11	0.12	0.12	0.12
1846	0.11	NA	0.22	0.19	0.16	0.17
1847	0.1	NA	0.15	0.12	0.17	0.14
1848	0.12	NA	0.14	0.16	0.16	0.19
1849	0.08	NA	0.13	0.14	0.12	0.17
1850	0.07	NA	0.11	0.1	0.09	0.15
1851	0.07	NA	0.11	0.09	0.05	0.13
1852	0.07	NA	0.14	0.14	0.11	0.15
1853	0.08	NA	0.22	0.18	0.13	0.21
1854	0.08	NA	0.29	0.17	0.12	0.16
1855	0.09	NA	0.15	0.16	0.18	0.15
1856	0.11	NA	0.19	0.21	0.1	0.18
1857	0.11	NA	0.17	0.18	0.09	0.19
1858	0.07	0.24	0.12	0.14	0.06	0.11
1859	0.1	0.33	0.15	0.18	0.12	0.17
1860	0.07	0.3	0.08	0.1	0.07	0.12
1861	0.13	0.63	0.2	0.17	0.17	0.18
1862	0.11	0.4	0.15	0.14	0.12	0.14
1863	0.1	0.32	0.18	0.18	0.15	0.14
1864	0.08	0.3	0.17	0.09	0.12	0.1
1865	0.11	0.34	0.17	0.17	0.15	0.16
1866	0.05	0.23	0.11	0.09	0.09	0.13
1867	0.1	0.26	0.23	0.16	0.11	0.16
1868	0.1	0.25	0.14	0.14	0.18	0.15
1869	0.09	0.26	0.14	0.17	0.18	0.15
1870	0.06	0.15	0.11	0.1	0.12	0.06
1871	0.08	0.17	0.16	0.14	0.16	0.1
