# Hartl - Höllengebirge, Salzberg D - FASY - ITRDB AUT125
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37487
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37487.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut125-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut125.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut125.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Salzberg D - FASY - ITRDB AUT125
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Salzberg D
#   Location: Austria
#   Northernmost_Latitude: 47.799
#   Southernmost_Latitude: 47.799
#   Easternmost_Longitude: 13.589
#   Westernmost_Longitude: 13.589
#   Elevation_m: 791
#--------------------
# Data_Collection
#   Collection_Name: AUT125
#   First_Year: 1751
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWSD501C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD501C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD501O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD501O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD502C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD502C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD502O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD502O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD503C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD503C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD503O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD503O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD505C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD505C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD505O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD505O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD506C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD506C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD506O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD506O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD509C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD509C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD509O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD509O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD510C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD510C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD510O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD510O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD511C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD511C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD511O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD511O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD513C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD513C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD513O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD513O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD514C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD514C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD514O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD514O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWSD501C_raw	MWSD501O_raw	MWSD502C_raw	MWSD502O_raw	MWSD503C_raw	MWSD503O_raw	MWSD505C_raw	MWSD505O_raw	MWSD506C_raw	MWSD506O_raw	MWSD509C_raw	MWSD509O_raw	MWSD510C_raw	MWSD510O_raw	MWSD511C_raw	MWSD511O_raw	MWSD513C_raw	MWSD513O_raw	MWSD514C_raw	MWSD514O_raw
1751	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.25	NA
1752	NA	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.6	NA
1753	NA	NA	NA	NA	1.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.26	NA
1754	NA	NA	NA	NA	1.55	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.76	NA
1755	NA	NA	NA	NA	1.02	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA
1756	NA	NA	NA	NA	1.16	0.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.81	NA
1757	NA	NA	NA	NA	1.49	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA
1758	NA	NA	NA	NA	1.21	0.89	1.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA
1759	NA	NA	NA	NA	1.22	0.88	1.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA
1760	NA	NA	NA	NA	1.44	0.99	1.5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24	NA
1761	1.46	NA	NA	NA	1.38	0.88	1.52	1.7	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA
1762	1.37	NA	NA	NA	1.11	0.82	1.34	1.53	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.62	NA
1763	1.11	NA	NA	NA	1.63	1.22	1.62	1.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.49	NA
1764	1.07	NA	NA	NA	1.51	1.15	1.98	2.1	NA	2.21	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA
1765	1.07	NA	NA	NA	1.19	0.78	1.44	1.52	NA	1.33	NA	NA	NA	NA	NA	NA	NA	NA	0.9	NA
1766	1.17	NA	NA	NA	1.13	0.82	1.66	1.69	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA	0.96	NA
1767	1.24	NA	NA	NA	1.2	0.97	1.5	1.68	NA	1.49	NA	NA	NA	NA	1.13	NA	NA	NA	1.1	NA
1768	1.08	NA	NA	NA	1.13	0.88	1.1	1.3	NA	0.91	NA	NA	NA	NA	0.98	NA	NA	NA	0.93	NA
1769	0.98	NA	NA	NA	1.32	0.85	1.2	1.2	NA	0.6	NA	NA	NA	NA	0.95	NA	NA	NA	0.55	NA
1770	1.03	NA	NA	NA	1.12	0.73	1.09	1.06	1.96	0.99	NA	NA	NA	NA	0.72	NA	1.16	NA	0.86	NA
1771	0.66	NA	NA	NA	0.93	0.63	0.69	0.58	1.63	0.68	NA	NA	NA	NA	0.56	NA	1	NA	0.72	NA
1772	0.66	NA	NA	NA	1.21	0.71	1.28	1.07	2.29	0.96	NA	NA	NA	NA	0.63	NA	1.17	NA	0.87	NA
1773	0.56	NA	NA	NA	1.28	0.66	1.15	1.03	2.24	0.8	NA	NA	NA	NA	0.56	NA	0.83	NA	1.07	NA
1774	0.7	0.87	NA	NA	1.34	0.82	1.38	1.07	2.99	1.1	NA	NA	NA	NA	0.53	NA	1	NA	1	NA
1775	0.67	1.08	NA	NA	1.69	1.12	1.71	1.67	3.28	1.5	NA	NA	NA	NA	0.7	NA	0.96	0.89	1.14	NA
1776	0.67	1.08	NA	NA	1.37	1.07	2.01	1.66	3.3	1.35	NA	NA	NA	NA	0.66	NA	1.02	0.9	0.99	1.13
1777	0.76	1.24	NA	NA	1.18	0.68	1.72	1.66	3.01	2.05	NA	NA	NA	NA	0.63	NA	0.84	0.69	0.86	1.03
1778	0.88	0.88	NA	NA	1.17	0.87	1.62	1.44	2.11	1.83	NA	NA	NA	NA	0.6	NA	1.07	0.9	0.72	1.12
1779	0.38	0.43	NA	NA	0.73	0.54	0.86	1.01	1.36	1.29	NA	NA	NA	NA	0.23	NA	0.63	0.56	0.51	0.68
1780	0.7	0.75	NA	NA	1.06	0.93	1.17	1.58	2.45	1.85	NA	NA	NA	NA	0.53	NA	1.14	0.94	1.09	1.48
1781	0.31	0.4	NA	NA	0.74	0.66	0.86	1.18	3.17	1.77	NA	NA	NA	NA	0.4	NA	0.66	0.52	0.86	0.9
1782	0.47	0.61	NA	NA	0.77	0.81	0.65	1.16	2.43	1.65	NA	NA	NA	NA	0.37	NA	0.74	0.69	0.88	0.9
1783	0.65	0.87	NA	NA	1.14	1	0.95	1.36	2.38	1.53	NA	NA	NA	NA	0.56	NA	1.31	1.11	1.17	1.23
1784	1.02	1.24	NA	NA	1.04	0.92	0.68	0.94	3.05	1.85	NA	NA	NA	NA	0.75	NA	1.04	0.98	0.94	1.29
1785	0.95	1.07	NA	NA	1.12	1	0.76	1.11	3.17	1.76	NA	NA	NA	NA	0.82	NA	0.99	0.89	0.95	0.97
1786	0.59	0.79	NA	NA	0.65	0.72	0.54	0.79	2.68	1.3	NA	NA	NA	NA	0.85	NA	1.05	1.04	0.95	1.13
1787	0.69	0.85	NA	NA	0.93	0.84	0.8	1.02	3.45	1.88	NA	NA	NA	NA	0.64	NA	1.14	1.19	1	1.22
1788	0.51	0.47	NA	NA	0.62	0.54	0.71	0.8	2.24	1.29	NA	NA	NA	NA	0.61	0.52	0.98	0.93	0.67	0.99
1789	0.21	0.16	NA	NA	0.39	0.33	0.47	0.43	2.19	0.87	NA	NA	NA	NA	0.47	0.37	0.73	0.64	0.65	0.79
1790	0.16	0.15	NA	NA	0.46	0.37	0.45	0.53	2.26	0.86	NA	NA	NA	NA	0.46	0.33	0.65	0.69	0.64	0.77
1791	0.34	0.19	NA	NA	0.62	0.43	0.86	0.64	2.71	0.93	NA	NA	NA	NA	0.48	0.48	0.75	0.82	0.52	0.7
1792	0.35	0.33	NA	NA	0.72	0.77	0.89	0.86	2.19	0.97	NA	NA	NA	NA	0.89	0.67	0.88	0.89	0.74	0.89
1793	0.4	0.36	NA	NA	0.71	0.78	0.87	0.75	1.79	0.91	NA	NA	NA	NA	0.65	0.55	0.94	0.95	0.84	0.87
1794	0.37	0.28	NA	NA	0.91	0.93	1.14	0.61	1.32	0.54	NA	NA	NA	NA	0.74	0.57	0.81	0.84	0.86	0.73
1795	0.39	0.4	0.39	NA	0.77	0.96	1.07	0.65	1.28	0.81	NA	NA	NA	NA	0.83	0.65	0.92	0.87	0.88	0.76
1796	0.6	0.93	0.65	NA	1.02	1.15	1.48	1.04	2.87	1.69	NA	NA	NA	NA	1.03	1.07	1.17	1.18	1.21	1.1
1797	0.4	0.51	0.4	NA	0.86	0.97	1.29	0.72	3.15	1.43	NA	NA	NA	NA	0.86	0.89	1.09	1.03	1.14	0.71
1798	0.5	0.49	0.48	NA	0.8	0.72	1.28	0.75	2.94	1.52	NA	NA	NA	NA	0.82	0.98	1.08	1.04	0.92	0.74
1799	0.64	0.6	0.56	NA	1	0.84	1.57	1.04	3.17	1.59	NA	NA	NA	NA	0.54	0.82	1.11	0.9	0.85	0.6
1800	0.34	0.42	0.43	NA	0.56	0.63	1.31	0.75	2.39	1.15	NA	NA	NA	NA	0.44	0.68	0.78	0.65	0.76	0.44
1801	0.16	0.3	0.35	NA	0.54	0.51	1.07	0.61	1.59	0.97	NA	NA	NA	NA	0.56	0.62	0.53	0.51	0.59	0.45
1802	0.39	0.44	0.37	NA	0.69	0.75	1.3	0.78	1.6	1	NA	NA	NA	NA	0.55	0.83	0.44	0.59	0.88	0.53
1803	0.38	0.52	0.44	NA	0.56	0.79	1.18	0.92	0.91	0.64	NA	NA	NA	NA	0.78	0.91	0.61	0.72	1	0.74
1804	0.5	0.75	0.62	NA	0.82	1	1.42	1.07	1.49	0.86	NA	NA	NA	NA	1.18	1.37	0.91	0.92	1.23	1.2
