# Schneider - Berlin Volkspark Hasenheide den15 - QURO - ITRDB DEU315
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/36429
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-36429.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu315-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; deu315-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu315.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu315.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2022-05-11
#--------------------
# File_Last_Modified_Date
#   Date: 2022-05-11
#--------------------
# Title
#   Study_Name: Schneider - Berlin Volkspark Hasenheide den15 - QURO - ITRDB DEU315
#--------------------
# Investigators
#   Investigators: Schneider, C.(https://orcid.org/0000-0002-9914-3217); Neuwirth, B.(https://orcid.org/0000-0001-7473-462X); Schneider, S.(https://orcid.org/0000-0003-3761-2054); Balanzategui, D.(https://orcid.org/0000-0002-1153-8637); Elsholz, S.; Fenner, D.(https://orcid.org/0000-0003-0967-8697); Meier, F.(https://orcid.org/0000-0003-0399-2757); Heinrich, I.(https://orcid.org/0000-0001-5800-6999)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2022-05-31.
#--------------------
# Publication
#   Authors: Schneider, Christoph, Burkhard Neuwirth, Sebastian Schneider, Daniel Balanzategui, Stefanie Elsholz, Daniel Fenner, Fred Meier, Ingo Heinrich
#   Journal_Name: Urban Ecosystems
#   Published_Title: Using the dendro‑climatological signal of urban trees as a measure of urbanization and urban heat island
#   Published_Date_or_Year: 2022
#   Volume: 25
#   Pages: 849–865
#   Issue: 
#   Report_Number: 
#   DOI: 10.1007/s11252-021-01196-2
#   Full_Citation: None
#   Abstract: Using dendroclimatological techniques this study investigates whether inner city tree-ring width (TRW) chronologies from eight tree species (ash, beech, fir, larch, lime, sessile and pedunculate oak, and pine) are suitable to examine the urban heat island of Berlin, Germany. Climate-growth relationships were analyzed for 18 sites along a gradient of increasing urbanization covering Berlin and surrounding rural areas. As a proxy for defining urban heat island intensities at each site, we applied urbanization parameters such as building fraction, impervious surfaces, and green areas. The response of TRW to monthly and seasonal air temperature, precipitation, aridity, and daily air-temperature ranges were used to identify climate-growth relationships. Trees from urban sites were found to be more sensitive to climate compared to trees in the surrounding hinterland. Ring width of the deciduous species, especially ash, beech, and oak, showed a high sensitivity to summer heat and drought at urban locations (summer signal), whereas conifer species were found suitable for the analysis of the urban heat island in late winter and early spring (winter signal). The summer and winter signals were strongest in tree-ring chronologies when the urban heat island intensities were based on an area of about 200 m to 3000 m centered over the tree locations, and thus reflect the urban climate at the scale of city quarters. For the summer signal, the sensitivity of deciduous tree species to climate increased with urbanity. These results indicate that urban trees can be used for climate response analyses and open new pathways to trace the evolution of urban climate change and more specifically the urban heat island, both in time and space.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Berlin Volkspark Hasenheide den15
#   Location: Germany
#   Northernmost_Latitude: 52.485278
#   Southernmost_Latitude: 52.485278
#   Easternmost_Longitude: 13.418333
#   Westernmost_Longitude: 13.418333
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: DEU315
#   First_Year: 1791
#   Last_Year: 2017
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## den1501m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1501m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1502m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1502m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1503m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1503m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1504m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1504m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1505m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1505m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1506m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1506m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1507m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1507m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1508m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1508m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1509m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1509m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1510m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1510m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1511m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1511m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## den1512m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: den1512m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	den1501m_raw	den1502m_raw	den1503m_raw	den1504m_raw	den1505m_raw	den1506m_raw	den1507m_raw	den1508m_raw	den1509m_raw	den1510m_raw	den1511m_raw	den1512m_raw
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.17
1792	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.52
1793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.56
1794	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.68
1795	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.05
1796	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.24
1797	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.66
1798	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.58
1799	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88
1800	NA	NA	NA	NA	NA	NA	NA	2.57	NA	NA	NA	2.2
1801	NA	NA	NA	NA	NA	NA	NA	3.4	NA	NA	NA	3.21
1802	NA	NA	NA	NA	NA	NA	NA	2.27	NA	NA	NA	2.88
1803	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	2.18
1804	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	1.62
1805	NA	NA	NA	NA	NA	NA	NA	1.51	NA	NA	NA	1.76
1806	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	1.88
1807	NA	NA	NA	NA	NA	NA	NA	2.06	NA	NA	NA	2.5
1808	NA	NA	NA	NA	NA	2.95	NA	1.59	NA	NA	NA	2.1
1809	NA	NA	NA	NA	NA	2.66	NA	1.2	NA	NA	NA	2.38
1810	NA	NA	NA	NA	NA	3.59	NA	1.38	NA	NA	NA	1.93
1811	NA	NA	NA	NA	NA	3.9	NA	2.42	NA	NA	NA	2.06
1812	NA	NA	NA	NA	NA	3.31	NA	1.74	NA	NA	NA	2.04
1813	NA	NA	NA	NA	NA	2.36	NA	1.49	NA	NA	NA	1.92
1814	NA	NA	NA	NA	NA	2.76	NA	1.71	NA	NA	NA	1.83
1815	NA	NA	NA	NA	NA	2.61	NA	2.15	NA	NA	NA	1.84
1816	NA	NA	NA	NA	NA	2.69	NA	5.79	NA	NA	NA	2.44
1817	NA	NA	NA	NA	NA	3.62	NA	3.44	NA	NA	NA	2.18
1818	NA	NA	NA	NA	NA	3.56	NA	2.31	NA	NA	NA	1.76
1819	NA	NA	NA	NA	NA	2.48	NA	1.73	NA	NA	NA	1.62
1820	NA	NA	NA	NA	NA	1.21	NA	1.28	NA	NA	NA	1.38
1821	NA	NA	NA	NA	NA	1.08	NA	1.08	NA	NA	NA	1.26
1822	NA	NA	NA	NA	NA	1.21	NA	1.02	NA	NA	NA	1.15
1823	NA	NA	NA	NA	NA	1.84	NA	0.77	NA	NA	NA	1.32
1824	NA	NA	NA	NA	NA	0.77	NA	0.93	NA	NA	NA	0.98
1825	NA	NA	NA	NA	NA	2.53	NA	1.46	NA	NA	NA	1.68
1826	NA	NA	NA	NA	NA	2.26	NA	1.46	NA	NA	NA	1.7
1827	NA	NA	NA	NA	NA	1.94	NA	1.48	NA	NA	NA	1.69
1828	NA	NA	NA	NA	NA	2.15	NA	1.63	NA	NA	NA	2
1829	NA	NA	NA	NA	NA	3.01	5.22	1.7	NA	NA	NA	2.1
1830	NA	NA	NA	NA	NA	3.77	4.68	1.88	NA	NA	NA	2.6
1831	NA	NA	NA	NA	NA	2.46	3.92	1.54	NA	NA	NA	2.06
1832	NA	NA	NA	NA	NA	2.63	1.57	1.04	NA	NA	NA	1.4
1833	NA	NA	NA	NA	NA	4.22	3.15	1.49	NA	NA	NA	1.46
1834	NA	NA	NA	NA	NA	5.31	4.13	2.17	NA	NA	NA	1.68
1835	NA	NA	NA	NA	NA	4.82	3.71	2.45	NA	NA	NA	1.5
1836	NA	NA	NA	NA	NA	3.66	2.54	1.87	NA	NA	NA	1.17
1837	NA	NA	NA	NA	NA	3.4	3.01	2.36	NA	NA	NA	1.26
1838	NA	NA	NA	NA	NA	3.02	3.8	2.03	NA	NA	NA	1.16
1839	NA	NA	NA	NA	NA	2.55	2.39	1.68	NA	NA	NA	1.18
1840	NA	NA	NA	NA	NA	1.98	1.82	1.33	NA	NA	NA	0.78
1841	NA	NA	NA	NA	NA	2.28	2.83	1.2	NA	NA	NA	0.79
1842	NA	NA	NA	NA	NA	2.6	2.22	1.37	3.87	NA	NA	0.97
1843	NA	NA	NA	NA	NA	2.42	2.51	1.73	4.16	NA	NA	1.16
1844	NA	NA	NA	NA	NA	1.88	2.28	1.64	3.2	NA	NA	1.06
1845	NA	NA	NA	NA	NA	1.9	2.58	1.24	4.42	NA	NA	1.16
1846	NA	NA	NA	NA	NA	2.04	2.09	1.59	4.06	NA	NA	1.26
1847	NA	NA	NA	NA	NA	1.82	2.36	1.14	3.26	NA	NA	1.11
1848	NA	NA	NA	NA	NA	1.04	1.82	1.06	2.04	NA	NA	0.97
1849	NA	NA	NA	NA	NA	1.06	2.14	1.04	2.53	NA	NA	1.04
1850	NA	NA	NA	NA	NA	1.86	2.15	1.11	3.18	NA	NA	1
1851	NA	1	NA	NA	NA	1.88	2.07	1.23	2.74	NA	NA	1.2
1852	NA	0.66	NA	NA	NA	1.71	2.38	1.07	2.69	NA	NA	1.17
1853	NA	1.12	NA	NA	NA	1.97	3.04	1.4	3.64	NA	NA	2.8
1854	NA	0.85	NA	NA	NA	0.97	1.77	1.02	2.44	NA	NA	1.61
1855	NA	0.7	NA	NA	NA	1.17	2.18	1.3	2.4	NA	NA	1.94
1856	NA	0.74	NA	NA	NA	0.88	1.34	1.11	2.14	NA	NA	1.2
1857	NA	0.71	NA	NA	NA	0.94	1.2	0.82	1.47	NA	NA	0.89
1858	NA	0.71	NA	NA	NA	0.96	2.04	1.1	2.81	NA	NA	0.74
1859	NA	0.79	NA	NA	NA	1.16	1.64	1.21	2.04	NA	NA	1.22
1860	NA	0.64	NA	NA	NA	1.2	1.74	1.18	1.32	NA	NA	1.03
1861	NA	0.77	NA	NA	NA	1.15	2.14	1.18	2.2	NA	NA	1.38
1862	NA	0.86	NA	NA	NA	1.7	1.58	1.32	2.04	NA	NA	1.26
1863	NA	1.04	NA	NA	NA	1.38	1.58	1.1	1.35	NA	NA	1.22
1864	NA	1.24	NA	NA	NA	1.1	1.46	1.19	1.72	NA	NA	1.22
1865	NA	0.64	NA	NA	NA	0.98	1.02	0.82	1.24	NA	NA	0.93
1866	NA	0.71	NA	NA	NA	0.8	1.14	1.16	1.06	NA	NA	1.04
1867	NA	0.84	NA	NA	NA	1.34	1.87	1.56	2.6	NA	NA	1.34
1868	NA	0.75	NA	NA	NA	1.1	1.6	1.2	2.6	NA	NA	1.18
1869	NA	0.93	NA	NA	NA	1.17	1.64	0.98	1.69	NA	NA	1.02
1870	NA	1.2	NA	NA	NA	1.34	1.68	1.3	1.76	NA	NA	1.2
1871	NA	1.93	NA	NA	NA	1.18	1.76	1.63	1.61	NA	NA	1.52
1872	NA	1.63	NA	NA	NA	1.09	1.28	1.16	0.73	NA	NA	1.04
1873	NA	1.1	NA	NA	NA	1.18	1.54	1.32	0.55	NA	NA	0.86
1874	NA	1.19	NA	NA	NA	0.5	0.8	0.96	0.92	NA	NA	0.45
1875	NA	1.06	NA	NA	NA	0.62	0.94	0.9	0.7	NA	NA	0.68
1876	NA	1.33	NA	NA	NA	0.58	0.98	1.02	1.04	NA	NA	0.58
