# Hartl - Höllengebirge, Salzberg D - PCAB - ITRDB AUT123
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37485
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37485.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut123-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/aut123.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/aut123.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Höllengebirge, Salzberg D - PCAB - ITRDB AUT123
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, C; C Zang; C Dittmar; J Esper; A Göttlein; A Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Vulnerability of Norway spruce to climate change in mountain forests of the European Alps
#   Journal_Name: Clim. Res.
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.3354/cr01226
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Höllengebirge, Salzberg D
#   Location: Austria
#   Northernmost_Latitude: 47.799
#   Southernmost_Latitude: 47.799
#   Easternmost_Longitude: 13.589
#   Westernmost_Longitude: 13.589
#   Elevation_m: 791
#--------------------
# Data_Collection
#   Collection_Name: AUT123
#   First_Year: 1766
#   Last_Year: 2010
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## MWSD101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD101C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD101O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD101O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD102C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD102O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD102O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD103C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD103C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD103O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD103O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD105C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD105C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD105O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD105O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD106C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD106C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD106O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD106O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD108C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD108C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD108O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD108O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD109C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD109C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD109O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD109O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD110C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD110C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD110O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD110O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD111C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD111C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD111O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD111O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD114C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD114C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## MWSD114O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: MWSD114O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	MWSD101C_raw	MWSD101O_raw	MWSD102C_raw	MWSD102O_raw	MWSD103C_raw	MWSD103O_raw	MWSD105C_raw	MWSD105O_raw	MWSD106C_raw	MWSD106O_raw	MWSD108C_raw	MWSD108O_raw	MWSD109C_raw	MWSD109O_raw	MWSD110C_raw	MWSD110O_raw	MWSD111C_raw	MWSD111O_raw	MWSD114C_raw	MWSD114O_raw
1766	NA	NA	1.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	1.2	1.12	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.61	NA	NA	NA
1770	NA	1	0.94	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA	3.12	NA	NA	NA
1771	NA	1	0.65	NA	NA	NA	NA	NA	NA	1.31	NA	NA	NA	NA	NA	NA	2.6	2.48	NA	NA
1772	NA	1.17	0.7	NA	NA	NA	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	2.67	2.55	4.67	NA
1773	NA	1.28	0.57	NA	NA	NA	NA	NA	NA	1.62	NA	NA	NA	NA	NA	NA	2.3	2.1	4.3	NA
1774	NA	1.73	0.79	NA	NA	NA	NA	NA	NA	1.68	NA	NA	NA	NA	NA	NA	2.06	2.22	5.06	NA
1775	NA	1.64	0.9	NA	NA	NA	NA	NA	NA	1.34	NA	NA	NA	NA	NA	NA	2.37	2.57	4.52	NA
1776	NA	1.69	0.8	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	2.04	2.12	4.48	NA
1777	NA	1.53	1.11	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	2.1	2.4	4.1	NA
1778	NA	1.34	0.74	NA	NA	NA	NA	2.15	NA	1.14	NA	NA	NA	NA	NA	NA	1.68	1.89	3.69	2.84
1779	NA	1.38	0.47	NA	NA	NA	NA	1.52	NA	0.97	NA	NA	NA	NA	NA	NA	1.2	1.15	2.6	2.15
1780	NA	1.38	1.13	NA	NA	NA	NA	2.54	NA	1.04	NA	NA	NA	NA	NA	NA	1.46	1.44	3.9	3.95
1781	NA	1	0.63	NA	NA	NA	NA	1.36	NA	1.02	NA	NA	NA	NA	NA	NA	1.54	1.4	3.47	2.65
1782	NA	1.45	0.72	NA	NA	NA	NA	1.05	NA	0.87	NA	NA	NA	NA	NA	NA	1.28	1.11	2.91	2.13
1783	NA	1.45	0.8	NA	NA	NA	NA	0.93	1.27	1.07	NA	NA	NA	NA	NA	NA	1.6	1.44	2.61	2.41
1784	NA	1.27	0.67	NA	NA	NA	NA	0.87	0.89	0.77	NA	NA	NA	NA	NA	NA	1.28	1.09	2.08	2.36
1785	NA	0.98	0.61	NA	NA	NA	NA	1.58	0.89	0.99	NA	NA	NA	NA	NA	NA	1.47	1.33	2.2	2.04
1786	NA	0.77	0.67	NA	NA	NA	NA	1.47	0.81	0.92	NA	NA	NA	NA	NA	NA	1.22	1.17	2.2	1.85
1787	NA	0.78	0.51	NA	NA	NA	NA	1.3	0.89	0.94	NA	NA	NA	NA	NA	NA	1.05	1.21	1.89	2.22
1788	NA	0.81	0.5	NA	NA	NA	NA	1.78	0.88	0.79	NA	NA	NA	NA	NA	NA	1.06	1.08	1.81	1.59
1789	NA	0.66	0.3	NA	NA	NA	NA	1.06	0.8	0.88	NA	NA	NA	NA	NA	NA	0.82	0.74	1.42	1.33
1790	NA	1.03	0.36	NA	NA	NA	NA	1.04	0.73	0.67	NA	NA	NA	0.14	NA	NA	0.86	0.65	1.41	1.25
1791	NA	0.43	0.26	NA	NA	NA	NA	1.05	0.9	0.76	NA	NA	NA	0.09	NA	NA	0.78	0.6	1.34	1.43
1792	NA	0.46	0.41	NA	NA	NA	NA	1.28	0.67	0.63	NA	NA	NA	0.08	NA	NA	0.77	0.64	1.62	1.59
1793	NA	0.35	0.23	NA	NA	NA	NA	1.12	0.58	0.64	NA	NA	NA	0.17	NA	NA	0.66	0.71	1.19	1.11
1794	NA	0.23	0.28	NA	NA	NA	NA	0.94	0.55	0.6	NA	NA	NA	0.09	NA	NA	0.52	0.51	0.91	0.83
1795	NA	0.15	0.27	NA	NA	NA	0.65	0.88	0.67	0.66	NA	NA	NA	0.18	NA	NA	0.58	0.28	0.72	0.92
1796	NA	0.25	0.16	NA	NA	NA	0.62	1	0.53	0.65	NA	NA	NA	0.08	NA	NA	0.67	0.37	0.97	0.99
1797	NA	0.45	0.15	NA	NA	NA	0.55	1.02	0.62	0.74	NA	NA	NA	0.11	NA	NA	0.69	0.37	0.75	0.78
1798	NA	0.52	0.24	NA	NA	NA	0.78	1.2	0.76	0.8	NA	NA	NA	0.22	NA	NA	0.94	0.61	0.94	0.99
1799	NA	0.36	0.23	NA	NA	NA	0.7	0.97	0.72	0.73	NA	NA	NA	0.46	NA	NA	1.03	0.71	0.86	0.78
1800	NA	0.34	0.13	NA	NA	NA	0.63	0.82	0.52	0.57	NA	NA	NA	0.31	NA	NA	0.77	0.57	0.7	0.67
1801	NA	0.45	0.2	NA	NA	NA	0.73	0.74	0.55	0.54	NA	NA	NA	0.28	NA	NA	0.76	0.63	0.68	0.77
1802	NA	0.57	0.25	NA	NA	NA	1.03	1.01	0.6	0.79	NA	NA	NA	0.32	NA	NA	0.84	0.69	0.81	0.92
1803	NA	0.61	0.18	NA	NA	NA	0.55	1.34	0.54	0.55	NA	NA	NA	0.15	NA	NA	0.65	0.85	0.53	0.51
1804	NA	0.66	0.29	NA	NA	NA	1.04	1.55	0.54	0.68	NA	NA	NA	0.32	NA	NA	0.78	0.88	0.72	0.7
1805	NA	0.51	0.36	NA	NA	NA	1.11	1.4	0.57	0.95	NA	NA	NA	0.41	NA	NA	1	0.96	0.77	0.91
1806	NA	0.95	0.31	NA	NA	NA	0.97	1.3	0.52	0.77	NA	NA	NA	0.36	NA	NA	1.01	0.88	0.77	0.86
1807	NA	0.46	0.37	NA	NA	NA	1.32	1.08	0.54	0.75	NA	NA	NA	0.36	NA	NA	0.96	0.88	1	1.02
1808	NA	0.49	0.4	NA	NA	NA	0.82	0.73	0.5	0.46	NA	NA	0.32	0.21	NA	NA	0.6	0.58	0.76	0.73
1809	NA	0.45	0.38	NA	1.02	NA	1.16	0.81	0.47	0.62	NA	NA	0.41	0.24	NA	NA	0.62	0.58	1.06	0.98
1810	NA	0.63	0.29	NA	1.05	NA	1.06	1.18	0.48	0.6	NA	NA	0.41	0.28	NA	NA	0.65	0.52	1.12	0.95
1811	NA	0.26	0.26	NA	0.62	NA	0.85	0.59	0.44	0.41	NA	NA	0.21	0.29	NA	NA	0.53	0.4	0.76	0.6
1812	NA	0.38	0.24	NA	0.92	NA	0.68	0.61	0.48	0.52	NA	NA	0.37	0.2	NA	NA	0.53	0.44	0.97	0.9
1813	NA	0.45	0.29	NA	1	1.08	0.72	0.62	0.5	0.54	NA	NA	0.35	0.28	NA	NA	0.54	0.35	0.85	0.74
1814	0.38	0.27	0.35	NA	0.92	1	0.62	0.64	0.6	0.67	NA	NA	0.58	0.39	0.68	NA	0.58	0.41	0.98	0.91
1815	0.42	0.38	0.37	NA	0.78	0.83	0.77	0.73	0.54	0.52	NA	NA	0.53	0.51	0.75	NA	0.55	0.42	1.01	0.84
1816	0.28	0.21	0.39	NA	0.85	0.9	0.69	0.92	0.56	0.63	NA	NA	0.54	0.59	0.75	NA	0.64	0.47	1.1	0.96
1817	0.39	0.36	0.51	NA	0.85	0.85	0.72	1.04	0.66	0.86	NA	NA	0.56	0.47	0.95	NA	0.69	0.5	1.14	1.08
1818	0.27	0.32	0.46	NA	0.69	0.74	0.87	0.83	0.57	0.83	NA	NA	0.64	0.61	0.8	NA	0.7	0.4	1.04	1
1819	0.31	0.38	0.53	NA	0.66	0.66	0.78	0.79	0.55	0.66	NA	NA	0.54	0.55	0.7	NA	0.69	0.39	0.87	0.87
1820	0.22	0.23	0.45	NA	0.55	0.65	0.45	0.62	0.55	0.52	NA	NA	0.46	0.36	0.49	NA	0.5	0.28	0.96	0.88
1821	0.27	0.29	0.53	NA	0.73	0.8	0.65	0.75	0.57	0.58	NA	NA	0.47	0.56	0.58	NA	0.38	0.28	0.95	0.78
1822	0.56	0.54	0.5	NA	0.68	0.68	0.6	0.58	0.49	0.53	NA	NA	0.6	0.55	0.61	NA	0.36	0.29	0.79	0.67
1823	0.32	0.25	0.43	NA	0.6	0.58	0.24	0.22	0.61	0.53	NA	NA	0.59	0.49	0.43	NA	0.39	0.29	0.58	0.54
1824	0.25	0.19	0.35	NA	0.76	0.46	0.23	0.22	0.53	0.42	NA	NA	0.61	0.48	0.44	NA	0.48	0.28	0.54	0.47
1825	0.47	0.41	0.33	NA	0.53	0.54	0.19	0.26	0.44	0.49	NA	NA	0.51	0.41	0.38	NA	0.4	0.24	0.6	0.53
1826	0.39	0.34	0.35	NA	0.39	0.46	0.13	0.16	0.35	0.37	NA	NA	0.63	0.58	0.32	NA	0.38	0.15	0.39	0.44
1827	0.57	0.59	0.47	NA	0.47	0.53	0.25	0.36	0.53	0.45	NA	NA	0.65	0.5	0.34	NA	0.47	0.18	0.46	0.56
1828	0.57	0.6	0.51	NA	0.6	0.69	0.23	0.48	0.62	0.67	NA	NA	0.57	0.64	0.48	NA	0.56	0.2	0.55	0.53
1829	0.66	0.57	0.57	NA	0.5	0.52	0.35	0.82	0.73	0.7	NA	NA	0.6	0.66	0.55	NA	0.58	0.27	0.62	0.47
1830	0.36	0.37	0.37	NA	0.48	0.46	0.23	0.32	0.42	0.4	NA	NA	0.35	0.35	0.33	NA	0.32	0.19	0.43	0.24
1831	0.43	0.33	0.49	NA	0.45	0.44	0.17	0.27	0.46	0.46	NA	NA	0.56	0.37	0.48	NA	0.46	0.19	0.41	0.27
1832	0.44	0.36	0.38	NA	0.49	0.39	0.31	0.44	0.42	0.5	NA	NA	0.6	0.52	0.63	NA	0.54	0.31	0.47	0.38
1833	0.68	0.55	0.6	NA	0.66	0.59	0.38	0.61	0.72	0.57	1.92	NA	0.53	0.66	0.68	NA	0.58	0.31	0.55	0.44
1834	0.37	0.46	0.36	NA	0.39	0.41	0.31	0.31	0.6	0.5	1.28	NA	0.4	0.35	0.41	NA	0.43	0.17	0.37	0.32
1835	0.14	0.22	0.34	NA	0.33	0.31	0.21	0.18	0.46	0.47	1.02	NA	0.29	0.27	0.28	NA	0.28	0.16	0.34	0.26
