# Kairaitis - Naukaimis - QURO - ITRDB LITH038
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/22301
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-22301.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith038-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith038-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith038.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith038.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2017-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2017-02-17
#--------------------
# Title
#   Study_Name: Kairaitis - Naukaimis - QURO - ITRDB LITH038
#--------------------
# Investigators
#   Investigators: Kairaitis, J.; Sohar, K.; Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Kristina Sohar, Adomas Vitas, Alar Läänelaid
#   Journal_Name: Dendrochronologia
#   Published_Title: Sapwood estimates of pedunculate oak (Quercus robur L.) in eastern Baltic
#   Published_Date_or_Year: 2012
#   Volume: 30
#   Pages: 49-56
#   Issue: 1
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2011.08.001
#   Full_Citation: None
#   Abstract: Pedunculate oak (Quercus robur L.) is one of the widely used and dendrochronologically investigated species in Europe. Still, it is a problematical dating object if its outermost section is missing partly or totally. Thus, we need sapwood estimation of living trees. As sapwood amount varies geographically, numbers of sapwood rings have been published for different regions in Europe but no such estimation has been done for the Baltic States yet. Therefore, this paper deals with the estimation of pedunculate oak sapwood growing in the eastern Baltic region, i.e. in Finland, Estonia, Latvia, and Lithuania.# # In total, 668 oak core samples of living trees from 43 stands were investigated. Ring widths were measured and the number of sapwood rings was determined according to two criteria: difference of colour and absence of tyloses in earlywood vessels. The samples were divided into two sets, according to the tH-values between site chronologies and the major geobotanical sub-provinces. Thus, the nine Finnish and western Estonian sites were attributed to the western region and the 34 eastern Estonian, Latvian and Lithuanian sites to the eastern region.# # As the result of a statistical analysis, we explain that the number of oak sapwood rings ranges from 4.09 to 20.85 and 6.45 to 18.02 within 95% confidence limits in the western and eastern regions, respectively. For the three Baltic countries and southern Finland in general, we recommend to consider a sapwood estimate of 6.18-18.71 rings. Regarding earlier studies, the general European trend of decreasing sapwood ring number towards the east was confirmed. A geographical pattern of eastward decrease of the median sapwood ring number was noticed in the Baltics as well. The chronology based upon 668 samples of living oak trees from all sites covered the period of 1631-2008.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Naukaimis
#   Location: Lithuania
#   Northernmost_Latitude: 55.09
#   Southernmost_Latitude: 55.09
#   Easternmost_Longitude: 22.95
#   Westernmost_Longitude: 22.95
#   Elevation_m: 32
#--------------------
# Data_Collection
#   Collection_Name: LITH038
#   First_Year: 1841
#   Last_Year: 1971
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NAUKAI02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NAUKAI27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NAUKAI27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NAUKAI02_raw	NAUKAI04_raw	NAUKAI05_raw	NAUKAI07_raw	NAUKAI08_raw	NAUKAI09_raw	NAUKAI12_raw	NAUKAI13_raw	NAUKAI18_raw	NAUKAI20_raw	NAUKAI21_raw	NAUKAI24_raw	NAUKAI25_raw	NAUKAI26_raw	NAUKAI27_raw
1841	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.69	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.65	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.02	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.23	4.5	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	1.45	NA	NA	NA	2.41	3.49	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA	3.5	3.16	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	0.91	NA	NA	NA	1.69	1.5	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1.64	1.06	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	2.61	1.21	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	2.25	1.26	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA	2.34	1.05	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	1.33	NA	NA	NA	1.88	0.77	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	2.37	0.66	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	1.81	NA	NA	NA	2.76	0.85	NA	NA
1855	NA	NA	NA	NA	NA	NA	0.85	1.7	5.12	NA	NA	2.17	0.8	NA	NA
1856	NA	NA	NA	NA	NA	NA	0.82	1.07	4.06	NA	NA	1.52	0.61	NA	NA
1857	NA	NA	NA	NA	NA	NA	0.83	1.03	3.09	NA	NA	1.46	0.75	NA	NA
1858	NA	NA	NA	NA	0.91	NA	0.63	1.03	1.76	NA	NA	0.94	0.58	NA	NA
1859	NA	NA	NA	NA	0.87	NA	0.91	1.2	1.55	NA	NA	1.29	0.57	NA	NA
1860	NA	NA	NA	NA	1.07	NA	1.14	1.29	1.74	NA	NA	1.44	0.89	NA	NA
1861	NA	4.67	NA	NA	1.55	NA	1.3	1.93	2.4	NA	NA	2.11	0.95	NA	NA
1862	NA	5.52	NA	NA	1.38	NA	1.24	1.91	2.34	NA	NA	1.52	1.95	NA	NA
1863	NA	4.64	NA	NA	1.55	NA	1.02	1.66	2.28	2.13	NA	1.66	2.19	NA	NA
1864	NA	4.57	NA	NA	2.27	4.14	1.07	1.91	2.68	2.38	2.95	1.56	1.69	NA	NA
1865	NA	3.27	1.3	NA	1.91	4.23	0.97	2.48	1.96	1.94	2.19	1.32	2.07	NA	NA
1866	NA	3.35	1.05	NA	1.87	4.31	0.86	2.08	2.09	1.72	2.09	1.24	1.32	NA	NA
1867	NA	4.27	1.17	NA	2.56	4.69	1.5	2.48	2.11	2.67	2.47	1.36	2.62	NA	NA
1868	1.57	4.55	1.16	3.23	2.29	3.34	1.07	2.32	1.8	1.98	2.11	1.51	2.57	NA	NA
1869	1.31	4.1	1.59	4.24	2.31	3.3	1.53	2.77	2.17	2.49	2.1	1.44	2.17	NA	NA
1870	1.02	2.58	1.03	2.94	1.39	3.3	0.85	1.74	1.6	1.52	1.21	1.05	2.15	NA	NA
1871	0.86	3.99	0.82	2.91	1.67	2.18	0.87	1.68	1.45	1.3	1.04	0.9	2.45	2.15	NA
1872	0.58	2.52	0.63	2.47	1.32	1.4	0.44	0.95	0.94	0.79	0.85	0.53	1.78	1.96	0.81
1873	0.62	2.64	0.47	2.8	1.33	1.71	0.32	0.86	0.98	0.77	0.72	0.58	1.33	1.73	0.63
1874	0.47	2.07	0.34	2.18	1.01	1.29	0.29	0.69	0.84	0.61	0.63	0.37	1	1.13	0.41
1875	0.56	2.31	0.3	2.88	1.18	1.75	0.34	1.05	1.53	0.73	0.6	0.39	1.29	1.67	0.59
1876	0.54	2.78	0.48	2.26	1.1	2.01	0.53	1.07	1.65	0.68	0.47	0.38	1.36	2	0.71
1877	0.65	3.25	0.76	3.21	1.24	1.96	0.53	1.22	1.39	1.08	0.64	0.57	1.53	1.96	0.92
1878	0.7	2.57	0.8	2.76	1.31	1.7	0.55	1	1.23	1.51	0.84	0.77	1.33	2.38	0.96
1879	1.11	2.05	0.84	2.71	1.55	1.25	0.69	0.81	1.27	1.74	0.87	0.65	1.41	2.92	0.9
1880	0.85	2.85	0.73	2.16	1.41	1.52	0.65	0.61	1.25	1.55	0.77	0.54	1.37	2.47	1.02
1881	0.81	1.71	0.5	1.91	1.01	1.77	0.5	0.6	1.14	0.91	0.56	0.38	0.9	1.52	0.73
1882	0.48	2.1	0.5	1.84	0.97	1.89	0.4	0.52	1.11	0.7	0.52	0.39	0.76	1.41	0.64
1883	0.73	2.49	0.41	2.25	0.73	1.76	0.58	0.68	1.08	0.8	0.5	0.41	0.67	1.28	0.89
1884	0.78	2.52	0.78	2.64	1.05	2.54	0.65	0.94	1.33	1.14	0.67	0.35	0.83	1.56	0.87
1885	1.14	2.29	0.67	2.24	1.08	2.55	0.81	0.76	1.31	1.23	0.76	0.51	0.85	1.8	1.05
1886	1.07	3.28	0.78	2.96	1.11	2.38	0.7	1.04	1.55	1.36	0.69	0.45	0.79	1.79	1.09
1887	1.37	2.57	0.82	2.65	1.43	1.83	0.93	1.23	0.91	1.26	0.95	0.59	0.86	1.62	1.22
1888	1.12	2.78	1.01	2.3	1.43	1.74	1.14	1.2	1.08	0.89	0.77	0.58	0.92	1.84	1.04
1889	1.2	1.87	0.72	2.31	1.23	1.72	1.17	1.15	1.13	0.88	0.84	0.59	0.67	1.42	1.05
1890	2.38	2.42	1.24	3.16	1.48	2.35	2.06	1.52	1.7	1.93	1.21	0.76	1.25	1.32	1.37
1891	1.93	2.56	1.38	2.54	1.23	2.26	1.48	1.37	1.19	1.8	1.23	0.96	1.1	1.35	1.18
1892	1.74	2.12	1.24	3.04	1.32	2.16	1.68	1.18	1.32	2.19	1.4	1.3	1.15	1.56	1.23
1893	1.7	1.67	1.38	2.22	0.92	2.04	1.51	1.04	1.28	1.53	1.19	1.36	0.98	1.15	0.88
1894	2.01	1.7	1.79	1.51	0.95	2.5	1.83	1.23	1.04	1.53	1.31	1.46	0.86	1.37	1.49
1895	1.31	2.13	1.77	1.86	0.76	1.92	1.32	1.55	1.06	1.33	1.09	1.12	0.64	1.3	1.34
1896	1.44	2.29	1.86	2.8	1.11	2.44	1.22	1.12	1.41	1.53	1.47	1.07	0.93	1.51	1.54
1897	1.69	2.03	1.7	2.44	0.88	2.15	1.5	0.93	1.86	1.73	1.41	0.93	0.86	1.46	1.14
1898	1.34	1.85	1.52	1.84	0.94	1.79	1.21	1.02	1.56	2.05	1.38	0.93	0.79	1.21	1.1
1899	0.65	1.13	1.11	1.14	0.61	1.24	0.66	0.62	0.88	1.46	1.09	0.63	0.44	0.77	0.65
1900	0.57	1.12	0.59	1.25	0.46	1.1	0.44	0.56	0.82	0.89	0.76	0.41	0.38	0.69	0.49
1901	1.09	1.39	1.09	1.36	0.67	2.05	0.68	0.83	1.15	1.42	0.96	0.52	0.44	0.85	0.72
1902	1.11	1.51	1.53	1.74	0.87	3.57	0.86	0.96	1.12	1.91	0.98	0.78	0.53	0.8	1.08
1903	1.4	1.7	2.17	1.83	0.7	2.88	1.05	1.27	1	2.31	1.03	1.06	0.48	0.85	1.88
1904	1.53	1.85	2.74	2.48	0.89	3.28	0.93	1.11	1.51	2.17	1.25	1.09	0.57	1.03	2.66
1905	1.04	1.81	2.2	2.09	0.81	2.44	0.97	1.31	1.17	1.75	1.09	1.07	0.63	0.93	2.18
1906	1.73	1.34	2.63	2.51	1.05	2.58	1.72	1.43	1.47	2.67	1.41	1.35	0.79	0.94	3.44
