# Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4315
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4315.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit108x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit108x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Arosa GR Arlenwald South
#   Location: Switzerland
#   Northernmost_Latitude: 46.8
#   Southernmost_Latitude: 46.8
#   Easternmost_Longitude: 9.68
#   Westernmost_Longitude: 9.68
#   Elevation_m: 2000
#--------------------
# Data_Collection
#   Collection_Name: SWIT108
#   First_Year: 1785
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 223006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	223006_raw	223007_raw	223008_raw	223009_raw	223010_raw	223012_raw
1785	NA	NA	0.84	NA	NA	NA
1786	NA	NA	0.76	NA	NA	NA
1787	NA	NA	0.83	NA	NA	NA
1788	NA	NA	0.76	NA	NA	NA
1789	NA	NA	0.82	NA	0.8	NA
1790	NA	NA	0.88	NA	0.82	NA
1791	NA	NA	0.93	NA	0.83	NA
1792	NA	NA	0.89	NA	0.79	NA
1793	0.76	NA	0.76	NA	0.8	NA
1794	0.77	NA	0.78	NA	0.82	NA
1795	0.83	NA	0.77	NA	0.76	NA
1796	0.81	NA	0.9	0.74	0.77	0.81
1797	0.87	NA	0.91	0.81	0.89	0.85
1798	0.83	NA	0.84	0.79	0.83	0.83
1799	0.76	NA	0.78	0.71	0.8	0.74
1800	0.86	NA	0.75	0.82	0.88	0.88
1801	0.82	NA	0.77	0.77	0.8	0.84
1802	0.84	NA	0.68	0.77	0.84	0.76
1803	0.73	NA	0.73	0.69	0.78	0.77
1804	0.85	NA	0.69	0.83	0.76	0.83
1805	0.77	NA	0.69	0.66	0.75	0.79
1806	0.78	NA	0.72	0.8	0.8	0.79
1807	0.81	NA	0.81	0.83	0.89	0.85
1808	0.73	NA	0.79	0.73	0.82	0.76
1809	0.72	NA	0.85	0.75	0.79	0.79
1810	0.82	NA	0.8	0.71	0.76	0.8
1811	0.85	NA	0.88	0.85	0.83	0.84
1812	0.71	NA	0.71	0.69	0.75	0.73
1813	0.69	NA	0.68	0.63	0.7	0.69
1814	0.69	NA	0.64	0.56	0.7	0.64
1815	0.69	NA	0.72	0.72	0.68	0.77
1816	0.57	NA	0.63	0.55	0.56	0.58
1817	0.57	NA	0.62	0.66	0.66	0.52
1818	0.51	NA	0.68	0.68	0.62	0.48
1819	0.67	NA	0.76	0.77	0.73	0.57
1820	0.74	NA	0.84	0.81	0.82	0.73
1821	0.66	NA	0.82	0.73	0.77	0.7
1822	0.7	NA	0.79	0.82	0.75	0.78
1823	0.79	NA	0.86	0.8	0.81	0.84
1824	0.78	NA	0.84	0.81	0.85	0.8
1825	0.76	NA	0.88	0.8	0.85	0.7
1826	0.74	NA	0.91	0.81	0.86	0.77
1827	0.65	NA	0.77	0.74	0.77	0.65
1828	0.7	NA	0.77	0.84	0.75	0.7
1829	0.6	NA	0.69	0.61	0.67	0.7
1830	0.78	NA	0.96	0.85	0.86	0.81
1831	0.72	NA	0.83	0.72	0.77	0.67
1832	0.71	NA	0.83	0.78	0.77	0.72
1833	0.56	NA	0.71	0.73	0.62	0.62
1834	0.79	NA	0.93	0.86	0.86	0.77
1835	0.67	NA	0.79	0.68	0.74	0.67
1836	0.76	NA	0.77	0.67	0.71	0.71
1837	0.72	NA	0.84	0.75	0.69	0.7
1838	0.62	NA	0.73	0.63	0.6	0.69
1839	0.66	NA	0.81	0.73	0.69	0.74
1840	0.69	NA	0.85	0.75	0.74	0.76
1841	0.68	NA	0.89	0.75	0.72	0.73
1842	0.72	NA	0.89	0.79	0.79	0.76
1843	0.73	NA	0.83	0.74	0.74	0.81
1844	0.56	NA	0.78	0.69	0.62	0.7
1845	0.55	NA	0.79	0.63	0.69	0.74
1846	0.71	NA	0.93	0.83	0.81	0.8
1847	0.63	NA	0.8	0.65	0.71	0.68
1848	0.75	NA	0.88	0.79	0.78	0.85
1849	0.62	NA	0.84	0.7	0.72	0.76
1850	0.59	NA	0.76	0.58	0.61	0.62
1851	0.59	NA	0.73	0.57	0.54	0.66
1852	0.61	NA	0.85	0.67	0.64	0.77
1853	0.62	NA	0.86	0.77	0.68	0.78
1854	0.65	NA	0.91	0.78	0.66	0.82
1855	0.64	NA	0.84	0.71	0.72	0.68
1856	0.73	NA	0.89	0.76	0.67	0.68
1857	0.73	NA	0.91	0.67	0.67	0.6
1858	0.57	0.71	0.7	0.67	0.55	0.55
1859	0.74	0.77	0.89	0.68	0.75	0.63
1860	0.59	0.74	0.61	0.62	0.58	0.55
1861	0.72	0.89	0.93	0.75	0.75	0.73
1862	0.68	0.89	0.88	0.76	0.68	0.78
1863	0.71	0.88	0.9	0.77	0.67	0.8
1864	0.6	0.75	0.79	0.55	0.62	0.6
1865	0.72	0.88	0.87	0.81	0.72	0.86
1866	0.56	0.82	0.71	0.63	0.58	0.73
1867	0.71	0.85	0.91	0.81	0.64	0.85
1868	0.67	0.89	0.79	0.82	0.74	0.83
1869	0.7	0.84	0.87	0.7	0.75	0.79
1870	0.56	0.66	0.68	0.61	0.59	0.6
1871	0.64	0.86	0.84	0.77	0.74	0.76
