# Kuniholm - Ravno Borje - PINI - ITRDB YUGO007
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/3810
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-3810.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/yugo007-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; yugo007-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/yugo007.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/yugo007.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Kuniholm - Ravno Borje - PINI - ITRDB YUGO007
#--------------------
# Investigators
#   Investigators: Kuniholm, P.I.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ravno Borje
#   Location: Bosnia And Herzegovina
#   Northernmost_Latitude: 43.35
#   Southernmost_Latitude: 43.35
#   Easternmost_Longitude: 18.65
#   Westernmost_Longitude: 18.65
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: YUGO007
#   First_Year: 1669
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 822011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 822021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 822031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 822043_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822043; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 822051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 822000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 822002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 822002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	822011_raw	822021_raw	822031_raw	822043_raw	822051_raw	822000_raw	822002_raw
1668	NA	NA	2.68	NA	NA	NA	2.68
1669	NA	NA	3.05	NA	NA	NA	3.05
1670	NA	NA	3.15	NA	NA	NA	3.15
1671	NA	NA	2.04	NA	NA	NA	2.04
1672	NA	NA	2.58	NA	NA	NA	2.58
1673	NA	NA	2.85	NA	NA	NA	2.85
1674	NA	NA	2.72	NA	NA	NA	2.72
1675	NA	NA	2.2	NA	NA	NA	2.2
1676	1.82	NA	1.9	NA	NA	1.82	1.9
1677	1.69	NA	2.09	NA	NA	1.69	2.09
1678	2.18	NA	2.04	NA	NA	2.18	2.04
1679	3.78	NA	1.52	NA	NA	3.78	1.52
1680	1.52	NA	1.13	NA	NA	1.52	1.13
1681	2.02	NA	1.57	NA	NA	2.02	1.57
1682	1.25	NA	1.16	NA	NA	1.25	1.16
1683	1.45	NA	1.25	NA	NA	1.45	1.25
1684	0.8	NA	1	NA	NA	0.8	1
1685	1.54	NA	1.41	NA	NA	1.54	1.41
1686	2.72	NA	1.82	NA	NA	2.72	1.82
1687	1.57	NA	0.88	NA	1.85	1.57	1.36
1688	2.7	NA	1.42	NA	2.95	2.7	2.18
1689	2.14	NA	0.99	NA	2.95	2.14	1.97
1690	1.87	NA	1.48	NA	2.74	1.87	2.11
1691	1.41	NA	1.45	NA	2.51	1.41	1.98
1692	1.87	NA	1.37	NA	2.32	1.87	1.84
1693	1.81	NA	1.45	NA	2.02	1.81	1.73
1694	1.07	NA	0.94	NA	1.17	1.07	1.05
1695	1.08	NA	0.92	NA	1.35	1.08	1.13
1696	1.35	NA	1.1	NA	1.82	1.35	1.46
1697	1.21	NA	1.02	NA	1.67	1.21	1.34
1698	1.02	NA	0.99	NA	1.61	1.02	1.3
1699	1.48	NA	1.32	NA	1.92	1.48	1.62
1700	0.86	NA	0.75	NA	1.25	0.86	1
1701	0.77	NA	0.7	NA	0.92	0.77	0.81
1702	0.34	NA	0.42	NA	0.79	0.34	0.6
1703	0.46	NA	0.74	NA	1.17	0.46	0.95
1704	1.11	NA	0.99	NA	1.37	1.11	1.18
1705	1.5	NA	1.01	NA	1.51	1.5	1.26
1706	0.97	NA	0.95	NA	1.15	0.97	1.05
1707	0.98	NA	0.69	1.5	1.36	1.24	1.02
1708	1.24	NA	0.85	1.4	1.58	1.32	1.21
1709	1.34	NA	0.55	1.23	1.25	1.28	0.9
1710	0.71	NA	0.62	1	1.02	0.85	0.82
1711	0.96	NA	1.23	1.62	1.63	1.29	1.43
1712	1.27	NA	1.08	1.86	1.52	1.56	1.3
1713	1.34	NA	1.33	1.93	1.54	1.63	1.43
1714	0.99	NA	1.39	0.99	0.95	0.99	1.17
1715	0.81	NA	0.94	1.24	1	1.02	0.97
1716	0.52	NA	0.77	1.07	0.88	0.79	0.82
1717	0.76	NA	1.14	0.94	1.27	0.85	1.2
1718	0.43	NA	1.01	0.59	0.95	0.51	0.98
1719	0.59	NA	0.73	0.99	1	0.79	0.86
1720	0.62	NA	0.93	0.84	0.77	0.73	0.85
1721	0.58	NA	1.23	0.76	1.49	0.67	1.36
1722	0.7	NA	1.22	0.77	1.12	0.73	1.17
1723	0.72	NA	1	0.94	1.09	0.83	1.04
1724	0.46	NA	1	0.71	1.13	0.58	1.06
1725	0.4	NA	0.64	0.65	0.68	0.52	0.66
1726	0.52	NA	0.52	0.98	0.62	0.75	0.57
1727	0.65	NA	0.47	0.84	0.75	0.74	0.61
1728	0.79	NA	0.34	0.88	0.61	0.83	0.47
1729	0.58	NA	0.52	0.55	0.55	0.56	0.53
1730	0.62	NA	0.59	0.59	0.57	0.6	0.58
1731	0.36	NA	0.74	0.43	0.54	0.39	0.64
1732	0.34	NA	0.7	0.47	0.84	0.4	0.77
1733	0.4	NA	0.7	0.39	0.96	0.39	0.83
1734	0.33	NA	0.67	0.3	0.87	0.31	0.77
1735	0.32	NA	0.43	0.28	0.88	0.3	0.65
1736	0.32	NA	0.33	0.27	0.68	0.29	0.5
1737	0.23	NA	0.25	0.28	0.61	0.25	0.43
1738	0.25	NA	0.39	0.25	0.68	0.25	0.53
1739	0.23	NA	0.4	0.21	0.61	0.22	0.5
1740	0.36	NA	0.63	0.44	0.74	0.4	0.68
1741	0.25	NA	0.8	0.42	0.94	0.33	0.87
1742	0.17	NA	0.46	0.39	0.7	0.28	0.58
1743	0.34	NA	0.54	0.55	0.72	0.44	0.63
1744	0.42	NA	0.63	0.66	0.67	0.54	0.65
1745	0.46	NA	0.69	0.52	0.72	0.49	0.7
1746	0.4	NA	0.86	0.48	0.74	0.44	0.8
1747	0.34	NA	0.63	0.38	0.58	0.36	0.6
1748	0.28	NA	0.66	0.36	0.34	0.32	0.5
1749	0.12	NA	0.53	0.38	0.16	0.25	0.34
1750	0.11	NA	0.7	0.28	0.15	0.19	0.42
1751	0.23	NA	0.63	0.31	0.35	0.27	0.49
1752	0.17	NA	0.82	0.28	0.42	0.22	0.62
1753	0.23	NA	0.57	0.27	0.42	0.25	0.49
1754	0.16	NA	0.54	0.3	0.46	0.23	0.5
1755	0.25	NA	0.65	0.38	0.55	0.31	0.6
1756	0.46	NA	0.71	0.43	0.74	0.44	0.72
1757	0.42	NA	0.64	0.43	0.73	0.42	0.68
1758	0.44	NA	0.63	0.41	0.67	0.42	0.65
1759	0.72	NA	1.09	0.64	0.81	0.68	0.95
1760	0.71	NA	0.75	0.61	0.62	0.66	0.68
1761	0.81	NA	0.48	0.57	0.55	0.69	0.51
1762	0.9	NA	0.82	0.65	0.63	0.77	0.72
1763	0.67	NA	0.58	0.5	0.44	0.58	0.51
1764	0.81	NA	0.53	0.55	0.46	0.68	0.49
1765	0.84	NA	0.57	0.87	0.54	0.85	0.55
1766	1.03	NA	0.42	0.82	0.53	0.92	0.47
1767	0.9	NA	0.47	0.69	0.54	0.79	0.5
1768	0.64	NA	0.3	0.52	0.44	0.58	0.37
1769	0.64	NA	0.52	0.59	0.74	0.61	0.63
1770	0.62	NA	0.51	0.66	0.86	0.64	0.68
1771	0.73	NA	0.97	0.83	1.27	0.78	1.12
1772	0.94	NA	1.24	0.8	1.54	0.87	1.39
1773	0.42	NA	0.64	0.46	1.05	0.44	0.84
1774	0.58	NA	0.61	0.56	0.85	0.57	0.73
1775	0.45	NA	0.62	0.49	0.77	0.47	0.69
1776	0.68	NA	0.61	0.64	0.88	0.66	0.74
1777	0.72	NA	0.57	0.58	0.63	0.65	0.6
1778	0.78	NA	0.6	0.77	0.7	0.77	0.65
1779	0.53	NA	0.43	0.67	0.66	0.6	0.54
1780	0.7	NA	0.53	0.72	0.78	0.71	0.65
1781	0.62	NA	0.48	0.49	0.56	0.55	0.52
1782	0.35	NA	0.29	0.23	0.31	0.29	0.3
1783	0.41	NA	0.3	0.36	0.39	0.38	0.34
1784	0.18	NA	0.23	0.19	0.35	0.18	0.29
1785	0.35	NA	0.42	0.38	0.65	0.36	0.53
1786	0.5	NA	0.45	0.62	0.93	0.56	0.69
1787	0.55	NA	0.53	0.67	0.77	0.61	0.65
1788	0.58	NA	1.21	0.76	0.9	0.67	1.05
1789	0.55	NA	0.94	0.66	0.67	0.6	0.8
1790	0.75	NA	0.97	0.98	0.72	0.86	0.84
1791	0.44	1.45	1.66	0.75	0.98	0.88	1.32
1792	0.31	1.03	1.3	0.55	0.96	0.63	1.13
1793	0.6	1.69	1.12	0.93	1.07	1.07	1.09
1794	0.39	1.17	0.77	0.88	0.98	0.81	0.87
1795	0.51	1.67	0.88	0.99	1.24	1.05	1.06
1796	0.44	1.69	0.8	0.84	1.19	0.99	0.99
1797	0.52	1.11	0.56	0.61	0.69	0.74	0.62
1798	1.01	2.63	0.79	1.34	0.96	1.66	0.87
1799	0.98	2.85	0.65	1.24	0.87	1.69	0.76
1800	0.88	2.37	0.49	1.18	0.93	1.47	0.71
1801	0.79	1.58	0.35	0.8	0.64	1.05	0.49
1802	0.54	0.9	0.21	0.47	0.35	0.63	0.28
1803	0.66	1.3	0.43	0.58	0.64	0.84	0.53
1804	0.55	1.67	0.65	0.77	0.74	0.99	0.69
1805	0.46	1.3	0.31	0.68	0.65	0.81	0.48
1806	0.44	0.99	0.32	0.67	0.57	0.7	0.44
1807	0.48	1.11	0.41	0.91	0.65	0.83	0.53
1808	0.44	0.96	0.36	0.9	0.57	0.76	0.46
1809	0.49	0.94	0.31	0.7	0.48	0.71	0.39
1810	1.04	1.7	0.51	1.39	0.62	1.37	0.56
1811	0.53	0.88	0.15	0.66	0.26	0.69	0.2
