# Pilcher - Lough Doon - QUPE - ITRDB BRIT009
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4221
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4221.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit009-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit009-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit009.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit009.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1996-05-08
#--------------------
# File_Last_Modified_Date
#   Date: 1996-05-08
#--------------------
# Title
#   Study_Name: Pilcher - Lough Doon - QUPE - ITRDB BRIT009
#--------------------
# Investigators
#   Investigators: Pilcher, J.R.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Lough Doon
#   Location: Ireland
#   Northernmost_Latitude: 52.83
#   Southernmost_Latitude: 52.83
#   Easternmost_Longitude: -8.67
#   Westernmost_Longitude: -8.67
#   Elevation_m: 30
#--------------------
# Data_Collection
#   Collection_Name: BRIT009
#   First_Year: 1850
#   Last_Year: 1978
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## Q3391_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3391; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3385_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3385; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3386_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3386; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3388_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3388; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3389_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3389; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3390_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3390; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3393_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3393; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3394_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3394; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3396_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3396; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3397_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3397; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3398_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3398; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## Q3399_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: Q3399; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	Q3391_raw	Q3385_raw	Q3386_raw	Q3388_raw	Q3389_raw	Q3390_raw	Q3393_raw	Q3394_raw	Q3396_raw	Q3397_raw	Q3398_raw	Q3399_raw
1850	0.38	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA
1851	0.33	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA
1852	0.33	NA	NA	NA	NA	NA	NA	0.49	0.43	NA	NA	NA
1853	0.37	NA	NA	NA	NA	NA	NA	0.33	0.38	NA	NA	NA
1854	0.33	NA	NA	NA	NA	NA	NA	0.52	0.4	NA	NA	NA
1855	0.2	NA	NA	NA	NA	NA	NA	0.35	0.23	NA	NA	NA
1856	0.19	NA	NA	NA	NA	NA	NA	0.34	0.2	NA	NA	NA
1857	0.24	NA	NA	NA	NA	NA	NA	0.41	0.29	NA	NA	NA
1858	0.23	NA	NA	NA	NA	NA	NA	0.39	0.35	NA	NA	NA
1859	0.29	NA	NA	NA	NA	NA	NA	0.37	0.32	NA	0.56	NA
1860	0.31	NA	NA	NA	NA	NA	0.32	0.44	0.41	NA	0.45	NA
1861	0.53	NA	NA	NA	NA	NA	0.32	0.45	0.64	NA	0.54	NA
1862	0.68	NA	0.53	NA	NA	NA	0.26	0.44	0.65	NA	0.62	NA
1863	0.36	NA	0.37	NA	NA	NA	0.43	0.32	0.57	NA	0.62	NA
1864	0.26	NA	0.27	NA	NA	NA	0.36	0.26	0.51	NA	0.5	NA
1865	0.39	0.33	0.47	NA	NA	NA	0.32	0.27	0.61	NA	0.35	NA
1866	0.37	0.49	0.4	NA	NA	NA	0.22	0.21	0.54	NA	0.33	NA
1867	0.24	0.36	0.29	NA	NA	NA	0.19	0.17	0.5	NA	0.27	NA
1868	0.15	0.18	0.22	NA	NA	NA	0.13	0.1	0.39	NA	0.15	NA
1869	0.24	0.28	0.33	NA	NA	NA	0.09	0.13	0.27	NA	0.15	NA
1870	0.23	0.37	0.46	NA	NA	NA	0.12	0.17	0.24	NA	0.24	NA
1871	0.36	0.61	0.68	NA	NA	NA	0.16	0.23	0.39	NA	0.3	0.45
1872	0.38	0.43	0.64	NA	NA	NA	0.14	0.21	0.3	NA	0.35	0.47
1873	0.38	0.4	0.52	NA	NA	NA	0.25	0.19	0.24	NA	0.27	0.3
1874	0.41	0.4	0.43	NA	NA	NA	0.26	0.2	0.28	NA	0.27	0.3
1875	0.47	0.49	0.66	NA	NA	NA	0.3	0.26	0.32	NA	0.34	0.55
1876	0.33	0.43	0.56	NA	NA	NA	0.22	0.25	0.49	NA	0.3	0.55
1877	0.28	0.33	0.46	NA	NA	NA	0.16	0.29	0.59	NA	0.18	0.46
1878	0.31	0.38	0.69	NA	NA	NA	0.19	0.39	1.12	NA	0.23	0.71
1879	0.2	0.3	0.49	NA	NA	NA	0.19	0.25	0.69	NA	0.19	0.41
1880	0.21	0.3	0.54	NA	NA	NA	0.25	0.25	0.66	NA	0.2	0.4
1881	0.29	0.35	0.58	NA	NA	NA	0.31	0.24	0.41	NA	0.25	0.4
1882	0.25	0.37	0.47	NA	NA	NA	0.31	0.31	0.52	NA	0.26	0.52
1883	0.29	0.32	0.34	NA	NA	NA	0.35	0.28	0.48	NA	0.25	0.41
1884	0.24	0.26	0.42	NA	NA	0.29	0.27	0.26	0.57	NA	0.2	0.46
1885	0.28	0.36	0.34	NA	NA	0.27	0.26	0.18	0.43	NA	0.16	0.47
1886	0.25	0.4	0.42	NA	NA	0.33	0.28	0.28	0.53	NA	0.22	0.41
1887	0.19	0.37	0.34	NA	NA	0.38	0.2	0.22	0.44	NA	0.2	0.4
1888	0.22	0.56	0.63	NA	NA	0.36	0.35	0.31	0.65	NA	0.17	0.52
1889	0.25	0.36	0.4	NA	NA	0.39	0.34	0.22	0.42	NA	0.15	0.54
1890	0.29	0.33	0.55	NA	NA	0.36	0.47	0.28	0.56	NA	0.19	0.55
1891	0.21	0.28	0.57	NA	NA	0.24	0.51	0.25	0.36	NA	0.21	0.45
1892	0.28	0.39	0.63	NA	NA	0.29	0.47	0.34	0.36	0.4	0.19	0.63
1893	0.26	0.35	0.59	NA	NA	0.28	0.31	0.25	0.29	0.29	0.19	0.59
1894	0.14	0.32	0.4	NA	NA	0.17	0.32	0.23	0.31	0.28	0.17	0.29
1895	0.25	0.62	0.6	NA	0.39	0.43	0.51	0.17	0.39	0.46	0.21	0.54
1896	0.28	0.93	0.94	NA	0.44	0.57	0.49	0.26	0.38	0.59	0.33	0.74
1897	0.33	0.99	0.78	NA	0.63	0.59	0.62	0.33	0.33	0.48	0.31	0.55
1898	0.18	0.41	0.38	NA	0.41	0.27	0.34	0.23	0.19	0.28	0.21	0.37
1899	0.19	0.44	0.64	NA	0.51	0.47	0.48	0.29	0.27	0.55	0.18	0.52
1900	0.18	0.57	0.76	NA	0.6	0.47	0.45	0.31	0.34	0.61	0.23	0.39
1901	0.18	0.46	0.65	NA	0.47	0.46	0.45	0.31	0.26	0.58	0.21	0.4
1902	0.11	0.38	0.43	NA	0.34	0.33	0.41	0.24	0.2	0.46	0.2	0.38
1903	0.15	0.38	0.41	NA	0.39	0.33	0.37	0.22	0.21	0.57	0.2	0.42
1904	0.2	0.35	0.59	NA	0.45	0.42	0.41	0.29	0.22	0.49	0.22	0.43
1905	0.16	0.3	0.47	NA	0.3	0.27	0.3	0.25	0.29	0.48	0.18	0.44
1906	0.15	0.21	0.41	NA	0.4	0.31	0.25	0.16	0.25	0.45	0.19	0.3
1907	0.17	0.27	0.27	0.88	0.32	0.26	0.21	0.26	0.23	0.62	0.28	0.39
1908	0.17	0.28	0.31	1.07	0.28	0.34	0.24	0.34	0.21	0.84	0.21	0.35
