# Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4315
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4315.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108n-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit108n-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit108n.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit108n.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Arosa GR Arlenwald South - PCAB - ITRDB SWIT108
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Arosa GR Arlenwald South
#   Location: Switzerland
#   Northernmost_Latitude: 46.8
#   Southernmost_Latitude: 46.8
#   Easternmost_Longitude: 9.68
#   Westernmost_Longitude: 9.68
#   Elevation_m: 2000
#--------------------
# Data_Collection
#   Collection_Name: SWIT108
#   First_Year: 1785
#   Last_Year: 1975
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  minimum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 223006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 223012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 223012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	223006_raw	223007_raw	223008_raw	223009_raw	223010_raw	223012_raw
1785	NA	NA	0.38	NA	NA	NA
1786	NA	NA	0.39	NA	NA	NA
1787	NA	NA	0.37	NA	NA	NA
1788	NA	NA	0.36	NA	NA	NA
1789	NA	NA	0.49	NA	0.39	NA
1790	NA	NA	0.4	NA	0.33	NA
1791	NA	NA	0.4	NA	0.35	NA
1792	NA	NA	0.37	NA	0.3	NA
1793	0.35	NA	0.42	NA	0.31	NA
1794	0.32	NA	0.35	NA	0.31	NA
1795	0.34	NA	0.42	NA	0.41	NA
1796	0.32	NA	0.39	0.29	0.32	0.31
1797	0.37	NA	0.4	0.3	0.32	0.39
1798	0.3	NA	0.37	0.26	0.31	0.29
1799	0.3	NA	0.38	0.28	0.33	0.3
1800	0.31	NA	0.47	0.28	0.37	0.4
1801	0.34	NA	0.39	0.3	0.38	0.38
1802	0.29	NA	0.43	0.3	0.33	0.3
1803	0.29	NA	0.41	0.26	0.31	0.28
1804	0.32	NA	0.41	0.29	0.31	0.31
1805	0.29	NA	0.39	0.26	0.3	0.29
1806	0.3	NA	0.37	0.29	0.31	0.31
1807	0.27	NA	0.37	0.28	0.37	0.25
1808	0.27	NA	0.35	0.26	0.32	0.26
1809	0.3	NA	0.41	0.27	0.31	0.31
1810	0.32	NA	0.39	0.28	0.39	0.3
1811	0.28	NA	0.36	0.24	0.29	0.28
1812	0.32	NA	0.37	0.28	0.33	0.31
1813	0.34	NA	0.38	0.28	0.34	0.33
1814	0.33	NA	0.36	0.27	0.32	0.31
1815	0.31	NA	0.38	0.27	0.34	0.31
1816	0.35	NA	0.39	0.27	0.33	0.34
1817	0.3	NA	0.35	0.26	0.31	0.31
1818	0.29	NA	0.42	0.24	0.29	0.31
1819	0.29	NA	0.36	0.24	0.28	0.3
1820	0.3	NA	0.39	0.26	0.33	0.3
1821	0.31	NA	0.46	0.27	0.34	0.33
1822	0.25	NA	0.35	0.25	0.3	0.3
1823	0.3	NA	0.37	0.26	0.33	0.31
1824	0.27	NA	0.37	0.25	0.3	0.3
1825	0.29	NA	0.38	0.26	0.31	0.31
1826	0.26	NA	0.38	0.25	0.32	0.3
1827	0.28	NA	0.38	0.24	0.31	0.28
1828	0.28	NA	0.36	0.25	0.29	0.29
1829	0.27	NA	0.36	0.26	0.31	0.29
1830	0.26	NA	0.34	0.28	0.31	0.34
1831	0.26	NA	0.35	0.27	0.3	0.28
1832	0.27	NA	0.37	0.28	0.32	0.3
1833	0.26	NA	0.35	0.25	0.29	0.29
1834	0.24	NA	0.35	0.26	0.28	0.3
1835	0.27	NA	0.36	0.25	0.3	0.28
1836	0.28	NA	0.38	0.26	0.32	0.3
1837	0.26	NA	0.34	0.25	0.28	0.28
1838	0.25	NA	0.35	0.24	0.26	0.27
1839	0.26	NA	0.35	0.25	0.29	0.29
1840	0.26	NA	0.36	0.25	0.29	0.29
1841	0.25	NA	0.35	0.24	0.28	0.28
1842	0.23	NA	0.35	0.23	0.27	0.27
1843	0.27	NA	0.36	0.25	0.28	0.28
1844	0.26	NA	0.35	0.24	0.28	0.29
1845	0.23	NA	0.35	0.23	0.26	0.27
1846	0.25	NA	0.39	0.24	0.31	0.28
1847	0.29	NA	0.38	0.25	0.3	0.28
1848	0.28	NA	0.35	0.25	0.31	0.27
1849	0.28	NA	0.36	0.24	0.28	0.27
1850	0.28	NA	0.36	0.25	0.29	0.29
1851	0.28	NA	0.33	0.25	0.29	0.28
1852	0.27	NA	0.34	0.25	0.28	0.27
1853	0.25	NA	0.33	0.24	0.26	0.26
1854	0.27	NA	0.34	0.25	0.31	0.26
1855	0.28	NA	0.35	0.24	0.29	0.27
1856	0.27	NA	0.35	0.23	0.26	0.28
1857	0.27	NA	0.35	0.23	0.27	0.27
1858	0.29	0.33	0.35	0.24	0.29	0.3
1859	0.27	0.3	0.34	0.25	0.28	0.28
1860	0.28	0.31	0.33	0.23	0.27	0.28
1861	0.3	0.31	0.35	0.24	0.29	0.27
1862	0.32	0.29	0.36	0.24	0.29	0.27
1863	0.3	0.31	0.4	0.27	0.29	0.29
1864	0.3	0.31	0.36	0.25	0.27	0.28
1865	0.31	0.3	0.38	0.24	0.31	0.29
1866	0.29	0.31	0.39	0.24	0.27	0.3
1867	0.31	0.31	0.36	0.25	0.29	0.29
1868	0.29	0.3	0.35	0.24	0.25	0.28
1869	0.29	0.31	0.37	0.25	0.3	0.28
1870	0.31	0.32	0.4	0.27	0.34	0.29
1871	0.27	0.3	0.35	0.25	0.3	0.28
1872	0.27	0.29	0.36	0.24	0.3	0.28
1873	0.28	0.3	0.35	0.24	0.3	0.27
1874	0.29	0.3	0.34	0.25	0.28	0.28
1875	0.29	0.3	0.32	0.24	0.28	0.29
1876	0.29	0.31	0.33	0.24	0.29	0.28
1877	0.29	0.32	0.33	0.23	0.26	0.28
1878	0.28	0.32	0.34	0.23	0.3	0.28
1879	0.3	0.33	0.33	0.24	0.3	0.29
1880	0.29	0.32	0.32	0.24	0.27	0.28
1881	0.26	0.29	0.32	0.24	0.29	0.26
1882	0.31	0.32	0.34	0.24	0.3	0.28
1883	0.28	0.32	0.34	0.22	0.25	0.26
1884	0.3	0.33	0.35	0.24	0.31	0.27
1885	0.31	0.33	0.36	0.24	0.31	0.27
1886	0.32	0.31	0.33	0.26	0.32	0.3
1887	0.31	0.33	0.34	0.26	0.29	0.28
1888	0.33	0.32	0.31	0.26	0.32	0.3
1889	0.29	0.32	0.32	0.26	0.28	0.28
1890	0.33	0.31	0.33	0.26	0.31	0.29
1891	0.3	0.31	0.31	0.25	0.27	0.26
1892	0.29	0.31	0.3	0.24	0.27	0.26
1893	0.32	0.3	0.32	0.25	0.31	0.27
1894	0.32	0.31	0.33	0.26	0.31	0.27
1895	0.3	0.32	0.32	0.26	0.32	0.26
1896	0.28	0.31	0.32	0.25	0.31	0.27
1897	0.3	0.31	0.33	0.27	0.32	0.29
1898	0.34	0.3	0.32	0.27	0.33	0.28
1899	0.35	0.31	0.34	0.27	0.34	0.28
1900	0.33	0.31	0.32	0.27	0.33	0.28
1901	0.36	0.33	0.33	0.29	0.33	0.28
1902	0.33	0.32	0.33	0.27	0.32	0.28
1903	0.34	0.33	0.32	0.28	0.34	0.3
1904	0.33	0.32	0.3	0.26	0.33	0.27
1905	0.34	0.31	0.3	0.27	0.32	0.3
1906	0.38	0.32	0.31	0.28	0.33	0.29
1907	0.39	0.33	0.33	0.27	0.36	0.29
1908	0.35	0.32	0.34	0.27	0.37	0.29
1909	0.46	0.33	0.31	0.29	0.36	0.31
1910	0.36	0.34	0.33	0.28	0.37	0.31
1911	0.34	0.32	0.31	0.27	0.37	0.26
1912	0.32	0.32	0.3	0.27	0.33	0.29
1913	0.34	0.29	0.28	0.26	0.31	0.27
1914	0.33	0.31	0.31	0.25	0.3	0.27
1915	0.35	0.3	0.31	0.26	0.31	0.27
1916	0.4	0.31	0.34	0.27	0.33	0.29
1917	0.35	0.31	0.32	0.27	0.33	0.28
1918	0.37	0.34	0.33	0.28	0.34	0.31
1919	0.36	0.31	0.34	0.29	0.34	0.31
1920	0.36	0.32	0.33	0.28	0.4	0.3
1921	0.37	0.31	0.33	0.28	0.34	0.3
1922	0.38	0.3	0.33	0.29	0.31	0.3
1923	0.35	0.29	0.33	0.31	0.3	0.28
1924	0.34	0.28	0.3	0.25	0.29	0.27
1925	0.36	0.31	0.32	0.25	0.31	0.28
1926	0.42	0.3	0.3	0.27	0.32	0.28
1927	0.41	0.29	0.32	0.26	0.3	0.29
1928	0.38	0.29	0.29	0.26	0.29	0.28
1929	0.41	0.3	0.31	0.26	0.31	0.31
1930	0.39	0.29	0.32	0.25	0.29	0.32
1931	0.37	0.28	0.31	0.24	0.31	0.3
1932	0.38	0.3	0.3	0.25	0.28	0.28
1933	0.38	0.3	0.3	0.26	0.31	0.31
1934	0.4	0.29	0.32	0.28	0.32	0.32
1935	0.38	0.27	0.29	0.26	0.31	0.29
1936	0.39	0.26	0.29	0.25	0.29	0.28
1937	0.37	0.27	0.3	0.26	0.29	0.3
1938	0.37	0.28	0.3	0.25	0.29	0.28
1939	0.4	0.29	0.28	0.24	0.27	0.28
1940	0.39	0.3	0.3	0.26	0.32	0.31
1941	0.38	0.28	0.29	0.25	0.29	0.29
1942	0.38	0.29	0.3	0.25	0.28	0.29
1943	0.4	0.3	0.3	0.24	0.27	0.29
1944	0.37	0.29	0.28	0.25	0.27	0.29
1945	0.44	0.28	0.3	0.25	0.27	0.3
1946	0.4	0.27	0.29	0.24	0.28	0.31
1947	0.42	0.27	0.29	0.25	0.28	0.26
1948	0.46	0.27	0.29	0.25	0.3	0.31
1949	0.42	0.28	0.32	0.27	0.31	0.29
1950	0.35	0.28	0.28	0.24	0.28	0.28
1951	0.35	0.28	0.28	0.26	0.29	0.3
1952	0.27	0.26	0.27	0.25	0.3	0.28
1953	0.35	0.31	0.29	0.29	0.35	0.29
1954	0.34	0.3	0.28	0.27	0.32	0.32
1955	0.31	0.28	0.25	0.25	0.28	0.26
1956	0.35	0.29	0.28	0.26	0.31	0.3
1957	0.33	0.26	0.27	0.22	0.27	0.27
1958	0.36	0.28	0.27	0.25	0.29	0.27
1959	0.32	0.26	0.3	0.25	0.31	0.3
1960	0.37	0.29	0.31	0.26	0.32	0.31
1961	0.35	0.27	0.31	0.26	0.32	0.29
1962	0.38	0.29	0.31	0.27	0.33	0.29
1963	0.35	0.28	0.29	0.25	0.29	0.27
