# Neuwirth - Hessen/Kellerwald dhk36 - PISY - ITRDB GERM160
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16673
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16673.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ160-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ160-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ160.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ160.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Neuwirth - Hessen/Kellerwald dhk36 - PISY - ITRDB GERM160
#--------------------
# Investigators
#   Investigators: Neuwirth, B.(https://orcid.org/0000-0001-7473-462X)
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Hessen/Kellerwald dhk36
#   Location: Germany
#   Northernmost_Latitude: 51.15
#   Southernmost_Latitude: 51.15
#   Easternmost_Longitude: 8.9833
#   Westernmost_Longitude: 8.9833
#   Elevation_m: 350
#--------------------
# Data_Collection
#   Collection_Name: GERM160
#   First_Year: 1871
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## dhk3612m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3612m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3601m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3601m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3602m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3602m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3603m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3603m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3604m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3604m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3605m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3605m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3606m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3606m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3607m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3607m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3608m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3608m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3609m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3609m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3610m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3610m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## dhk3611m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: dhk3611m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	dhk3612m_raw	dhk3601m_raw	dhk3602m_raw	dhk3603m_raw	dhk3604m_raw	dhk3605m_raw	dhk3606m_raw	dhk3607m_raw	dhk3608m_raw	dhk3609m_raw	dhk3610m_raw	dhk3611m_raw
1871	NA	4.98	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1872	NA	4.11	3.45	NA	NA	3.78	NA	NA	NA	NA	NA	3.82
1873	NA	3.82	4.56	1.86	NA	4.24	NA	NA	2.34	NA	NA	4.86
1874	4.04	2.53	3.1	0.56	NA	2.6	NA	NA	1.16	NA	NA	2.52
1875	4.54	3.56	4.94	0.52	NA	2.36	NA	NA	2.06	NA	NA	2.53
1876	2.67	2.22	3.74	0.56	NA	1.64	NA	NA	1.62	NA	NA	1.83
1877	3.8	3.2	5.03	3.07	NA	3.4	NA	NA	3.16	NA	NA	3.61
1878	3.25	2.93	4.88	3.16	1.75	4.06	NA	2.3	3.23	NA	6.23	2.88
1879	2.39	1.92	3.84	2.79	1.04	2.94	NA	1.76	2.43	NA	4.52	1.99
1880	1.41	1.47	3.52	2.33	0.78	2.08	1.85	1.64	2.08	NA	3.12	1.59
1881	1.69	1.34	2.16	1.81	0.58	1.42	1.7	1.7	1.96	NA	2.97	1.13
1882	2.6	2.1	2.81	2.56	1	1.9	2.01	2.45	2.7	NA	3.71	1.55
1883	1.34	1.06	0.82	1.2	0.58	1.29	1.02	1.58	1.56	NA	2.13	1.11
1884	1.88	2.1	1.27	2.38	0.98	2.2	2.04	2.26	2.2	NA	3.61	2.25
1885	0.88	1.09	0.75	1.42	0.52	0.98	0.69	1.18	1.16	NA	1.5	0.97
1886	0.86	1.24	0.54	1.3	0.65	0.97	0.78	1.39	1.53	NA	1.23	1.16
1887	1.18	1.24	0.58	1.07	0.64	1	1.19	1.16	1.2	NA	0.85	1.11
1888	1	1.28	0.48	0.99	0.64	1.16	0.9	1.38	1.12	NA	1.09	0.93
1889	0.82	1.04	0.45	0.99	0.54	1.22	0.9	1.28	0.94	NA	0.9	1.03
1890	1.02	1.25	0.5	0.9	0.7	0.98	1.06	1.26	0.93	NA	0.83	1
1891	1	1.76	0.69	0.79	0.86	1.16	1.1	1.22	0.66	NA	1.1	0.91
1892	0.59	1.05	0.55	0.88	0.56	0.53	0.52	0.66	0.41	NA	0.68	0.61
1893	0.36	1.1	0.46	0.88	0.68	0.45	0.34	0.68	0.17	NA	0.47	0.44
1894	0.42	1.26	0.78	0.76	0.87	0.86	0.54	0.76	0.44	NA	0.73	0.7
1895	0.6	1.32	0.94	0.7	0.88	1.14	0.82	1.03	0.47	0.72	0.82	0.62
1896	0.96	1.62	1.25	1.14	1.2	1.08	0.87	1.3	0.63	0.97	0.96	1.05
1897	0.86	1.34	1.12	1.04	1.39	1.05	0.83	1	0.59	0.74	0.74	0.88
1898	1.3	1.58	1.1	1.3	1.2	1.26	0.98	1.16	0.66	0.95	1.05	0.9
1899	1.24	1.72	0.93	1.06	1.28	1.39	0.84	1.25	0.68	0.88	1.31	1.22
1900	1.42	1.65	1.21	1.32	1.55	1.44	1.37	1.12	0.84	1.14	1.27	1.36
1901	0.64	1.1	0.88	0.76	0.89	0.67	1.17	0.62	0.54	0.55	0.91	1.02
1902	0.78	1.1	0.86	1.09	1.12	0.76	0.9	0.64	0.54	0.68	0.86	0.95
1903	1.26	1.66	1.64	1.78	1.64	1.32	1.42	1.14	0.84	0.78	1.61	1.75
1904	0.71	1.17	1.26	1.2	1.17	0.82	0.95	0.72	0.56	0.39	0.7	0.94
1905	1.13	1.3	1.28	1.51	1.52	1.37	1.23	1.06	0.82	0.59	0.97	1
1906	1.11	1.37	1.04	1.4	1.56	1.1	1.23	1	0.86	0.62	0.88	0.89
1907	1.26	1.41	1.22	1.37	1.67	1.32	1.05	0.94	0.92	0.74	0.98	1.1
1908	0.88	1.24	1.06	1.38	1.26	1.1	0.89	0.66	0.69	0.91	0.84	0.96
1909	0.59	0.72	1.02	0.87	0.9	0.56	0.59	0.68	0.47	0.35	0.71	0.62
1910	0.74	0.96	1.24	1.12	1.62	1.22	0.93	0.84	0.72	0.52	0.9	1
1911	0.41	0.52	0.78	0.54	0.75	0.64	0.67	0.48	0.37	0.22	0.36	0.54
1912	1.09	1.14	1.47	1.7	1.5	1.2	1.12	0.94	0.83	0.52	0.96	1.22
1913	1.08	1.28	1.5	1.47	1.62	1.4	0.81	1.08	0.96	0.48	1.14	1.65
1914	1.23	1.32	1.51	1.28	1.48	1.3	0.84	0.78	0.9	0.46	0.79	1.04
1915	0.83	0.93	1.02	0.92	1	0.83	0.88	0.62	0.55	0.29	0.74	1
1916	1.17	1.38	1.3	1.04	1.13	1.46	1	0.75	0.7	0.46	0.74	1.42
1917	0.61	0.63	1.06	0.66	0.78	0.92	0.56	0.42	0.31	0.26	0.39	0.86
1918	0.58	0.74	0.82	1.34	1.18	0.88	0.72	0.56	0.48	0.4	0.64	1.24
1919	0.44	0.54	0.92	1.1	0.86	0.5	0.84	0.54	0.4	0.42	0.45	0.67
1920	0.42	0.75	1.18	1.33	0.97	0.74	0.66	0.63	0.35	0.42	0.53	0.64
1921	0.48	0.42	0.84	0.72	0.72	0.5	0.52	0.38	0.25	0.24	0.26	0.27
1922	0.28	0.38	0.89	0.86	0.72	0.6	0.44	0.46	0.28	0.25	0.4	0.33
1923	0.5	0.68	1.43	1.08	0.73	0.83	0.64	0.64	0.54	0.44	0.78	0.38
1924	0.61	0.92	1.5	1.3	0.76	1.44	0.81	0.57	0.52	0.79	0.75	0.65
1925	0.52	0.9	1.64	1.28	0.96	1.38	0.87	0.53	0.5	1.15	0.68	0.94
1926	0.78	1.26	2.06	1.44	1.14	1.75	1.54	0.48	0.96	1.5	0.9	1.1
1927	1.06	1.42	1.88	1.82	1.61	2.2	1.78	0.75	0.94	1.41	0.95	1.39
1928	0.51	0.9	1.11	0.84	0.98	1.16	1.29	0.38	0.32	1.06	0.6	0.68
1929	0.46	0.66	0.99	0.69	0.82	1.17	1.01	0.35	0.56	0.89	0.65	0.44
1930	0.84	0.81	0.87	1.11	1.08	1.32	1.03	0.54	1.09	1.75	1.11	0.92
1931	0.6	0.57	0.7	0.67	0.76	1.06	0.82	0.48	0.64	1.17	0.83	0.38
1932	0.8	0.79	0.82	1.02	1	0.96	1.08	0.62	0.74	1.25	0.86	0.44
1933	0.88	0.73	0.92	0.84	1.04	1.38	1.4	0.72	0.91	1.34	0.68	0.46
1934	0.44	0.32	0.4	0.53	0.72	0.53	0.9	0.32	0.38	0.62	0.16	0.2
1935	0.92	0.62	1.05	0.9	0.82	1.23	1.22	0.57	0.83	1.37	0.44	0.4
1936	0.78	0.76	1.02	1.14	0.98	0.8	1.34	0.7	0.91	1.3	0.91	0.54
1937	0.69	0.72	0.9	0.7	1.06	0.74	1.18	0.46	0.56	1.05	0.68	0.6
1938	0.6	0.9	1.46	0.66	1.07	0.42	1.27	0.68	0.42	1.15	0.68	0.4
