# Vanoni - Andeer - ABAL - ITRDB SWIT401
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33049
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33049.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit401-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit401-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit401.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit401.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-03-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-03-05
#--------------------
# Title
#   Study_Name: Vanoni - Andeer - ABAL - ITRDB SWIT401
#--------------------
# Investigators
#   Investigators: Vanoni, M.; Frey, H.-U.; Bigler, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: Reference: 
# # Vanoni M. 2012. Klimatische Einflusse auf die Wachstumsvariabilitat von Weisstanne und Fichte entlang des Weisstannen-Ausbreitungsgradienten. Master thesis. ETH Zurich, Zurich. NOAA Template Raw Measurements file added 2021-05-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Andeer
#   Location: Switzerland
#   Northernmost_Latitude: 46.571349
#   Southernmost_Latitude: 46.571349
#   Easternmost_Longitude: 9.418137
#   Westernmost_Longitude: 9.418137
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: SWIT401
#   First_Year: 1819
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ART01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ART16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ART16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ART01_raw	ART02_raw	ART03_raw	ART04_raw	ART05_raw	ART06_raw	ART08_raw	ART10_raw	ART11_raw	ART12_raw	ART13_raw	ART14_raw	ART15_raw	ART16_raw
1819	0.95	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1820	0.26	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1821	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1822	0.28	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1823	0.92	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1824	0.72	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1825	0.91	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1826	1.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1827	1.02	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1828	0.73	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1829	0.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1830	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1831	0.66	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1832	1.03	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1833	0.93	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1834	1.44	2.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1835	1.94	1.7	NA	NA	NA	NA	1.26	NA	1.83	NA	NA	NA	NA	NA
1836	2.29	2.04	NA	NA	NA	NA	1.99	NA	2.13	NA	NA	NA	NA	NA
1837	2.05	2.05	NA	NA	NA	NA	1.17	NA	2.41	NA	NA	NA	NA	NA
1838	1.75	1.7	NA	NA	NA	NA	0.64	NA	2.97	NA	NA	NA	NA	NA
1839	1.86	1.53	NA	NA	NA	NA	0.59	NA	3.37	NA	NA	1.73	NA	NA
1840	1.59	1.4	NA	NA	NA	NA	0.53	3.69	3.39	NA	NA	2.12	NA	NA
1841	1.66	1.4	NA	NA	NA	NA	0.61	2.89	3.21	NA	NA	2.13	NA	NA
1842	1.4	1.66	NA	NA	NA	NA	0.62	2.89	3.23	NA	NA	2.33	NA	NA
1843	1.88	1.55	NA	NA	NA	NA	0.67	3.16	2.67	NA	NA	1.73	NA	NA
1844	1.37	1.2	NA	NA	NA	NA	0.55	2.71	2.17	NA	NA	1.33	NA	NA
1845	1.59	1.54	NA	NA	NA	NA	0.57	2.85	2.46	NA	NA	1.46	NA	NA
1846	1.84	1.67	NA	NA	NA	NA	0.73	2.79	2.47	NA	NA	1.5	1.8	NA
1847	1.5	1.25	NA	NA	NA	NA	0.79	2.2	2.08	NA	NA	1.23	1.58	NA
1848	1.99	1.83	NA	NA	NA	NA	0.71	2.77	1.87	NA	NA	1.34	2.09	NA
1849	1.48	1.61	0.66	NA	NA	NA	0.95	2.39	1.64	NA	NA	1.21	2.04	NA
1850	1.48	1.57	0.61	NA	NA	NA	0.78	2.33	1.36	NA	NA	1.02	1.89	NA
1851	1.5	1.48	0.66	NA	NA	NA	0.63	2.35	1.49	NA	NA	0.99	1.92	NA
1852	1.44	1.33	0.61	NA	NA	NA	0.58	2.11	1.36	1.44	NA	0.89	1.47	NA
1853	1.54	1.4	0.68	NA	NA	NA	0.28	2.44	1.57	1.51	1.23	0.96	2.14	NA
1854	1.12	0.93	0.57	NA	NA	NA	0.35	2.25	1.37	1.24	1.18	0.65	1.52	NA
1855	1.09	0.98	0.51	NA	NA	NA	0.3	2.06	1.14	1.25	1.13	0.81	1.59	NA
1856	1.48	1.39	0.61	NA	NA	NA	0.3	2.26	1.63	1.83	1.05	0.99	1.76	NA
1857	1.19	1.21	0.49	NA	NA	NA	0.34	1.88	1.51	1.61	0.81	0.89	1.86	NA
1858	0.87	0.87	0.48	NA	NA	NA	0.3	1.88	1.32	1.63	0.93	0.67	1.82	NA
1859	1.12	0.5	0.42	NA	NA	NA	0.26	2.1	1.51	1.25	1.28	0.62	1.83	NA
1860	1.22	0.69	0.43	NA	NA	NA	0.33	1.56	1.18	2.16	1.37	0.43	1.79	NA
1861	1.59	1.61	0.54	NA	NA	NA	0.24	1.5	1.43	3.52	2.04	0.64	1.92	NA
1862	1.54	1.51	0.52	NA	NA	NA	0.23	1.26	1.17	3.96	2.15	0.4	1.67	NA
1863	2.07	2.58	0.68	NA	NA	NA	0.36	2.08	1.37	4.1	2.81	0.65	2.08	NA
1864	2.36	2.33	0.56	NA	NA	NA	0.63	2.1	1.49	3.61	2.94	0.55	2.01	NA
1865	1.75	1.5	0.49	NA	NA	NA	0.47	1.64	1.08	3.2	2.48	0.41	1.28	NA
1866	2.25	2	0.53	NA	NA	NA	0.68	2.01	1.84	3.15	2.74	0.57	1.95	NA
1867	2.31	1.93	0.58	NA	NA	0.89	0.57	1.95	2.24	2.47	1.68	0.52	1.67	NA
1868	1.92	1.37	0.42	NA	NA	0.92	0.49	1.69	2.04	1.54	2.09	0.31	1.36	NA
1869	2.47	2.02	0.57	NA	NA	1.15	0.62	2.09	2.94	2.33	2.75	0.39	1.96	NA
1870	1.46	1.31	0.45	NA	NA	0.96	0.52	1.07	2.49	1.77	1.51	0.22	1.37	NA
1871	1.78	2.06	1.03	NA	NA	1.09	0.77	2.08	2.9	2.3	1.89	0.55	1.87	NA
1872	1.82	1.84	0.76	NA	NA	0.93	0.59	2.07	2.48	2.19	1.8	0.48	1.67	2.66
1873	2.21	2.02	0.96	2.99	NA	1.07	0.76	2.29	3.04	2.44	2.32	0.52	2.03	2.66
1874	1.73	1.42	0.73	2.75	NA	0.83	0.64	1.99	2.21	2.19	1.69	0.28	1.53	2.4
1875	1.58	1.57	0.69	2.23	NA	1.02	0.46	2.31	1.79	2.65	1.82	0.32	1.42	2.21
1876	1.88	1.61	0.97	2.88	NA	1.2	0.68	2.17	2.25	3.07	1.68	0.26	1.72	2.02
