# BrΣker - Rheinau - QUSP - ITRDB SWIT208SWIT208
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10779
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10779.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit208-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit208-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit208.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit208.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: BrΣker - Rheinau - QUSP - ITRDB SWIT208SWIT208
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rheinau
#   Location: Switzerland
#   Northernmost_Latitude: 47.2
#   Southernmost_Latitude: 47.2
#   Easternmost_Longitude: 9.4833
#   Westernmost_Longitude: 9.4833
#   Elevation_m: 445
#--------------------
# Data_Collection
#   Collection_Name: SWIT208
#   First_Year: 1908
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## CEREI001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI006_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI006; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI007_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI007; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI008_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI008; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI009_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI009; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI010_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI010; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## CEREI012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: CEREI012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	CEREI001_raw	CEREI002_raw	CEREI003_raw	CEREI004_raw	CEREI005_raw	CEREI006_raw	CEREI007_raw	CEREI008_raw	CEREI009_raw	CEREI010_raw	CEREI011_raw	CEREI012_raw
1908	NA	NA	NA	NA	NA	5.19	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	NA	NA	3.44	NA	NA	NA	NA	NA	3.58
1911	NA	NA	NA	NA	NA	5.06	NA	NA	NA	NA	NA	3.15
1912	NA	NA	NA	NA	NA	3.44	NA	NA	NA	NA	NA	2.28
1913	NA	NA	NA	NA	NA	3.42	NA	NA	NA	NA	NA	2.06
1914	NA	2.43	NA	NA	NA	4.12	NA	NA	NA	NA	NA	2.5
1915	NA	2.15	NA	NA	NA	3.93	NA	NA	NA	NA	NA	3
1916	NA	2.87	NA	NA	NA	4.25	NA	NA	NA	NA	NA	4.24
1917	NA	3.35	NA	NA	NA	5.3	NA	NA	NA	NA	NA	4.95
1918	NA	2.27	NA	NA	NA	4.5	NA	NA	NA	NA	NA	2.91
1919	NA	3	NA	NA	NA	6.22	NA	NA	NA	NA	NA	4.38
1920	NA	3.12	NA	NA	NA	4.73	NA	NA	NA	NA	NA	4.48
1921	NA	1.11	NA	NA	NA	2.15	NA	NA	NA	NA	NA	1.85
1922	NA	3.09	NA	NA	NA	4.26	NA	NA	NA	NA	NA	3.12
1923	NA	4.13	NA	NA	NA	5.15	NA	NA	NA	NA	NA	4.4
1924	NA	1.82	NA	NA	NA	3.46	NA	NA	4.24	NA	NA	3.16
1925	NA	2.69	NA	NA	NA	5.25	NA	NA	6.28	NA	NA	3.72
1926	NA	2.47	NA	NA	NA	3.59	NA	NA	3.29	NA	NA	2.88
1927	NA	2.14	NA	NA	NA	5.34	NA	NA	4.94	NA	NA	4.6
1928	NA	3.36	NA	NA	NA	6.12	NA	NA	5.92	NA	NA	4.87
1929	NA	2.13	NA	NA	NA	4.4	0.87	NA	4.14	NA	NA	3.63
1930	NA	1.55	NA	NA	NA	3.01	0.5	NA	3.63	NA	NA	4.13
1931	NA	3.41	NA	NA	NA	5.69	1.21	NA	6.21	NA	NA	6.44
1932	NA	2.84	NA	NA	NA	4.32	1.44	NA	5.89	NA	NA	4.12
1933	NA	1.39	NA	NA	NA	2.31	1.46	NA	2.42	NA	NA	3.14
1934	NA	1.84	NA	NA	NA	4.05	2.24	NA	5.31	3.9	NA	4.9
1935	NA	2.02	NA	NA	NA	3.66	1.21	1.78	5.09	4.59	NA	5.2
1936	NA	0.86	NA	NA	NA	2.26	1.2	1.76	1.75	3.08	NA	2.98
1937	NA	1.64	NA	NA	NA	3.98	2.71	2.52	5.26	5.1	NA	4.39
1938	NA	1.56	NA	NA	NA	4.34	2.48	2.49	5.59	4.89	NA	5.28
1939	NA	1.35	NA	NA	NA	3.16	1.3	1.41	3.66	1.58	NA	3.6
1940	NA	1.68	NA	NA	NA	3.25	2.26	1.86	6.05	2.32	NA	4.06
1941	NA	1.71	NA	NA	NA	2.06	1.86	1.61	2.97	2.72	NA	3.66
1942	NA	1.01	NA	NA	NA	1.78	0.88	1.02	1.32	1.17	NA	2.72
1943	NA	1.91	NA	NA	NA	2.56	2.33	2.53	5.22	3.42	NA	5.17
1944	NA	1.71	NA	NA	NA	2.73	2.89	1.6	4.33	3.64	NA	4.29
1945	NA	1.41	NA	NA	NA	2.7	2.17	2.27	4.19	2.66	NA	3.67
1946	NA	2.37	NA	6.42	NA	3.49	2.56	2.64	4.96	5.35	NA	5.36
1947	NA	2.41	NA	6.39	NA	3.17	1.87	1.96	6.66	5.28	5.29	5.17
1948	NA	1.7	NA	3.21	NA	1.97	1.23	1.16	2.9	2.24	1.44	2.49
1949	4.22	2.34	1.58	4.92	2.93	4.12	0.86	1.58	4.83	3.61	2.57	4.47
1950	4.32	2.45	4.33	4.98	3.56	2.72	0.9	1.82	5.16	4.36	4.63	4.2
1951	2.08	1.02	3.71	1.83	1.69	1.07	0.64	1.66	3.52	3.05	2.6	1.52
1952	4.19	2.33	3.55	4.39	3.37	2.68	0.75	2.33	5.41	4.55	3.83	3.64
1953	3.76	2.06	0.87	2.39	1.93	3.55	0.34	1.92	5.55	4.08	2.31	3.52
1954	2.17	1.42	1.05	2.64	1.63	1.9	0.38	1.36	2.65	2.53	2.54	1.47
1955	4.5	2.21	2.72	4.93	3.46	2.79	1.09	2.22	4.86	4.26	3.61	2.79
1956	2.68	1.53	4.47	4.73	3.23	2.43	1.56	2.31	4.26	3.8	4.02	1.92
1957	1.7	1.61	3.21	3.28	2.86	1.73	1.25	1.41	2.46	3.29	2.63	1.41
1958	3.84	2.43	6.61	6.87	4.67	3.67	2.45	3.3	4.99	5.42	4.57	2.53
1959	3.21	1.58	1.79	5.29	3.3	1.51	1.91	2.16	2.3	3.51	3.8	1.95
1960	3.28	2.11	1.82	3.81	3.14	2.3	1.51	1.56	3.53	4.09	3.64	2.22
1961	3.71	1.68	1.05	5.47	3.77	2.55	1.36	1.7	4.44	4.37	4.17	2.35
1962	3.55	2.22	1.2	5.94	4.16	2.86	1.17	2.14	3.89	4.77	4.51	2.28
1963	2.43	1.69	1.49	4.64	3.19	2.03	1	1.54	3.25	3.36	3.72	1.68
1964	3.25	1.84	3.16	6.49	4.76	2.41	1.2	2.5	5	5.54	5.18	1.95
1965	2.45	2.1	5.22	4.65	2.85	2.47	1.02	2.12	4.16	4.43	3.63	2.2
1966	1.59	1.54	2.5	3.4	1.89	1.29	0.92	1.69	2.48	2.63	2.83	1.29
1967	2.27	2.26	1.96	5.75	2.31	2.4	1.56	2.38	2.38	2.36	4.57	1.86
1968	1.96	1.97	1.41	3.95	2.24	1.79	1.37	2.52	2.43	2.27	3.03	1.44
