# Richter - Albarracin Bezas - PIPI - ITRDB SPAI022
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4236
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4236.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai022-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; spai022-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/spai022.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/spai022.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-04-26
#--------------------
# File_Last_Modified_Date
#   Date: 2002-04-26
#--------------------
# Title
#   Study_Name: Richter - Albarracin Bezas - PIPI - ITRDB SPAI022
#--------------------
# Investigators
#   Investigators: Richter, K.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Albarracin Bezas
#   Location: Spain
#   Northernmost_Latitude: 40.3
#   Southernmost_Latitude: 40.3
#   Easternmost_Longitude: -1.33
#   Westernmost_Longitude: -1.33
#   Elevation_m: 1225
#--------------------
# Data_Collection
#   Collection_Name: SPAI022
#   First_Year: 1821
#   Last_Year: 1985
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus pinaster Aiton
#   Common_Name: maritime pine
#   Tree_Species_Code: PIPI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## E441101A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441101A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441101C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441101C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441102B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441102B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441102C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441102C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441103A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441103A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441103B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441103B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441104A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441104A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441104B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441104B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441105A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441105A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441105C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441105C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441106B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441106B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441106D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441106D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441107A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441107A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441107C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441107C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441108B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441108B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441108C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441108C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441109A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441109A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441109B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441109B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441110A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441110A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441110C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441110C; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441111B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441111B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## E441111D_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: E441111D; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	E441101A_raw	E441101C_raw	E441102B_raw	E441102C_raw	E441103A_raw	E441103B_raw	E441104A_raw	E441104B_raw	E441105A_raw	E441105C_raw	E441106B_raw	E441106D_raw	E441107A_raw	E441107C_raw	E441108B_raw	E441108C_raw	E441109A_raw	E441109B_raw	E441110A_raw	E441110C_raw	E441111B_raw	E441111D_raw
1821	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.13	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.09	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	0.21	NA	NA	NA	NA	0.25	NA	NA	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	0.21	NA	NA	NA	NA	0.11	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	0.34	NA	NA	NA	NA	0.28	NA	NA	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	0.33	NA	NA	NA	NA	0.23	NA	NA	NA	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	0.45	NA	NA	NA	NA	0.33	NA	NA	NA	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	0.55	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	0.3	NA	NA	NA	NA	0.26	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA
1848	NA	1.8	NA	0.34	NA	NA	NA	NA	0.31	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA
1849	NA	0.98	NA	0.22	NA	NA	NA	NA	0.19	NA	NA	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA
1850	NA	1.63	NA	0.32	NA	NA	NA	NA	0.38	NA	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA
1851	0.76	1.09	NA	0.14	NA	NA	NA	NA	0.18	NA	NA	NA	NA	NA	1.34	0.97	NA	NA	NA	NA	NA	NA
1852	0.96	1.52	0.56	0.31	NA	NA	NA	NA	0.41	NA	NA	NA	NA	NA	1.5	1.23	NA	NA	NA	NA	NA	NA
1853	1.1	2.13	0.35	0.28	NA	NA	NA	NA	0.37	NA	NA	NA	NA	NA	1.8	1.54	NA	NA	NA	NA	NA	NA
1854	2.34	3.28	0.47	0.23	NA	NA	NA	NA	0.47	NA	NA	NA	NA	NA	2.1	1.08	NA	NA	NA	NA	NA	NA
1855	1.49	2.38	0.58	0.21	NA	NA	1.54	NA	0.51	NA	NA	NA	NA	NA	1.6	0.69	NA	NA	NA	NA	NA	NA
1856	1.48	1.72	0.7	0.3	NA	NA	1.22	NA	0.31	NA	NA	NA	NA	NA	0.99	0.67	NA	NA	NA	NA	NA	NA
1857	1.1	1.46	0.62	0.36	NA	NA	1.02	NA	0.24	NA	NA	NA	NA	NA	0.76	0.59	NA	NA	NA	NA	NA	NA
1858	0.6	0.96	0.4	0.13	NA	NA	0.71	0.92	0.27	NA	NA	NA	NA	NA	0.55	0.48	NA	NA	NA	NA	NA	NA
1859	0.74	0.87	0.46	0.38	NA	NA	1.19	1.15	0.33	NA	NA	NA	NA	NA	0.76	0.61	NA	NA	NA	NA	NA	NA
1860	1.13	1.2	0.88	0.44	NA	NA	1.08	0.95	0.58	0.66	NA	NA	NA	NA	1.12	0.89	NA	NA	NA	NA	NA	NA
1861	1.46	1.3	0.83	0.33	NA	NA	0.83	1.31	0.42	0.69	NA	NA	NA	NA	1.75	1.18	NA	NA	NA	NA	NA	NA
1862	1.48	1.54	0.74	0.31	NA	NA	1.18	1.89	0.44	0.51	NA	NA	NA	NA	2.79	1.46	NA	NA	NA	NA	NA	NA
1863	1.31	1.07	1.16	0.27	NA	NA	1.13	1.34	0.58	0.42	NA	NA	NA	NA	2.08	1.61	NA	NA	NA	NA	NA	NA
1864	1.16	1.1	1.14	0.25	NA	NA	1.07	1.37	0.42	0.52	NA	NA	NA	NA	1.42	1.23	NA	NA	NA	NA	NA	NA
1865	1.7	1.07	1.58	0.33	NA	NA	1.12	1.7	0.85	0.77	NA	NA	NA	NA	1.14	1.7	NA	NA	NA	NA	NA	NA
1866	1.54	1.25	1.09	0.36	NA	NA	0.94	1.69	0.73	0.71	NA	NA	NA	NA	1.74	1.31	NA	NA	NA	NA	NA	NA
1867	0.55	0.47	0.5	0.17	NA	NA	0.43	0.7	0.34	0.24	NA	NA	NA	NA	0.42	0.46	NA	NA	NA	NA	NA	NA
1868	1.3	0.87	0.44	0.27	NA	NA	0.67	0.72	0.58	0.5	NA	NA	NA	NA	1.15	0.8	NA	NA	NA	NA	NA	NA
1869	0.3	0.25	0.63	0.26	NA	NA	0.32	0.3	0.18	0.18	NA	NA	NA	NA	0.38	0.23	NA	NA	NA	NA	NA	NA
1870	0.94	0.82	0.96	0.47	NA	NA	0.67	1.14	0.4	0.34	NA	NA	NA	NA	1.07	0.74	NA	NA	NA	NA	NA	NA
