# Bigler - Bergün GR Val Tuors - LADE - ITRDB SWIT185
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6118
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6118.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit185-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit185-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit185.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit185.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2008-12-16
#--------------------
# Title
#   Study_Name: Bigler - Bergün GR Val Tuors - LADE - ITRDB SWIT185
#--------------------
# Investigators
#   Investigators: Bigler, C.; Meile, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Bergün GR Val Tuors
#   Location: Switzerland
#   Northernmost_Latitude: 46.63
#   Southernmost_Latitude: 46.63
#   Easternmost_Longitude: 9.78
#   Westernmost_Longitude: 9.78
#   Elevation_m: 2065
#--------------------
# Data_Collection
#   Collection_Name: SWIT185
#   First_Year: 1800
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BTK02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BTK21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BTK21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BTK02_raw	BTK03_raw	BTK06_raw	BTK07_raw	BTK08_raw	BTK09_raw	BTK11_raw	BTK12_raw	BTK14_raw	BTK15_raw	BTK16_raw	BTK18_raw	BTK19_raw	BTK20_raw	BTK21_raw
1800	1.41	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA
1801	1.09	NA	NA	1.34	NA	NA	NA	NA	NA	NA	NA	0.44	NA	NA	NA
1802	0.32	NA	NA	0.27	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA
1803	0.82	NA	NA	1.67	NA	NA	NA	NA	NA	NA	NA	0.63	NA	NA	NA
1804	0.64	NA	NA	2.07	NA	NA	NA	NA	NA	NA	NA	0.52	NA	NA	NA
1805	0.57	NA	NA	1.84	NA	NA	NA	NA	NA	NA	NA	0.58	NA	NA	NA
1806	0.4	NA	NA	1.32	NA	NA	NA	NA	NA	NA	NA	0.62	NA	NA	NA
1807	0.35	NA	NA	1.55	NA	NA	NA	NA	NA	NA	NA	0.92	NA	NA	NA
1808	0.83	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA
1809	0.63	NA	NA	1.76	NA	NA	NA	NA	NA	NA	NA	1.21	NA	NA	NA
1810	0.37	NA	NA	1.15	NA	NA	NA	NA	NA	NA	NA	0.67	NA	NA	NA
1811	0.13	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	0.31	NA	NA	NA
1812	0.84	NA	NA	2.27	NA	NA	NA	NA	NA	NA	NA	1.12	NA	NA	NA
1813	0.68	NA	NA	1.56	NA	NA	NA	NA	NA	NA	NA	0.77	NA	NA	NA
1814	0.2	NA	NA	0.58	NA	NA	NA	NA	NA	NA	NA	0.23	NA	NA	NA
1815	0.38	NA	NA	0.9	NA	NA	NA	NA	NA	NA	NA	0.37	NA	NA	NA
1816	0.06	NA	NA	0.21	NA	NA	NA	NA	NA	NA	NA	0.18	NA	NA	NA
1817	0.13	NA	NA	0.39	NA	NA	NA	NA	NA	NA	NA	0.16	NA	NA	NA
1818	0.43	NA	NA	1.13	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA
1819	1.12	NA	NA	1.47	NA	NA	NA	NA	NA	NA	NA	0.43	NA	NA	NA
1820	0.8	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA
1821	0.44	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	0.49	NA	NA	NA
1822	1.94	NA	NA	2.2	NA	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA
1823	1.25	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	0.81	NA	NA	NA
1824	1.81	1.02	0.29	1.38	0.31	0.49	NA	0.34	0.7	1.87	0.42	0.69	0.2	0.1	NA
1825	1.47	0.64	0.17	1.27	0.57	0.37	NA	0.31	0.88	1.05	0.44	0.46	0.06	0.1	NA
1826	0.91	0.69	0.11	0.91	0.34	0.32	NA	0.24	0.83	1.74	0.25	0.53	0.34	0.12	NA
1827	1.01	0.79	0.2	1.37	0.5	0.42	NA	0.21	0.81	1.05	0.3	0.47	0.4	0.17	NA
1828	1.36	0.68	0.07	1.11	0.35	0.56	NA	0.33	0.91	1.07	0.26	0.51	0.41	0.14	NA
1829	1.41	0.74	0.22	1.44	0.43	0.51	NA	0.44	1.09	1.06	0.34	0.44	0.15	0.17	NA
1830	0.58	0.29	0.08	0.83	0.21	0.26	NA	0.32	0.77	1.02	0.4	0.21	0.12	0.05	NA
1831	0.73	0.77	0.12	1.06	0.34	0.37	NA	0.06	0.91	0.66	0.21	0.44	0.32	0.18	NA
1832	0.62	0.75	0.24	1.1	0.48	0.4	NA	0.2	0.72	0.68	0.25	0.39	0.4	0.18	NA
1833	0.96	1.1	0.05	1.34	0.99	0.49	NA	0.43	1.15	1.13	0.32	0.46	0.5	0.34	NA
1834	1.74	1.87	0.17	2.16	1.65	0.85	NA	0.81	1.7	2.18	0.48	0.71	1.08	0.5	NA
1835	1.21	1.18	0.1	1.25	1.1	0.36	NA	0.21	1.47	1.58	0.17	0.27	0.39	0.21	NA
1836	0.96	0.85	0.2	1.22	1.04	0.48	NA	0.63	1.24	1.43	0.35	0.4	0.81	0.32	NA
1837	1.21	0.94	0.45	1.16	1	0.61	NA	0.62	1.59	1.53	0.49	0.49	0.65	0.32	NA
1838	0.93	0.93	0.13	1.21	0.84	0.45	NA	0.48	1.17	0.96	0.43	0.41	0.49	0.23	NA
1839	1.03	0.96	0.21	1.6	0.94	0.61	NA	0.56	1.55	1.07	0.45	0.67	0.52	0.41	NA
1840	0.98	0.61	0.11	1.17	0.63	0.38	NA	0.09	0.78	0.75	0.14	0.26	0.31	0.13	NA
1841	0.94	0.52	0.14	1.07	0.53	0.39	NA	0.14	0.65	0.83	0.14	0.29	0.27	0.08	NA
1842	2.15	1.02	0.74	1.84	0.83	0.85	NA	0.57	1.45	1.02	0.78	0.45	1.05	0.67	NA
1843	0.86	0.44	0.47	0.68	0.4	0.2	NA	0.09	0.69	0.45	0.28	0.15	0.1	0.23	NA
1844	1.29	1.01	0.52	1.37	0.82	0.47	NA	0.6	1.09	0.89	0.57	0.34	0.64	0.34	NA
1845	0.84	1.03	0.61	1.28	0.75	0.43	NA	0.57	1.07	0.89	0.63	0.36	0.63	0.44	NA
1846	1.26	0.85	0.52	1.73	0.86	0.52	NA	0.68	1.3	0.86	0.88	0.55	0.81	0.84	NA
1847	0.85	0.82	0.54	1.24	0.83	0.38	NA	0.28	0.82	0.95	0.22	0.42	0.24	0.61	NA
1848	0.56	1.02	0.64	0.95	0.59	0.41	NA	0.41	0.75	0.79	0.46	0.27	0.42	0.53	NA
1849	1.09	1.82	0.94	1.26	1.25	1.1	NA	0.96	1.11	1.17	1.18	0.73	0.66	1.51	NA
1850	0.73	1.31	0.47	1.03	1.03	0.6	NA	0.51	1.07	1.01	0.6	0.46	1.87	0.83	NA
1851	0.6	1.34	0.41	0.7	0.89	0.29	NA	0.41	0.98	0.94	0.5	0.24	0.8	0.57	NA
1852	0.76	1.3	0.37	0.69	1.16	0.48	NA	0.53	1.11	1.2	0.64	0.37	0.55	0.49	NA
1853	0.82	1.13	0.38	0.66	1.14	0.32	NA	0.57	1.22	1.03	0.61	0.4	0.51	0.6	NA
