# Büntgen - Tale - PCAB - ITRDB SVK005
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16806
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16806.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/svk005-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; svk005-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/svk005.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/svk005.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Büntgen - Tale - PCAB - ITRDB SVK005
#--------------------
# Investigators
#   Investigators: Büntgen, U.(https://orcid.org/0000-0002-3821-0818); Esper, J.(https://orcid.org/0000-0003-3919-014X); Frank, D.C.(https://orcid.org/0000-0001-5463-5640); Nievergelt, D.; Verstege, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Tale
#   Location: Slovakia
#   Northernmost_Latitude: 48.8667
#   Southernmost_Latitude: 48.8667
#   Easternmost_Longitude: 19.6
#   Westernmost_Longitude: 19.6
#   Elevation_m: 800
#--------------------
# Data_Collection
#   Collection_Name: SVK005
#   First_Year: 1891
#   Last_Year: 2003
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## bstta01z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta01z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta02z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta02z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta03z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta03z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta04z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta04z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta05z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta05z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta06z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta06z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta07z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta07z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta08z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta08z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta09z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta09z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta10z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta10z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta11z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta11z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta13z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta13z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta14z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta14z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta16z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta16z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta17z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta17z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta18z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta18z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta19z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta19z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta20z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta20z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta22z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta22z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta23z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta23z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta24z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta24z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## bstta25z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: bstta25z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	bstta01z_raw	bstta02z_raw	bstta03z_raw	bstta04z_raw	bstta05z_raw	bstta06z_raw	bstta07z_raw	bstta08z_raw	bstta09z_raw	bstta10z_raw	bstta11z_raw	bstta13z_raw	bstta14z_raw	bstta16z_raw	bstta17z_raw	bstta18z_raw	bstta19z_raw	bstta20z_raw	bstta22z_raw	bstta23z_raw	bstta24z_raw	bstta25z_raw
1891	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	3.96	NA
1892	NA	6.87	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.32	NA	NA	NA	4.96	NA
1893	NA	7.81	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.98	NA	NA	4.01	5.33	NA
1894	NA	7.41	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.74	NA	NA	NA	3.74	NA	NA	4.65	6.02	NA
1895	NA	8.21	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.73	NA	NA	NA	5.29	NA	NA	5.43	6.27	NA
1896	NA	8.01	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.01	7.11	NA	NA	4.96	NA	NA	5.19	6.64	NA
1897	NA	8.27	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.68	8.48	7.89	8.43	NA	5.62	NA	NA	6.78	8.46	NA
1898	NA	6.77	NA	NA	4	NA	NA	NA	NA	NA	NA	3.74	6.26	5.12	6.11	5.62	4.51	NA	NA	5.4	7.16	NA
1899	NA	6.99	NA	NA	5.07	NA	5.67	NA	NA	NA	NA	5.51	6.41	4.95	5.76	4.07	5.14	NA	NA	6.75	7.19	NA
1900	NA	6.96	NA	6.8	4.25	NA	4.95	NA	NA	NA	NA	4.68	6.63	5.09	6.37	5.06	4.5	NA	NA	6.16	7.75	NA
1901	NA	6.25	NA	8.89	5.96	NA	4.24	NA	NA	NA	NA	6.12	7.95	4.76	7.88	5.81	4.24	NA	6.47	6.04	7.65	NA
1902	NA	6.08	5.14	7.28	4.97	NA	4.4	6.3	5.35	NA	5.4	5.4	6.79	4.45	6.86	5.94	4.28	NA	5.63	4.88	8.05	NA
1903	NA	5.84	4.32	6.42	4.8	NA	4.71	6.62	6.67	NA	6.56	6.61	7.18	3.83	5.7	5.42	3.96	NA	5.41	5.13	7.1	NA
1904	NA	3.49	2.48	4.25	2.07	NA	2.92	4.2	3.28	NA	2.93	3.9	4.89	2.66	4.15	3.82	2.79	NA	2.63	3.54	5.48	NA
1905	NA	3.85	3.9	4.15	2.94	NA	3.9	8.29	4.85	NA	6.39	4.9	5.91	3.76	4.06	5.44	3.32	NA	4.67	4.62	6.81	NA
1906	NA	3.64	5.14	5.95	3.94	NA	5.05	9.04	6.11	NA	6.61	7.45	5.76	4.57	5.22	5.22	3.35	4.13	4.86	5.45	7.38	NA
1907	NA	4.22	4.62	7.25	3.92	NA	4.69	8.2	5.58	NA	6.49	6.78	6.67	4.3	5.47	4.04	3.63	5.55	5.37	5.67	6.97	NA
1908	NA	2.93	3.62	6.53	2.72	NA	4.13	7.68	4.19	NA	5.51	5.19	5.35	2.88	3.9	3.72	3.21	4.61	3.19	4.24	5.93	NA
1909	NA	3	3.51	6.29	2.38	NA	4.92	7.29	4.69	NA	6.24	5	5.18	3.23	3.68	3.99	3.31	3.03	3.26	3.72	5.65	NA
1910	NA	3.18	3.34	5.26	2.87	NA	5.12	5.85	4.4	NA	6.49	5.14	5.22	3.21	4	4.09	3.05	4.23	2.62	3.15	5.59	NA
1911	5.01	3.26	2.48	3.9	1.74	5.26	3.23	4.06	2.99	NA	4.32	3.77	4.03	3.15	2.68	3.59	2.31	3.04	2.67	3.65	4.85	NA
1912	4.26	3.15	2.7	4.72	2.24	5.4	3.95	3.59	3.28	NA	4.37	4.07	4.07	2.7	2.66	3.67	2.36	2.97	3.22	3.35	5.44	NA
1913	5.12	3.35	2.62	4.33	2.64	6.62	4.26	1.59	3.01	NA	4.55	3.67	4.07	2.1	2.17	3.36	1.78	1.89	2.25	2.81	4.77	NA
1914	6.61	4.34	4.2	4.96	3.34	7.03	4.9	3.7	4.79	2.77	4.95	4.33	4.93	2.58	4.14	5.08	2.65	1.8	3.68	3.96	5.81	NA
1915	3.63	2.76	2.23	3.06	2.05	4.04	3.44	1.88	3.14	1.98	3.46	3.15	3.57	1.73	1.78	3.82	2.44	1.49	2.58	2.88	4.98	NA
1916	3.71	3.01	3.1	3.79	2.53	3.46	2.33	2.18	3.52	1.71	3.47	3.02	2.41	2.01	1.77	4.01	2.97	3.09	2.44	2.68	5.4	NA
1917	1.57	1.43	1.31	1.65	1.17	2.04	1.39	1.19	1.55	0.89	1.63	1.79	1.68	1.4	1.36	2.2	1.62	1.25	1.41	1.63	2.85	NA
1918	1.43	1.99	1.81	1.95	1.93	2.64	1.77	1.91	2.3	1.24	2.61	2.13	1.58	1.22	1.04	2.72	2.03	1.66	1.67	2.06	4.01	5.16
1919	2.43	2.61	2.38	2.27	1.8	3.74	2.49	1.98	2.66	1.58	2.77	2.19	1.78	1.55	1.4	4.08	2.41	2.14	2.04	2.31	4.61	5.08
1920	3.65	3.06	2.59	2.35	2.34	5.17	3.12	1.89	3.47	2.01	3.65	2.71	1.69	1.75	1.7	3.35	2.1	1.76	2.59	3.2	3.45	6.84
1921	2.61	1.72	1.44	1.71	1.47	2.65	2.29	1.62	2.37	1.41	2.04	1.85	1.71	1.78	2.03	3.22	2.06	1.8	2.07	2.02	3.35	3.17
1922	3.16	1.78	1.11	1.48	1.17	2.72	3.09	1.62	2.75	1.63	1.81	3.03	1.56	1.51	1.95	2.22	1.72	1.4	2.22	2.44	3.07	3.5
1923	2.56	2	1.66	1.47	1.08	2.72	1.84	2.7	2.87	1.7	1.81	3.21	1.59	1.73	1.88	2.65	2	1.79	1.96	2.97	3.9	2.61
1924	4.94	1.32	1.66	1.6	1.35	3.03	2.19	2.17	2.57	2.07	2.11	3.92	1.5	1.67	1.64	2.55	1.96	1.69	1.82	2.71	3.44	2.55
1925	6.19	3.01	2.06	2.64	2.6	3.31	2.36	2.91	3.24	2.35	2.93	4.91	2.23	2.16	2.35	3.1	2.49	2.09	2.25	3.12	4.29	3.38
1926	4.95	3.2	1.79	2.81	2.81	3.56	2.32	3.3	2.61	2.84	2.82	4.24	1.9	1.72	1.77	2.63	2.19	2.09	2.53	2.55	4.02	2.5
1927	5.02	2.62	1.45	2.27	2.2	3.44	2.74	4.67	1.7	2.01	3.26	3.89	1.75	1.68	1.78	2.48	2.32	2.59	2.29	2.82	3.8	1.96
1928	2.57	1.99	1.21	1.96	1.59	1.86	1.66	3.01	1.54	1.39	2.18	2.65	1.42	1.52	1.33	1.45	1.88	1.91	2.2	1.98	2.52	1.41
1929	1.89	1.5	1.39	1.4	1.68	2.39	2.12	2.2	0.91	1.59	1.55	2.11	0.99	1.23	0.79	1.34	1.33	2.11	1.39	1.51	2.39	1.67
1930	1.37	1.92	1.22	1.69	1.37	1.67	1.78	1.93	1.03	1.08	1.55	2.43	1.17	1.33	1.06	1.74	2.16	2.74	1.37	1.94	3.17	1.77
1931	1.63	1.93	1.24	1.31	1.37	1.24	1.29	1.74	0.99	1.45	1.69	2	0.85	1.16	0.91	1.65	2.29	2.24	0.97	2.29	3.36	1.63
1932	2.22	1.57	0.97	1.59	1.11	1.87	1.48	2.66	1.19	1.72	2.13	2.06	0.66	1.24	1.17	1.53	1.66	1.69	1.25	1.99	2.68	2.04
1933	3.11	1.95	0.92	1.44	0.98	1.6	1.51	2.43	1.69	1.78	2.09	1.66	0.73	1.22	1.02	1.59	1.86	2.21	1.43	1.8	3.06	2.11
1934	4.38	2.53	0.76	2.04	0.95	1.54	2.01	3.09	2.22	1.72	2.38	2.14	1.19	1.38	1.32	0.86	1.35	1.71	1.42	2.59	2.51	2.38
