# Schweingruber - Nyteboda - PCAB - ITRDB SWED010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4568
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4568.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed010x-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed010x-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed010x.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed010x.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Nyteboda - PCAB - ITRDB SWED010
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nyteboda
#   Location: Sweden
#   Northernmost_Latitude: 56.15
#   Southernmost_Latitude: 56.15
#   Easternmost_Longitude: 14.07
#   Westernmost_Longitude: 14.07
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: SWED010
#   First_Year: 1815
#   Last_Year: 1976
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  maximum density
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 351021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	351021_raw	351031_raw	351041_raw	351051_raw	351061_raw	351071_raw	351081_raw	351091_raw	351101_raw
1815	NA	NA	NA	NA	0.81	NA	NA	NA	NA
1816	NA	NA	NA	NA	0.85	NA	NA	NA	NA
1817	NA	NA	NA	NA	0.81	NA	NA	NA	NA
1818	NA	NA	NA	NA	0.84	NA	NA	NA	NA
1819	NA	NA	NA	NA	0.87	NA	NA	NA	NA
1820	NA	NA	NA	NA	0.93	NA	NA	NA	NA
1821	NA	NA	NA	NA	0.8	NA	NA	NA	NA
1822	NA	NA	NA	NA	0.83	NA	NA	NA	NA
1823	NA	NA	NA	NA	0.79	NA	NA	NA	NA
1824	NA	NA	NA	NA	0.75	NA	NA	NA	NA
1825	NA	NA	NA	NA	0.79	NA	NA	NA	NA
1826	NA	NA	NA	NA	0.9	NA	NA	NA	NA
1827	NA	NA	NA	NA	1	NA	0.87	NA	NA
1828	NA	NA	NA	NA	1.03	NA	0.81	NA	NA
1829	NA	NA	NA	NA	0.82	NA	0.8	NA	NA
1830	NA	NA	NA	NA	0.83	NA	0.8	NA	NA
1831	NA	NA	NA	NA	0.78	NA	0.9	NA	NA
1832	NA	NA	NA	NA	0.97	NA	0.76	NA	NA
1833	NA	NA	NA	NA	0.87	NA	0.89	0.87	NA
1834	NA	NA	NA	NA	0.98	NA	0.98	0.81	NA
1835	NA	NA	NA	NA	1.05	NA	1.05	0.95	NA
1836	NA	NA	NA	NA	1.11	NA	0.92	0.95	NA
1837	NA	NA	NA	NA	0.96	NA	0.93	0.94	NA
1838	NA	NA	NA	NA	1.04	NA	0.86	0.91	NA
1839	NA	NA	NA	NA	1.05	NA	0.85	0.9	NA
1840	NA	NA	NA	NA	1.02	NA	0.87	0.93	NA
1841	NA	NA	NA	NA	1.03	NA	0.93	0.98	1.02
1842	NA	NA	NA	NA	1.03	NA	0.97	1.03	1.15
1843	NA	NA	NA	NA	1.07	NA	0.96	1.04	1.11
1844	NA	NA	NA	NA	1.11	NA	0.88	0.97	1.07
1845	NA	NA	NA	NA	1.12	NA	0.94	0.96	1.04
1846	NA	NA	NA	NA	1.1	NA	0.96	1.08	1.15
1847	1.05	NA	NA	NA	0.97	NA	0.96	1.06	1.15
1848	1.01	NA	NA	NA	1.02	NA	0.94	1.12	1.1
1849	0.99	NA	NA	NA	0.97	NA	0.85	1.08	1.02
1850	1.05	NA	NA	NA	1.09	NA	0.96	1.09	1.16
1851	0.96	NA	NA	NA	1.02	NA	0.88	1.05	1.07
1852	0.97	NA	NA	NA	1.04	NA	0.9	1.1	1.08
1853	0.9	NA	NA	NA	1.04	NA	0.87	1.07	1.05
1854	0.91	NA	NA	NA	0.96	NA	0.94	1.04	1.15
1855	0.85	NA	NA	NA	0.97	NA	0.85	1.06	1.1
1856	0.86	NA	NA	NA	0.91	NA	0.83	0.96	1.09
1857	0.92	NA	NA	NA	1.03	NA	0.95	1.06	1.14
1858	0.99	NA	NA	NA	1.05	NA	0.95	1.1	1.14
1859	0.98	NA	NA	NA	0.9	NA	0.87	1.06	1.14
1860	0.87	NA	NA	NA	0.93	NA	0.83	1.06	1.08
1861	0.95	0.78	NA	NA	0.93	NA	0.93	1.12	1.13
1862	0.92	0.82	NA	NA	0.88	NA	0.86	1.03	1.09
1863	0.93	0.82	NA	NA	0.85	NA	0.94	1.07	1.09
1864	1.03	0.76	0.85	NA	0.83	NA	0.79	1	1.01
1865	1	0.8	0.93	NA	0.88	NA	0.87	1.05	1.11
1866	1	0.72	0.91	NA	0.81	NA	0.87	1.1	1.1
1867	1.07	0.77	0.93	NA	0.78	NA	0.77	1.01	1.01
1868	1.04	0.75	1.12	NA	0.71	0.95	0.68	1.04	1.01
1869	0.96	0.76	0.95	NA	0.79	0.91	0.73	0.97	0.98
1870	1.07	0.8	1.01	NA	0.81	0.92	0.73	0.95	1.04
1871	0.99	0.78	0.91	NA	0.76	0.91	0.78	0.99	0.96
1872	1.18	0.77	1.06	NA	0.8	0.99	0.85	1.08	1.09
1873	1.02	0.76	0.92	NA	0.85	0.91	0.76	0.97	0.99
1874	1.07	0.73	0.87	NA	0.79	0.85	0.84	1.05	1.05
1875	1.16	0.89	0.99	NA	0.9	1.04	1.03	1.12	1.06
1876	1.1	0.86	0.96	NA	0.71	0.97	0.94	1.12	1.04
1877	0.98	0.69	0.86	NA	0.59	0.8	0.73	0.96	0.91
1878	1.14	0.76	0.88	NA	0.79	0.93	0.94	1.08	1.09
1879	1.07	0.79	0.88	NA	0.81	0.99	0.84	1.11	0.99
1880	1.05	0.79	0.99	NA	0.72	1.06	0.87	1.17	1.09
1881	1	0.76	0.84	NA	0.64	0.9	0.81	1.06	0.9
1882	1.06	0.81	0.96	NA	0.87	1.06	0.84	1.09	1.05
1883	1.1	0.78	0.92	0.92	0.76	0.95	0.85	1.06	1
1884	1.1	0.78	0.94	0.98	0.78	0.97	0.94	1.07	1.03
1885	1.11	0.8	0.9	0.88	0.82	0.93	0.89	1.05	1.04
