# Bräker - Etang du Milieu, Bois-des Boulats - QUSP - ITRDB SWIT213
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/10784
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-10784.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit213-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit213-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit213.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit213.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Etang du Milieu, Bois-des Boulats - QUSP - ITRDB SWIT213
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Etang du Milieu, Bois-des Boulats
#   Location: Switzerland
#   Northernmost_Latitude: 47.4667
#   Southernmost_Latitude: 47.4667
#   Easternmost_Longitude: 7.1667
#   Westernmost_Longitude: 7.1667
#   Elevation_m: 450
#--------------------
# Data_Collection
#   Collection_Name: SWIT213
#   First_Year: 1833
#   Last_Year: 1999
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BONF1001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF1001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF1002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF1002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF1003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF1003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF1041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF1041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF2001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF2001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF2002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF2002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF2003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF2003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF2004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF2004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF3001_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF3001; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF3002_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF3002; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF3003_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF3003; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF3004_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF3004; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BONF3005_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BONF3005; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BONF1001_raw	BONF1002_raw	BONF1003_raw	BONF1041_raw	BONF2001_raw	BONF2002_raw	BONF2003_raw	BONF2004_raw	BONF3001_raw	BONF3002_raw	BONF3003_raw	BONF3004_raw	BONF3005_raw
1833	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	NA	NA
1834	NA	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA
1835	NA	NA	NA	NA	NA	NA	NA	2.43	NA	NA	NA	NA	NA
1836	NA	NA	NA	NA	NA	NA	NA	2.08	NA	NA	NA	NA	NA
1837	NA	NA	NA	NA	NA	NA	NA	2.3	NA	NA	NA	NA	NA
1838	NA	NA	NA	NA	NA	NA	NA	2.54	NA	NA	NA	NA	NA
1839	NA	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA
1840	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA
1841	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA
1842	NA	NA	NA	NA	NA	NA	NA	0.55	NA	NA	NA	NA	NA
1843	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA	NA
1844	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA
1845	NA	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA
1846	NA	NA	NA	NA	NA	NA	NA	0.82	NA	NA	NA	NA	NA
1847	NA	NA	NA	NA	NA	NA	NA	1.18	NA	NA	NA	NA	NA
1848	NA	NA	NA	NA	NA	NA	NA	1.09	NA	NA	NA	NA	NA
1849	NA	NA	NA	NA	NA	NA	NA	1.3	NA	NA	NA	NA	NA
1850	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	NA	NA	NA
1851	NA	NA	NA	NA	NA	NA	NA	1.05	NA	NA	NA	NA	NA
1852	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	1.7	NA	NA	NA	NA	NA
1856	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA
1857	NA	NA	NA	NA	NA	NA	NA	1.14	NA	NA	NA	NA	NA
1858	NA	NA	NA	NA	NA	NA	NA	0.96	NA	NA	NA	NA	2.01
1859	NA	NA	NA	NA	NA	NA	NA	1.47	NA	NA	NA	NA	3.39
1860	NA	NA	NA	NA	NA	NA	NA	1.57	NA	NA	NA	NA	3.85
1861	NA	NA	NA	NA	NA	NA	3.57	2.66	NA	NA	NA	NA	4.26
1862	NA	NA	NA	NA	NA	NA	3.41	2.23	2.56	NA	NA	NA	5.33
1863	NA	NA	NA	NA	NA	NA	2.83	1.96	3.28	NA	NA	NA	3.49
1864	NA	NA	NA	NA	NA	NA	1.57	2.1	2.26	NA	NA	NA	2.16
1865	NA	NA	NA	NA	NA	NA	1.09	1.44	1.88	NA	NA	NA	2.36
1866	NA	NA	NA	NA	NA	NA	1.81	1.86	2.63	NA	NA	NA	2.14
1867	NA	NA	NA	NA	NA	NA	2.99	3.48	3.39	NA	NA	1.49	1.87
1868	NA	NA	NA	NA	NA	NA	2.34	3.03	3.17	NA	NA	1.34	1.35
1869	NA	NA	NA	NA	NA	NA	3.38	2.41	3.24	NA	NA	1.49	1.05
1870	2.01	NA	NA	NA	NA	NA	3	2.43	2.43	NA	NA	1.15	1.47
1871	4.85	NA	NA	NA	NA	NA	4.36	3.57	3.4	NA	NA	2.01	2.82
1872	3.41	NA	NA	NA	NA	NA	3.95	3.5	1.71	NA	NA	1.23	1.16
1873	3.7	NA	NA	NA	NA	NA	3.45	3.77	1.72	NA	NA	1.54	2.2
1874	4.35	NA	NA	NA	NA	NA	3.86	3.52	2.19	NA	NA	2.32	3.68
1875	4.25	NA	NA	NA	NA	NA	3.96	3.11	2.48	NA	NA	2.45	4.13
1876	1.57	NA	2.32	NA	NA	NA	3.43	2.86	1.9	NA	NA	1.91	2.57
1877	1.47	NA	4.65	NA	2.24	NA	3.77	3.71	1.55	NA	NA	2.95	3.35
1878	1.45	NA	2.51	NA	2.28	NA	3.2	2.51	1.19	NA	NA	3.06	1.91
1879	1.53	NA	3.95	NA	2.6	NA	2.65	2.02	1.35	NA	NA	3.23	2.24
1880	0.72	NA	2.7	NA	1.16	NA	1.63	1.49	0.9	NA	NA	1.84	1.25
1881	0.95	NA	1.81	3.17	1.56	NA	1.49	1.53	0.58	NA	NA	1.16	1
1882	0.5	NA	1.68	2.47	0.99	NA	0.73	1.57	1.63	NA	NA	1.84	0.77
1883	1.45	NA	2.87	4.72	1.7	NA	1.43	1.98	2.71	NA	NA	2.72	1.68
1884	1.9	NA	2.37	3.9	1.89	NA	1.32	2.27	1.91	NA	2.36	3.01	1.79
1885	1.69	NA	1.58	2.66	1.44	NA	1.8	2.1	2.08	NA	2.24	2.45	1.69
1886	1.55	NA	1.81	1.96	1.51	NA	1.71	1.77	1.4	NA	0.99	1.73	1.15
1887	1.7	NA	1.58	1.91	1.55	NA	1.42	1.94	0.75	NA	0.83	1.81	1.3
1888	2.51	NA	2.04	2.08	1.21	NA	1.09	1.45	1.14	2.92	1.43	2.03	2.01
1889	2.95	NA	1.9	2.21	1.43	NA	1.51	1.87	1.17	2.91	2	1.68	1.73
1890	3.58	NA	1.99	2.15	1.51	NA	1.04	1.84	1.25	3.71	1.28	1.05	0.91
1891	3.34	NA	1.95	1.84	1.56	NA	1.52	1.92	1.64	3.88	1.48	1.76	1.18
1892	3.19	NA	2.48	2.35	1.56	NA	1.63	2.14	1.78	4.61	1.98	2.04	1.61
1893	2.04	NA	1.25	1.25	1.18	NA	1.65	1.4	0.85	3.03	1.01	1.34	1.06
1894	2.48	NA	1.98	3	2.84	NA	2.99	2.69	1.98	2.33	2.13	2.53	2.5
1895	2.04	NA	1.6	2.64	2.33	2.86	2.74	2.68	1.72	2.56	2.17	2.4	2.36
