# Fischer - Nordrhein-Westfalen/Haiger-Siegerland drh01 - PCAB - ITRDB GERM189
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16706
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16706.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ189-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ189-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ189.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ189.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Haiger-Siegerland drh01 - PCAB - ITRDB GERM189
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Burkhard Neuwirth, Fritz Hans Schweingruber, Matthias Winiger
#   Journal_Name: Dendrochronologia
#   Published_Title: Spatial patterns of central European pointer years from 1901 to 1971
#   Published_Date_or_Year: 2007
#   Volume: 24
#   Pages: 79-89
#   Issue: 2-3
#   Report_Number: 
#   DOI: 10.1016/j.dendro.2006.05.004
#   Full_Citation: None
#   Abstract: Three hundred and seventy-seven tree-ring width site chronologies including all eight principal forest tree species within Central Europe (5° to 15°E; 43° to 53°N) are expressed as Cropper-values and mapped using a Geographical Information System (here after referred to as GIS). Spatial classification of positive and negative growth anomalies and their occurrence within altitudinal zones, results in nine differing sub-groups of pointer years. In total, 39 years between 1901 and 1971AD are subdivided into these groups. The other 32 years show only growth anomalies in less than 40% of the research area, and therefore were excluded from further investigations.# # Climatological interpretation of the growth patterns of the nine groups documents mutual temperature and precipitation forcings. Extreme positive pointer years represent optimal growth conditions, i.e., moderate cool and wet conditions during the growing season. For the other years we summarize (i) warm and wet (warm and dry) springs result in positive (negative) anomalies in the Central European lowlands and (ii) warm (cold) summers result in positive (negative) anomalies in the Central European highlands. In some years, however, similar climatological conditions yield to divergent growth response patterns.
#--------------------
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Haiger-Siegerland drh01
#   Location: Germany
#   Northernmost_Latitude: 50.7167
#   Southernmost_Latitude: 50.7167
#   Easternmost_Longitude: 8.1
#   Westernmost_Longitude: 8.1
#   Elevation_m: 520
#--------------------
# Data_Collection
#   Collection_Name: GERM189
#   First_Year: 1877
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drh0116B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0116B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0101b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0101b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0102a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0102a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0103z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0103z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0104b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0104b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0105b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0105b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0106b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0106b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0107z_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0107z; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0108a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0108a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0109a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0109a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0110b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0110b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0111b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0111b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0112b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0112b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0113b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0113b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0114a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0114a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drh0115a_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drh0115a; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drh0116B_raw	drh0101b_raw	drh0102a_raw	drh0103z_raw	drh0104b_raw	drh0105b_raw	drh0106b_raw	drh0107z_raw	drh0108a_raw	drh0109a_raw	drh0110b_raw	drh0111b_raw	drh0112b_raw	drh0113b_raw	drh0114a_raw	drh0115a_raw
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.76	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.62	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.95	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.2	2.37
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	2.93
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.46	5.68
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.05	NA	NA	NA	3.16	3.35
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.14	NA	NA	NA	4.11	3.26
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.25	1.58	NA	NA	3.21	1.87
1886	NA	2.91	NA	NA	NA	NA	NA	NA	NA	NA	3.17	2.23	NA	NA	4.26	2.6
1887	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	2.82	1.44	NA	NA	2.39	1.62
1888	NA	3.46	NA	NA	NA	NA	NA	NA	NA	NA	4.09	2.57	3.21	NA	3.87	2.25
1889	4.55	2.01	NA	NA	NA	NA	NA	NA	NA	NA	4.54	2.06	2.79	NA	3.22	1.35
1890	3.51	3.19	NA	NA	NA	NA	NA	NA	NA	3.46	4.7	2.45	4.09	NA	3.86	1.83
1891	2.71	3.35	NA	NA	NA	NA	NA	NA	NA	3	4.34	2.72	4.05	NA	3.66	2.57
1892	0.79	3.92	NA	NA	2.19	NA	NA	NA	NA	2.07	4.59	2.4	3.07	3.36	3.25	2.4
1893	1.28	2.17	NA	NA	1.18	NA	NA	NA	NA	1.94	2.51	1.17	1.11	2.07	1.38	1.17
1894	1.83	3.64	NA	NA	3.4	NA	NA	NA	NA	2.46	4.02	2.42	1.76	2.89	1.88	1.47
1895	3.27	3.67	2.12	NA	2.98	NA	NA	NA	2.7	2.83	4.35	3.16	2.47	3.15	2.56	2.29
1896	3.2	2.53	1.69	NA	2.59	3.68	NA	NA	2.03	1.85	3.45	2.53	3.22	3.51	2.25	1.24
1897	3.09	2.74	1.68	NA	2.57	4.8	NA	NA	2.18	2.08	3.54	2.92	4.28	4.16	2.85	1.44
1898	2.18	3.38	2.2	NA	2.76	4.82	NA	NA	2.27	2.53	4.73	2.94	4.48	4.21	4	1.69
1899	2.05	2.98	0.87	NA	1.28	3.19	NA	NA	1.8	2.18	4.06	2.21	3.46	3.02	2.81	1.49
1900	3.69	3.26	1.18	NA	1.37	4.78	NA	NA	2.64	2.16	4	1.81	3.4	3.1	2.75	1.34
1901	2.94	3.34	1.45	NA	0.88	4.05	NA	NA	2.7	2.32	3.07	1.59	2.23	2.32	2.05	2.02
1902	2.86	3.36	1.91	NA	1.58	3.74	NA	NA	2.89	2.42	3.05	1.84	2.75	2.4	2.15	2.9
1903	3.56	3.4	2.5	NA	1.79	4.02	NA	NA	3.64	3.54	3.73	2.08	3.23	3.21	3.1	3.02
1904	4.07	2.48	2	NA	2.56	3.45	NA	NA	2.83	2.87	3.02	2.15	2.58	3.18	2.4	2.23
1905	3.47	3.56	1.45	NA	2.04	3.66	NA	NA	3.18	3.17	3.98	2.62	2.58	3.61	3.23	2.8
1906	3.3	3.41	1.19	NA	2.44	2.88	3.03	NA	2.31	3.26	3.38	2.51	2.37	3.68	2.47	2.35
1907	3.26	2.82	1.09	NA	2.19	2.24	4.64	0.77	2.56	3.4	3.21	2.04	2.82	3.75	2.69	3.41
1908	2.45	1.94	1.33	NA	1.81	2.86	5.09	1.12	2.57	3.82	3.02	2.11	2.85	3.36	2.74	3
1909	2.53	3.2	1.48	NA	1.82	3.31	4.16	1.82	2.56	4.33	3.78	3.12	3.19	3.26	3.31	3.15
1910	2.1	2.47	1.51	NA	2.07	3.01	5.18	1.02	2.34	4.02	2.76	3.7	3.1	2.99	3.36	2.7
1911	2.05	1.44	1.18	NA	1.43	2.16	3.06	1.44	2	2.68	2.72	2.67	2.19	2.66	2.21	1.72
1912	4.36	1.53	0.96	NA	1.6	2.08	2.83	1.8	2.5	2.96	2.84	3.02	2.34	3.31	2.51	2.13
1913	3.66	2.01	0.97	NA	2.01	2.44	3.68	0.71	1.98	3.12	3.42	3.1	2.26	3.34	2.01	2.42
1914	3.44	1.16	1.24	NA	1.93	1.85	4.53	1.45	1.94	3.29	3.39	3.17	1.88	2.54	1.9	1.64
1915	3.49	1.78	0.85	NA	1.3	1.84	2.51	1.36	1.67	3.06	3.04	3.12	1.73	2.94	1.56	1.56
1916	4.34	2.67	0.93	NA	1.56	3.1	4.65	1.7	2.33	3.9	3.11	3.63	2.06	3.27	1.91	2.46
1917	3.62	2.02	1.02	NA	1.24	2.29	3.39	2.52	1.73	3.16	3.1	3.52	1.58	2.74	1.78	1.81
1918	3.52	1.98	1.17	NA	1.49	2.7	3.43	2.41	2.28	3.35	2.91	3.29	2.06	3.34	1.89	2.12
1919	2.82	1.81	1.29	NA	1.34	2.43	2.98	2.8	1.84	2.59	2.58	2.8	1.9	2.58	1.67	1.85
1920	2.42	1.24	1.14	NA	1.27	1.7	2.13	3.07	1.82	2.41	2.23	2.04	1.6	1.95	1.4	1.74
1921	1.51	1.2	1.19	NA	1.08	1.45	1.96	2.34	1.49	1.9	1.67	1.32	1.18	1.58	1.17	1.46
1922	1.85	0.85	0.88	NA	0.87	1.07	1.62	2.22	1	1.63	1.92	1.2	0.98	0.96	1.21	1.4
1923	2.1	0.78	0.92	NA	0.93	1.16	2.46	1.92	1.24	1.89	1.59	1.36	1.17	1.24	1.1	1.58
1924	2.87	1.48	1.25	NA	1.85	1.58	3.65	1.53	1.72	2.96	3.22	2.42	1.89	1.98	1.94	2.21
1925	3.86	1.5	0.97	NA	1.78	2.15	3.09	1.51	1.3	3.59	3.07	2.32	1.86	2.3	2.11	3.33
1926	3.32	1.16	0.9	NA	1.42	1.86	2.41	1.89	1.1	3.1	2.59	2.3	1.69	2.26	1.86	3
1927	3.16	1.74	1.39	NA	1.88	1.98	3.32	2.24	1.6	3.62	3	2.5	1.74	2.46	2	3.26
1928	2.79	1.39	1.17	NA	1.48	2.05	2.81	2.14	1.37	3.04	2.64	1.82	1.5	2.35	1.97	2.96
1929	2.26	1.48	0.94	NA	1.29	2.13	2.47	1.9	1.26	2.51	3.28	1.58	1.33	2.26	1.68	2.44
1930	2.16	2.23	1.18	NA	1.64	2.72	2.29	1.56	1.84	3.17	4.31	1.9	1.93	1.61	1.9	3.5
1931	2.88	2.55	1.2	NA	1.85	3.04	3.35	0.83	1.95	3.53	4.04	2.21	2.03	2.94	2.21	3.18
1932	2.54	2.01	1.15	NA	1.79	2.85	2.42	0.79	1.62	2.7	2.84	1.92	1.63	2.32	1.69	2.58
1933	4.2	2.58	1.25	NA	2.08	3.56	2.98	0.7	2.4	3.2	4.16	2.42	2.16	2.4	2.51	4.05
1934	3.39	2.03	0.78	NA	1.3	2.21	2.1	1.6	1.68	1.53	4.36	1.62	1.89	2.36	1.94	3.15
1935	2.52	1.74	0.9	NA	1.57	2.06	1.78	1.96	1.4	1.56	3.42	1.4	1.5	1.77	1.45	3.03
1936	3.62	2.08	1.06	NA	1.75	1.16	1.58	1.67	1.83	1.95	3.86	1.3	0.84	1.9	1.62	3.45
1937	2.7	1.61	1.48	NA	1.54	1.44	1.69	2.06	1.52	1.46	2.69	1.29	1.34	1.78	1.69	2.29
1938	2.69	1.64	1.38	NA	1.84	1.33	1.55	2.5	1.66	2.32	2.24	1.16	1.22	1.66	1.64	2.36
1939	2.98	1.86	1.62	NA	2.72	2.39	2.28	1.45	1.82	3.02	2.83	1.58	1.45	1.84	1.83	2.56
1940	1.55	1.47	1.48	NA	2.44	2.22	1.94	3.27	1.78	2.66	1.49	1.19	0.46	1.3	1.28	2.69
1941	1.68	1.4	2.12	NA	2.82	2.52	2.56	3.27	1.78	1.98	1.54	1.58	0.95	1.57	1.52	3.3
1942	1.23	1.05	1.83	NA	1.79	1.35	2.04	2.44	1.14	1.54	1.34	1.26	0.56	1.58	1.1	2.03
1943	2.09	1.56	3.2	NA	3.53	3.35	3.04	3.5	2.04	2.4	2.59	1.69	1.36	2.19	1.71	2.42
1944	1.98	2.04	2.97	NA	3.08	2.62	3.15	3.18	2.53	2.7	2.71	2.38	1.63	2.02	1.55	2.68
1945	2.66	2.76	3.69	NA	4.22	3.03	3.56	2.25	3.2	3.74	5.2	3.52	2.41	2.86	2.02	3.91
