# Vanoni - Sumvitg - ABAL - ITRDB SWIT397
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/33045
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-33045.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit397-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit397-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit397.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit397.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2021-03-05
#--------------------
# File_Last_Modified_Date
#   Date: 2021-03-05
#--------------------
# Title
#   Study_Name: Vanoni - Sumvitg - ABAL - ITRDB SWIT397
#--------------------
# Investigators
#   Investigators: Vanoni, M.; Frey, H.-U.; Bigler, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: Reference: 
# # Vanoni M. 2012. Klimatische Einflusse auf die Wachstumsvariabilitat von Weisstanne und Fichte entlang des Weisstannen-Ausbreitungsgradienten. Master thesis. ETH Zurich, Zurich. NOAA Template Raw Measurements file added 2021-05-03.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sumvitg
#   Location: Switzerland
#   Northernmost_Latitude: 46.726701
#   Southernmost_Latitude: 46.726701
#   Easternmost_Longitude: 8.902934
#   Westernmost_Longitude: 8.902934
#   Elevation_m: 1435
#--------------------
# Data_Collection
#   Collection_Name: SWIT397
#   First_Year: 1769
#   Last_Year: 2011
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SST01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SST17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SST17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SST01_raw	SST02_raw	SST03_raw	SST04_raw	SST05_raw	SST06_raw	SST07_raw	SST08_raw	SST09_raw	SST10_raw	SST11B_raw	SST12_raw	SST13_raw	SST14_raw	SST15_raw	SST16_raw	SST17_raw
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA
1770	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA
1771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.15	NA	NA	NA	NA
1772	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA
1773	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.02	NA	NA	NA	NA
1774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA
1775	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA
1776	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.78	NA	NA	NA	NA
1777	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA
1778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA	NA	NA
1779	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.69	NA	NA	NA	NA
1780	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.75	NA	NA	NA	NA
1781	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.68	NA	NA	NA	NA
1782	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.51	NA	NA	NA	NA
1783	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.27	NA	NA	NA	NA
1785	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.33	NA	NA	NA	NA
1786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.35	NA	NA	NA	NA
1787	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.39	NA	NA	NA	NA
1788	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.4	NA	NA	NA	NA
1789	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	0.28	NA	NA	NA	NA
1790	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	NA	NA	0.33	NA	NA	NA	NA
1791	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.22	NA	NA	0.37	NA	1.32	NA	NA
1792	NA	NA	NA	NA	NA	NA	NA	NA	1.49	1.53	NA	NA	0.3	NA	1.81	NA	NA
1793	NA	NA	NA	NA	NA	NA	NA	NA	1.36	1.25	NA	NA	0.31	NA	1.32	NA	NA
1794	NA	NA	NA	NA	NA	NA	NA	NA	1.07	1.41	NA	NA	0.2	NA	0.94	NA	NA
1795	NA	NA	NA	NA	NA	NA	NA	NA	0.45	1.08	NA	NA	0.17	NA	0.89	NA	NA
1796	NA	NA	NA	NA	NA	NA	NA	NA	0.44	0.85	NA	NA	0.2	NA	0.82	NA	NA
1797	NA	NA	NA	NA	NA	NA	NA	NA	0.63	1.39	NA	NA	0.1	NA	0.6	NA	NA
1798	NA	NA	NA	NA	NA	NA	NA	NA	0.81	1.95	NA	NA	0.09	NA	0.8	NA	NA
1799	NA	NA	NA	NA	NA	NA	NA	NA	0.91	1.84	NA	NA	0.13	NA	0.88	NA	NA
1800	NA	NA	NA	NA	NA	NA	NA	NA	0.77	1.61	NA	NA	0.1	NA	0.75	NA	NA
1801	NA	NA	NA	NA	NA	NA	NA	NA	1.16	1.62	NA	NA	0.13	NA	1.35	NA	NA
1802	NA	NA	NA	NA	NA	NA	NA	NA	0.8	1.61	NA	NA	0.12	NA	0.98	NA	NA
1803	NA	NA	NA	NA	NA	NA	NA	NA	1.06	1.43	NA	NA	0.09	NA	0.96	NA	NA
1804	NA	NA	NA	NA	NA	NA	NA	NA	1.28	1.47	NA	NA	0.09	NA	1.05	NA	NA
1805	NA	NA	NA	NA	NA	NA	NA	NA	1.37	1.57	NA	NA	0.15	NA	1.37	NA	NA
1806	NA	NA	NA	NA	NA	NA	NA	NA	0.96	1.21	NA	NA	0.1	NA	0.94	NA	NA
1807	NA	NA	NA	NA	NA	NA	NA	NA	1.01	1.42	NA	NA	0.16	NA	1.14	NA	NA
1808	NA	NA	NA	NA	NA	NA	NA	NA	0.71	1.14	NA	NA	0.05	NA	0.86	NA	NA
1809	NA	NA	NA	NA	NA	NA	NA	NA	1.61	1.59	NA	NA	0.1	NA	1.28	NA	NA
1810	NA	NA	NA	NA	NA	NA	NA	NA	1.22	1.7	NA	NA	0.2	NA	1.36	NA	NA
1811	NA	NA	NA	NA	NA	NA	NA	NA	1.48	1.54	NA	NA	0.18	NA	1.56	NA	NA
1812	NA	NA	NA	NA	NA	NA	NA	NA	1.63	1.32	NA	NA	0.11	NA	1.1	NA	NA
1813	NA	NA	NA	NA	NA	NA	NA	NA	2.22	1.79	NA	NA	0.09	NA	1.51	NA	NA
1814	NA	NA	NA	NA	NA	NA	NA	NA	2.42	1.73	NA	NA	0.11	NA	1.55	NA	NA
1815	NA	NA	NA	NA	NA	NA	NA	NA	2.44	1.43	NA	NA	0.11	NA	1.34	NA	NA
1816	NA	NA	NA	NA	NA	NA	NA	NA	2.29	1.3	NA	NA	0.11	NA	1.55	NA	NA
1817	NA	NA	NA	NA	NA	NA	NA	NA	1.96	1.4	NA	NA	0.07	NA	1.52	NA	NA
1818	NA	NA	NA	NA	NA	NA	NA	NA	2.44	1.35	NA	NA	0.07	NA	1.29	NA	NA
1819	NA	NA	NA	NA	NA	NA	NA	NA	2.66	1.43	NA	NA	0.07	NA	1.05	NA	NA
1820	NA	NA	NA	NA	NA	NA	NA	NA	1.88	1.21	NA	NA	0.06	NA	0.96	NA	NA
1821	NA	NA	NA	NA	NA	NA	NA	NA	2.44	1.33	NA	NA	0.11	NA	0.86	NA	NA
1822	NA	NA	NA	NA	NA	NA	NA	NA	2.2	1.17	NA	NA	0.16	NA	0.7	NA	NA
1823	NA	NA	NA	NA	NA	NA	NA	NA	2.03	1.17	NA	NA	0.06	NA	0.59	NA	NA
1824	NA	NA	NA	NA	NA	NA	NA	1.76	1.96	1.07	NA	NA	0.07	NA	0.62	NA	NA
1825	NA	NA	NA	NA	NA	NA	NA	1.85	1.7	1.13	0.58	NA	0.06	NA	0.57	NA	NA
