# Arnold - Church of St Mary - QUSP - ITRDB BRIT073
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/28310
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-28310.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit073-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; brit073-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/brit073.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/brit073.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2019-11-01
#--------------------
# File_Last_Modified_Date
#   Date: 2019-11-01
#--------------------
# Title
#   Study_Name: Arnold - Church of St Mary - QUSP - ITRDB BRIT073
#--------------------
# Investigators
#   Investigators: Arnold, A.J.; Howard, R.E.; Tyers, C.
#--------------------
# Description_Notes_and_Keywords
#   Description: 14 samples represented by site sequence ALTBSQ01 which spans the period AD 1203-1372 uploaded. NOAA Template Raw Measurements file added 2020-03-09.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Historic England
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Church of St Mary
#   Location: United Kingdom
#   Northernmost_Latitude: 51.357224
#   Southernmost_Latitude: 51.357224
#   Easternmost_Longitude: -1.846758
#   Westernmost_Longitude: -1.846758
#   Elevation_m: None
#--------------------
# Data_Collection
#   Collection_Name: BRIT073
#   First_Year: 1203
#   Last_Year: 1372
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus spp. L.
#   Common_Name: oak
#   Tree_Species_Code: QUSP
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## ALTB01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB03A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB03A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB03B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB03B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB11B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB11B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB12B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB12B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## ALTB16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: ALTB16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	ALTB01A_raw	ALTB01B_raw	ALTB02A_raw	ALTB02B_raw	ALTB03A_raw	ALTB03B_raw	ALTB04A_raw	ALTB04B_raw	ALTB05A_raw	ALTB05B_raw	ALTB06A_raw	ALTB06B_raw	ALTB08A_raw	ALTB08B_raw	ALTB09A_raw	ALTB09B_raw	ALTB11A_raw	ALTB11B_raw	ALTB12A_raw	ALTB12B_raw	ALTB13A_raw	ALTB13B_raw	ALTB14A_raw	ALTB14B_raw	ALTB15A_raw	ALTB15B_raw	ALTB16A_raw	ALTB16B_raw
1203	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.62	3.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.4	1.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1205	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.9	1.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.75	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.72	1.78	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.02	2.06	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1209	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1.97	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1210	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	1.74	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.33	1.34	NA	NA	NA	NA	NA	NA	1.32	1.39	NA	NA	NA	NA	NA	NA	NA	NA
1212	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.89	0.86	NA	NA	NA	NA	NA	NA	0.99	1.08	NA	NA	NA	NA	NA	NA	NA	NA
1213	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.05	1.06	NA	NA	NA	NA	NA	NA	1.41	1.36	NA	NA	NA	NA	NA	NA	NA	NA
1214	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	2.02	NA	NA	NA	NA	NA	NA	1.38	1.26	NA	NA	NA	NA	NA	NA	NA	NA
1215	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	2.31	NA	NA	NA	NA	NA	NA	1.43	1.52	NA	NA	NA	NA	NA	NA	NA	NA
1216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.82	3	NA	NA	NA	NA	NA	NA	1.35	1.44	NA	NA	NA	NA	NA	NA	NA	NA
1217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.26	1.17	NA	NA	NA	NA	NA	NA	0.87	0.95	NA	NA	NA	NA	NA	NA	NA	NA
1218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.01	1.98	NA	NA	NA	NA	NA	NA	0.85	0.86	NA	NA	NA	NA	NA	NA	NA	NA
1219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	2.03	NA	NA	NA	NA	NA	NA	1.49	1.45	NA	NA	NA	NA	NA	NA	NA	NA
1220	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.07	2.91	NA	NA	NA	NA	NA	NA	1.26	1.25	NA	NA	NA	NA	NA	NA	NA	NA
1221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.14	2.97	NA	NA	NA	NA	NA	NA	1.46	1.27	NA	NA	NA	NA	NA	NA	NA	NA
1222	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.2	3.3	NA	NA	NA	NA	NA	NA	1.72	1.82	NA	NA	NA	NA	NA	NA	NA	NA
1223	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97	1.98	NA	NA	NA	NA	NA	NA	1.23	1.28	NA	NA	NA	NA	NA	NA	NA	NA
1224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.29	1.4	NA	NA	NA	NA	NA	NA	1.16	1.24	NA	NA	NA	NA	NA	NA	NA	NA
1225	NA	NA	NA	NA	NA	NA	NA	NA	3.1	2.67	2.08	2.03	NA	NA	NA	NA	NA	NA	1.2	1.41	NA	NA	NA	NA	NA	NA	NA	NA
1226	NA	NA	NA	NA	NA	NA	NA	NA	2.82	2.83	1.36	1.34	NA	NA	1.11	0.98	NA	NA	1.01	1.05	NA	NA	NA	NA	NA	NA	NA	NA
1227	NA	NA	NA	NA	NA	NA	NA	NA	1.79	1.75	0.59	0.6	NA	NA	0.46	0.55	NA	NA	0.79	0.83	NA	NA	NA	NA	NA	NA	NA	NA
1228	NA	NA	NA	NA	NA	NA	NA	NA	1.85	1.86	0.87	0.89	NA	NA	0.45	0.59	NA	NA	0.64	0.63	NA	NA	NA	NA	NA	NA	NA	NA
1229	NA	NA	NA	NA	NA	NA	NA	NA	2.14	2.13	1.83	1.8	0.58	0.69	1.18	1.08	NA	NA	1.29	1.29	NA	NA	NA	NA	NA	NA	NA	NA
1230	NA	NA	NA	NA	NA	NA	NA	NA	1.51	1.52	2	2	0.98	0.74	1.5	1.42	NA	NA	1.88	1.9	NA	NA	NA	NA	NA	NA	NA	NA
1231	NA	NA	NA	NA	NA	NA	NA	NA	1.42	1.43	1.41	1.42	0.95	1.02	1.55	1.39	NA	NA	1.37	1.29	NA	NA	NA	NA	NA	NA	NA	NA
1232	NA	NA	NA	NA	NA	NA	NA	NA	1.53	1.57	1.32	1.31	0.86	0.9	1.22	1.15	NA	NA	1.59	1.62	NA	NA	NA	NA	NA	NA	NA	NA
1233	NA	NA	NA	NA	NA	NA	NA	NA	1.64	1.64	1.62	1.63	0.68	0.69	1.29	1.54	NA	NA	1.24	1.16	NA	NA	NA	NA	NA	NA	NA	NA
1234	NA	NA	NA	NA	NA	NA	NA	NA	2.24	2.27	1.5	1.52	0.86	0.95	1.5	1.41	NA	NA	1.91	1.9	NA	NA	NA	NA	NA	NA	NA	NA
1235	NA	NA	NA	NA	NA	NA	NA	NA	2.45	2.51	2.31	2.26	1.01	0.89	1.73	1.69	NA	NA	1.74	1.78	NA	NA	1.99	2.03	NA	NA	NA	NA
1236	NA	NA	NA	NA	NA	NA	NA	NA	1.88	1.94	1.56	1.65	0.56	0.74	1.09	1.13	NA	NA	1.1	1.2	NA	NA	1.35	1.27	NA	NA	NA	NA
1237	NA	NA	NA	NA	NA	NA	NA	NA	3.57	3.59	3.28	3.23	1.19	1.25	2.66	2.67	NA	NA	2.49	2.4	NA	NA	2.49	2.55	NA	NA	NA	NA
1238	NA	NA	NA	NA	NA	NA	NA	NA	2.86	2.93	3.11	3.15	1.62	1.5	2.24	2.22	NA	NA	1.47	1.54	NA	NA	2.65	2.66	NA	NA	NA	NA
1239	NA	NA	NA	NA	NA	NA	NA	NA	1.6	1.64	1.64	1.82	1.51	1.57	1.79	1.9	NA	NA	1.02	1.04	NA	NA	2.05	2.04	NA	NA	NA	NA
1240	NA	NA	NA	NA	NA	NA	NA	NA	1.25	1.18	1.51	1.43	1.15	1.32	1.38	1.39	NA	NA	0.83	0.8	NA	NA	1.8	1.82	NA	NA	NA	NA
1241	NA	NA	NA	NA	NA	NA	NA	NA	1.04	1.08	0.89	0.99	0.88	1.01	1.07	1.08	0.66	0.58	0.76	0.77	NA	NA	1.3	1.31	NA	NA	NA	NA
1242	NA	NA	NA	NA	NA	NA	NA	NA	1.41	1.39	1.18	1.16	1.09	1.03	0.93	0.94	0.99	1.07	1.04	0.98	NA	NA	1.6	1.64	NA	NA	NA	NA
1243	NA	NA	NA	NA	NA	NA	NA	NA	1.17	1	2.03	2.41	1.51	1.47	1.72	1.65	1.18	1.06	1.33	1.38	NA	NA	3.69	3.6	NA	NA	NA	NA
1244	NA	NA	NA	NA	NA	NA	NA	NA	1.38	1.69	2.86	2.68	1.1	1.11	1.43	1.42	0.98	1.05	1.39	1.36	NA	NA	3.22	3.1	NA	NA	NA	NA
1245	NA	NA	NA	NA	NA	NA	NA	NA	1.18	1.12	1.81	1.78	0.63	0.69	1.19	1.14	1.35	1.39	1.59	1.7	NA	NA	2.32	2.71	NA	NA	NA	NA
1246	NA	NA	NA	NA	NA	NA	NA	NA	1.35	1.62	2.66	2.64	0.89	0.82	1.3	1.33	1.57	1.55	1.68	1.63	NA	NA	3	2.78	NA	NA	NA	NA
1247	NA	NA	NA	NA	NA	NA	NA	NA	3.01	3.03	3	2.85	0.77	0.77	1.44	1.41	1.35	1.29	1.58	1.46	NA	NA	2.74	2.86	NA	NA	NA	NA
1248	NA	NA	NA	NA	NA	NA	NA	NA	1.26	1.19	1.92	1.87	0.6	0.5	1.47	1.52	0.8	0.83	0.74	0.72	NA	NA	0.87	0.92	NA	NA	NA	NA
1249	NA	NA	NA	NA	NA	NA	NA	NA	1.15	1.2	1.4	1.38	0.52	0.45	1.08	1.12	0.87	0.82	0.66	0.62	NA	NA	0.37	0.37	NA	NA	NA	NA
