# Bräker - Birriboden - FASY - ITRDB SWIT341
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16916
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16916.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit341-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit341-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit341.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit341.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Birriboden - FASY - ITRDB SWIT341
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Birriboden
#   Location: Switzerland
#   Northernmost_Latitude: 47.2516
#   Southernmost_Latitude: 47.2516
#   Easternmost_Longitude: 8.5589
#   Westernmost_Longitude: 8.5589
#   Elevation_m: 650
#--------------------
# Data_Collection
#   Collection_Name: SWIT341
#   First_Year: 1906
#   Last_Year: 1989
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SW000100_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW000100; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW003200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW003200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW005200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW005200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW005600_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW005600; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW005601_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW005601; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW007600_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW007600; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW014800_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW014800; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW035300_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW035300; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW035301_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW035301; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW080000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW080000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW091401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW091401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW139400_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW139400; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW139401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW139401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW201000_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW201000; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW249500_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW249500; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW275400_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW275400; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW275401_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW275401; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW288200_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW288200; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SW308500_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SW308500; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SW000100_raw	SW003200_raw	SW005200_raw	SW005600_raw	SW005601_raw	SW007600_raw	SW014800_raw	SW035300_raw	SW035301_raw	SW080000_raw	SW091401_raw	SW139400_raw	SW139401_raw	SW201000_raw	SW249500_raw	SW275400_raw	SW275401_raw	SW288200_raw	SW308500_raw
1906	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.42	NA	NA	NA	NA	NA	NA	NA	NA	NA
1907	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA	NA	NA	NA	NA	NA	NA	NA
1908	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.29	NA	NA	NA	NA	NA	NA	NA	NA	NA
1909	NA	NA	NA	2.43	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA
1910	NA	NA	NA	2.31	NA	NA	NA	1.08	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA	NA
1911	NA	NA	NA	1.65	NA	NA	NA	1.45	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA
1912	NA	NA	NA	2	NA	NA	NA	2.83	NA	3.02	NA	NA	NA	NA	NA	NA	NA	NA	NA
1913	NA	NA	NA	1.22	NA	NA	NA	2.19	NA	2.63	NA	NA	NA	NA	NA	NA	NA	1.14	NA
1914	NA	NA	NA	1.86	NA	NA	NA	3.68	NA	3.21	NA	NA	NA	NA	NA	NA	NA	2.57	NA
1915	NA	NA	NA	2.73	NA	NA	NA	4.18	NA	5.35	NA	NA	NA	NA	NA	NA	NA	3.24	NA
1916	NA	NA	NA	2.17	NA	NA	NA	3.53	1.19	3.95	NA	NA	NA	NA	NA	NA	NA	3.35	NA
1917	NA	NA	NA	2.14	NA	NA	NA	3.67	1.91	5.37	NA	NA	NA	NA	NA	NA	NA	3.5	NA
1918	NA	NA	NA	2.58	NA	NA	NA	3.6	3.37	5.22	NA	NA	NA	NA	NA	NA	NA	3.47	NA
1919	NA	NA	NA	2.32	NA	NA	NA	3.66	3.3	4.61	NA	NA	NA	1.43	NA	NA	NA	3.88	NA
1920	NA	NA	1.96	2.38	NA	1.68	NA	3.62	3.23	4.33	NA	NA	NA	2.52	NA	2.01	1.63	3.57	NA
1921	NA	NA	1.24	2.3	NA	1.09	NA	3.58	3.56	4.23	NA	NA	NA	2.72	NA	1.29	1.68	2.94	NA
1922	NA	NA	1.88	2.48	1.26	1.6	NA	3.34	3.31	4.21	NA	NA	NA	2.28	2.27	1.52	2.21	2.97	NA
1923	NA	NA	4.11	3.62	2.72	3.48	NA	3.05	3.84	3.82	NA	NA	NA	2.93	2.91	3.27	3.41	3.62	NA
1924	NA	1.7	3.53	3.23	2.89	3.55	NA	3.08	3.83	2.91	NA	NA	NA	2.89	2.94	3.01	3.22	3.72	NA
1925	NA	2.84	3.75	3.04	3.95	3.33	NA	3.15	5.02	3.07	1.92	3.05	2.92	2.72	3.43	3.79	3.97	4.02	NA
1926	NA	3.81	3.98	2.64	2.94	4.83	NA	2.81	4.8	2.53	2.05	2.93	3.11	3.67	2.85	3.63	4.61	4.02	NA
1927	NA	3.76	4.26	3.09	3.2	4.52	NA	3.01	4.09	2.63	2.6	2.31	2.53	3.59	3.44	4.92	5.05	4.57	NA
1928	NA	3.12	3.64	2.75	2.61	4.03	1.82	3.18	3.57	2.3	1.96	2.05	2.42	2.79	3.21	3.55	3.92	4.28	NA
1929	NA	3.48	3.11	2.63	3.16	3.79	2.44	2.51	3.13	2.55	2.64	2.95	2.31	4.08	3.82	2.78	3	4.49	NA
1930	NA	3.22	3.55	3.23	2.78	4.06	2.75	2.21	3.21	1.99	2.52	2.58	2.2	3.49	3.67	2.62	2.9	4.18	NA
1931	NA	3.65	3.81	3.78	3.34	4.25	3.08	2.13	3.79	1.73	2.14	3.45	2.75	3.69	3.82	2.51	2.99	4.58	NA
1932	NA	3.26	4.64	4.51	3.44	5.07	3.59	2.58	4.76	2.04	3.03	3.7	2.68	3.99	4.6	3.47	3.04	5.34	NA
1933	1.54	2.31	2.86	2.62	2.37	3.46	3.2	2.17	3.66	1.9	1.91	2.81	2.03	3.19	3.51	2.57	2.13	3.68	NA
1934	1.26	2.36	3.27	3.08	2.61	3.34	4.08	2.31	3.76	2.27	1.84	3.02	1.74	3.44	3.37	2.46	2.55	3.63	NA
1935	1.09	1.82	3.42	2.89	2.91	3.5	3.83	2.21	3.34	2.25	1.76	3.13	2.15	3.43	3.22	2.59	2.92	3.58	NA
1936	1.84	1.97	2.22	2.74	2.9	3.31	3.71	2.11	1.93	2.05	1.44	2.94	1.82	4.27	3.36	1.34	2.1	2.32	NA
1937	1.85	1.91	2.5	3.32	3.46	3.34	4.67	2.4	2.46	1.52	0.86	3.61	2.12	3.87	3.24	2.25	2.46	2.99	NA
1938	2.16	1.75	2.72	3.19	2.57	3.29	4.33	1.99	2.9	1.39	0.87	3.2	1.67	2.89	3.06	2.46	2.27	3.14	NA
1939	2.44	2.22	2.33	2.49	3.93	3.53	3.46	1.44	3.18	1.11	1.27	2.71	1.57	3.35	2.73	2.93	2.32	2.97	NA
1940	3.03	2.19	1.92	1.15	1.76	3.18	2.95	1.64	2.67	1.24	0.74	3.13	1.63	2.69	2.16	2.95	1.87	2.36	1.87
1941	3.48	1.56	1.98	1.78	2.27	2.98	2.93	1.41	2.4	1.35	0.37	2.43	1.85	2.92	1.63	2.62	1.66	2.46	1.7
1942	2.33	2.15	1.83	1.62	2.23	1.83	3.2	1.54	1.67	0.82	0.2	3.5	2.01	3.52	1.34	1.51	1.66	1.52	2.25
1943	2.99	2.77	2.06	0.89	1.37	2.29	2.91	0.73	1.08	0.69	0.41	3.06	2.15	3.48	1.66	0.89	1.62	1.01	1.46
1944	3.49	3.95	2.63	1.75	2.14	2.67	3.28	1.17	2.33	1.53	1.66	4.26	2.64	3.27	2.22	1.64	2.47	2.51	2.38
1945	3.54	2.49	2.76	1.55	1.43	2.49	2.87	1.18	1.72	1.4	1.08	3.5	2.52	3.54	1.41	1.49	1.65	2.65	1.89
1946	4.42	2.55	2.13	1.16	1.13	1.7	2.95	1.35	1.36	1.39	0.87	2.98	2.34	3.62	1.03	0.73	1.07	1.76	2.14
1947	3.4	2.2	2.23	1.19	1.56	1.97	2.67	1.65	1.89	1.58	0.42	2.59	1.78	2.73	1.02	1.4	1.26	2.28	1.91
1948	2.78	1.8	2.4	1.45	1.42	1.89	2.81	1.03	2.57	1.16	0.37	2.51	1.61	2.53	0.98	1.38	1.42	1.92	2.09
1949	4.23	2.07	3.45	1.5	2.01	3.41	2.8	1.69	2.59	1.46	0.29	2.79	2.43	2.96	1.41	1.78	1.73	1.94	2.1
1950	4.18	1.59	2.89	1.29	1.44	2.85	2.97	1.98	1.42	1.69	0.13	3.26	2.51	2.67	0.97	1.31	1.2	1.43	2.1
1951	4.63	2.54	4.1	1.34	1.64	2.97	3.66	2.13	1.84	1.64	0.09	4.28	2.92	3.17	1.6	1.89	1.64	1.3	2.57
