# Bigler - Ruschein GR La Caglia - QUPE - ITRDB SWIT270
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14106
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14106.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit270-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit270-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit270.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit270.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2012-08-23
#--------------------
# File_Last_Modified_Date
#   Date: 2012-08-23
#--------------------
# Title
#   Study_Name: Bigler - Ruschein GR La Caglia - QUPE - ITRDB SWIT270
#--------------------
# Investigators
#   Investigators: Bigler, C.; Schneider, E.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ruschein GR La Caglia
#   Location: Switzerland
#   Northernmost_Latitude: 46.7833
#   Southernmost_Latitude: 46.7833
#   Easternmost_Longitude: 9.1833
#   Westernmost_Longitude: 9.1833
#   Elevation_m: 1000
#--------------------
# Data_Collection
#   Collection_Name: SWIT270
#   First_Year: 1876
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## RC01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC12b_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC12b; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## RC16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: RC16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	RC01_raw	RC02_raw	RC03_raw	RC04_raw	RC05_raw	RC06_raw	RC07_raw	RC08_raw	RC09_raw	RC10_raw	RC11_raw	RC12b_raw	RC13_raw	RC14_raw	RC15_raw	RC16_raw
1876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.41	NA	NA
1877	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.34	NA	NA
1878	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.47	NA	NA
1879	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.73	NA	NA
1880	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.28	NA	NA
1881	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.59	NA	NA
1882	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.93	NA	NA
1883	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA
1884	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.85	NA	NA
1885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.07	NA	NA
1886	NA	NA	NA	NA	NA	NA	NA	NA	5.09	NA	NA	NA	NA	2.2	NA	NA
1887	NA	NA	NA	NA	NA	NA	NA	NA	4.46	NA	NA	NA	NA	1.59	NA	NA
1888	NA	NA	NA	NA	NA	NA	NA	NA	4.48	NA	NA	NA	NA	0.99	NA	NA
1889	NA	NA	NA	NA	NA	NA	NA	NA	4.36	NA	NA	NA	NA	0.92	NA	NA
1890	NA	NA	NA	NA	NA	NA	NA	NA	4.39	NA	NA	NA	NA	3.15	NA	NA
1891	NA	NA	NA	NA	NA	NA	NA	NA	3.86	NA	NA	NA	NA	3.07	NA	NA
1892	NA	NA	NA	NA	NA	NA	NA	NA	4.77	NA	NA	NA	NA	3.19	NA	NA
1893	NA	NA	NA	NA	NA	NA	NA	NA	4.16	NA	NA	NA	NA	2.33	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	5.48	NA	NA	3.9	NA	3.56	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	4.14	NA	NA	3.29	NA	3.22	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	5.11	NA	NA	3.74	NA	3.13	NA	NA
1897	NA	NA	NA	NA	NA	NA	NA	NA	5.17	NA	NA	4.2	NA	3.01	NA	NA
1898	NA	NA	1.93	NA	NA	NA	NA	NA	5.21	NA	NA	3.94	NA	2.81	NA	NA
1899	NA	NA	1.35	NA	NA	NA	NA	NA	4.02	NA	NA	3.95	NA	2.57	NA	NA
1900	NA	NA	1.54	NA	NA	NA	NA	NA	4.44	NA	NA	4.41	NA	2.22	2.6	NA
1901	NA	NA	2.47	NA	NA	NA	NA	NA	3.77	NA	NA	4.28	NA	1.36	2.83	NA
1902	NA	NA	1.68	NA	NA	NA	NA	NA	3.44	NA	NA	3.52	NA	1.03	2.89	NA
1903	NA	NA	1.77	NA	NA	NA	NA	NA	2.74	NA	NA	2.02	NA	1.03	2.6	NA
1904	NA	NA	1.27	NA	NA	2.45	NA	NA	2.67	NA	NA	1.4	NA	0.72	1.7	NA
1905	NA	NA	1.59	NA	NA	2.89	NA	NA	3.13	NA	NA	2.6	NA	0.83	2.77	NA
1906	NA	NA	1.67	NA	NA	4.41	NA	NA	4.28	NA	NA	3.33	NA	1.25	3.59	NA
1907	NA	NA	2.24	NA	NA	3.84	4.02	NA	3.07	NA	NA	3.73	NA	1.26	2.42	NA
1908	NA	NA	2.15	NA	NA	5.04	3.12	NA	4.89	NA	NA	4.25	3.79	1.3	4.22	NA
1909	NA	NA	2.8	NA	3.33	5.17	3.21	NA	3.11	NA	5.11	3.77	4.55	0.9	3.2	NA
1910	NA	3.51	2.57	NA	2.56	3.91	4.3	1.56	2.71	NA	5.45	3.8	3.28	0.92	3.55	NA
1911	3.37	3.25	1.86	NA	2.5	2.26	3.1	1.55	2.23	NA	4.09	3	3.27	0.76	3.14	NA
1912	3.63	2.51	1.99	4.5	4.86	3.46	4.58	1.82	2.35	NA	4.7	3.25	3.48	0.95	3.48	NA
1913	4.8	2.44	2.15	3.05	2.87	2.72	4.65	1.22	2.42	NA	3.1	3.43	3.67	0.7	2.53	NA
1914	5.11	2.39	2.51	3.61	2.8	3.42	4.18	2.16	2.99	NA	3.5	4.02	4.4	1.12	3.36	NA
1915	3.95	2.28	1.8	1.43	1.85	3.24	2.92	1.07	2.33	NA	4.06	3.82	4.15	0.87	2.42	NA
1916	3.91	3.39	2.39	3.28	3.85	3.91	5	2.28	4.18	NA	5.05	4.34	5.31	0.98	3.69	NA
1917	4.95	2.99	2.23	5.05	2.21	3.23	4.6	1.81	3.13	NA	5.48	4.26	4.53	1.17	3.32	NA
1918	4.72	2.29	1.97	3.83	4.07	4.14	3.72	1.94	2.35	NA	4.52	2.56	3.88	0.73	2.06	NA
1919	3.26	2.29	1.77	4.17	3.11	2.18	2.83	1.43	2.1	NA	2.98	2.23	3.04	0.67	2.43	NA
1920	3.24	2.35	1.33	5.91	4.27	3.74	4.25	1.39	3.23	0.8	2.88	2.59	3.99	0.92	2.32	6.75
1921	2.96	2.74	2.03	4.58	2.95	3.07	3.31	1.44	3.51	1.58	2.12	2.98	3.26	0.78	2.87	5.4
1922	5	2.72	2.19	5.17	4.02	3.64	5.25	1.8	3.32	2.42	3.22	2.74	4.84	1.1	2.84	5.79
1923	5.39	3.46	2.65	3.87	2.83	3.23	3.28	1.42	2.74	1.87	4.17	2.74	2.82	1.26	2.77	4.32
1924	7.02	3.35	2.58	3.86	4.64	2.14	4.43	2.47	4.87	2.71	3.94	3.46	3.53	1.11	2.68	5.11
1925	4.99	2.81	2	2.39	2.48	1.65	3.1	2.35	2.75	1.71	2.81	2.5	2.2	0.75	1.85	3.92
1926	5.57	2.46	1.88	3.36	3.86	1.82	3.93	3.25	2.86	2.56	3.92	2.27	4.12	0.79	1.77	4.72
1927	6.14	3.45	1.86	5.84	3.96	2.75	5.03	4.52	3.98	3.12	4.11	3.81	4.45	0.83	3.11	4.05
1928	3.01	2.22	2.03	3	1.67	1.03	2.59	2.45	4	1.83	3.56	3.35	1.32	0.79	1.4	3.89
1929	3.16	2.08	3.06	2.82	2.34	1.88	4.62	3.86	3.34	2.74	4.66	2.64	2.15	0.83	1.69	4.13
