# Becker - Rohrbrunn - FASY - ITRDB GERM15
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/2707
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-2707.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ15-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ15-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ15.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ15.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 1990-08-01
#--------------------
# File_Last_Modified_Date
#   Date: 1990-08-01
#--------------------
# Title
#   Study_Name: Becker - Rohrbrunn - FASY - ITRDB GERM15
#--------------------
# Investigators
#   Investigators: Becker, B.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Rohrbrunn
#   Location: Germany
#   Northernmost_Latitude: 49.88
#   Southernmost_Latitude: 49.88
#   Easternmost_Longitude: 9.4
#   Westernmost_Longitude: 9.4
#   Elevation_m: 450
#--------------------
# Data_Collection
#   Collection_Name: GERM15
#   First_Year: 1684
#   Last_Year: 1962
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Fagus sylvatica L.
#   Common_Name: European beech
#   Tree_Species_Code: FASY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 876011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 876021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 876031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 876041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 876051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 876061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 876071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 876071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	876011_raw	876021_raw	876031_raw	876041_raw	876051_raw	876061_raw	876071_raw
1684	NA	2.1	NA	NA	NA	NA	NA
1685	NA	1.45	NA	NA	NA	NA	NA
1686	NA	1.77	NA	NA	NA	NA	NA
1687	NA	1.39	NA	NA	NA	NA	NA
1688	NA	1.06	NA	NA	NA	NA	NA
1689	NA	0.87	NA	NA	NA	NA	NA
1690	NA	1.35	NA	NA	NA	NA	NA
1691	NA	1.87	NA	NA	NA	NA	NA
1692	NA	1.13	NA	NA	NA	NA	NA
1693	NA	1.48	NA	NA	NA	NA	NA
1694	NA	1.77	NA	NA	NA	NA	NA
1695	NA	1.9	NA	NA	NA	NA	NA
1696	NA	2.32	NA	NA	NA	NA	NA
1697	NA	1.81	1.35	NA	NA	NA	NA
1698	NA	1.71	1.1	NA	NA	NA	NA
1699	NA	1.65	0.87	NA	NA	NA	NA
1700	NA	1.61	0.77	NA	NA	NA	NA
1701	NA	2.19	0.97	NA	NA	NA	NA
1702	NA	2	0.94	NA	NA	NA	NA
1703	NA	2.26	0.9	NA	NA	NA	NA
1704	NA	2.29	0.97	NA	NA	NA	NA
1705	NA	1.26	0.61	NA	NA	NA	NA
1706	NA	1.23	0.84	NA	NA	NA	NA
1707	NA	1.9	1.13	NA	NA	NA	NA
1708	NA	2.52	1.32	NA	NA	NA	NA
1709	NA	1.81	0.97	NA	NA	NA	NA
1710	NA	3.52	2.06	NA	NA	NA	NA
1711	1.61	3.13	1.97	NA	NA	NA	NA
1712	1.61	2.74	1.58	NA	NA	NA	NA
1713	1.03	3.06	1.55	NA	NA	NA	NA
1714	0.81	3.06	1.06	NA	NA	NA	NA
1715	1.32	2.23	0.77	NA	NA	NA	NA
1716	1	1.71	0.45	NA	NA	NA	NA
1717	1	2.19	0.97	NA	NA	NA	NA
1718	1.58	2.55	0.77	NA	NA	NA	NA
1719	1.61	2.35	1.68	NA	NA	NA	NA
1720	1.61	2.03	1.32	NA	NA	NA	NA
1721	2.13	2.65	1.68	NA	NA	NA	NA
1722	1.65	2.45	1.35	NA	NA	NA	NA
1723	1.29	2.52	1.35	NA	NA	NA	NA
1724	0.65	1.94	1.23	NA	NA	NA	NA
1725	1.29	1.45	1.06	NA	NA	NA	2.9
1726	2.68	2.65	1.77	NA	NA	NA	0.9
1727	2.81	3.9	3	NA	NA	NA	3.16
1728	2.71	2.81	2.45	NA	NA	NA	2.81
1729	1.61	3.55	1.97	NA	NA	NA	3.19
1730	1.55	3.23	2.13	NA	NA	NA	3.1
1731	1.45	3.42	2.26	NA	NA	NA	4.16
1732	1.58	3.39	2.77	NA	NA	NA	4.71
1733	2.19	3.71	2.81	NA	NA	NA	6.16
1734	1.55	3.23	2.19	NA	NA	NA	5.26
1735	1.06	2.1	1.55	NA	NA	NA	5.06
1736	0.81	1.9	1.42	NA	NA	NA	3.61
1737	0.9	2.32	1.9	NA	NA	NA	3.23
1738	0.32	2.94	2.45	NA	NA	NA	0.87
1739	0.45	2.55	2.13	NA	NA	NA	2.45
1740	0.77	1.48	1.32	NA	NA	NA	2.71
1741	0.77	1.55	1.16	NA	NA	NA	2.19
1742	1.13	2.19	1.94	NA	NA	NA	3.65
1743	1.71	2.71	2.16	NA	NA	NA	4.13
1744	1.81	2.68	2.48	NA	NA	NA	3.74
1745	1.35	2.29	2.45	NA	NA	NA	3.81
1746	0.61	1.29	1.58	NA	NA	NA	2.87
1747	0.94	1.65	1.61	NA	NA	NA	2.97
1748	1.39	2.16	2.23	NA	NA	NA	3.87
1749	1.16	2.13	1.94	NA	NA	NA	4.65
1750	1.39	1.94	1.74	NA	NA	NA	4.32
1751	1.84	2.77	2.32	NA	NA	NA	4.23
1752	1.74	2.19	1.94	NA	NA	NA	3.45
1753	1.32	1.84	1.77	NA	NA	NA	2.94
1754	1.52	1.74	2.35	NA	NA	NA	3.58
1755	1.68	1.23	1.65	NA	NA	NA	2.45
1756	2.58	2.03	2.32	NA	NA	NA	3.71
1757	1.52	2	2.48	NA	NA	NA	3.48
1758	2.26	1.94	2.32	NA	NA	NA	3.97
1759	2.35	3.16	3.26	NA	NA	NA	4.35
1760	1.61	2.19	2.06	NA	NA	NA	4.1
1761	1.77	3.13	3.26	NA	NA	NA	5.06
1762	0.81	0.94	0.65	NA	NA	NA	3.84
1763	1.26	1.68	1.84	NA	NA	NA	3.45
1764	1.32	1.65	1.55	NA	NA	NA	2.84
1765	1.19	1.71	1.68	NA	NA	NA	3
1766	1.45	2.26	2.74	NA	NA	NA	4
1767	1.16	1.48	1.45	NA	NA	NA	3.81
