# Touchan - Armiantos - PINI - ITRDB CYPR017
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5546
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5546.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/atlantic/cypr017-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cypr017-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/atlantic/cypr017.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cypr017.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2007-12-04
#--------------------
# File_Last_Modified_Date
#   Date: 2007-12-04
#--------------------
# Title
#   Study_Name: Touchan - Armiantos - PINI - ITRDB CYPR017
#--------------------
# Investigators
#   Investigators: Touchan, R.; Hughes, M.K.(https://orcid.org/0000-0003-1062-3167)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Armiantos
#   Location: Cyprus
#   Northernmost_Latitude: 34.92
#   Southernmost_Latitude: 34.92
#   Easternmost_Longitude: 32.9
#   Westernmost_Longitude: 32.9
#   Elevation_m: 1550
#--------------------
# Data_Collection
#   Collection_Name: CYPR017
#   First_Year: 1554
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## AMIN01A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN01A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN01B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN01B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN02A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN02A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN02B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN02B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN04A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN04A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN04B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN04B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN05A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN05A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN05B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN05B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN06A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN06A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN06B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN06B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN07A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN07A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN07B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN07B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN08A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN08A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN08B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN08B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN09A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN09A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN09B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN09B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN10A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN10A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN10B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN10B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN11A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN11A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN11B1_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN11B1; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN11B2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN11B2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN12A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN12A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN13A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN13A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN13B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN13B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN14A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN14A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN14B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN14B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN15A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN15A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN15B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN15B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN16A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN16A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN16B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN16B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN17A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN17A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN17B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN17B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN18A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN18A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN18B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN18B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN19A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN19A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN19B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN19B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN20A_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN20A; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## AMIN20B_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: AMIN20B; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	AMIN01A_raw	AMIN01B_raw	AMIN02A_raw	AMIN02B_raw	AMIN04A_raw	AMIN04B_raw	AMIN05A_raw	AMIN05B_raw	AMIN06A_raw	AMIN06B_raw	AMIN07A_raw	AMIN07B_raw	AMIN08A_raw	AMIN08B_raw	AMIN09A_raw	AMIN09B_raw	AMIN10A_raw	AMIN10B_raw	AMIN11A_raw	AMIN11B1_raw	AMIN11B2_raw	AMIN12A_raw	AMIN13A_raw	AMIN13B_raw	AMIN14A_raw	AMIN14B_raw	AMIN15A_raw	AMIN15B_raw	AMIN16A_raw	AMIN16B_raw	AMIN17A_raw	AMIN17B_raw	AMIN18A_raw	AMIN18B_raw	AMIN19A_raw	AMIN19B_raw	AMIN20A_raw	AMIN20B_raw
1554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.73	NA
1555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.57	NA
1556	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.13	NA
1557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA
1558	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.66	NA
1559	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.38	NA
1560	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.84	NA
1561	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.88	NA
1562	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.15	NA
1563	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.86	NA
1564	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	NA	2.55	2.58
1565	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA	NA	NA	2.81	3.27
1566	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	2.59	2.7
1567	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	1.48	1.62
1568	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.36	NA	NA	NA	NA	NA	2.15	NA	NA	NA	NA	NA	2.58	2.12
1569	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.73	NA	NA	NA	NA	NA	2.58	NA	NA	NA	NA	NA	2.62	2.06
1570	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA	NA	NA	2.6	NA	NA	NA	NA	NA	3.97	0.63
1571	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.08	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	2.49	0.86
1572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.17	NA	NA	NA	NA	NA	2.44	NA	NA	NA	NA	NA	3.43	1.85
1573	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.39	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	3.14	3.02
1574	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.65	NA	NA	NA	NA	NA	2.76	NA	NA	NA	NA	NA	4.26	3.28
1575	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.79	NA	NA	NA	NA	NA	2.38	0.18	NA	NA	NA	NA	2.35	2.71
1576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.83	NA	NA	NA	NA	NA	2.63	2.24	NA	NA	NA	NA	3.03	2.76
1577	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.47	NA	NA	NA	NA	NA	2.19	2.73	NA	NA	NA	NA	3.18	2.58
1578	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.46	NA	NA	NA	NA	NA	3.17	3.64	NA	NA	NA	NA	3.05	2.92
1579	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.53	NA	NA	NA	NA	NA	2.67	2.38	NA	NA	NA	NA	2.82	2.99
1580	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.74	NA	NA	NA	NA	NA	2.67	2.77	NA	NA	NA	NA	3.48	3.57
1581	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.77	NA	NA	NA	NA	NA	2.1	2.88	NA	NA	NA	NA	3.32	3.47
1582	NA	2.47	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	1.64	2.23	NA	NA	NA	NA	2.11	2.42
1583	NA	2.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.26	NA	NA	NA	NA	NA	2.02	3.69	NA	NA	NA	NA	3.29	2.74
1584	NA	2.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.04	NA	NA	NA	NA	NA	1.73	2.94	NA	NA	NA	NA	2.98	2.54
1585	NA	2.5	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	1.58	2.19	NA	NA	NA	NA	2.48	1.61
1586	NA	2.17	NA	NA	2.67	3.89	3.22	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.98	NA	NA	NA	NA	NA	1.42	2.79	NA	NA	NA	NA	2.61	2
1587	NA	2.76	NA	NA	3.38	4.58	3.96	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.96	NA	NA	NA	NA	NA	1.34	2.43	NA	NA	NA	NA	3.25	2.07
1588	NA	3.15	NA	NA	2.7	4.04	2.59	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.92	NA	NA	NA	NA	NA	1.27	1.72	NA	NA	NA	NA	2.1	2.01
1589	NA	3.89	NA	NA	4.36	4.06	3.85	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	1.29	2.07	NA	NA	NA	NA	3.98	2.8
1590	NA	4.6	NA	NA	3.61	4.82	3.68	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA	5.12	NA	1.21	1.92	NA	NA	NA	NA	3.97	4.83
1591	NA	2.53	NA	NA	3.47	2.5	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.27	NA	NA	NA	2.95	NA	1.17	1.87	NA	NA	NA	NA	3.17	2.25
1592	NA	2.26	NA	NA	2.36	3.59	2.89	NA	NA	1.69	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.83	NA	NA	NA	2.11	NA	1.17	1.9	NA	NA	NA	NA	2.05	2.47
1593	NA	1.98	NA	NA	3.7	3.5	2.51	NA	NA	1.32	NA	NA	NA	NA	NA	NA	3.77	NA	NA	NA	NA	NA	NA	NA	1.43	NA	NA	NA	2.07	2.03	1.28	2.05	NA	NA	NA	NA	2.22	1.99
1594	NA	2.47	NA	NA	3.38	4.64	3.45	NA	NA	1.24	NA	NA	NA	NA	NA	NA	2.72	NA	NA	NA	NA	NA	NA	NA	1.37	NA	NA	NA	1.53	2.42	1.04	1.57	NA	NA	NA	NA	2.38	3.11
1595	NA	1.95	NA	NA	2.25	3.13	2.86	NA	NA	1.18	NA	NA	NA	NA	NA	NA	3.33	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	1.39	2.76	0.97	1.38	NA	NA	NA	NA	1.58	1.39
1596	NA	2.3	NA	NA	2.49	3.19	2.36	NA	NA	1.05	NA	NA	NA	NA	NA	NA	3.58	NA	NA	NA	NA	NA	NA	NA	1.54	NA	NA	NA	1.63	2.23	0.73	1.26	NA	NA	NA	NA	1.56	2.08
1597	NA	1.95	NA	NA	3.14	3.57	2.86	NA	NA	1.18	NA	NA	NA	NA	NA	NA	4.12	NA	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	2.35	2.29	0.7	1.48	NA	NA	NA	NA	2.13	1.81
