# Bräker - Haslenau - QUPE - ITRDB SWIT250
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/14069
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-14069.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit250-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit250-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit250.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit250.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2010-06-10
#--------------------
# File_Last_Modified_Date
#   Date: 2010-06-10
#--------------------
# Title
#   Study_Name: Bräker - Haslenau - QUPE - ITRDB SWIT250
#--------------------
# Investigators
#   Investigators: Bräker, O.U.; Zingg, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Haslenau
#   Location: Switzerland
#   Northernmost_Latitude: 47.5828
#   Southernmost_Latitude: 47.5828
#   Easternmost_Longitude: 9.2742
#   Westernmost_Longitude: 9.2742
#   Elevation_m: 507
#--------------------
# Data_Collection
#   Collection_Name: SWIT250
#   First_Year: 1931
#   Last_Year: 1991
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GU039091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU039091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU039092_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU039092; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU046061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU046061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU046062_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU046062; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU100131_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU100131; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU100132_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU100132; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU127071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU127071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU127072_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU127072; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU158121_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU158121; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU158122_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU158122; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU164101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU164101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU164102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU164102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU206081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU206081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU206082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU206082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU221081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU221081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU221082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU221082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU243101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU243101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU243102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU243102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU262081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU262081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU262082_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU262082; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU296101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU296101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GU296102_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GU296102; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GU039091_raw	GU039092_raw	GU046061_raw	GU046062_raw	GU100131_raw	GU100132_raw	GU127071_raw	GU127072_raw	GU158121_raw	GU158122_raw	GU164101_raw	GU164102_raw	GU206081_raw	GU206082_raw	GU221081_raw	GU221082_raw	GU243101_raw	GU243102_raw	GU262081_raw	GU262082_raw	GU296101_raw	GU296102_raw
1931	NA	NA	1.79	1.56	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1932	NA	NA	4.08	3.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1933	NA	NA	3.37	3.33	NA	NA	3.41	3.96	NA	NA	NA	NA	0.83	1.03	NA	NA	NA	NA	1.39	1.51	NA	NA
1934	NA	NA	2.8	2.64	NA	NA	2.83	2.35	NA	NA	3	3.58	1.88	1.47	2.98	2.74	NA	NA	3.26	1.22	NA	NA
1935	NA	NA	1.89	2	NA	NA	2.77	3.74	NA	NA	2.7	2.52	1.3	1.02	4.57	4.43	NA	NA	2.22	2.58	NA	NA
1936	1.62	1.42	1.55	1.92	NA	NA	4.33	4.24	NA	1.78	4.58	4.53	3.55	3.79	3.92	2.06	NA	NA	4.27	3.13	NA	NA
1937	1.24	1.09	2.25	1.39	NA	NA	2.18	3.38	NA	0.93	3.73	2.85	3.74	3.1	1.58	1.35	NA	NA	2.66	1.95	1.22	1.42
1938	3.6	2.09	1.89	1.27	NA	NA	3.23	3.24	0.09	0.61	4.42	3.26	4.96	3.41	3.7	2.09	3.3	3.19	2.91	1.92	0.51	0.6
1939	4.97	3.12	1.74	1.11	NA	NA	3.36	3.71	0.96	0.82	4.09	3.58	3.69	3.19	4.52	3.35	3.65	2.32	3.17	2.05	0.44	0.53
1940	2.3	2.1	1.26	1.12	NA	NA	3.4	3.69	1.9	0.41	1.54	1.66	2.98	2.18	4.66	2.89	1.61	1.09	3.41	1.73	0.4	0.71
1941	1.93	2.99	1.15	1.18	NA	NA	2.23	1.95	2.04	2.06	2.53	2.41	3.12	2.6	3.58	2.65	1.86	0.82	2.34	2.04	1.27	0.48
1942	2.42	4.42	1.76	1.66	NA	NA	2.63	2.52	2.59	2.07	2.64	3.25	3.79	1.68	4.89	3.63	2.39	1.33	3.38	2.85	0.61	1.59
1943	2.64	2.9	1.63	1.32	NA	NA	2.93	1.92	2.22	1.3	2.07	3.05	2.59	1.26	4.16	2.42	2.6	1.36	3.35	3.65	0.66	2.08
1944	3.06	4.33	2.06	1.45	NA	NA	3.19	2.59	4.37	2.59	3.11	4.67	4.69	0.93	3.87	2.44	2.18	1.96	2.55	2.39	1.22	1.78
1945	2.36	3.15	1.68	1.61	NA	NA	2.28	1.97	3.36	2.36	2.39	2.87	2.41	1.09	2.5	1.56	2.28	1.2	1.93	1.76	1.23	1.45
1946	3.35	3.75	2.6	2	NA	NA	2.82	2.05	3.02	2	3.35	4.39	3.46	2.68	2.79	2.77	3.43	2.85	2.53	2.96	2.58	1.86
1947	2.35	2.24	2.19	1.6	NA	NA	3.08	1.72	2.3	1.43	2.72	3.04	2.76	1.8	2.95	2.42	2.87	2.06	1.92	2.62	1.74	1.96
1948	2.71	2.81	2.72	1.81	NA	NA	3.01	2.88	2.18	1.56	3.65	3.95	4.12	3.12	3.81	2.56	2.88	2.38	1.1	2.54	2.68	2.29
1949	2.4	2.71	1.77	1.16	NA	NA	2.12	1.64	2.32	1.48	2.68	3.41	2.7	2.36	2.18	1.43	2.68	1.85	2.01	2.75	2.54	2.12
1950	2.37	3.28	3.09	1.56	NA	NA	2.47	2.21	2.48	1.74	3.04	3.96	2.14	2.63	4.32	2.34	3.42	1.03	2	3.34	3.19	2.65
1951	2.59	3.47	3.2	1.67	NA	NA	2.74	2.67	2.77	1.79	3.1	3.61	3.83	3.25	4.23	1.96	3.14	2.61	2.94	4.69	5.48	2.69
1952	2.55	3.14	1.32	1.62	NA	NA	2	1.72	2.3	1.9	1.66	2.16	2.29	2.45	2.81	1.46	2.44	1.57	2.47	2.72	3.09	2.59
1953	2.59	3.2	1.68	1.23	NA	NA	2.21	1.98	2.92	2.23	1.99	2.17	2.54	2.63	2.4	1.82	2.66	1.84	3.13	2.73	3.86	2.96
1954	1.93	2.28	1.48	1.2	NA	NA	1.55	1.41	3.33	2.37	2.4	2.04	2.09	2.71	1.4	1.17	2.85	2.08	2.54	2.15	3.1	2.44
1955	2.07	2.23	1.26	0.89	NA	NA	2.14	1.22	2.06	1.77	2.37	1.62	2.05	2.37	1.31	1.36	2.88	1.24	1.6	1.29	1.45	2.06
1956	1.46	1.57	1.14	0.77	NA	NA	1.17	0.84	2.17	1.63	1.31	1.04	1.88	1.89	0.83	1.09	2.84	1.91	0.94	0.77	0.55	0.98
1957	1.63	1.78	0.7	0.55	NA	NA	1.4	0.79	1.93	1.16	1.69	1.37	1.74	1.93	1.05	1.17	2.93	1.92	0.74	0.68	1.15	0.94
1958	3.45	2.52	1.25	1.23	NA	NA	1.42	1.44	2.75	1.66	2.8	1.97	3.06	3.03	1.8	1.57	4.45	2.99	0.96	0.73	2.4	1.98
1959	2.81	2.86	1.59	1.29	NA	NA	1.96	1.72	3.1	1.79	2.4	2.94	2.92	2.81	1.78	2.13	4.73	2.11	1.47	1.23	2.52	1.92
1960	3.83	2.64	1.46	1.58	NA	NA	1.79	1.62	2.65	2.45	3.52	2.92	3.76	3.15	1.75	1.98	3.95	3.69	1.75	1.22	2.39	2.4
1961	3.11	2.54	1.29	1.19	NA	NA	1.75	1.38	2.25	1.43	2.64	1.97	3.92	2.49	1.87	1.7	3.57	3.04	1.68	1.52	2.59	1.65
1962	3	2.61	1.34	1.11	NA	NA	1.25	0.7	2.64	1.85	2.55	1.61	3.63	2.24	1.94	1.74	3.87	2.24	1.54	1.46	3.05	1.4
1963	2.69	2.6	1.55	1.08	NA	NA	1.45	0.61	3.04	2.1	2.25	2.1	4.91	2.4	2.71	2.11	3.59	3.09	1.79	2.38	2.7	1.93
1964	2.49	2.82	0.91	1.17	NA	NA	1.42	0.56	2.5	1.44	2.55	1.45	3	1.33	3.01	1.79	2.6	2.32	1.88	1.96	1.88	1.86
1965	3.06	2.5	1.27	1.1	2.86	3.03	1.38	0.79	2.59	1.82	2.99	2.75	3.44	2.03	3.02	2.35	2.45	2.99	2.1	2.38	1.88	1.69
1966	3.93	2.11	0.99	1.1	4.83	4.71	1.39	0.44	1.72	1.33	2.19	1.68	2.98	1.94	2.63	2.14	2.76	1.93	2.09	1.85	1.76	2.32
1967	3.04	2.77	0.77	1.05	4.51	4.01	1.65	0.7	1.83	1.47	1.95	1.86	3.85	2.15	2.39	1.71	2.49	1.83	2.4	1.33	1.71	2.29
1968	2.21	2.04	1.51	1.08	5.44	5.13	1.23	0.66	1.83	1.24	2.27	2.19	3.98	2	2.17	1.84	2.85	2.13	3.19	1.85	1.81	3.36
1969	3.41	2.68	2.29	1.7	6.64	5.43	1.32	0.78	3.17	2.03	2.59	2.35	4.15	1.85	3.19	1.9	3.72	2.78	3.91	3.17	1.79	3.12
1970	2.8	1.94	2.05	1.67	4.73	4.31	0.98	0.63	2.73	2.08	2.36	2.54	3.25	1.77	3.13	1.52	3.27	2.99	2.92	2.38	1.9	2.89
1971	2.3	1.6	2.33	1.39	3.32	3.98	0.91	0.78	2.66	2.14	1.94	2.16	3.73	2.06	2.3	1.14	3.55	2.44	2.4	2.11	1.88	2.95
1972	1.88	1.02	2.24	0.99	4.33	4.68	1.01	0.58	2.46	1.91	1.8	2.2	3.12	1.62	2.21	0.83	1.65	1.47	1.83	1.42	1.19	1.82
