# Fischer - Nordrhein-Westfalen/Oberbergisches drl04 - QUPE - ITRDB GERM202
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/16736
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-16736.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ202-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; germ202-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/germ202.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/germ202.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2014-02-27
#--------------------
# File_Last_Modified_Date
#   Date: 2014-02-27
#--------------------
# Title
#   Study_Name: Fischer - Nordrhein-Westfalen/Oberbergisches drl04 - QUPE - ITRDB GERM202
#--------------------
# Investigators
#   Investigators: Fischer, S.
#--------------------
# Description_Notes_and_Keywords
#   Description: Purpose of Collection:
# # climate/growth relationship NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: Stefanie Fischer and Burkhard Neuwirth
#   Journal_Name: ISRN Forestry
#   Published_Title: Vulnerability of Trees to Climate Events in Temperate Forests of West Germany
#   Published_Date_or_Year: 2013
#   Volume: 2013
#   Pages: 
#   Issue: 201360
#   Report_Number: 
#   DOI: 10.1155/2013/201360
#   Full_Citation: None
#   Abstract: An improved understanding of the spatiotemporal climate/growth relationship of our forests is of particular importance for assessing the consequences of climate warming. A total of 67 stands of beech (Fagus sylvatica L.), pedunculate oak (Quercus robur L.), sessile oak (Quercus petraea (Matt.) Liebl.), Scots pine (Pinus sylvestris L.), and spruce (Picea abies Karst.) from sites located in the transition zone from the lowlands to the low mountain ranges of West Germany have been analysed. A combination of pointer year and cluster analysis was used to find groups with similar growth anomaly patterns over the 1941-2000 period. Shifted reaction patterns especially characterise differences in the growth behaviour of the clusters. These are controlled by different reactions to the climate conditions in winter and spring and are determined by a complex system of forcing factors. Results of this study reflect the enormous importance of the length of the growing season. Increasing the duration of the vegetation period climate warming can change the climate/growth relationship of trees, thereby confounding climate reconstructions which use tree rings. Since forcing factors have been detected that are more important than the tree species, we recommend the application of growth-specific approaches for the analysis of tree species' vulnerability to climate.
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nordrhein-Westfalen/Oberbergisches Land drl04
#   Location: Germany
#   Northernmost_Latitude: 50.9667
#   Southernmost_Latitude: 50.9667
#   Easternmost_Longitude: 7.7167
#   Westernmost_Longitude: 7.7167
#   Elevation_m: 260
#--------------------
# Data_Collection
#   Collection_Name: GERM202
#   First_Year: 1777
#   Last_Year: 2005
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: 
#--------------------
# Species
#   Species_Name: Quercus petraea (Matt.) Liebl. = Quercus sessiliflora Salisb.
#   Common_Name: durmast oak
#   Tree_Species_Code: QUPE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## drl0401m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0401m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0402m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0402m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0403m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0403m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0404m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0404m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0405m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0405m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0406m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0406m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0407m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0407m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0408m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0408m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0409m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0409m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0410m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0410m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0411m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0411m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## drl0412m_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: drl0412m; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	drl0401m_raw	drl0402m_raw	drl0403m_raw	drl0404m_raw	drl0405m_raw	drl0406m_raw	drl0407m_raw	drl0408m_raw	drl0409m_raw	drl0410m_raw	drl0411m_raw	drl0412m_raw
1777	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	1.39	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	1.24	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	1.27	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	0.85	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	0.77	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	1.04	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	0.93	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	1.02	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	1.1	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	NA	1.09	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	NA	0.81	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	NA	0.33	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	NA	0.78	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	NA	0.42	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	NA	0.47	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	NA	0.37	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	NA	0.25	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	NA	0.31	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	NA	0.32	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	NA	0.52	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	NA	0.46	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1824	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	NA	NA
1825	NA	NA	NA	0.62	NA	NA	NA	NA	NA	NA	NA	NA
1826	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA
1827	NA	NA	NA	0.71	NA	NA	NA	NA	NA	NA	NA	NA
1828	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	NA	NA
1829	NA	NA	NA	0.86	NA	NA	NA	NA	NA	NA	NA	NA
1830	NA	NA	NA	0.72	NA	NA	NA	NA	NA	NA	NA	NA
1831	NA	NA	NA	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1832	NA	NA	NA	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1833	NA	NA	NA	0.74	NA	NA	NA	NA	NA	NA	NA	NA
1834	NA	NA	NA	0.82	NA	NA	NA	NA	NA	NA	NA	NA
1835	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	NA	NA
1836	NA	NA	NA	1.05	NA	NA	NA	NA	NA	NA	NA	NA
1837	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA
1838	NA	NA	NA	0.96	NA	NA	NA	NA	NA	NA	NA	NA
1839	NA	NA	NA	0.68	NA	NA	NA	NA	NA	NA	NA	NA
1840	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	NA	NA
1841	NA	NA	NA	0.57	NA	NA	NA	NA	NA	NA	NA	NA
1842	NA	NA	NA	0.7	NA	NA	NA	NA	NA	NA	NA	NA
1843	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA
1844	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1845	NA	NA	NA	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1846	NA	NA	NA	0.49	NA	NA	NA	NA	NA	NA	NA	NA
1847	NA	NA	NA	0.29	NA	NA	NA	NA	NA	NA	NA	NA
1848	NA	NA	NA	0.35	NA	NA	NA	NA	NA	NA	NA	NA
1849	NA	NA	NA	0.38	NA	NA	NA	NA	NA	NA	NA	NA
1850	NA	NA	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA
1851	NA	NA	NA	0.54	NA	NA	NA	NA	NA	NA	NA	NA
1852	NA	NA	NA	0.95	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	1.77	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	1.98	NA	NA	NA	NA	NA	NA	NA	NA
1855	NA	NA	NA	1.6	NA	NA	NA	NA	NA	NA	NA	NA
1856	NA	NA	NA	1.46	NA	NA	NA	NA	NA	NA	NA	NA
1857	NA	NA	NA	1.44	NA	NA	NA	NA	NA	NA	NA	NA
1858	NA	NA	NA	1.12	NA	NA	NA	NA	NA	NA	NA	NA
1859	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	NA
1860	NA	NA	NA	2.06	NA	NA	NA	NA	NA	NA	NA	NA
1861	NA	NA	NA	2.32	NA	NA	NA	NA	NA	NA	NA	NA
1862	NA	NA	NA	2.43	NA	NA	NA	NA	NA	NA	NA	NA
1863	NA	0.89	NA	2.15	NA	0.61	NA	NA	NA	NA	NA	NA
1864	NA	1.87	NA	2.43	NA	0.92	NA	NA	NA	NA	NA	NA
1865	NA	1.27	NA	2.12	NA	0.45	NA	1.06	NA	NA	NA	NA
1866	NA	1.57	NA	1.86	NA	0.65	NA	1.31	NA	NA	NA	NA
1867	NA	2.29	NA	2.26	NA	0.96	NA	1.29	NA	NA	NA	NA
1868	NA	0.92	NA	1.37	NA	0.56	NA	0.53	NA	NA	NA	NA
1869	NA	0.66	NA	0.66	NA	0.46	NA	1.58	NA	NA	NA	NA
1870	NA	0.92	NA	0.76	NA	1.44	NA	1.51	NA	NA	NA	NA
1871	NA	1.27	NA	1.21	NA	2.37	NA	2.08	NA	NA	NA	NA
1872	NA	1.31	NA	1.17	NA	0.69	NA	1.72	NA	NA	NA	NA
1873	NA	1.61	NA	1.19	NA	1.11	NA	2.18	NA	NA	NA	NA
1874	NA	1.08	NA	1.36	NA	0.92	2.05	1.5	NA	NA	NA	NA
1875	NA	1.11	NA	2.04	NA	0.86	1.82	1.96	NA	NA	NA	NA
1876	NA	1.23	NA	1.66	NA	0.62	1.07	1.4	NA	NA	NA	NA
1877	NA	0.8	NA	1.54	NA	0.46	0.73	1.52	NA	NA	NA	NA
1878	NA	1.19	NA	2.56	NA	0.71	1.27	2.32	NA	NA	NA	NA
1879	NA	0.72	NA	2.61	NA	0.59	1.45	2.17	0.77	NA	NA	NA
1880	NA	0.3	NA	1.42	NA	0.48	0.83	0.78	0.31	NA	NA	NA
1881	NA	1.34	NA	2.31	NA	2.04	2.23	2.64	1.13	NA	NA	NA
1882	1.8	2.71	NA	2.58	NA	3.36	3.92	3.77	2.85	NA	NA	NA
1883	1.28	2.03	3.32	2.05	NA	2.04	3.08	2.84	1.77	NA	NA	NA
1884	1.61	2.47	3.48	2.59	NA	2.26	3.92	3.74	1.76	NA	NA	NA
1885	1.1	1.54	1.92	1.97	NA	1.08	1.86	2.1	1.43	1.16	NA	NA
1886	0.84	1.06	1.51	1.45	NA	1.36	1.54	1.6	1.94	1.15	NA	NA
1887	0.83	0.97	1.38	1.4	NA	0.88	1.2	1.51	1.32	0.98	NA	NA
1888	0.39	0.58	0.88	0.84	NA	0.59	0.81	0.81	1.42	0.64	NA	NA
1889	0.48	0.59	1.14	1	NA	0.75	0.85	1.18	1.4	0.96	NA	NA
1890	0.52	0.64	1.76	0.85	NA	0.97	0.94	1.3	1.99	1.77	NA	NA
1891	0.63	0.88	2.02	0.96	NA	1.14	1.26	1.6	1.9	1.87	NA	NA
1892	0.89	1.12	2.32	1	NA	1.1	1.38	1.64	1.79	2.3	NA	NA
1893	0.77	1.04	1.63	0.74	NA	0.7	1.05	1.08	0.96	1.55	2.18	NA
1894	1.04	1.01	2.54	0.77	NA	1.11	1.16	1.5	1.28	1.48	3.51	NA
1895	1.09	1	2.66	0.94	1.88	1.03	0.8	1.46	1.14	1.4	4.01	NA
1896	1.35	1.27	2.68	1.04	1.79	1	1.2	1.44	1.43	1.94	3.84	2.64
1897	1.66	1.58	3.04	1.41	2.12	1.28	1.81	1.6	1.74	2.32	4.89	2.83
1898	2.06	1.7	3.56	1.33	2.36	1.29	1.42	1.93	1.96	2.56	4.71	2.87
1899	1.91	1.94	2.8	1.12	2.76	1.07	1.71	2.06	1.93	2.8	5.04	3.48
1900	1.87	1.62	2.2	0.91	1.86	1.08	1.37	1.49	1.33	2.38	4.02	3.87
1901	1.59	1.46	2.14	1.18	1.81	1.25	1.7	1.78	1.45	2.37	3.02	3.34
1902	1.73	1.56	2.59	0.96	1.66	1.4	1.34	1.84	1.5	3.48	3.54	3.4
1903	1.84	1.44	2.7	0.96	2.01	1.54	1.26	1.86	1.18	3.19	3.36	4.44
1904	2.17	1.62	2.56	1.44	2.14	1.64	2.44	2.45	1.45	3.02	2.8	3.29
1905	1.3	1.26	2.25	1.43	2.39	1.78	2.05	2.02	1.16	2.98	3.3	3.12
1906	1.65	1.42	2.03	1.44	1.82	1.54	1.52	1.88	1	2.78	2.61	2.32
1907	0.74	1.28	1.48	1.26	1.5	1.29	1.48	1.04	1.2	2.73	1.91	2.72
