# Bigler - Ennenda GL Sitenwald - PINI - ITRDB SWIT187
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6120
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6120.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit187-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swit187-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swit187.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swit187.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-12-16
#--------------------
# File_Last_Modified_Date
#   Date: 2008-12-16
#--------------------
# Title
#   Study_Name: Bigler - Ennenda GL Sitenwald - PINI - ITRDB SWIT187
#--------------------
# Investigators
#   Investigators: Bigler, C.; Hobi, M.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Ennenda GL Sitenwald
#   Location: Switzerland
#   Northernmost_Latitude: 47.03
#   Southernmost_Latitude: 47.03
#   Easternmost_Longitude: 9.08
#   Westernmost_Longitude: 9.08
#   Elevation_m: 620
#--------------------
# Data_Collection
#   Collection_Name: SWIT187
#   First_Year: 1893
#   Last_Year: 2007
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus nigra J.F. Arnold
#   Common_Name: Austrian pine
#   Tree_Species_Code: PINI
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## GES01GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES01GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES02GL2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES02GL2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES05GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES05GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES06GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES06GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES07GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES07GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES08GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES08GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES09GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES09GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES10GR_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES10GR; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES11GR_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES11GR; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES12GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES12GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES13GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES13GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES14GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES14GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES15GR_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES15GR; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES16GR_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES16GR; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES17GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES17GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES18GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES18GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## GES19GL_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: GES19GL; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	GES01GL_raw	GES02GL2_raw	GES05GL_raw	GES06GL_raw	GES07GL_raw	GES08GL_raw	GES09GL_raw	GES10GR_raw	GES11GR_raw	GES12GL_raw	GES13GL_raw	GES14GL_raw	GES15GR_raw	GES16GR_raw	GES17GL_raw	GES18GL_raw	GES19GL_raw
1893	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.53	NA	NA	NA	NA	NA
1894	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.13	NA	NA	NA	NA	NA
1895	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.03	NA	NA	NA	NA	NA
1896	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.21	NA	NA	NA	NA	NA
1897	4.71	3.03	NA	3.04	NA	NA	NA	NA	NA	NA	NA	2.56	NA	NA	NA	1.16	NA
1898	4.95	3.54	NA	1.71	NA	NA	NA	NA	NA	NA	NA	1.65	NA	NA	NA	2.67	NA
1899	5.24	3.74	NA	2.79	NA	NA	NA	NA	NA	NA	NA	2.09	NA	NA	NA	3.57	NA
1900	3.64	3.04	NA	2.72	NA	NA	NA	NA	NA	NA	NA	1.47	NA	1.34	NA	3.46	2.55
1901	3.64	2.77	NA	3.09	NA	NA	NA	NA	NA	NA	NA	1.76	NA	1.41	NA	2.93	2.34
1902	3.16	2.88	NA	2.46	NA	NA	NA	NA	NA	NA	NA	1.2	NA	1.76	NA	3.21	2.46
1903	2.91	2.79	NA	3.11	3.09	NA	NA	NA	3.25	NA	NA	1.19	NA	1.34	NA	3.04	2.91
1904	3.24	2.58	NA	2.75	3.22	NA	NA	NA	2.42	NA	NA	0.97	NA	1.35	NA	2.85	2.81
1905	2	2.51	NA	2.61	3.05	NA	NA	NA	2.26	NA	NA	1.02	NA	1.16	NA	2.86	2.26
1906	2.23	1.86	NA	2.78	2.38	NA	NA	NA	2.79	NA	NA	0.99	NA	0.97	NA	2.62	1.71
1907	2.72	1.93	1.88	1.77	2.04	NA	NA	NA	2.29	NA	NA	1.1	NA	0.85	NA	4.55	1.2
1908	2.47	2.72	1.7	2.26	2.36	NA	NA	NA	1.96	NA	NA	0.97	NA	0.74	NA	2.44	1.35
1909	2.59	2.61	1.44	2.25	2.31	NA	NA	NA	2.55	NA	NA	1.52	NA	0.78	NA	2.54	1.67
1910	2.2	3.24	0.96	2.06	1.8	NA	NA	NA	2.49	NA	NA	1.26	NA	0.86	NA	2.58	1.51
1911	2.02	2.26	1.23	1.62	1.89	NA	NA	NA	2.49	NA	NA	1.18	NA	0.97	1.73	2.86	1.35
1912	2.12	1.83	1.39	2.18	1.76	NA	NA	NA	2.14	NA	NA	1.08	NA	1	2.43	2.93	1.11
1913	1.75	1.82	1.54	1.7	1.12	NA	NA	NA	1.95	NA	NA	1.44	NA	1.09	1.75	2.88	1.12
1914	2.03	1.8	0.92	1.58	1.31	NA	NA	NA	2.53	NA	NA	0.79	NA	1.11	1.38	2.35	0.62
1915	1.76	1.72	1.2	1.44	1.15	NA	NA	NA	1.47	NA	NA	0.74	NA	1.29	1.62	2.09	0.62
1916	1.93	2.52	1.75	1.84	1.09	NA	NA	NA	2.23	NA	NA	1.59	NA	1.39	2.32	2.54	1.14
1917	1.48	2.54	0.92	0.89	1.08	NA	NA	NA	1.47	NA	NA	1.03	NA	0.91	1.28	1.93	1.41
1918	1.92	2.49	1.22	1	1.53	NA	NA	NA	1.57	NA	NA	1.14	NA	1.09	2.65	1.65	2.54
1919	2.43	2.6	1.6	1.34	1.96	NA	NA	NA	2.21	NA	NA	0.96	NA	1.02	2.41	1.88	2.92
1920	1.94	2	1.17	1.28	1.4	NA	NA	NA	2.3	NA	NA	1.22	NA	1.25	1.35	2.16	2.16
1921	1.08	2.03	1.08	0.78	1.15	NA	NA	NA	1.48	NA	NA	0.56	NA	0.9	1.18	1.9	1.91
1922	1.56	1.92	0.88	1.28	0.91	NA	NA	NA	1.48	NA	NA	0.64	NA	1.11	1.26	1.43	1.4
1923	2.49	3.07	1.46	1.93	1.69	1.55	1.02	NA	2.94	NA	NA	1.26	NA	1.64	1.95	1.81	2.3
1924	1.79	2.2	1.21	1.81	1.37	1.37	0.92	NA	1.31	NA	NA	0.99	NA	1.17	1.12	1.43	1.34
1925	2.19	2.66	1.4	1.96	1.4	1.29	1.36	NA	2.39	NA	0.75	0.59	NA	1.34	1.42	1.42	1.99
1926	2.85	3.26	1.68	1.38	1.33	1.28	2.27	NA	2.39	NA	0.75	1.15	NA	1.22	1.77	1.85	1.94
1927	1.28	2.8	1.23	1.8	1.61	1.11	1.19	NA	1.99	NA	0.68	1.36	NA	1.14	1.93	2.02	1.63
1928	1.27	2.6	1.54	1.84	1.46	1.1	1.48	NA	2.59	1.94	0.77	1.31	NA	1.68	2.17	1.84	1.28
1929	0.92	1.62	1.09	1.05	0.8	0.91	1.03	NA	1.81	1.5	0.43	0.92	NA	1.43	1.42	1.37	0.76
1930	1.22	2.42	1	0.69	1.22	0.76	1.13	NA	2.42	1.18	0.49	1.16	NA	1.21	1.78	1.6	0.92
1931	1.31	2.43	1.09	0.8	1.11	0.93	0.85	NA	2.64	1.11	0.34	0.87	NA	1.21	1.97	1.48	1.13
1932	1.62	3	1.02	0.75	0.97	1.08	0.58	NA	2.5	1.05	0.47	0.88	NA	1.46	1.81	1.37	1.22
1933	1.03	2.9	0.76	0.95	0.58	0.99	0.53	0.88	2.59	0.8	0.55	0.68	NA	1.37	0.97	1.56	0.55
1934	0.66	1.72	0.55	0.52	0.43	0.6	0.4	0.54	1.85	0.77	0.56	0.53	NA	0.95	0.53	0.8	0.36
1935	1.19	1.52	0.7	0.74	0.54	0.7	0.54	0.58	2.15	0.92	0.49	0.74	NA	0.9	0.99	1.01	0.48
1936	1.41	1.89	1.07	1.02	0.56	0.83	0.33	0.66	2.63	0.67	0.53	0.52	NA	1.15	1.91	1.8	0.61
1937	1.19	2.08	0.91	0.88	0.92	0.64	0.45	0.73	1.76	0.76	0.48	0.53	NA	0.83	1.42	2.21	0.72
1938	1.29	2.21	0.64	0.77	1.39	0.8	0.47	1.06	3.04	0.89	0.54	0.57	0.5	1.04	1.77	2.54	0.57
1939	1.41	2.6	0.92	0.98	1.98	0.9	0.46	0.88	2.34	0.71	0.61	0.52	0.22	1.39	2.07	4.02	0.38
1940	1.36	2.12	0.93	0.87	1.31	0.69	0.46	0.85	1.72	0.98	0.64	0.63	0.25	1.11	1.88	2.83	0.16
1941	1.27	1.89	0.89	0.63	0.87	0.72	0.28	0.64	2.03	0.59	0.61	0.45	0.12	0.88	1.6	2.27	0.25
1942	0.83	1.25	0.93	0.5	0.95	0.7	0.28	0.59	1.5	0.66	0.36	0.54	0.21	0.77	1.34	1.36	0.27
1943	0.71	1.13	1.01	0.56	1.05	0.71	0.23	0.43	1.92	0.39	0.33	0.54	0.28	0.87	1.72	1.86	0.27
