# Schweingruber - Sipenski prohod, Kazanla - PCAB - ITRDB BULG002
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4650
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4650.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/bulg002w-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; bulg002w-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/bulg002w.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/bulg002w.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-05-29
#--------------------
# File_Last_Modified_Date
#   Date: 2002-05-29
#--------------------
# Title
#   Study_Name: Schweingruber - Sipenski prohod, Kazanla - PCAB - ITRDB BULG002
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-09. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Sipenski prohod, Kazanla
#   Location: Bulgaria
#   Northernmost_Latitude: 42.73
#   Southernmost_Latitude: 42.73
#   Easternmost_Longitude: 25.33
#   Westernmost_Longitude: 25.33
#   Elevation_m: 1300
#--------------------
# Data_Collection
#   Collection_Name: BULG002
#   First_Year: 1922
#   Last_Year: 1981
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 656011_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656011; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656012_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656012; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656022_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656022; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656032_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656032; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656042_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656042; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 656052_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 656052; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	656011_raw	656012_raw	656021_raw	656022_raw	656031_raw	656032_raw	656041_raw	656042_raw	656051_raw	656052_raw
1922	NA	NA	5.12	5.02	NA	NA	NA	NA	NA	NA
1923	NA	NA	7.32	6.82	NA	6.18	NA	NA	NA	NA
1924	NA	NA	8.05	7.8	NA	7.34	NA	NA	NA	NA
1925	5.91	NA	6.64	7.17	NA	7.79	NA	NA	NA	NA
1926	6.76	NA	7.99	7.74	NA	7.08	NA	NA	NA	8.31
1927	5.48	NA	3.82	3.81	NA	8.2	NA	3.35	4.1	5.72
1928	5.39	NA	4.59	4.81	NA	5.65	NA	4.74	5.35	6.39
1929	6.44	NA	5.04	5.15	4.83	3.95	NA	4.68	3.66	4.58
1930	6.75	NA	4.86	5.83	6.09	5.86	7.64	4.61	5.82	6.48
1931	6.76	NA	5.08	5.85	5.44	6.34	9.38	5.32	6.44	7.42
1932	7.48	6.76	6.28	6.43	6.26	4.22	7.31	5.25	5.99	6.18
1933	6	7.43	5.09	4.31	4.79	4.8	5.95	4.52	5.55	6.92
1934	5.74	7.95	6.49	6.18	6.75	8.49	7.97	6.24	7.37	8.92
1935	7.5	7.99	5.95	5.38	5.06	5.33	6.87	5.24	7.55	7.91
1936	5.62	5.78	2.49	4.19	4.49	3.81	2.39	4.62	4.86	7.11
1937	8.12	9.07	2.84	6.18	4.85	4.79	3.02	4.52	6.28	5.86
1938	5.53	6.16	2.11	4.27	3.86	3.77	2.64	2.72	3.98	4.27
1939	5.33	6	2.75	4.96	4.54	4.16	5.12	4.2	5.37	6.08
1940	4.36	5.22	2.54	4.51	4.75	4.01	4.22	3.13	4.86	5.02
1941	2.87	6.52	3.22	3.93	4.28	3.5	4.13	2.37	4.75	6.35
1942	2.83	8.91	2.42	4.5	5.1	0	4.05	1.79	7.01	8.87
1943	3.74	7.38	4.11	3.78	4.7	0	4.53	2.19	5.73	7.84
1944	4.34	7.32	3.74	4.26	4.2	0	4.49	2.65	5.42	9.01
1945	3.9	5.29	2.07	2.26	3.55	0	2.39	1.34	1.57	4.44
1946	4.39	3.97	1.44	2.17	2.97	0	1.01	0.79	2.53	4.11
1947	3.34	2.36	1.75	2.45	3.04	0	0.49	0.4	2.29	3.01
1948	3.24	2.95	2.12	1.74	2.61	0	1.32	0.78	2.41	3.85
1949	1.45	2.18	1.73	1.66	2.1	0	1.32	0.7	2.05	3.14
1950	2.62	3.73	2.08	2.79	2.85	0	2.75	0.93	3.07	3.54
1951	3.71	4.07	3.37	2.9	2.42	0	3.58	1	3.54	4.59
1952	3.05	3.21	4.01	4.32	1.89	0	1.79	1.17	2.24	3.61
1953	2.33	2.54	1.91	2.36	0.79	0	1.44	0.96	1.08	1.83
1954	2.75	4.17	2.74	2.44	0.82	0	1.77	1.43	1.28	2.47
1955	2.05	4.69	2.84	4.05	0.82	0	2.06	1.14	1.47	3.24
1956	2.13	6.39	2.1	4.89	0.75	0	2.89	1.24	1.84	2.38
1957	2.89	6.03	1.64	2.93	0.87	0	1.93	0.91	2.13	3.29
1958	1.75	2.36	1.46	1.86	0.73	0	1.62	0.53	1.37	1.41
1959	2.87	3.06	2.47	2.55	1.38	2.5	1.77	0.86	2.7	2.43
1960	1.84	3.02	2.11	1.73	1.35	1.37	1.27	0.85	2.63	1.76
1961	2.7	3.94	0.78	1.66	1.39	4.61	1.69	1.05	2.51	1.77
1962	2.57	3.2	1.18	NA	1.46	2.23	1.03	0.55	1.93	1.34
1963	2.62	2.86	1.31	NA	1.34	1.22	1.04	0.53	1.93	1.52
1964	2.58	2.67	1.68	NA	1.63	1.27	1.09	0.62	2.39	1.69
1965	1.95	2	1.44	NA	1.32	1.19	0.5	0.33	1.85	1.64
1966	1.56	1.75	0.9	NA	0.88	0.78	0.62	0.3	1.52	1.61
1967	2.14	2.08	1.09	NA	1.07	1.23	0.48	0.33	1.87	1.96
1968	2.22	2.15	1.34	NA	1.67	1.43	0.56	0.23	2.59	3.01
1969	2.25	2.4	0.47	NA	1.44	1.44	0.53	0.27	2.3	3.35
1970	1.65	2.24	0.16	NA	1.07	1.35	0.47	0.29	2.31	3.04
1971	2.67	2.95	0.25	NA	1.31	1.37	0.71	0.3	2.55	2.47
1972	3.08	3.65	0.43	NA	1.72	1.4	0.75	0.24	NA	2.13
1973	1.52	3.01	0.29	NA	0.81	0.81	0.58	0.27	NA	1.48
1974	1.93	3.4	0.43	NA	1.06	1.22	0.65	0.36	NA	1.44
1975	1.85	2.53	0.53	NA	1.3	1.4	0.75	0.55	NA	1.1
1976	2.44	2.64	0.6	NA	1.18	1.45	0.67	0.25	NA	0.99
1977	2.11	2.99	0.7	NA	0.53	1.98	0.84	0.57	NA	1.28
1978	2.3	2.7	0.66	NA	1.06	1.95	0.98	0.59	NA	1.4
1979	1.84	2.23	0.58	NA	1.06	1.49	0.91	0.56	NA	1.02
1980	1.87	2.43	0.54	NA	1.13	1.75	0.85	NA	NA	1.31
1981	2.23	2.44	0.57	NA	1.52	2.04	1.01	NA	NA	1.77
