# Vacchiano - Passo del Tonale - PIAB - ITRDB ITA063
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/38387
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-38387.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ita063-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/ita063.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/ita063.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-08-02
#--------------------
# File_Last_Modified_Date
#   Date: 2023-08-02
#--------------------
# Title
#   Study_Name: Vacchiano - Passo del Tonale - PIAB - ITRDB ITA063
#--------------------
# Investigators
#   Investigators: Vacchiano, Giorgio
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: 
#   Grant: 
#--------------------
# Site_Information
#   Site_Name: Passo del Tonale
#   Location: Italy
#   Northernmost_Latitude: 46.25
#   Southernmost_Latitude: 46.25
#   Easternmost_Longitude: 10.53
#   Westernmost_Longitude: 10.53
#   Elevation_m: 1700
#--------------------
# Data_Collection
#   Collection_Name: ITA063
#   First_Year: 1915
#   Last_Year: 2018
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 1(8.0)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 1(8.0); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 13(4.5)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 13(4.5); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 18(11.2)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 18(11.2); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 19(6.5)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 19(6.5); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 2(6.3)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 2(6.3); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 21(7.9)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 21(7.9); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 22(5.5)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 22(5.5); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 24(11.6)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 24(11.6); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 28(5.6)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 28(5.6); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 30(6.5)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 30(6.5); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 33_(tt 3_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 33 (tt 3; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 36(12.5)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 36(12.5); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 41(10.2)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 41(10.2); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 42(7.1)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 42(7.1); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 43(12.1)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 43(12.1); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 44(8.1)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 44(8.1); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 45(12)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 45(12); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 6(7.5)_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 6(7.5); units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	1(8.0)_raw	13(4.5)_raw	18(11.2)_raw	19(6.5)_raw	2(6.3)_raw	21(7.9)_raw	22(5.5)_raw	24(11.6)_raw	28(5.6)_raw	30(6.5)_raw	33 (tt 3_raw	36(12.5)_raw	41(10.2)_raw	42(7.1)_raw	43(12.1)_raw	44(8.1)_raw	45(12)_raw	6(7.5)_raw
1915	NA	NA	NA	NA	NA	NA	1.63	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1916	NA	NA	NA	NA	NA	NA	1.82	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1917	NA	NA	NA	NA	NA	NA	2.48	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1918	NA	NA	NA	NA	NA	NA	2.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1919	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1920	NA	NA	NA	NA	NA	NA	2.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1921	NA	NA	NA	NA	NA	NA	2.4	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1922	NA	NA	NA	NA	NA	NA	2.31	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1923	NA	NA	NA	NA	NA	NA	3.84	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1924	NA	NA	NA	NA	NA	NA	3.04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1925	NA	NA	NA	NA	NA	NA	3.07	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1926	NA	NA	NA	NA	NA	NA	3.1	0.51	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1927	NA	NA	NA	NA	NA	NA	4.55	0.62	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1928	NA	NA	NA	NA	NA	NA	3.73	0.68	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA
1929	NA	NA	NA	NA	NA	NA	3.49	0.62	3.77	NA	NA	NA	NA	1.44	NA	NA	NA	NA
1930	NA	NA	NA	NA	NA	NA	3.18	0.88	3.51	NA	NA	NA	NA	2.65	NA	NA	NA	NA
1931	NA	NA	NA	NA	NA	NA	2.7	0.89	3.88	NA	NA	NA	NA	2.25	NA	NA	1.57	NA
1932	NA	NA	NA	NA	NA	NA	4.47	3.35	4.54	NA	NA	NA	0.89	3.36	NA	NA	2.07	NA
1933	NA	NA	NA	NA	NA	NA	3.81	3.75	3.97	NA	NA	NA	0.89	2.25	NA	NA	3.05	NA
1934	NA	NA	NA	NA	NA	3.81	2.98	5.14	4.24	NA	NA	NA	1.89	3.43	NA	NA	4.08	NA
1935	NA	NA	NA	NA	NA	2.98	2.61	3.05	3.66	NA	NA	NA	1.47	2.18	NA	NA	2.83	2.12
1936	NA	NA	NA	0.58	NA	3.29	3.79	4.76	5.66	NA	NA	NA	2.34	3.88	1.64	NA	4.2	1.96
1937	5.23	NA	NA	0.89	NA	4.22	3.99	5.25	5.78	NA	NA	NA	2.62	4.04	2.79	NA	4.23	3.01
1938	4.38	NA	NA	0.64	NA	4.96	3.11	3.24	5.17	NA	NA	4.7	2.54	4.14	2.79	4.57	4.18	3
1939	4.82	NA	NA	4.4	NA	5.07	3.01	2.82	6.99	2.27	NA	4.13	2.49	4.49	1.8	4.41	4.02	1.85
1940	4.61	5.55	5.3	4.81	NA	5.26	3.48	2.69	5.6	2.61	NA	4.58	4.01	4.89	2.43	4.82	4	4.03
1941	4.26	5.65	4.88	3.73	NA	5.74	3.13	1.63	6.87	2.54	NA	4.32	3.29	4.81	2.51	4.32	2.9	3.18
1942	3.9	3.96	4.39	3.64	NA	5.89	3.42	1.76	7.07	2.9	NA	4.96	3.46	4.86	3.25	4.31	2.61	3.93
1943	3.5	5.25	3.68	3.2	NA	5.65	4.32	2.12	7.21	3.9	NA	5.76	3.36	5.63	2.71	4.61	2.57	3.72
1944	4.26	4.4	3.27	3.6	NA	5.47	3.56	3.12	5.19	3.59	NA	4.88	2.81	3.14	3.07	5.04	2.35	3.33
1945	4.72	5.75	0.9	2.43	NA	4.24	4	3.7	4.56	3.16	NA	3.2	3.02	3.68	2.28	3.48	1.81	2.51
1946	5.84	4.2	1.39	4.27	NA	4.28	4.93	6.4	5.23	4.55	NA	4.29	4.68	6.9	6.68	5.74	2.28	3.61
1947	6.23	6.98	2.49	4.95	NA	4.24	5.28	7.58	5.03	5.3	NA	4.7	5.55	6.66	5.35	6.77	3.24	3.74
1948	5.44	5.22	2.62	3.48	NA	4.59	4.05	5.18	4.31	4.73	NA	3.24	4.44	4.3	5.15	5.44	4.67	2.84
1949	6.08	4.98	2.8	3.05	2.16	4.67	3.07	1.39	3.92	4.29	NA	3.05	4.24	4.68	4.65	4.71	5.59	3.32
1950	7.39	3.86	3.2	3.75	4.59	5.4	2.73	4.36	4.07	4.66	NA	4.19	4.33	5.01	5.2	5.08	4.86	3.15
1951	5.89	3.49	4.77	3.55	4.96	5.62	2.79	6.14	4.07	6.09	NA	4.1	4.43	4.17	8.01	5.67	4.54	2.79
1952	5.02	3.32	3.76	4.19	3.98	5.35	2.53	5.5	4.28	6.99	NA	3.6	4.54	3.41	6.18	5.15	3.8	3.6
1953	4.09	5.01	3.94	4.11	2.88	5.65	3.22	6.04	4.48	6.48	NA	4.13	4.76	3.64	5.51	5.4	3.97	4.47
1954	4.76	3.54	3.29	4.47	4.4	5.42	2.26	6.17	3.42	5.54	NA	3.97	3.95	3.59	5.26	4.38	4	4.54
1955	4.47	3.73	3.59	4.79	2.8	4.88	2.98	5.95	3.76	5.68	NA	3.45	4.39	3.31	5.45	3.93	3.68	4.42
1956	4.53	4.15	4.09	4.76	3.71	5.82	3.38	6.54	3.84	6.51	NA	3.51	4.89	4.46	5.62	4.29	4.62	4.86
1957	4.26	5.68	3.34	4.16	2.97	5.28	3.9	6.44	3.56	6.6	NA	2.26	4.45	3.46	6.21	4.73	3.65	4.79
1958	3.4	5.16	3.46	5.36	3.2	5.07	3.55	5.76	3.85	5.54	NA	3.33	4.48	2.99	4.53	4.39	3.95	4.37
1959	3.85	4.52	3.55	5.14	3.59	5.4	3.55	5.74	3.42	6.19	NA	4.45	4.78	3.23	5.72	5.39	3.61	4.63
1960	3.45	3.29	3.53	4.38	3.23	4.98	2.72	5.62	3.23	5.08	NA	3.88	4.09	3.48	5.27	4.61	3.18	3.61
1961	2.58	2.89	2.92	3.6	3.73	4.29	2.45	5.27	2.96	3.68	NA	3.38	4.06	3.86	5.03	3.99	2.8	3.7
1962	3.23	2.48	3.08	3.43	3.63	3.22	2	5.62	2.01	4.95	5.4	3.56	3.16	3.58	3.96	3.52	2.83	3.3
1963	3.68	2.42	3.14	3.26	4.22	3.44	1.9	4.77	1.49	5.5	5.42	3.29	4.06	1.49	5.14	3.68	3.2	3.68
1964	3.24	3.23	3.56	3.94	4.74	4.2	1.62	5.14	1.8	6.81	6.92	3.47	4.26	1.73	5.31	4.05	3.24	4.39
