# Hartl - Berchtesgaden, Mittereisalm - LADE - ITRDB DEU354
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37553
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37553.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu354-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu354.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu354.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Berchtesgaden, Mittereisalm - LADE - ITRDB DEU354
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Dittmar, Christoph; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Christoph Dittmar; Christian Zang; Andreas Rothe
#   Published_Date_or_Year: 2014
#   Published_Title: Mountain forest growth response to climate change in the Northern Limestone Alps
#   Journal_Name: Trees
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1007/s00468-014-0994-1
#   Full_Citation:
#   Abstract:
#--------------------
# Publication
#   Authors: Hartl-Meier, Claudia; Jan Esper; Andrew Liebhold; Oliver Konter; Andreas Rothe; Ulf Büntgen
#   Published_Date_or_Year: 2017
#   Published_Title: Effects of host abundance on larch budmoth outbreaks in the European Alps
#   Journal_Name: Agr Forest Entomol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/afe.12216
#   Full_Citation:
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Minister of the Environment and Consumer Protection
#   Grant: FO 03/5/16
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  Berchtesgaden National Park
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Berchtesgaden, Mittereisalm
#   Location: Germany
#   Northernmost_Latitude: 47.551
#   Southernmost_Latitude: 47.551
#   Easternmost_Longitude: 12.805
#   Westernmost_Longitude: 12.805
#   Elevation_m: 1560
#--------------------
# Data_Collection
#   Collection_Name: DEU354
#   First_Year: 1766
#   Last_Year: 2008
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Larix decidua Mill.
#   Common_Name: European larch
#   Tree_Species_Code: LADE
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## NGMA901G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA901G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA901K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA901K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA902G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA902G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA902K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA902K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA903G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA903G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA903K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA903K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA904G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA904G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA904K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA904K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA905G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA905G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA905K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA905K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA906G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA906G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA906K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA906K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA907G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA907G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA907K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA907K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA908G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA908G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA908K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA908K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA909G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA909G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA909K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA909K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA910G_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA910G_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## NGMA910K_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: NGMA910K_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	NGMA901G_raw	NGMA901K_raw	NGMA902G_raw	NGMA902K_raw	NGMA903G_raw	NGMA903K_raw	NGMA904G_raw	NGMA904K_raw	NGMA905G_raw	NGMA905K_raw	NGMA906G_raw	NGMA906K_raw	NGMA907G_raw	NGMA907K_raw	NGMA908G_raw	NGMA908K_raw	NGMA909G_raw	NGMA909K_raw	NGMA910G_raw	NGMA910K_raw
1766	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA
1767	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.53	NA	NA	NA	NA	NA	NA	NA	NA
1768	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79	NA	NA	NA	NA	NA	NA	NA	NA
1769	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.2	NA	NA	NA	NA	NA	NA	NA	NA
1770	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	0.56	NA	NA	NA	NA	NA	NA	NA	NA
1771	NA	NA	NA	NA	0.67	NA	NA	NA	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	NA
1772	NA	NA	NA	NA	0.75	NA	NA	NA	NA	NA	NA	1.23	NA	NA	NA	NA	NA	NA	NA	NA
1773	NA	NA	NA	NA	0.91	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA	NA	NA	NA	NA	NA
1774	NA	NA	NA	NA	1.37	NA	NA	NA	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	NA	NA
1775	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1.19	NA	NA	NA	NA	NA	NA	NA	NA
1776	NA	NA	NA	NA	1.99	NA	NA	NA	NA	NA	NA	1.59	NA	NA	NA	NA	NA	NA	NA	NA
1777	NA	NA	NA	NA	1.6	NA	NA	NA	NA	NA	1.64	1.3	NA	NA	NA	NA	NA	NA	NA	NA
1778	NA	NA	NA	NA	1.21	NA	NA	NA	NA	NA	1.37	1.73	NA	NA	NA	NA	NA	NA	NA	NA
1779	NA	NA	NA	NA	1.18	NA	NA	NA	NA	0.66	1.58	1.85	NA	NA	NA	NA	NA	NA	NA	NA
1780	NA	NA	NA	NA	1.38	NA	NA	2.17	NA	0.58	1.11	1.46	NA	NA	NA	NA	NA	NA	NA	NA
1781	NA	NA	NA	NA	1.61	NA	NA	0.43	NA	0.67	0.52	0.92	NA	NA	NA	NA	NA	NA	NA	NA
1782	NA	NA	NA	NA	1.11	NA	NA	0.7	NA	0.4	0.6	1.03	NA	NA	NA	NA	NA	NA	NA	NA
1783	NA	NA	NA	NA	0.69	NA	NA	1.01	NA	0.57	1.03	1.05	NA	NA	NA	NA	NA	NA	NA	NA
1784	NA	NA	NA	NA	1.22	NA	NA	1.37	NA	0.47	1.24	1.13	NA	NA	NA	NA	NA	NA	NA	NA
1785	NA	NA	NA	NA	1.17	NA	NA	1.08	NA	0.5	1.01	0.9	NA	NA	NA	NA	NA	NA	NA	NA
1786	NA	NA	NA	NA	0.92	NA	NA	1.24	NA	0.64	1.19	1.1	NA	NA	NA	NA	NA	NA	NA	NA
1787	NA	NA	NA	NA	1.11	NA	NA	1.84	NA	0.69	1.27	1.29	NA	NA	NA	NA	NA	NA	NA	NA
1788	NA	NA	NA	NA	1.46	NA	1.43	2.61	NA	0.87	1.41	1.6	NA	NA	NA	NA	NA	NA	NA	NA
1789	NA	NA	NA	NA	2	NA	2.7	1.84	NA	0.99	1.13	1.41	NA	NA	NA	NA	NA	NA	NA	NA
1790	NA	NA	NA	NA	3.15	NA	2.21	2.09	NA	1.73	1.13	1.73	NA	NA	NA	NA	NA	NA	NA	NA
1791	NA	NA	NA	NA	2.65	NA	2.06	2.58	NA	1.67	1.23	1.85	NA	NA	NA	NA	NA	NA	NA	NA
1792	NA	NA	NA	NA	2.49	NA	1.78	2.12	NA	1.39	1.36	1.67	NA	NA	NA	NA	NA	NA	NA	NA
1793	NA	NA	NA	NA	2.37	NA	1.24	1.55	NA	1.24	1.08	1.22	NA	NA	NA	NA	NA	NA	NA	NA
1794	NA	NA	2.17	NA	1.79	2.41	1.6	2.05	NA	1.47	1.02	1	NA	NA	NA	NA	NA	NA	NA	NA
1795	NA	NA	1.99	NA	1.96	1.76	0.76	0.85	NA	0.92	0.88	0.69	NA	NA	NA	NA	NA	NA	NA	NA
1796	NA	NA	1.88	NA	1.26	2.18	1.35	1.31	NA	1.03	0.9	1.11	NA	NA	NA	NA	NA	NA	NA	NA
1797	NA	NA	2.35	NA	2.93	1.79	1.12	1.2	NA	1.38	1.17	1.41	NA	NA	NA	NA	NA	NA	NA	NA
1798	NA	NA	2.66	NA	2.16	2.18	1.32	1.74	NA	1.37	1.72	1.77	NA	NA	NA	NA	NA	NA	NA	NA
1799	NA	NA	2.29	NA	1.61	1.78	1.23	1.59	0.76	1.36	1.47	1.37	NA	NA	NA	NA	NA	NA	NA	NA
1800	NA	NA	2.03	NA	1.4	1.71	1.25	1.3	1.17	1.73	1.43	1.51	NA	NA	NA	NA	NA	NA	NA	NA
1801	NA	NA	1.74	NA	1.07	1.21	0.7	1.2	0.93	1.52	1.16	1	NA	NA	NA	NA	NA	NA	NA	NA
1802	NA	NA	1.83	NA	1.28	1.19	1.41	1.37	1.29	1.29	1.19	0.93	NA	NA	NA	NA	NA	NA	NA	NA
1803	NA	NA	0.96	NA	0.75	0.59	0.91	0.97	0.52	0.53	0.42	0.46	NA	NA	NA	NA	NA	NA	NA	NA
1804	NA	NA	1.59	NA	0.46	0.67	1.42	1.45	1.05	0.92	0.9	0.83	NA	NA	NA	NA	NA	NA	NA	NA
1805	NA	NA	1.31	NA	0.48	0.63	1.2	1.42	1.03	0.86	0.69	0.77	NA	NA	NA	NA	NA	NA	NA	NA
1806	NA	NA	1.17	NA	0.33	0.58	1.43	1.79	0.62	0.38	0.64	0.78	NA	NA	NA	NA	NA	NA	NA	NA
1807	NA	NA	2.58	NA	0.43	0.66	1.89	2.1	1.44	0.94	1.01	1.23	NA	NA	NA	NA	NA	NA	NA	NA
1808	NA	NA	2.54	NA	0.88	0.92	1.99	2.17	1.86	1.28	1.39	1.24	NA	NA	NA	NA	NA	NA	NA	NA
1809	NA	NA	2.65	NA	1.02	1.19	1.79	2.41	1.37	1.24	1.32	1	NA	NA	NA	NA	NA	NA	NA	NA
1810	NA	NA	1.53	1.55	0.81	0.76	1.58	1.76	0.95	0.85	0.65	0.66	NA	NA	NA	NA	NA	NA	NA	NA
1811	NA	NA	1.68	2.08	1.01	1.23	2.53	2.82	1.99	1.37	1.25	1	NA	NA	NA	NA	NA	NA	NA	NA
1812	NA	NA	1.63	1.04	1.42	1.56	1.98	2.12	2.14	1.66	1.24	1.2	NA	NA	NA	NA	NA	NA	NA	NA
1813	NA	NA	1.51	0.88	0.94	1.08	1.41	1.37	1.27	1.12	0.8	0.64	NA	NA	NA	NA	NA	NA	NA	NA
1814	NA	NA	1.49	0.7	0.38	0.27	1.04	1.24	1.37	1.38	0.92	0.55	NA	NA	NA	NA	NA	NA	NA	NA
1815	NA	NA	1.48	0.54	0.53	0.55	1.29	1.29	0.79	0.95	0.9	0.45	NA	NA	NA	NA	NA	NA	NA	NA
1816	NA	NA	1.58	0.46	0.49	0.41	1.26	1.44	0.81	0.99	0.69	0.46	NA	NA	NA	NA	NA	NA	NA	NA
1817	NA	NA	2.28	0.8	0.84	0.9	1.32	1.6	1.36	1.46	1.16	0.75	NA	NA	NA	NA	NA	NA	NA	NA
1818	NA	NA	2.56	0.94	1.08	1.26	1.38	1.96	0.87	1.52	1.38	0.67	NA	NA	NA	NA	NA	NA	NA	NA
1819	NA	NA	2.32	0.89	1.56	1.13	1.31	1.56	1.34	2.07	1.29	0.98	NA	NA	NA	NA	NA	NA	NA	NA
1820	NA	NA	1.91	0.94	1.39	1.05	1.51	2.17	1.55	1.87	1.36	0.94	NA	NA	NA	NA	NA	NA	NA	NA
1821	NA	NA	0.79	0.79	0.7	0.55	0.81	0.96	0.53	0.54	0.37	0.21	NA	NA	NA	NA	NA	NA	NA	NA
1822	NA	NA	0.98	1.13	0.98	0.77	1.83	1.99	1.29	0.9	1.24	0.71	NA	NA	NA	NA	NA	NA	NA	NA
1823	NA	NA	0.65	0.57	0.99	0.82	1.46	1.58	1.42	1.49	1.55	0.93	NA	NA	NA	NA	NA	NA	NA	NA
