# Linderholm - Norberg - PISY - ITRDB SWED323
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/6137
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-6137.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed323-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed323-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed323.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed323.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2008-06-05
#--------------------
# File_Last_Modified_Date
#   Date: 2008-06-05
#--------------------
# Title
#   Study_Name: Linderholm - Norberg - PISY - ITRDB SWED323
#--------------------
# Investigators
#   Investigators: Linderholm, H.W.(https://orcid.org/0000-0002-1522-8919)
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Norberg
#   Location: Sweden
#   Northernmost_Latitude: 60.13
#   Southernmost_Latitude: 60.13
#   Easternmost_Longitude: 16.08
#   Westernmost_Longitude: 16.08
#   Elevation_m: 150
#--------------------
# Data_Collection
#   Collection_Name: SWED323
#   First_Year: 1723
#   Last_Year: 1997
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  ring width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## BBHT0019_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0019; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0039_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0039; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0049_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0049; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0079_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0079; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0089_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0089; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0099_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0099; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0109_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0109; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0119_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0119; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0129_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0129; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0139_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0139; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0149_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0149; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0159_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0159; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0169_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0169; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0179_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0179; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0209_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0209; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0182_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0182; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## BBHT0192_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: BBHT0192; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	BBHT0019_raw	BBHT0039_raw	BBHT0049_raw	BBHT0079_raw	BBHT0089_raw	BBHT0099_raw	BBHT0109_raw	BBHT0119_raw	BBHT0129_raw	BBHT0139_raw	BBHT0149_raw	BBHT0159_raw	BBHT0169_raw	BBHT0179_raw	BBHT0209_raw	BBHT0182_raw	BBHT0192_raw
1723	NA	NA	NA	NA	NA	NA	NA	1.11	NA	NA	NA	NA	NA	NA	NA	NA	NA
1724	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1725	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1726	NA	NA	NA	NA	NA	NA	NA	0.06	NA	NA	NA	NA	NA	NA	NA	NA	NA
1727	NA	NA	NA	NA	NA	NA	NA	0.14	NA	NA	NA	NA	NA	NA	NA	NA	NA
1728	NA	NA	NA	NA	NA	NA	NA	0.1	NA	NA	NA	NA	NA	NA	NA	NA	NA
1729	NA	NA	NA	NA	NA	NA	NA	0.2	NA	NA	NA	NA	NA	NA	NA	NA	NA
1730	NA	NA	NA	NA	NA	NA	NA	0.45	NA	NA	NA	NA	NA	NA	NA	NA	NA
1731	NA	NA	NA	NA	NA	NA	NA	0.6	NA	NA	NA	NA	NA	NA	NA	NA	NA
1732	NA	NA	NA	NA	NA	NA	NA	0.87	NA	NA	NA	NA	NA	NA	NA	NA	NA
1733	NA	NA	NA	NA	NA	NA	NA	0.48	NA	NA	NA	NA	NA	NA	NA	NA	NA
1734	NA	NA	NA	NA	NA	NA	NA	0.52	NA	0.42	NA	NA	NA	NA	NA	NA	NA
1735	NA	NA	NA	NA	NA	NA	NA	0.57	NA	0.47	NA	NA	NA	NA	NA	NA	NA
1736	NA	NA	NA	NA	NA	NA	NA	0.82	NA	0.49	NA	NA	NA	NA	NA	0.6	NA
1737	NA	NA	NA	NA	NA	NA	NA	0.98	NA	0.48	NA	NA	NA	NA	NA	0.71	NA
1738	NA	NA	NA	NA	1.59	NA	NA	0.68	NA	0.46	NA	NA	NA	NA	NA	0.56	NA
1739	NA	NA	NA	NA	1.51	NA	NA	0.33	NA	0.22	NA	NA	NA	NA	NA	0.74	NA
1740	NA	NA	0.35	NA	1.1	NA	NA	0.52	NA	0.22	NA	NA	NA	NA	NA	0.34	NA
1741	NA	NA	0.37	NA	0.89	NA	NA	0.49	NA	0.2	NA	NA	NA	NA	NA	0.47	NA
1742	NA	NA	0.52	NA	1.13	NA	NA	0.65	NA	0.18	NA	NA	NA	NA	NA	0.67	NA
1743	NA	NA	0.68	NA	1.17	NA	NA	0.73	NA	0.15	NA	NA	NA	NA	NA	0.55	NA
1744	NA	NA	0.9	NA	1.29	NA	NA	0.76	NA	0.18	NA	NA	NA	NA	NA	0.66	NA
1745	NA	NA	1.17	NA	2.35	NA	NA	0.97	NA	0.6	NA	NA	NA	NA	NA	1.02	NA
1746	NA	NA	0.69	NA	1.5	NA	NA	0.55	NA	0.74	NA	NA	NA	NA	NA	0.57	NA
1747	NA	NA	0.43	NA	1.26	NA	NA	0.6	NA	0.53	NA	NA	NA	NA	NA	0.49	NA
1748	NA	NA	0.42	NA	1.01	NA	NA	0.34	NA	0.22	NA	NA	NA	NA	NA	0.38	NA
1749	NA	NA	0.36	NA	0.84	NA	NA	0.39	NA	0.1	NA	NA	NA	NA	NA	0.22	NA
1750	NA	NA	0.77	NA	1.47	NA	NA	0.31	NA	0.31	NA	NA	NA	NA	NA	0.37	NA
1751	NA	NA	0.86	NA	1.94	NA	NA	0.37	NA	0.66	NA	NA	NA	NA	NA	0.79	NA
1752	NA	0.25	0.73	NA	1.61	NA	0.79	0.31	NA	1.62	NA	NA	NA	NA	NA	0.6	NA
1753	NA	0.37	0.87	NA	1.77	NA	0.78	0.54	NA	1.01	NA	NA	NA	NA	NA	0.73	NA
1754	NA	0.58	0.51	NA	1.02	NA	0.58	0.52	NA	0.93	NA	NA	NA	NA	NA	0.44	NA
1755	3.02	0.87	0.54	NA	1.12	NA	0.58	0.47	NA	0.64	NA	NA	NA	NA	NA	0.74	NA
1756	1.96	0.7	0.54	NA	0.91	NA	0.71	0.54	NA	0.56	NA	NA	NA	NA	NA	0.65	NA
1757	1.71	0.4	0.31	NA	0.57	NA	0.99	0.29	NA	0.18	NA	NA	NA	NA	NA	0.38	NA
1758	1.65	0.52	0.27	NA	0.73	NA	1.23	0.31	NA	0.22	NA	NA	NA	NA	NA	0.48	NA
1759	1.87	0.5	0.77	NA	1.13	NA	0.97	0.43	1.24	0.47	NA	NA	NA	NA	NA	0.88	NA
1760	1.86	0.4	0.82	NA	1.05	NA	0.96	0.37	0.91	0.56	NA	NA	NA	NA	NA	0.82	NA
1761	2.17	0.51	0.8	NA	1.1	NA	1.01	0.33	1.09	0.49	1.53	NA	NA	NA	NA	0.82	NA
1762	1.51	0.21	0.76	NA	0.79	NA	0.82	0.39	0.79	0.31	0.9	NA	NA	NA	NA	1.02	NA
1763	1.49	0.17	0.59	NA	0.79	NA	0.99	0.29	0.64	0.26	0.85	NA	NA	NA	NA	0.6	NA
1764	1.02	0.2	0.47	NA	0.72	NA	0.6	0.33	0.36	0.19	0.42	NA	NA	NA	NA	0.57	NA
1765	1.14	0.34	0.29	NA	0.62	NA	0.66	0.25	0.38	0.16	0.38	NA	NA	NA	NA	0.4	NA
1766	0.82	0.35	0.32	NA	0.64	NA	0.61	0.39	0.39	0.21	0.54	NA	NA	NA	NA	0.44	NA
1767	0.53	0.55	0.37	NA	0.67	NA	0.71	0.31	0.33	0.21	0.46	NA	NA	NA	NA	0.48	NA
1768	0.52	0.31	0.35	NA	0.49	NA	0.71	0.24	0.27	0.15	0.35	NA	NA	NA	NA	0.35	NA
1769	0.7	0.28	0.38	NA	0.45	NA	0.78	0.26	0.31	0.16	0.5	NA	NA	NA	NA	0.31	NA
1770	1.13	0.45	0.45	NA	0.43	NA	0.61	0.22	0.32	0.14	0.72	NA	NA	NA	NA	0.45	NA
1771	0.83	0.37	0.24	NA	0.39	NA	0.87	0.11	0.38	0.12	0.76	NA	NA	NA	NA	0.33	NA
1772	1.14	0.36	0.38	NA	0.56	NA	0.95	0.19	0.56	0.2	0.88	NA	NA	NA	NA	0.72	NA
1773	0.95	0.41	0.43	0.48	0.44	NA	0.91	0.19	0.35	0.14	0.36	NA	NA	NA	NA	0.67	NA
1774	0.75	0.72	0.26	0.4	0.41	NA	0.68	0.12	0.16	0.01	0.28	NA	0.82	NA	NA	0.35	NA
1775	1.03	1.02	0.44	0.63	0.74	NA	0.98	0.29	0.38	0.13	0.45	0.86	0.7	NA	NA	0.67	1.36
1776	2.19	1.61	1.13	0.92	1.36	NA	1.47	0.45	0.72	0.34	1.22	0.8	0.87	NA	NA	1.33	1.45
1777	1.38	0.61	0.74	0.5	1.2	NA	1.22	0.31	0.6	0.39	0.86	0.8	1.24	NA	NA	0.94	1.31
