# Hartl - Schliersee, Alte Klause - ABAL - ITRDB DEU404
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37603
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37603.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords:
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu404-rwl-noaa.txt
#   Data_Download_Description: RWL File; Raw Measurements - NOAA Template File
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/deu404.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/deu404.txt
#   Supplemental_Description: Text File; Correlation Stats
#--------------------
# Contribution_Date
#   Date: 2023-02-17
#--------------------
# File_Last_Modified_Date
#   Date: 2023-02-17
#--------------------
# Title
#   Study_Name: Hartl - Schliersee, Alte Klause - ABAL - ITRDB DEU404
#--------------------
# Investigators
#   Investigators: Hartl, Claudia; Rothe, Andreas
#--------------------
# Description_Notes_and_Keywords
#   Description: nan
#--------------------
# Publication
#   Authors: Zang, Christian; Claudia Hartl-Meier; Christoph Dittmar; Andreas Rothe; Annette Menzel
#   Published_Date_or_Year: 2014
#   Published_Title: Patterns of drought tolerance in major European temperate forest trees: climatic drivers and levels of variability
#   Journal_Name: Glob Change Biol
#   Volume: 
#   Edition:
#   Issue:
#   Pages: 
#   DOI: 10.1111/gcb.12637
#   Full_Citation:
#   Abstract:
#   Authors:
#   Published_Date_or_Year:
#   Published_Title:
#   Journal_Name:
#   Volume:
#   Edition:
#   Issue:
#   Pages:
#   DOI:
#   Full_Citation: Hartl-Meier C, Rothe A (2014) Zuwachsreaktionen des Bergwaldes auf Klimaänderungen. LWF aktuell 99, 42–44. 
#   Abstract:
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Bavarian State Ministry for Food, Agriculture and Forestry
#   Grant: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:  EU program INTERREG 
#   Grant:   J00183
#--------------------
# Site_Information
#   Site_Name: Schliersee, Alte Klause
#   Location: Germany
#   Northernmost_Latitude: 47.637
#   Southernmost_Latitude: 47.637
#   Easternmost_Longitude: 11.975
#   Westernmost_Longitude: 11.975
#   Elevation_m: 1270
#--------------------
# Data_Collection
#   Collection_Name: DEU404
#   First_Year: 1806
#   Last_Year: 2009
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords: width
#   Notes:
#--------------------
# Species
#   Species_Name: Abies alba Mill.
#   Common_Name: silver fir
#   Tree_Species_Code: ABAL
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## SSAK301C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK301C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK301O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK301O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK302C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK302C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK302O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK302O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK303C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK303C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK303O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK303O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK304C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK304C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK304O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK304O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK305C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK305C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK305O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK305O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK306C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK306C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK306O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK306O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK308C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK308C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK308O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK308O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK309C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK309C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK309O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK309O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK310C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK310C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK310O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK310O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK314C_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK314C_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## SSAK314O_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: SSAK314O_raw; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	SSAK301C_raw	SSAK301O_raw	SSAK302C_raw	SSAK302O_raw	SSAK303C_raw	SSAK303O_raw	SSAK304C_raw	SSAK304O_raw	SSAK305C_raw	SSAK305O_raw	SSAK306C_raw	SSAK306O_raw	SSAK308C_raw	SSAK308O_raw	SSAK309C_raw	SSAK309O_raw	SSAK310C_raw	SSAK310O_raw	SSAK314C_raw	SSAK314O_raw
1806	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.78
1807	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.1	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.07
1808	NA	NA	NA	NA	NA	4.15	NA	NA	NA	2.89	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.08
1809	NA	NA	NA	NA	NA	2.86	2.05	NA	NA	3.36	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.51
1810	NA	NA	NA	NA	NA	3	2.16	NA	NA	3.45	NA	NA	NA	NA	NA	NA	NA	1.31	NA	3.69
1811	NA	NA	NA	NA	NA	2.8	2.32	NA	NA	3.59	NA	NA	NA	NA	NA	NA	NA	1.51	3.97	4.23
1812	NA	NA	NA	NA	NA	2.31	2.49	NA	NA	2.56	NA	NA	2.08	NA	NA	NA	NA	1.08	3.58	3.64
1813	NA	NA	NA	NA	NA	2.39	2.62	2.63	NA	2.45	NA	NA	2.08	NA	NA	NA	NA	1.53	3.73	3.76
1814	NA	NA	NA	NA	NA	3.22	2.22	2.35	NA	2.35	NA	NA	1.98	NA	NA	NA	NA	2.36	3.13	3.75
1815	NA	NA	NA	NA	NA	2.22	2.04	2.73	NA	2.06	NA	NA	1.69	NA	NA	NA	NA	1.36	2.83	3.23
1816	NA	NA	NA	NA	NA	1.43	2.32	2.25	NA	2.43	NA	NA	1.73	NA	NA	NA	NA	1.6	3.45	3.38
1817	NA	NA	NA	NA	NA	0.68	1.93	2.29	NA	2.3	NA	NA	1.34	NA	NA	NA	1.04	1.24	2.49	2.76
1818	NA	NA	NA	NA	0.59	0.87	2.37	1.63	NA	2.49	NA	NA	1.84	NA	NA	NA	1.65	1.27	2.61	2.85
1819	NA	NA	NA	2.69	0.69	1.08	2.28	1.96	NA	2.2	NA	NA	2.31	NA	NA	NA	1.95	1.45	2.72	2.86
1820	NA	NA	NA	2.49	0.58	1.01	1.76	1.67	1.91	1.74	NA	NA	1.67	NA	0.54	NA	1.6	1.25	2.45	2.74
1821	NA	NA	NA	1.97	0.75	1.19	1.52	1.25	1.45	1.52	NA	NA	1.88	NA	1.23	NA	1.45	1.08	1.96	2.59
1822	NA	NA	1.11	1.45	0.84	0.71	1.5	1.09	2.12	1.67	NA	NA	1.21	NA	0.77	NA	1.22	0.95	2.09	2.5
1823	NA	NA	0.92	1.89	0.38	0.53	1.62	1.63	1.96	1.6	NA	NA	1.54	NA	1.05	NA	1.53	1.23	1.78	2.4
1824	NA	NA	0.98	1.75	1.14	0.6	1.77	1.41	2.31	1.98	NA	NA	1.92	NA	1.17	NA	1.74	1.28	2.61	2.94
1825	NA	NA	0.96	1.98	1.3	0.7	1.52	1.26	2.27	1.74	NA	1.21	1.57	NA	1.35	NA	1.57	1.15	2.37	2.48
1826	NA	NA	1.5	1.8	0.42	0.5	1.67	1.41	1.86	1.5	NA	1.47	1.53	NA	1.52	NA	1.21	0.78	2.01	2.48
1827	NA	NA	1.54	1.65	0.86	0.45	1.52	1.01	1.96	1.9	NA	1.17	1.44	NA	1.85	3.12	1.32	1.04	1.81	2.3
1828	NA	NA	1.41	1.49	0.46	0.25	1.37	0.96	1.9	1.79	NA	0.85	1.68	NA	1.77	2.75	1.47	1.11	1.46	2.12
1829	NA	NA	1.85	1.47	0.35	0.38	1.38	0.99	1.96	1.65	NA	1.03	1.64	NA	1.71	2.45	1.16	1.22	1.28	2.14
1830	NA	NA	1.39	1.15	0.64	0.37	1.11	0.86	1.61	1.47	NA	0.52	1.19	NA	1.7	2.36	0.4	0.95	0.95	1.39
1831	NA	NA	1.56	1.33	0.85	0.59	1.07	0.99	1.84	1.71	NA	0.57	1.23	NA	1.83	2.48	1.66	1.07	1.2	1.62
1832	NA	NA	1.68	1.52	1.03	0.74	1.25	1.12	1.83	1.53	NA	0.96	1.23	NA	2.22	2.35	1.76	1.05	1.19	1.75
1833	NA	NA	1.56	1.47	1.08	0.52	1.41	1.21	1.63	1.42	NA	1.08	1.26	NA	2.16	2.01	1.44	0.83	1.23	1.8
1834	NA	NA	1.49	1.06	1.24	0.75	1.37	1.39	1.46	1.24	NA	1.13	1.02	NA	2.33	2.14	1.19	0.53	1.01	1.48
1835	NA	NA	1.37	1.09	1.04	0.62	1.09	1.07	1.84	1.47	NA	0.92	1.11	NA	1.92	1.46	1.2	0.56	1.04	0.98
1836	NA	NA	1.28	1.09	0.94	0.7	1.4	1.15	1.93	1.56	NA	0.87	0.96	NA	2.04	1.69	1.35	0.56	1.02	1.09
1837	NA	NA	1.37	1.14	1.2	0.62	1.34	1.22	2.5	1.97	NA	1.23	0.64	NA	2.19	1.83	1.12	0.54	1.16	1.36
1838	NA	NA	1.3	1.2	1.11	0.9	1.31	1.28	2.14	1.9	NA	1.23	0.52	NA	2.05	1.74	0.98	0.54	1.06	1.31
1839	NA	NA	1.34	1.22	1.33	0.74	1.39	1.32	2.01	1.85	NA	0.94	0.51	NA	2.29	1.75	0.85	0.48	1.05	1.51
1840	NA	NA	1.22	1.24	1.59	0.67	1.67	1.28	1.88	1.66	NA	0.85	0.52	NA	2.18	1.91	0.8	0.42	1.02	1.48
1841	0.79	NA	1.12	0.81	1.06	0.63	1.21	0.86	1.45	1.26	NA	0.96	0.51	NA	1.89	1.43	0.56	0.37	0.71	1.15
1842	1.2	NA	1.33	1	1.59	0.73	1.87	1.13	1.95	1.55	NA	1.27	0.83	NA	2.43	1.73	0.72	0.4	0.84	1.06
1843	1.51	NA	0.8	0.76	1.14	0.66	1.42	1.33	1.59	1.34	NA	1.09	0.68	NA	2.03	1.33	0.82	0.4	0.66	0.8
1844	1.38	NA	1.06	1.18	1.16	0.94	1.49	1.08	2.07	1.58	0.59	1.22	0.83	1.24	2.14	1.83	0.95	0.56	0.66	0.68
1845	1.6	NA	1.05	1.04	0.98	0.95	1.65	1.11	2.35	1.9	0.69	1.71	0.85	1.24	2.51	2.31	1.06	0.55	0.7	0.63
1846	1.94	NA	1.32	1.37	1.24	1.11	1.67	1.41	2.48	2.27	1.01	2.01	0.9	1.6	3.21	2.62	1.15	0.66	0.7	0.72
1847	1.75	NA	0.99	1.01	1.37	0.7	1.26	1.21	1.92	1.73	1.04	1.89	0.82	1.42	2.17	1.84	0.79	0.49	0.47	0.47
1848	1.86	NA	1.09	1.1	1	0.91	1.31	1.24	2.12	1.98	1.18	1.9	0.91	1.28	2.36	2.27	0.8	0.57	0.54	0.56
1849	1.69	NA	1.43	1.31	0.81	0.92	1.34	1.46	1.79	1.99	1.34	1.83	0.95	1.34	1.98	2.3	0.72	0.44	0.64	0.56
1850	1.44	NA	0.88	0.93	0.84	0.77	1.1	1.09	1.23	1.72	1.19	1.62	0.7	1.06	1.6	2.28	0.64	0.4	0.6	0.52
1851	1.64	NA	0.92	0.82	0.83	0.82	1.07	1.06	1.73	2.09	1.15	1.66	0.83	1.19	1.76	2.22	0.74	0.37	0.55	0.5
1852	1.51	NA	0.7	0.79	0.64	0.74	0.95	0.93	1.61	1.79	1.04	1.59	0.67	1.11	1.67	1.89	0.71	0.38	0.59	0.38
1853	1.76	NA	0.63	0.83	0.79	0.89	1.14	1.13	2.06	2.15	1.44	1.91	0.93	1.27	1.91	2.4	0.77	0.48	0.62	0.43
1854	1.04	NA	0.46	0.71	0.52	0.5	1.05	0.95	1.41	1.58	1.28	1.4	0.79	1.07	1.63	2.1	0.68	0.37	0.52	0.44
1855	1.08	NA	0.41	0.67	0.58	0.58	1.07	0.99	1.4	1.5	1.16	1.43	0.82	0.95	1.61	1.97	0.55	0.38	0.35	0.42
1856	1.09	NA	0.42	0.85	0.63	0.63	0.99	0.89	1.42	1.37	1.3	1.56	0.76	0.92	1.88	2.12	0.6	0.4	0.38	0.49
