# Schweingruber - Nyteboda - PCAB - ITRDB SWED010
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/4568
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-4568.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed010e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; swed010e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/swed010e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/swed010e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2002-07-31
#--------------------
# File_Last_Modified_Date
#   Date: 2002-07-31
#--------------------
# Title
#   Study_Name: Schweingruber - Nyteboda - PCAB - ITRDB SWED010
#--------------------
# Investigators
#   Investigators: Schweingruber, F.H.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2019-01-08. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Nyteboda
#   Location: Sweden
#   Northernmost_Latitude: 56.15
#   Southernmost_Latitude: 56.15
#   Easternmost_Longitude: 14.07
#   Westernmost_Longitude: 14.07
#   Elevation_m: -999
#--------------------
# Data_Collection
#   Collection_Name: SWED010
#   First_Year: 1815
#   Last_Year: 1976
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Picea abies (L.) H. Karst.
#   Common_Name: Norway spruce
#   Tree_Species_Code: PCAB
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 351021_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351021; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351031_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351031; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351041_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351041; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351051_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351051; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351061_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351061; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351071_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351071; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351081_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351081; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351091_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351091; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 351101_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 351101; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	351021_raw	351031_raw	351041_raw	351051_raw	351061_raw	351071_raw	351081_raw	351091_raw	351101_raw
1815	NA	NA	NA	NA	3.22	NA	NA	NA	NA
1816	NA	NA	NA	NA	3.49	NA	NA	NA	NA
1817	NA	NA	NA	NA	4.33	NA	NA	NA	NA
1818	NA	NA	NA	NA	4.45	NA	NA	NA	NA
1819	NA	NA	NA	NA	3.79	NA	NA	NA	NA
1820	NA	NA	NA	NA	4.12	NA	NA	NA	NA
1821	NA	NA	NA	NA	3.86	NA	NA	NA	NA
1822	NA	NA	NA	NA	5.48	NA	NA	NA	NA
1823	NA	NA	NA	NA	5.36	NA	NA	NA	NA
1824	NA	NA	NA	NA	4.97	NA	NA	NA	NA
1825	NA	NA	NA	NA	4.82	NA	NA	NA	NA
1826	NA	NA	NA	NA	3.69	NA	NA	NA	NA
1827	NA	NA	NA	NA	2.66	NA	3.01	NA	NA
1828	NA	NA	NA	NA	2.25	NA	3.14	NA	NA
1829	NA	NA	NA	NA	3.21	NA	2.43	NA	NA
1830	NA	NA	NA	NA	2.58	NA	2.98	NA	NA
1831	NA	NA	NA	NA	3.08	NA	2.87	NA	NA
1832	NA	NA	NA	NA	3.27	NA	3.85	NA	NA
1833	NA	NA	NA	NA	3.13	NA	2.3	0.95	NA
1834	NA	NA	NA	NA	3.04	NA	1.57	0.98	NA
1835	NA	NA	NA	NA	3.2	NA	2.9	0.27	NA
1836	NA	NA	NA	NA	1.76	NA	1.54	0.81	NA
1837	NA	NA	NA	NA	2.49	NA	3.69	0.77	NA
1838	NA	NA	NA	NA	2.11	NA	3.48	1.03	NA
1839	NA	NA	NA	NA	1.97	NA	3.6	0.85	NA
1840	NA	NA	NA	NA	1.91	NA	2.58	1.12	NA
1841	NA	NA	NA	NA	1.67	NA	2.03	0.74	1.88
1842	NA	NA	NA	NA	1.78	NA	2.03	0.64	1.43
1843	NA	NA	NA	NA	1.37	NA	1.9	0.83	1.66
1844	NA	NA	NA	NA	1.48	NA	1.73	1.1	1.51
1845	NA	NA	NA	NA	1.27	NA	1.37	0.72	1.2
1846	NA	NA	NA	NA	1.22	NA	1.8	0.86	1.17
1847	2.46	NA	NA	NA	0.85	NA	1.28	0.67	1.53
1848	2.93	NA	NA	NA	1	NA	1.31	0.69	1.17
1849	3.16	NA	NA	NA	1.85	NA	1.54	0.67	1.34
1850	2.83	NA	NA	NA	1.14	NA	1.04	0.42	1.38
1851	2.79	NA	NA	NA	1.4	NA	1.57	0.7	1.61
1852	2.58	NA	NA	NA	1.06	NA	1.4	0.8	1.67
1853	2.66	NA	NA	NA	1.15	NA	1.03	0.52	1.26
1854	2.39	NA	NA	NA	1.34	NA	1.3	0.56	1.26
1855	2.62	NA	NA	NA	1.14	NA	1.36	0.81	1.16
1856	2.84	NA	NA	NA	1.38	NA	1.83	0.86	1.14
1857	2.3	NA	NA	NA	1.16	NA	1.47	0.56	1.19
1858	1.78	NA	NA	NA	0.85	NA	1.08	0.23	0.85
1859	1.35	NA	NA	NA	1.11	NA	0.85	0.15	0.5
1860	1.96	NA	NA	NA	0.56	NA	0.69	0.31	0.38
1861	1.73	1.88	NA	NA	1.36	NA	1.1	0.57	0.43
1862	2.62	2.35	NA	NA	1.35	NA	1.13	0.91	0.62
1863	1.6	1.34	NA	NA	1.68	NA	0.98	0.66	0.59
1864	1.35	2.31	2.56	NA	1.27	NA	0.73	0.53	0.77
1865	1.88	2.49	2.68	NA	1.65	NA	1.05	0.76	1.06
1866	1.5	2.67	2.48	NA	1.43	NA	1.15	0.69	0.74
1867	1.19	2.06	1.91	NA	1.45	NA	0.86	0.74	0.73
1868	1.03	1.58	1.32	NA	1.26	2.04	0.47	0.5	0.5
1869	1.18	1.75	1.63	NA	0.88	2.3	0.42	0.38	0.49
1870	1.21	2.15	1.74	NA	0.95	2.69	0.52	0.48	0.68
1871	1.51	2.8	2.4	NA	1.18	2.68	0.61	0.49	0.54
1872	1.23	2.6	2.65	NA	0.71	2.4	0.54	0.26	0.48
1873	1.21	2.19	1.81	NA	1.13	2.45	0.6	0.39	0.64
1874	1.32	3.05	2.63	NA	1.4	2.46	0.74	0.16	0.71
1875	1.1	2.57	2.77	NA	0.98	3.09	0.53	0.31	0.62
1876	0.87	2.9	2.52	NA	1.22	1.99	0.77	0.21	0.44
1877	1.01	2.85	2.34	NA	0.88	2.77	0.91	0.38	0.28
1878	1.18	3.37	2.6	NA	1.54	1.93	1.23	0.61	0.43
1879	1.19	2.81	2.59	NA	0.96	2.77	1.34	0.6	0.42
1880	1.07	1.86	2.06	NA	0.77	1.98	1.1	0.48	0.5
1881	0.94	1.33	1.43	NA	0.67	2.33	0.87	0.46	0.57
1882	1.34	1.95	1.39	NA	1.01	2.52	0.87	0.52	0.61
1883	0.83	1.39	1.09	2.6	0.85	2.12	0.53	0.54	0.77
1884	1.31	1.6	1.47	3.49	1.09	2.32	0.77	1.25	0.69
1885	1.16	1.44	1.14	2.09	1.17	2.6	0.7	0.56	0.9
