# Mašek - 02PL Kokořínsko - PISY - ITRDB CZE037
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/37262
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-37262.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze037-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; cze037-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/cze037.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/cze037.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2023-01-25
#--------------------
# File_Last_Modified_Date
#   Date: 2023-01-25
#--------------------
# Title
#   Study_Name: Mašek - 02PL Kokořínsko - PISY - ITRDB CZE037
#--------------------
# Investigators
#   Investigators: Mašek, J.(https://orcid.org/0000-0002-3494-9113); Treml, V.(https://orcid.org/0000-0001-5067-3308); Hofman, M.; Fišer, P.
#--------------------
# Description_Notes_and_Keywords
#   Description: 
#--------------------
# Publication
#   Authors: Mašek, Jiří, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml
#   Journal_Name: Ecosystems
#   Published_Title: Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level
#   Published_Date_or_Year: 2023
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: ECO-22-0233
#   DOI: 10.1007/s10021-023-00822-8
#   Full_Citation: Jiří Mašek, Jan Tumajer, Jelena Lange, Ryszard Kaczka, Petr Fišer, Václav Treml. 2023. Variability in Tree-ring Width and NDVI Responses to Climate at a Landscape Level. Ecosystems, ECO-22-0233. doi: 10.1007/s10021-023-00822-8
#   Abstract: None
#--------------------
# Funding_Agency
#   Funding_Agency_Name: Charles University Grant Agency
#   Grant: GAUK 548120
#--------------------
# Site_Information
#   Site_Name: 02PL Kokořínsko
#   Location: Czech Republic
#   Northernmost_Latitude: 50.583294
#   Southernmost_Latitude: 50.583294
#   Easternmost_Longitude: 14.43426
#   Westernmost_Longitude: 14.43426
#   Elevation_m: 411
#--------------------
# Data_Collection
#   Collection_Name: CZE037
#   First_Year: 1852
#   Last_Year: 2019
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  width
#   Notes: None
#--------------------
# Species
#   Species_Name: Pinus sylvestris L.
#   Common_Name: Scots pine
#   Tree_Species_Code: PISY
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## 02PL18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL05_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL05; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL04_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL04; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL08_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL08; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL26_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL26; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL15_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL15; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL12_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL12; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL16_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL16; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL17_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL17; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL10_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL10; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL14_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL14; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL01_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL01; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL09_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL09; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL11_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL11; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL06_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL06; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL07_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL07; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL02_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL02; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL03_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL03; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## 02PL13_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: 02PL13; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	02PL18_raw	02PL24_raw	02PL05_raw	02PL21_raw	02PL25_raw	02PL04_raw	02PL08_raw	02PL26_raw	02PL15_raw	02PL12_raw	02PL16_raw	02PL17_raw	02PL10_raw	02PL14_raw	02PL23_raw	02PL01_raw	02PL09_raw	02PL11_raw	02PL06_raw	02PL07_raw	02PL22_raw	02PL02_raw	02PL03_raw	02PL19_raw	02PL20_raw	02PL27_raw	02PL13_raw
1852	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1853	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.61	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1854	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.32	NA	NA	NA	NA	0.5	NA	NA	NA	NA	NA	NA	1.8	NA	NA	NA
1855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.76	0.62	NA	NA	NA	0.83	NA	NA	NA	NA	NA	NA	1.71	NA	NA	NA
1856	NA	NA	NA	1.74	NA	NA	NA	NA	NA	NA	NA	2.18	0.91	NA	NA	NA	1.45	NA	NA	NA	NA	NA	NA	1.97	NA	NA	NA
1857	NA	NA	NA	2.23	NA	NA	NA	NA	NA	NA	NA	1.44	1.53	NA	NA	NA	1.03	NA	NA	NA	NA	NA	NA	1.35	NA	NA	NA
1858	NA	NA	NA	1.35	NA	NA	NA	NA	NA	NA	NA	1.51	1.16	NA	NA	NA	1.28	NA	NA	NA	NA	NA	NA	0.8	NA	NA	NA
1859	NA	NA	NA	1.25	NA	NA	NA	NA	NA	NA	NA	1.2	0.67	NA	NA	NA	1.43	NA	NA	NA	NA	NA	NA	0.99	NA	NA	NA
1860	NA	NA	NA	0.88	NA	NA	NA	NA	NA	NA	NA	0.83	0.73	NA	NA	NA	0.69	NA	NA	NA	NA	NA	NA	0.94	NA	NA	NA
1861	NA	NA	NA	1.75	NA	NA	NA	NA	NA	NA	NA	0.84	1.57	2.62	NA	NA	0.98	NA	NA	3.26	NA	3.09	NA	1.05	NA	NA	NA
1862	NA	NA	NA	1.49	NA	NA	NA	NA	NA	NA	NA	0.99	1.36	2.21	NA	NA	0.8	NA	NA	3.39	NA	2.38	NA	1.37	NA	NA	NA
1863	NA	NA	1.12	1.46	NA	NA	NA	NA	NA	NA	NA	0.9	1.8	2.04	NA	NA	1	NA	NA	2.12	NA	3.09	NA	1.4	NA	NA	NA
1864	NA	NA	1.3	1.35	NA	NA	NA	NA	NA	NA	NA	0.76	0.86	1.76	NA	NA	0.74	NA	NA	1.75	NA	2.94	NA	1.06	NA	NA	NA
1865	NA	NA	2.16	1.68	NA	NA	NA	NA	NA	NA	NA	0.69	1.34	1.53	NA	NA	1.03	NA	NA	1.26	NA	2.74	NA	0.73	NA	NA	NA
1866	NA	NA	1.94	0.79	NA	1.15	NA	NA	NA	2.05	NA	0.4	1.11	1.58	NA	NA	0.83	NA	NA	1.18	NA	1.45	2.32	0.97	NA	NA	NA
1867	NA	NA	2	1.27	NA	2.06	NA	NA	NA	2.67	NA	0.36	2.01	1.18	NA	NA	1.42	NA	NA	0.9	NA	1.49	1.69	0.82	NA	NA	NA
1868	NA	NA	1.66	0.94	NA	1.52	NA	NA	NA	1.96	NA	0.34	1.3	0.66	NA	NA	0.83	NA	NA	1.23	NA	0.86	1.42	0.67	NA	NA	NA
1869	NA	NA	1.77	0.64	NA	1.54	NA	NA	NA	2.2	NA	0.12	1.07	0.66	NA	NA	0.69	NA	NA	1.34	NA	0.89	1.52	0.41	NA	NA	NA
1870	NA	NA	2.2	0.38	NA	1.08	NA	NA	NA	1.96	NA	0.1	1.22	0.56	NA	NA	0.59	NA	NA	0.7	NA	0.65	1.07	0.37	NA	NA	NA
1871	NA	NA	0.88	0.38	NA	1.37	NA	NA	NA	2.82	NA	0.07	1.38	0.41	NA	NA	0.36	NA	NA	0.88	NA	0.49	1.77	0.22	NA	NA	NA
1872	NA	NA	1.58	0.78	NA	2.09	NA	NA	NA	1.1	NA	0.12	1.24	0.78	NA	NA	0.24	NA	NA	1.2	NA	0.51	1.57	0.42	NA	NA	NA
1873	NA	NA	1.83	1.19	NA	2.06	NA	NA	NA	1.67	NA	0.13	1.74	0.73	NA	NA	0.12	NA	NA	1.05	NA	0.86	1.38	0.83	NA	NA	NA
1874	NA	NA	1.68	1.41	NA	2.02	NA	NA	NA	1.11	NA	0.17	1.71	0.72	NA	NA	0.46	NA	NA	1.24	NA	1.13	1.31	0.52	NA	NA	NA
1875	NA	NA	2.03	1.3	NA	1.61	NA	NA	NA	1.36	NA	0.11	1.61	0.85	NA	NA	0.9	NA	NA	1.32	NA	0.9	0.92	0.52	NA	NA	NA
1876	NA	NA	1.97	1.14	NA	1.39	NA	NA	NA	1.04	NA	0.11	1.36	1.26	NA	NA	0.8	NA	NA	1.26	NA	0.75	1.33	0.44	NA	NA	NA
1877	NA	NA	1.54	1.3	NA	1.1	NA	NA	1.03	1.66	NA	0.14	1.24	1.45	NA	NA	1.05	NA	NA	2.25	NA	0.8	1.52	0.32	NA	NA	NA
1878	NA	NA	1.65	2.1	NA	2.08	NA	NA	1.46	1.47	NA	0.35	1.43	2.12	NA	NA	1.04	NA	NA	2.5	NA	1.23	1.82	0.91	NA	NA	NA
1879	NA	NA	2.44	2.24	NA	2.54	NA	NA	1.44	1.74	NA	0.42	2.1	2.58	NA	NA	0.85	NA	NA	2.36	NA	1.69	2.36	1.98	NA	NA	NA
1880	0.97	NA	2.46	2.24	NA	2.82	NA	NA	1.21	1.7	NA	0.48	1.88	2.91	NA	NA	1.62	NA	NA	2.49	NA	1.81	1.72	2.06	NA	NA	NA
1881	1.02	NA	2.2	1.64	NA	2.14	NA	NA	0.82	1.44	NA	0.35	1.75	2.09	NA	NA	1.68	NA	1.65	2.6	NA	1.57	1.8	1.94	NA	1.77	NA
1882	1.19	NA	2.39	1.82	NA	2.15	NA	NA	1.41	1.56	NA	0.64	1.77	2.6	NA	3.78	2.12	NA	2.33	1.88	NA	1.73	1.75	2.54	NA	1.89	NA
1883	0.78	NA	2.43	1.31	NA	1.59	NA	NA	1.15	2	NA	0.42	1.49	2.01	NA	2.56	1.73	NA	2.38	2.18	NA	1.47	1.79	2.1	NA	1.27	NA
1884	1.03	NA	2.54	1.74	NA	2.19	3.4	NA	1.28	1.84	NA	0.58	1.49	2.43	NA	3.22	2.08	1.47	3.16	1.62	NA	1.83	1.44	2.59	NA	1.52	NA
1885	0.96	NA	2.23	1.24	NA	2.09	2.66	NA	1.37	1.8	NA	0.44	1.26	1.89	NA	2.21	1.82	1.26	2.35	2.43	NA	1.53	1.32	2.21	NA	1.58	NA
1886	0.98	NA	2.81	2.18	NA	2.2	2.79	NA	1.42	2.48	NA	0.61	1.66	2.12	NA	3.1	2.02	2.64	3.23	2.18	NA	1.69	1.52	3.38	NA	2.49	NA
1887	1.04	NA	2.1	1.89	NA	1.97	1.42	NA	1.62	2.41	NA	0.42	1.69	2.09	NA	1.75	1.47	1.95	2.28	0.7	NA	1.19	1.56	3.32	NA	1.55	NA
1888	0.92	NA	2.38	1.87	NA	2.2	1.9	NA	1.44	2.41	NA	0.52	1.59	1.55	NA	2.28	1.97	1.99	2.49	2.72	NA	1.31	0.46	3.31	1.77	1.95	NA
1889	0.73	NA	2.06	1.54	NA	2.39	1.58	NA	1.34	2.45	NA	0.44	1.53	1.15	NA	1.94	1.24	1.51	1.93	2.63	NA	0.92	1.26	2.64	1.67	1.62	NA
1890	0.77	NA	2.08	1.57	NA	2.56	2.02	NA	1.83	2.64	NA	0.63	1.43	1.51	NA	2.16	1.45	1.7	2.49	2.44	NA	0.76	1.53	2.54	1.92	2.75	NA
1891	0.82	NA	2.46	1.37	NA	2.31	1.95	NA	1.29	2.24	NA	0.69	1.41	1.47	NA	2.28	0.9	2.09	2.07	2.3	NA	0.9	1.51	2.58	1.83	1.8	NA
1892	0.63	NA	2.23	1.16	NA	2.42	1.48	NA	1.44	2.18	0.93	0.75	1.19	1.3	NA	2.57	0.81	1.82	1.42	1.93	NA	0.78	1.39	1.97	1.87	1.32	NA
1893	0.67	NA	1.93	1.1	NA	2.25	0.73	NA	1.14	1.49	1.32	0.42	1.15	1.17	NA	1.71	1.35	1.53	1.56	1.76	NA	0.73	1.17	1.74	1.03	1.51	NA
1894	0.88	NA	1.97	1.61	NA	2.5	0.92	NA	1.72	2.35	1.34	0.66	1.44	1.48	NA	2.75	1.15	2.06	1.64	2.66	NA	0.82	1.27	2.27	1.34	2.16	NA
1895	0.76	NA	1.32	1.38	NA	1.7	0.7	NA	1.39	2.29	1.03	0.92	1.11	1.34	NA	2.8	0.88	1.94	1.73	2.09	NA	0.49	1.09	1.64	1.42	1.6	NA
1896	0.73	NA	1.66	1.08	NA	2.1	1.34	NA	1.3	1.96	0.83	1.25	1.13	1.33	NA	2.74	1.03	1.84	1.48	1.53	NA	0.76	1.01	1.83	1.52	1.56	NA
1897	0.76	NA	1.8	1.62	NA	1.97	1.31	NA	1.42	1.71	1.2	1.17	1.62	1.23	NA	2.47	0.69	2.01	1.83	1.86	NA	0.84	1.27	1.55	1.63	1.19	NA
