# Vitas - Viesvile - QURO - ITRDB LITH011
#----------------------------------------------------
#                World Data Service for Paleoclimatology, Boulder
#                                  and
#                     NOAA Paleoclimatology Program
#             National Centers for Environmental Information (NCEI)
#----------------------------------------------------
# Template Version 4.0
# Encoding: UTF-8
# NOTE: Please cite original publication, NOAA Landing Page URL, dataset and publication DOIs (where available), and date accessed when using downloaded data. If there is no publication information, please cite investigator, study title, NOAA Landing Page URL, and date accessed.
#
# Description/Documentation lines begin with #
# Data lines have no #
#
# NOAA_Landing_Page: https://www.ncei.noaa.gov/access/paleo-search/study/5209
#   Landing_Page_Description: NOAA Landing Page of this file's parent study, which includes all study metadata.
#
# Study_Level_JSON_Metadata: https://www.ncei.noaa.gov/pub/data/metadata/published/paleo/json/noaa-tree-5209.json
#   Study_Level_JSON_Description: JSON metadata of this data file's parent study, which includes all study metadata.
#
# Data_Type: Tree Ring
#
# Dataset_DOI:
#
# Science_Keywords: 
#--------------------
# Resource_Links
#
# Data_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith011e-rwl-noaa.txt
#   Data_Download_Description: Raw Measurements - NOAA Template File; lith011e-rwl-noaa.txt
#
# Related_Online_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/europe/lith011e.rwl
#   Related_Online_Description: RWL File; Raw Measurements - Tucson Decadal File
#
# Supplemental_Download_Resource: https://www.ncei.noaa.gov/pub/data/paleo/treering/measurements/correlation-stats/lith011e.txt
#   Supplemental_Description: Text File; Correlation Stats
#
#--------------------
# Contribution_Date
#   Date: 2003-08-25
#--------------------
# File_Last_Modified_Date
#   Date: 2003-08-25
#--------------------
# Title
#   Study_Name: Vitas - Viesvile - QURO - ITRDB LITH011
#--------------------
# Investigators
#   Investigators: Vitas, A.
#--------------------
# Description_Notes_and_Keywords
#   Description: NOAA Template Chronology file added 2018-12-19. NOAA Template Raw Measurements file added 2019-02-05.
#--------------------
# Publication
#   Authors: 
#   Journal_Name: 
#   Published_Title: 
#   Published_Date_or_Year: 
#   Volume: 
#   Pages: 
#   Issue: 
#   Report_Number: 
#   DOI: 
#   Full_Citation: 
#   Abstract: 
#--------------------
# Funding_Agency
#   Funding_Agency_Name:
#   Grant:
#--------------------
# Site_Information
#   Site_Name: Viesvile
#   Location: Taurage
#   Northernmost_Latitude: 55.07
#   Southernmost_Latitude: 55.07
#   Easternmost_Longitude: 22.48
#   Westernmost_Longitude: 22.48
#   Elevation_m: 25
#--------------------
# Data_Collection
#   Collection_Name: LITH011
#   First_Year: 1878
#   Last_Year: 2002
#   Time_Unit: CE
#   Core_Length_m:
#   Parameter_Keywords:  earlywood width
#   Notes: None
#--------------------
# Species
#   Species_Name: Quercus robur L. = Quercus pendunculata Ehrl.
#   Common_Name: English oak
#   Tree_Species_Code: QURO
#--------------------
# Variables
#
# PaST_Thesaurus_Download_Resource: https://www.ncei.noaa.gov/access/paleo-search/skos/past-thesaurus.rdf
#   PaST_Thesaurus_Download_Description: Paleoenvironmental Standard Terms (PaST) Thesaurus terms, definitions, and relationships in SKOS format.
#
# Data variables follow that are preceded by '##' in columns one and two.
# Variables format: shortname-tab-var components: what, material, error, units, seasonality, data type, detail, method, C or N for Character or Numeric data)
#
## age_CE	age,,,year Common Era,,tree ring,,,N,
## viesv-2_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-2; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-4_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-4; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-5_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-5; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-6_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-6; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-18_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-18; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-19_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-19; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-20_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-20; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-21_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-21; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-22_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-22; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-23_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-23; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-24_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-24; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-25_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-25; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-27_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-27; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-28_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-28; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
## viesv-29_raw	total ring width,,,millimeter,,tree ring,,,N,Tree ID: viesv-29; units are 0.01 mm if end-of-series marker is 999 and 0.001 mm if end-of-series marker is -9999
#---------------------
# Data:
# Missing_Values: NA
age_CE	viesv-2_raw	viesv-4_raw	viesv-5_raw	viesv-6_raw	viesv-18_raw	viesv-19_raw	viesv-20_raw	viesv-21_raw	viesv-22_raw	viesv-23_raw	viesv-24_raw	viesv-25_raw	viesv-27_raw	viesv-28_raw	viesv-29_raw
1878	NA	NA	NA	NA	0.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1879	NA	NA	NA	NA	0.17	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1880	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1881	NA	NA	NA	NA	0.24	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1882	NA	NA	NA	NA	0.3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1883	NA	NA	NA	NA	0.44	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
1884	NA	NA	NA	NA	0.71	NA	0.21	NA	NA	NA	NA	NA	NA	NA	NA
1885	NA	NA	NA	NA	0.55	NA	0.41	NA	NA	NA	NA	NA	NA	NA	NA
1886	NA	NA	NA	NA	0.66	NA	0.34	NA	NA	NA	NA	NA	NA	NA	NA
1887	NA	NA	NA	NA	0.59	NA	0.19	NA	NA	NA	0.78	NA	NA	NA	NA
1888	NA	NA	NA	NA	0.64	NA	0.41	NA	NA	NA	0.4	NA	NA	NA	NA
1889	NA	NA	NA	NA	0.66	NA	0.3	NA	0.73	NA	0.57	NA	NA	NA	NA
1890	NA	NA	NA	NA	0.92	NA	0.34	NA	0.67	NA	0.86	NA	NA	NA	NA
1891	NA	NA	NA	NA	0.78	NA	0.96	NA	0.9	NA	1.11	NA	NA	NA	NA
1892	NA	NA	NA	NA	0.77	NA	0.6	NA	0.69	NA	1.04	NA	NA	NA	NA
1893	NA	NA	NA	NA	0.56	0.78	0.79	NA	0.66	NA	0.9	NA	NA	NA	NA
1894	NA	NA	NA	NA	0.7	0.68	0.59	NA	0.73	NA	0.98	NA	NA	NA	NA
1895	NA	NA	NA	NA	0.74	0.5	0.52	NA	0.71	NA	0.81	NA	NA	NA	NA
1896	NA	NA	NA	NA	0.78	0.59	0.67	NA	0.71	NA	0.99	NA	NA	NA	NA
1897	NA	NA	0.72	NA	0.85	0.85	0.51	NA	0.73	NA	0.89	NA	NA	NA	0.35
1898	NA	NA	0.57	NA	0.49	0.86	0.39	NA	0.69	NA	1.05	NA	NA	NA	0.37
1899	NA	NA	0.6	0.46	0.86	0.84	0.6	0.64	0.65	NA	1.04	NA	NA	NA	0.47
1900	NA	NA	0.45	0.26	0.54	0.98	0.44	0.78	0.65	0.32	0.71	NA	NA	NA	0.27
1901	NA	0.46	0.54	0.22	0.38	0.64	0.2	0.49	0.68	0.42	0.8	NA	NA	0.51	0.41
1902	NA	0.42	0.5	0.35	0.64	0.66	0.51	0.67	0.62	0.37	0.87	NA	NA	0.45	0.29
1903	NA	0.36	0.29	0.44	0.49	0.67	0.27	0.47	0.33	0.32	0.7	NA	NA	0.61	0.36
1904	NA	0.41	0.75	0.26	0.92	0.94	0.4	0.69	0.56	0.56	0.67	NA	NA	0.62	0.43
1905	NA	0.49	0.35	0.33	0.8	0.92	0.3	0.54	0.6	0.64	0.74	NA	NA	0.63	0.46
1906	NA	0.48	0.67	0.29	0.74	0.84	0.22	0.59	0.6	0.43	0.81	NA	NA	0.61	0.41
1907	NA	0.44	0.46	0.23	0.71	1	0.41	0.4	0.59	0.43	0.72	NA	NA	0.77	0.58
1908	NA	0.35	0.49	0.34	0.92	0.85	0.56	0.63	0.79	0.52	0.81	NA	NA	0.49	0.4
1909	NA	0.65	0.59	0.12	0.83	0.99	0.47	0.54	0.47	0.73	0.7	NA	NA	0.85	0.59
1910	NA	0.99	0.64	0.53	1.01	0.97	0.55	0.63	0.69	0.68	0.96	NA	NA	1	0.72
1911	NA	0.97	0.84	0.53	0.88	0.89	0.49	0.68	0.49	0.65	0.74	NA	NA	0.96	0.71
1912	1.19	0.97	0.67	0.6	0.89	0.76	0.47	0.82	0.43	0.77	0.74	NA	NA	1.02	0.83
1913	1.18	0.94	0.91	0.52	0.96	0.73	0.51	0.72	0.35	0.69	0.7	NA	NA	1.03	0.68
1914	1.48	0.85	0.97	0.73	0.74	0.92	0.48	0.89	0.58	0.7	0.83	NA	1.13	1.18	1.12
1915	1.53	1.07	0.93	0.81	0.87	0.87	0.62	1.02	0.64	0.77	0.64	NA	1.39	1.16	1.14
1916	1.35	0.97	1.03	0.67	0.92	0.78	0.67	1.28	0.51	0.48	0.6	NA	1.31	1.45	1.07
1917	1.26	1.01	0.77	0.77	0.55	0.65	0.46	0.87	0.35	0.4	0.61	NA	0.9	1.03	0.99
1918	1.05	0.92	0.86	0.77	0.79	0.72	0.43	1.13	0.59	0.74	0.61	NA	1	1.08	1.07
1919	0.9	0.94	0.7	0.8	0.7	0.62	0.41	1.04	0.62	0.48	0.55	NA	1.59	0.95	0.89
1920	1.18	0.71	0.82	0.66	0.75	0.55	0.35	0.99	0.55	0.46	0.44	NA	1.46	0.81	0.83
1921	1.06	0.79	0.82	0.8	0.8	0.72	0.52	0.99	0.66	0.69	0.65	NA	1.34	0.93	0.96
1922	1.37	0.9	0.74	0.75	0.94	0.9	0.47	1.21	0.59	0.65	0.66	NA	1.19	0.99	0.96
1923	1.08	1.03	1.04	0.66	0.65	0.84	0.59	1.12	0.59	0.65	0.75	NA	1.25	0.91	0.9
1924	1.15	0.82	0.75	0.7	0.75	0.83	0.35	1.1	0.52	0.82	0.62	NA	1.15	1.07	1.02
1925	1.23	1	0.8	0.69	0.65	0.79	0.53	1.03	0.52	0.52	0.47	NA	1.04	0.74	1.01
1926	0.78	0.79	0.85	0.59	0.57	0.88	0.37	0.8	0.62	0.65	0.58	NA	1.02	0.85	0.99
1927	0.93	0.95	0.84	0.56	0.56	1.09	0.44	0.88	0.87	0.71	0.63	NA	1.23	1.03	1.05
1928	0.76	0.45	0.74	0.42	0.63	0.67	0.32	0.81	0.53	0.51	0.48	NA	1.01	0.84	0.65
1929	0.47	0.54	0.63	0.4	0.65	0.59	0.42	0.75	0.39	0.52	0.53	NA	0.87	0.73	0.78
1930	0.71	0.87	0.74	0.68	0.87	0.67	0.42	0.91	0.46	0.68	0.71	NA	1.05	1.07	0.99
1931	0.87	1.03	0.97	0.74	0.99	0.94	0.54	1.24	0.61	0.58	0.68	NA	1.24	1.03	1.11
